,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20
34,34,12571573.0,1.0062189478758485,0.9938194884036154,32740.940674763995,36860.07362689576,40954.56727820837,42992.620049598765,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,42992.62004959893,51256.77549670935,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905,67984.89563820905
35,35,12572294.0,1.0062189478758485,0.9938194884036154,32776.83265681606,36895.96560894783,40990.45926026044,43028.51203165083,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,43028.512031651,51220.657885880646,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035,67948.77802738035
36,36,12573781.0,1.0048112973154746,0.9952117404249646,20079.885887252414,38870.6603979086,42977.455234929424,45021.631193486865,47059.683964877346,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,47059.68396487743,63895.20840795012,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021,63895.20840795021
37,37,12575077.0,1.0060177342688175,0.9940182622394911,33279.32239166795,37398.45534379972,41492.948995112325,43531.001766502726,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,43531.00176650289,50715.05793776956,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927,67443.17807926927
38,38,12575689.0,1.007124907252293,0.9929254979188911,30242.44717321553,34361.5801253473,38456.073776659905,40494.1265480503,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,40494.126548050466,53772.11356233781,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751,70500.23370383751
39,39,12580015.0,1.0064202017276132,0.9936207543165446,32276.38926902714,36395.522221158906,40490.015872471515,42528.06864386191,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,42528.068643862076,51724.28899882351,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322,68452.40914032322
40,40,12585248.0,1.0053138034553106,0.9947142838016878,18591.381253314994,37382.155763971175,41488.950600992,43533.12655954945,45571.17933093993,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,45571.17933094001,65391.30414674769,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774,65391.304146747774
41,41,12591373.0,1.0112623885424248,0.9888630402257343,18732.45851771355,22851.591469845313,26946.08512115792,28984.13789254832,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,28984.137892548486,65388.756848098295,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801,82116.87698959801
42,42,12592550.0,1.0084349554772583,0.9916355978821992,26767.12267746825,30886.25562960002,34980.74928091263,37018.80205230302,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,37018.80205230319,57274.60413381264,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234,74002.72427531234
43,43,12594564.0,1.0090401677359582,0.9910408247114264,24850.00263576999,28969.135587901757,33063.629239214366,35101.68201060476,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,35101.68201060493,59208.572894775665,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538,75936.69303627538
44,44,12595168.0,1.0189768748950951,0.9813765401721714,3817.757127012753,7912.25077832536,9950.303549715842,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,9950.303549715925,36216.50374558376,69823.6660591681,86551.78620066772,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678,86551.7862006678
45,45,12596084.0,1.0125778187214862,0.9875784176890549,17205.053855634815,21311.84869265564,25394.07742260348,25394.077422603565,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,25394.07742260365,52243.50651909066,85750.00356480746,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754,85750.00356480754
46,46,12598421.0,1.0124765710643797,0.9876771755308238,17406.271163696518,21513.066000717346,25595.294730665184,25595.294730665268,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,25595.29473066535,52039.751826782995,85546.2488724998,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988,85546.24887249988
47,47,12599818.0,1.0103527072940033,0.9897533730357089,21240.13205924493,25359.265011376698,29453.758662689306,31491.811434079704,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,31491.81143407987,62853.770090332684,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238,79581.89023183238
48,48,12600403.0,1.0103527072940033,0.9897533730357089,21439.5320592342,25558.665011365967,29653.158662678572,31691.211434068973,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,31691.211434069137,62652.29588033779,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749,79380.41602183749
49,49,12602019.0,1.009847682457907,0.9902483487074621,22635.40121452082,26754.534166652586,30849.027817965194,32887.080589355595,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,32887.08058935576,61444.28854995364,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334,78172.40869145334
50,50,12602560.0,1.009847682457907,0.9902483487074621,22657.14329201965,26776.276244151417,30870.769895464025,32908.82266685442,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,32908.82266685459,61422.33057188391,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362,78150.45071338362
51,51,12603275.0,1.0097467077871283,0.9903473735423329,22916.179999473112,27035.31295160488,31129.806602917488,33167.85937430788,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,33167.85937430805,61160.734747416915,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661,77888.85488891661
52,52,12604690.0,1.0096457432128072,0.9904464082796869,23179.559619254786,27298.69257138655,31393.186222699158,33431.23899408956,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,33431.23899408973,60894.77795781509,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479,77622.89809931479
53,53,12605587.0,1.0096457432128072,0.9904464082796869,410612.20104533836,414731.33399747015,418825.82764878275,420863.8804201731,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,420863.8804201733,516991.14824787027,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937,533719.26838937
54,54,12606242.0,1.0094438443494989,0.990644507465807,422844.6140289054,426963.7469810372,431058.2406323498,433096.2934037402,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,433096.29340374033,504641.14824720554,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052,521369.2683887052
55,55,12607886.0,1.009342910058493,0.9907435719165536,2584172.6316385744,2588291.764590706,2592386.258242019,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2594424.3110134094,2856491.2852858296,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292,2873219.4054273292
56,56,12608779.0,1.009342910058493,0.9907435719165536,2583797.977631739,2587917.1105838707,2592011.6042351834,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2594049.657006574,2856869.4611040023,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502,2873597.581245502
57,57,12609685.0,1.009342910058493,0.9907435719165536,2584580.6211872147,2588699.7541393465,2592794.247790659,2594832.3005620493,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2594832.3005620497,2856079.46110396,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596,2872807.5812454596
58,58,12611937.0,1.0090401677359582,0.9910408247114264,2657123.0758811478,2661242.2088332796,2665336.7024845923,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2667374.7552559827,2709002.9470419562,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307,2711071.7997315307
59,59,12614322.0,1.0091410717527316,0.9909417305383728,2624601.492200564,2628720.625152696,2632815.1188040087,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2634853.171575399,2741821.623578299,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873,2743890.476267873
60,60,12615657.0,1.0092419858599069,0.9908426462737453,2585409.888967218,2589529.0219193497,2593623.515570662,2595661.5683420524,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2595661.568342053,2781376.0238536554,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323,2783444.87654323
61,61,12616234.0,1.009342910058493,0.9907435719165536,2553633.036193155,2557752.169145287,2561846.6627966,2563884.7155679897,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2563884.71556799,2813450.8648169343,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083,2815519.7175065083
62,62,12616888.0,1.0095447887339337,0.990545452920515,2506539.572361632,2510658.7053137636,2514753.198965076,2516791.2517364663,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2516791.251736467,2860992.257326386,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604,2863061.1100159604
63,63,12619177.0,1.0111612724151833,0.9889619265297569,2029595.0556884392,2033714.188640571,2037808.6822918837,2039846.735063274,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,2039846.7350632742,3342898.1328205112,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857,3344966.9855100857
64,64,12619911.0,1.0097467077871283,0.9903473735423329,2457917.3231847086,2462036.4561368404,2466130.949788153,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2468169.0025595436,2910084.8824485433,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118,2912153.735138118
65,65,12620706.0,1.0097467077871283,0.9903473735423329,2457955.0709535186,2462074.2039056504,2466168.697556963,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2468206.7503283536,2910046.7663883753,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493,2912115.6190779493
66,66,12621954.0,1.0096457432128072,0.9904464082796869,2475898.5511335414,2480017.684085673,2484112.1777369855,2486150.230508376,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2486150.2305083764,2891928.7663873998,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974,2893997.619076974
67,67,12623571.0,1.0096457432128072,0.9904464082796869,2476492.790230886,2480611.923183018,2484706.4168343307,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2486744.469605721,2891328.7663873676,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942,2893397.619076942
68,68,12624124.0,1.0095447887339337,0.990545452920515,2490940.2543622986,2495059.3873144304,2499153.880965743,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2501191.9337371336,2876741.609285401,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757,2878810.4619749757
69,69,12625099.0,1.0095447887339337,0.990545452920515,2517686.1413009516,2521805.2742530834,2525899.767904396,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2527937.8206757866,2849738.987356473,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472,2851807.8400460472
70,70,12626036.0,1.009342910058493,0.9907435719165536,2555471.276915024,2559590.409867156,2563684.9035184686,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2565722.956289859,2811595.292482355,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929,2813664.145171929
