,index,blocknum,p0vs1,p1vs0,BAT-slippagemap_01,BAT-slippagemap_2,BAT-slippagemap_3,BAT-slippagemap_4,BAT-slippagemap_5,BAT-slippagemap_6,BAT-slippagemap_7,BAT-slippagemap_8,BAT-slippagemap_9,BAT-slippagemap_10,BAT-slippagemap_11,BAT-slippagemap_12,BAT-slippagemap_13,BAT-slippagemap_14,BAT-slippagemap_15,BAT-slippagemap_16,BAT-slippagemap_17,BAT-slippagemap_18,BAT-slippagemap_19,BAT-slippagemap_20,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20
120,120,13602387.0,1.1197375700284624,0.8930663994551699,5000.157068629216,13658.025208939496,22264.10484546848,22306.9730492194,22392.324620811272,22477.165638096114,22519.39564776979,22603.476563753735,22687.05452673598,22728.6558429918,22811.48502139736,22893.818734786106,22934.800715410198,23016.396786684356,23097.504770646283,23137.876648521946,23218.25797044552,23298.158474191932,23337.92931664657,23417.113980745595,18676.558201352025,28292.893510482383,33079.46895269292,42609.650832225016,52082.82533413847,56798.14099829548,56892.0920672753,56985.48113937457,57031.9659779041,57124.518365541706,57216.51712624352,57262.309933964956,57353.484461722925,57444.11360712556,57489.22468263185,57579.04186561923,57668.32178629388,57712.76127780577,57801.24132413364,57889.19210605024
121,121,13603022.0,1.1425851098892856,0.8752083248283343,7630.8271303528745,7716.435128304639,7801.531042546735,7843.887922980511,7928.221446952069,8012.050510286005,8053.776811620378,8136.854835459166,8219.43590786343,8260.541019670502,8342.382230819563,8423.733894260955,8464.22705553068,8544.8498754301,8624.990426830072,8664.880759076328,8744.303318768285,8823.250792333645,8862.547263506909,8940.787435351445,15822.171107993387,25554.59257097102,30398.94949114821,40044.17644725543,49631.70753882241,54403.946009496896,63905.58056929886,73350.37958442497,73397.42557514342,73491.09522455283,73584.2045640336,73630.55017196629,73722.82532802896,73814.54852009445,73860.2041613263,73951.10558918036,74041.46326876135,74086.43921956772,74175.98736881264,74264.99986393526
122,122,13604737.0,1.147852844513766,0.8711918124170378,4296.9309258323165,4382.538923784081,4467.634838026177,4509.991718459953,4594.325242431511,4678.154305765447,4719.88060709982,4802.958630938607,4885.539703342872,4926.644815149944,5008.486026299006,5089.837689740397,5130.330851010122,5210.953670909542,5291.094222309515,5330.984554555769,5410.407114247726,5489.354587813088,5528.651058986352,5606.891230830888,19640.499561572582,29372.921024550218,34217.27794472741,43862.504900834625,53450.03599240161,58222.27446307609,67723.90902287806,77168.70803800417,77215.75402872261,77309.42367813202,77402.53301761279,77448.87862554548,77541.15378160815,77632.87697367364,77678.53261490549,77769.43404275955,77859.79172234054,77904.76767314691,77994.31582239184,78083.32831751446
123,123,13612463.0,1.147279090229269,0.8716274954511397,4725.266961079262,4810.874959031026,4895.970873273122,4938.327753706898,5022.661277678456,5106.4903410123925,5148.216642346766,5231.294666185553,5313.875738589817,5354.98085039689,5436.822061545951,5518.173724987342,5558.666886257068,5639.289706156487,5719.430257556461,5759.3205898027145,5838.743149494671,5917.690623060033,5956.987094233297,6035.2272660778335,19148.930684362298,28881.352147339934,33725.70906751712,43370.936023624345,52958.46711519133,57730.705585865806,67232.34014566777,76677.13916079389,76724.18515151234,76817.85480092173,76910.96414040252,76957.30974833519,77049.58490439787,77141.30809646337,77186.9637376952,77277.86516554927,77368.22284513025,77413.19879593664,77502.74694518156,77591.75944030417
124,124,13615418.0,1.1236633212966523,0.8899462864428548,6751.746623266842,15383.681633577506,19723.13516402525,19765.874958226097,19850.97087246819,19935.55776257564,19977.661276873525,20061.490340207463,20144.817957797655,20186.29466538062,20268.875737784885,20350.96283021605,20391.82206074102,20473.173724182412,20554.038763327797,20594.289705351555,20674.43025675153,20754.09143145242,20793.74314868974,20872.6906222551,16745.09430781706,26390.32126392428,31191.276913280726,40750.090826165746,50251.72538596771,54981.20873693682,59743.570391812274,59837.240041221674,59883.86454217291,59976.69498863513,60068.97014469781,60114.900529041865,60206.34897799514,60297.250405849205,60342.49700992391,60432.58403623657,60522.132185481496,60566.70518909223,60655.45106021888,60743.66607767134
125,125,13617214.0,1.1473938181382919,0.8715403414169981,4586.25611332858,4671.864111280344,4756.96002552244,4799.316905956216,4883.650429927774,4967.479493261711,5009.205794596083,5092.28381843487,5174.864890839135,5215.970002646208,5297.811213795269,5379.162877236659,5419.656038506385,5500.278858405805,5580.419409805779,5620.309742052033,5699.732301743989,5778.6797753093515,5817.976246482615,5896.216418327152,19308.43075089192,29040.852213869555,33885.209134046745,43530.43609015396,53117.967181720946,57890.20565239543,67391.84021219739,76836.63922732351,76883.68521804195,76977.35486745136,77070.46420693213,77116.80981486481,77209.08497092749,77300.80816299298,77346.46380422483,77437.36523207888,77527.72291165988,77572.69886246625,77662.24701171118,77751.2595068338
126,126,13623531.0,1.1194017159305123,0.8933343461678915,5173.806637152047,13831.674777462327,22437.75441399131,22480.62261774223,22565.974189334105,22650.815206618947,22693.045216292623,22777.126132276568,22860.704095258814,22902.305411514633,22985.13458992019,23067.46830330894,23108.45028393303,23190.046355207185,23271.154339169116,23311.526217044775,23391.907538968353,23471.80804271476,23511.5788851694,23590.763549268428,18482.139048313016,28098.474357443374,32885.04979965391,42415.23167918601,51888.40618109947,56603.72184525647,56697.6729142363,56791.06198633556,56837.546824865094,56930.0992125027,57022.097973204516,57067.89078092595,57159.065308683916,57249.69445408655,57294.80552959284,57384.62271258022,57473.902633254875,57518.34212476676,57606.82217109463,57694.772953011234
127,127,13624473.0,1.0541105862705078,0.9486670687352134,5405.068200889481,14326.595038934587,23194.754819020403,27608.922260909985,36397.63086148068,45133.76812059725,49482.22053180474,58140.088672115024,66746.168308644,66789.03651239493,66874.3880839868,66959.22910127165,67001.45911094532,67085.54002692926,67169.11798991151,67210.71930616733,67293.54848457288,67375.88219796163,67416.86417858573,67498.46024985988,8563.883610750252,8657.272682849518,8703.757521379055,8796.309909016654,8888.308669718472,8934.101477439908,9025.276005197875,9115.905150600513,9161.0162261068,9250.833409094177,9340.113329768834,9384.552821280717,9473.032867608592,9560.98364952519,9604.761556180267,9691.924371334857,9778.565801146333,9821.691972830115,9907.55716704275,9992.908737944563
128,128,13625987.0,1.0492730542995168,0.9530407703718162,8884.173430035922,17805.70026808103,26673.860048166844,31088.027490056425,39876.73609062711,48612.87334974369,52961.325760951186,61619.19390126146,70225.27353779045,70268.14174154136,70353.49331313324,70438.33433041809,70480.56434009176,70564.6452560757,70648.22321905795,70689.82453531378,70772.65371371932,70854.98742710808,70895.96940773216,70977.56547900633,4904.789297915033,4998.178370014299,5044.663208543837,5137.215596181436,5229.2143568832535,5275.007164604689,5366.181692362657,5456.810837765295,5501.921913271582,5591.739096258959,5681.0190169336165,5725.458508445499,5813.938554773374,5901.889336689972,5945.6672433450485,6032.83005849964,6119.471488311115,6162.597659994896,6248.4628542075325,6333.8144251093445
129,129,13627778.0,1.077018192916338,0.9284894225344615,7232.771110961583,16047.884479634122,24810.267754569864,29171.78441253843,37855.664263577695,46487.59927388836,50784.184600585184,50869.79259853695,50954.88851277905,50997.24539321282,51081.57891718438,51165.407980518314,51207.13428185269,51290.21230569148,51372.79337809574,51413.898489902815,51495.739701051876,51577.091364493266,51617.58452576299,51698.20734566241,16033.286686533569,25478.085701659686,25525.131692378138,25618.801341787537,25711.91068126831,25758.256289200992,25850.53144526367,25942.254637329163,25987.910278561005,26078.811706415065,26169.169385996054,26214.145336802434,26303.693486047356,26392.705981169973,26437.012360784745,26525.227378237203,26612.91471606952,26656.561492628236,26743.463224085208,26829.84513271937
130,130,13628737.0,1.0757266107671413,0.9296042228488354,8063.438966995539,16878.55233566808,25640.935610603818,30002.452268572386,38686.33211961165,47318.267129922315,51614.85245661914,51700.46045457091,51785.556368813,51827.913249246776,51912.246773218336,51996.07583655227,52037.80213788665,52120.880161725436,52203.461234129696,52244.56634593677,52326.40755708583,52407.75922052722,52448.25238179695,52528.87520169637,15139.137104547304,24583.93611967342,24630.982110391873,24724.651759801272,24817.761099282045,24864.106707214727,24956.381863277406,25048.105055342898,25093.76069657474,25184.6621244288,25275.01980400979,25319.99575481617,25409.54390406109,25498.556399183708,25542.86277879848,25631.07779625094,25718.765134083256,25762.41191064197,25849.313642098943,25935.695550733104
131,131,13629561.0,1.0754039573167522,0.9298831320047463,8289.914807914962,17105.0281765875,25867.411451523243,30228.928109491808,38912.80796053108,47544.74297084174,51841.32829753857,51926.936295490326,52012.032209732424,52054.3890901662,52138.72261413776,52222.551677471696,52264.277978806065,52347.356002644854,52429.93707504912,52471.04218685619,52552.88339800525,52634.23506144664,52674.72822271637,52755.35104261579,14895.527311424972,24340.32632655109,24387.37231726954,24481.041966678942,24574.151306159714,24620.496914092397,24712.772070155075,24804.495262220567,24850.150903452406,24941.05233130647,25031.41001088746,25076.385961693835,25165.934110938757,25254.946606061374,25299.25298567615,25387.468003128604,25475.155340960926,25518.802117519637,25605.703848976613,25692.085757610774
132,132,13630100.0,1.1227647950236082,0.8906584927068124,7306.284650729227,15938.219661039891,20277.673191487636,20320.412985688483,20405.508899930577,20490.095790038027,20532.19930433591,20616.02836766985,20699.355985260037,20740.832692843007,20823.41376524727,20905.500857678435,20946.360088203404,21027.711751644798,21108.576790790183,21148.82773281394,21228.968284213915,21308.629458914806,21348.281176152126,21427.228649717486,16122.178811470776,25767.405767577995,30568.36141693444,40127.17532981946,49628.80988962142,54358.29324059053,59120.65489546599,59214.32454487539,59260.94904582662,59353.77949228884,59446.05464835152,59491.98503269558,59583.433481648855,59674.33490950292,59719.58151357762,59809.668539890285,59899.21668913521,59943.789692745944,60032.535563872596,60120.750581325054
133,133,13630612.0,1.0720755331902787,0.9327700978532767,6148.414180486542,14990.010564281689,23778.719164852377,28153.339766000387,36863.308835176445,45521.17697548673,49830.67128531889,54170.12481576663,54255.4763873585,54297.96052420957,54382.54741431702,54466.62833030097,54508.47999194884,54591.807609539035,54674.63678794459,54715.86538952626,54797.95248195743,54879.54855323159,54920.16337592379,55001.02841506917,17170.303384755527,21932.665039630985,21979.570117892355,22072.959189991623,22165.789636453843,22211.99641615876,22303.995176860575,22395.443625813856,22440.962512339982,22531.591657742618,22621.67868405528,22666.51991623628,22755.79983691094,22844.545708037596,22888.719374750697,22976.670156667296,23064.094839881087,23107.610878476964,23194.252308288436,23280.37547204572
134,134,13631148.0,1.0869719798261332,0.9199869164612275,4831.885785335884,13620.594385906572,22356.73164502315,26705.184056230642,35363.05219654092,43969.13183306991,44012.00003682083,44097.3516084127,44182.19262569754,44224.422635371215,44308.50355135516,44392.081514337406,44433.68283059323,44516.51200899878,44598.84572238753,44639.82770301162,44721.42377428578,44802.53175824771,44842.903636123374,44923.28495804695,18663.52108198766,28136.695583901117,32852.01124805812,32945.96231703795,33039.35138913721,33085.83622766675,33178.38861530435,33270.38737600617,33316.1801837276,33407.35471148557,33497.983856888204,33543.094932394495,33632.91211538187,33722.19203605653,33766.63152756841,33855.11157389628,33943.06235581289,33986.84026246796,34074.003077622554,34160.64450743403
135,135,13632435.0,1.0596059621498966,0.9437470491115787,5996.30611535149,14891.109807055245,23732.706190850393,28133.652117633348,36896.03539256909,45606.00446174515,49941.43190157692,58573.366911887584,62912.82044233533,62955.56023653618,63040.656150778275,63125.243040885725,63167.346555183605,63251.17561851754,63334.50323610773,63375.979943690705,63458.561016094965,63540.64810852613,63581.5073390511,63662.85900249249,12613.812341303876,12707.481990713277,12754.106491664512,12846.936938126732,12939.212094189412,12985.142478533466,13076.590927486744,13167.492355340804,13212.738959415508,13302.825985728172,13392.374134973095,13436.94713858383,13525.693009710485,13613.908027162941,13657.817458340185,13745.242141553976,13832.143873010948,13875.399609961327,13961.522773718607,14047.130771806942
136,136,13633653.0,1.078311325816842,0.9273759591113266,6316.267170484167,15131.380539156706,23893.763814092446,28255.28047206101,36939.16032310028,45571.09533341094,49867.68066010777,49953.28865805954,50038.38457230163,50080.741452735405,50165.074976706965,50248.9040400409,50290.630341375276,50373.70836521406,50456.289437618325,50497.3945494254,50579.23576057446,50660.58742401585,50701.08058528558,50781.70340518499,17020.996810532364,26465.795825658482,26512.84181637693,26606.511465786334,26699.620805267106,26745.96641319979,26838.241569262467,26929.96476132796,26975.620402559798,27066.52183041386,27156.87950999485,27201.855460801227,27291.40361004615,27380.416105168766,27424.722484783542,27512.937502235996,27600.624840068318,27644.27161662703,27731.173348084005,27817.555256718166
137,137,13635728.0,1.0517942077483091,0.950756329169001,7055.36897170825,15976.895809753356,24845.055589839172,29259.223031728754,38047.93163229944,46784.06889141602,51132.521302623514,59790.38944293379,68396.46907946278,68439.3372832137,68524.68885480557,68609.52987209041,68651.75988176408,68735.84079774804,68819.41876073027,68861.0200769861,68943.84925539166,69026.1829687804,69067.1649494045,69148.76102067865,6826.087440665591,6919.476512764857,6965.961351294394,7058.513738931994,7150.512499633811,7196.305307355247,7287.479835113215,7378.108980515853,7423.220056022139,7513.037239009516,7602.317159684174,7646.756651196057,7735.236697523932,7823.18747944053,7866.965386095607,7954.128201250197,8040.769631061672,8083.895802745454,8169.760996958091,8255.112567859902
138,138,13637218.0,1.0648105118751965,0.9391342298442742,6775.199876922188,15643.359657008004,24458.473025680545,28846.235699468274,37582.37295858485,46266.25280962412,50588.693510102625,59194.77314663161,59280.38114458337,59322.9929219744,59407.833939259246,59492.167463230806,59534.14486491687,59617.72282789911,59700.8008517379,59742.15332256049,59824.487035949234,59906.328247098296,59947.065087847484,60028.17307180941,16470.816180296028,16564.767249275847,16611.53182042388,16704.64115990465,16797.19354754225,16843.261923900012,16934.985115965505,17026.159643723473,17071.542185051407,17161.899864632396,17251.71704761977,17296.423964683698,17385.436459806315,17473.91650613419,17517.95785687354,17605.645194705863,17692.808009860455,17736.19370272155,17822.57561135571,17908.44080556835
139,139,13639453.0,1.0509531509018448,0.9515172004973572,7681.549603850454,16603.07644189556,25471.236221981377,29885.40366387096,38674.11226444165,47410.249523558225,51758.70193476572,60416.57007507599,69022.64971160499,69065.5179153559,69150.86948694778,69235.71050423261,69277.94051390629,69362.02142989024,69445.59939287248,69487.2007091283,69570.02988753386,69652.3636009226,69693.3455815467,69774.94165282085,6167.709340038989,6261.098412138254,6307.583250667792,6400.135638305392,6492.134399007208,6537.927206728644,6629.101734486612,6719.73087988925,6764.841955395536,6854.659138382914,6943.939059057571,6988.378550569454,7076.858596897328,7164.809378813927,7208.587285469004,7295.750100623594,7382.391530435069,7425.517702118851,7511.382896331488,7596.734467233299
140,140,13644203.0,1.0740069103007286,0.9310927056512084,4815.8466904178,13657.443074212948,22446.151674783636,26820.772275931646,35530.74134510771,44188.60948541798,48498.10379525014,52837.55732569789,52922.90889728976,52965.39303414083,53049.97992424828,53134.060840232225,53175.9125018801,53259.24011947029,53342.069297875845,53383.297899457524,53465.384991888684,53546.98106316284,53587.59588585505,53668.460925000436,18600.339549521606,23362.701204397068,23409.606282658435,23502.995354757702,23595.825801219922,23642.03258092484,23734.031341626654,23825.479790579935,23870.99867710606,23961.627822508697,24051.71484882136,24096.55608100236,24185.83600167702,24274.581872803676,24318.755539516776,24406.706321433376,24494.131004647166,24537.647043243043,24624.28847305452,24710.411636811798
141,141,13644880.0,1.1292954248285236,0.8855078821840119,7495.751759051728,16101.831395580712,16187.439393532475,16230.051170923505,16314.892188208347,16399.225712179905,16441.20311386597,16524.781076848216,16607.859100687,16649.21157150959,16731.54528489834,16813.386496047402,16854.123336796587,16935.231320758518,17015.854140657935,17055.984520557755,17135.885024304163,17215.30758399612,17254.84053085783,17333.551528734748,15931.900289159965,25606.10450567046,30421.48416544437,40009.01525701136,49539.19713654345,54282.888287487796,63727.687302613915,63821.63837159373,63868.40294274177,63961.51228222254,64054.06466986014,64100.1330462179,64191.85623828339,64283.03076604136,64328.413307369294,64418.77098695029,64508.58816993766,64553.295087001585,64642.3075821242,64730.787628452075
142,142,13646908.0,1.099213880597664,0.9097410591797482,5401.998828188391,14138.136087304967,22822.015938344233,27144.45663882274,35750.536275351726,35836.144273303486,35878.756050694516,35963.59706797936,36047.93059195092,36089.90799363698,36173.485956619224,36256.56398045801,36297.9164512806,36380.25016466935,36462.09137581841,36502.8282165676,36583.936200529526,36664.55902042895,36704.68940032877,36784.589904075176,18117.106220351045,27647.28809988314,32390.979250827488,41835.7782659536,41929.72933493343,41976.49390608146,42069.603245562226,42162.15563319983,42208.22400955759,42299.94720162308,42391.12172938105,42436.50427070898,42526.861950289975,42616.67913327735,42661.38605034127,42750.39854546389,42838.87859179176,42882.91994253112,42970.60728036344,43057.77009551803
143,143,13647426.0,1.0789584743805989,0.9268197282328897,5873.591760467399,14688.705129139937,23451.08840407568,27812.605062044244,36496.484913083514,45128.419923394176,49425.005250091,49510.61324804277,49595.70916228486,49638.06604271864,49722.3995666902,49806.22863002413,49847.95493135851,49931.03295519729,50013.61402760156,50054.719139408626,50136.56035055769,50217.912013999085,50258.40517526881,50339.027995168224,17498.50337592392,26943.302391050038,26990.34838176849,27084.01803117789,27177.12737065866,27223.472978591344,27315.748134654023,27407.471326719515,27453.126967951357,27544.028395805417,27634.386075386406,27679.362026192783,27768.910175437708,27857.922670560325,27902.229050175098,27990.44406762755,28078.131405459873,28121.77818201859,28208.67991347556,28295.06182210972
144,144,13648427.0,1.092420176461723,0.9153986914073065,5506.066645281309,14268.44992021705,22978.41898939311,27313.846429224886,35945.781439535545,40285.23496998329,40327.97476418414,40413.07067842624,40497.65756853369,40539.76108283157,40623.5901461655,40706.91776375569,40748.394471338666,40830.97554374293,40913.062636174094,40953.921866699064,41035.273530140454,41116.13856928584,41156.3895113096,41236.53006270957,17966.86881665858,27468.50337646054,32197.986727429652,36960.34838230511,37054.01803171451,37100.64253266574,37193.47297912796,37285.748135190646,37331.6785195347,37423.12696848797,37514.02839634204,37559.27500041674,37649.3620267294,37738.91017597433,37783.48317958506,37872.229050711714,37960.44406816417,38004.353499341414,38091.77818255521,38178.67991401218
145,145,13649405.0,1.1242252653348699,0.8895014467604344,6370.393203487008,15002.328213797671,19341.781744245418,19384.52153844626,19469.617452688355,19554.20434279581,19596.307857093692,19680.136920427627,19763.46453801782,19804.94124560079,19887.522318005053,19969.609410436216,20010.468640961186,20091.820304402576,20172.68534354796,20212.936285571723,20293.076836971693,20372.738011672587,20412.389728909908,20491.337202475268,17173.74722243464,26818.974178541856,31619.929827898304,41178.74374078332,50680.37830058528,55409.86165155439,60172.22330642985,60265.89295583925,60312.51745679048,60405.3479032527,60497.62305931539,60543.55344365944,60635.001892612716,60725.90332046678,60771.14992454148,60861.236950854145,60950.78510009907,60995.358103709805,61084.10397483646,61172.318992288914
146,146,13650541.0,1.1328014969489553,0.8827671950411102,5254.238123815321,13860.317760344304,13945.925758296069,13988.537535687099,14073.37855297194,14157.712076943499,14199.689478629562,14283.267441611808,14366.345465450595,14407.697936273184,14490.031649661933,14571.872860810994,14612.60970156018,14693.71768552211,14774.340505421529,14814.470885321347,14894.371389067757,14973.793948759714,15013.326895621421,15092.03789349834,18467.177394132097,28141.38161064259,32956.7612704165,42544.292361983484,52074.474241515585,56818.16539245993,66262.96440758604,66356.91547656587,66403.6800477139,66496.78938719467,66589.34177483227,66635.41015119004,66727.13334325553,66818.30787101349,66863.69041234143,66954.04809192242,67043.8652749098,67088.57219197371,67177.58468709633,67266.06473342421
147,147,13652417.0,1.1049443926752416,0.9050229193695848,5941.508071232644,14651.477140408704,23309.345280718986,27618.839590551142,31958.29312099889,32043.644692590762,32086.128829441826,32170.71571954928,32254.796635533225,32296.6482971811,32379.97591477129,32462.80509317685,32504.033694758524,32586.120787189688,32667.716858463842,32708.331681156047,32789.196720301436,32869.57804222501,32909.58821372517,32989.249388426055,17557.26266349205,27116.07657637707,31874.01998523468,41347.19448714814,46109.5561420236,46156.46122028497,46249.85029238423,46342.68073884645,46388.88751855137,46480.88627925319,46572.334728206464,46617.853614732594,46708.48276013523,46798.56978644789,46843.411018628896,46932.69093930355,47021.436810430205,47065.61047714331,47153.561259059905,47240.9859422737
148,148,13653076.0,1.0702546440210992,0.9343570762214659,7457.282077237789,16298.878461032935,25087.587061603623,29462.207662751633,38172.17673192769,46830.04487223797,51139.53918207013,55478.99271251787,55564.34428410975,55606.82842096082,55691.41531106827,55775.496227052216,55817.34788870009,55900.67550629028,55983.504684695836,56024.733286277515,56106.820378708675,56188.41644998283,56229.031272675034,56309.89631182042,15768.197780292912,20530.559435168372,20577.464513429743,20670.853585529007,20763.684031991226,20809.890811696143,20901.889572397962,20993.33802135124,21038.856907877365,21129.48605328,21219.573079592665,21264.414311773668,21353.694232448324,21442.44010357498,21486.61377028808,21574.56455220468,21661.98923541847,21705.505274014347,21792.146703825823,21878.2698675831
149,149,13654398.0,1.0891479902722219,0.9181488731848643,7732.241395465086,16494.624670400826,25204.59373957689,29540.02117940866,38171.95618971933,42511.40972016707,42554.14951436791,42639.24542861001,42723.83231871746,42765.93583301534,42849.76489634928,42933.092513939475,42974.56922152244,43057.15029392671,43139.23738635787,43180.09661688284,43261.44828032423,43342.31331946961,43382.564261493375,43462.704812893346,15538.393529984696,25040.028089786658,29769.511440755767,34531.87309563123,34625.54274504063,34672.16724599186,34764.99769245408,34857.27284851676,34903.20323286081,34994.651681814095,35085.55310966815,35130.799713742854,35220.88674005552,35310.43488930044,35355.00789291118,35443.753764037836,35531.968781490286,35575.878212667536,35663.30289588132,35750.204627338295
150,150,13655895.0,1.0738995203486936,0.9311858149217735,4904.0603103575995,13745.656694152745,22534.365294723433,26908.985895871443,35618.9549650475,44276.823105357784,48586.317415189944,52925.77094563768,53011.12251722956,53053.60665408063,53138.19354418808,53222.274460172026,53264.1261218199,53347.45373941009,53430.282917815646,53471.51151939732,53553.598611828485,53635.19468310264,53675.809505794845,53756.67454494023,18505.594243051997,23267.95589792746,23314.860976188826,23408.250048288093,23501.080494750313,23547.28727445523,23639.286035157045,23730.734484110326,23776.253370636452,23866.882516039088,23956.96954235175,24001.81077453275,24091.09069520741,24179.836566334066,24224.010233047167,24311.961014963767,24399.385698177557,24442.901736773434,24529.54316658491,24615.66633034219
151,151,13658831.0,1.08068610329419,0.925338076386622,4706.071113418023,13521.18448209056,22283.567757026303,26645.084414994868,35328.964266034134,43960.899276344804,48257.48460304162,48343.09260099339,48428.18851523549,48470.545395669265,48554.87891964082,48638.70798297476,48680.43428430913,48763.51230814792,48846.09338055218,48887.19849235925,48969.039703508315,49050.391366949705,49090.88452821943,49171.50734811885,18759.26006028644,28204.05907541256,28251.105066131007,28344.77471554041,28437.88405502118,28484.22966295386,28576.504819016543,28668.228011082032,28713.883652313874,28804.785080167938,28895.142759748924,28940.118710555304,29029.666859800225,29118.679354922842,29162.985734537615,29251.200751990073,29338.888089822394,29382.534866381106,29469.436597838077,29555.818506472242
152,152,13659389.0,1.1000935595435921,0.9090135937300469,4772.7615939001735,13508.89885301675,22192.778704056018,26515.219404534524,35121.2990410635,35206.90703901527,35249.5188164063,35334.359833691145,35418.6933576627,35460.670759348766,35544.24872233101,35627.3267461698,35668.67921699239,35751.01293038113,35832.854141530195,35873.590982279384,35954.69896624131,36035.32178614073,36075.45216604055,36155.35266978696,18809.080383237237,28339.26226276933,33082.95341371368,42527.7524288398,42621.70349781962,42668.468068967646,42761.57740844842,42854.12979608602,42900.19817244378,42991.921364509275,43083.09589226724,43128.47843359518,43218.83611317616,43308.65329616354,43353.36021322747,43442.372708350085,43530.85275467796,43574.89410541731,43662.58144324963,43749.74425840422
153,153,13661252.0,1.0861027934217844,0.9207231636422588,5395.665167593525,14184.373768164212,22920.51102728079,27268.963438488285,35926.83157879856,44532.91121532755,44575.77941907846,44661.13099067034,44745.972007955184,44788.20201762886,44872.282933612805,44955.86089659505,44997.46221285087,45080.291391256425,45162.62510464517,45203.607085269265,45285.20315654342,45366.31114050535,45406.68301838101,45487.06434030459,18050.9226748474,27524.097176760857,32239.412840917863,32333.363909897686,32426.75298199695,32473.237820526487,32565.790208164086,32657.788968865905,32703.58177658734,32794.756304345305,32885.38544974795,32930.49652525423,33020.31370824161,33109.593628916264,33154.03312042815,33242.51316675603,33330.46394867262,33374.2418553277,33461.40467048229,33548.046100293766
154,154,13662432.0,1.0495878676950474,0.952754915313622,8630.849360281149,17552.376198326256,26420.53597841207,30834.703420301652,39623.41202087234,48359.54927998892,52708.00169119641,61365.869831506694,69971.94946803567,70014.8176717866,70100.16924337846,70185.01026066332,70227.24027033699,70311.32118632093,70394.89914930318,70436.500465559,70519.32964396455,70601.6633573533,70642.64533797739,70724.24140925155,5170.645984343412,5264.035056442678,5310.519894972215,5403.072282609815,5495.071043311632,5540.8638510330675,5632.038378791036,5722.667524193674,5767.77859969996,5857.595782687337,5946.875703361995,5991.315194873878,6079.795241201752,6167.74602311835,6211.523929773428,6298.686744928018,6385.328174739493,6428.454346423275,6514.319540635911,6599.671111537723
155,155,13663176.0,1.0593940727414075,0.9439358079588716,6149.974390689048,15044.778082392802,23886.37446618795,28287.320392970905,37049.703667906644,45759.67273708271,50095.10017691448,58727.03518722515,63066.48871767289,63109.228511873735,63194.32442611583,63278.91131622328,63321.01483052116,63404.843893855104,63488.171511445296,63529.64821902826,63612.22929143252,63694.31638386369,63735.17561438866,63816.52727783005,12450.99300647642,12544.66265588582,12591.287156837054,12684.117603299273,12776.392759361954,12822.32314370601,12913.771592659286,13004.673020513348,13049.91962458805,13140.006650900714,13229.554800145637,13274.127803756372,13362.873674883027,13451.088692335483,13494.998123512727,13582.422806726518,13669.32453818349,13712.58027513387,13798.70343889115,13884.311436979486
156,156,13666390.0,1.0136922114069886,0.9864927329490043,78.53739584186303,169.43882505951603,259.7964982991206,4754.135109210267,13702.464391003541,22597.268082707298,27024.697024612862,35839.8103932854,44602.19366822114,48963.71032618971,57647.59017722897,66279.52518753964,70576.11051423647,70661.71851218822,70746.81442643033,70789.1713068641,70873.50483083566,70957.3338941696,70999.06019550397,71082.13821934276,151.69871818474175,243.42191025023268,289.07755148207474,379.9789793361355,470.33665891712485,515.3126097235021,604.8607589684256,693.8732540910428,738.1796337058156,826.3946511582716,914.0819889905924,957.7287655493059,1044.6304970062783,1131.0124056404397,1174.0093977139386,1259.6173958022734,1344.713308831047,1387.0701913488165,1471.4037156996567,1555.2327780903781
157,157,13674028.0,1.0755114977124838,0.9297901529894474,8246.16356261756,17061.276931290096,25823.66020622584,30185.176864194404,38869.05671523367,47500.991725544336,51797.57705224116,51883.18505019293,51968.28096443502,52010.6378448688,52094.97136884036,52178.80043217429,52220.52673350867,52303.60475734745,52386.18582975172,52427.29094155879,52509.132152707854,52590.483816149244,52630.97697741897,52711.599797318384,14942.58273942194,24387.381754548056,24434.42774526651,24528.097394675908,24621.20673415668,24667.552342089362,24759.82749815204,24851.550690217533,24897.206331449375,24988.107759303435,25078.465438884425,25123.441389690804,25212.989538935726,25302.002034058343,25346.308413673116,25434.523431125574,25522.21076895789,25565.857545516606,25652.75927697358,25739.14118560774
