,index,blocknum,p0vs1,p1vs0,BAT-slippagemap_01,BAT-slippagemap_2,BAT-slippagemap_3,BAT-slippagemap_4,BAT-slippagemap_5,BAT-slippagemap_6,BAT-slippagemap_7,BAT-slippagemap_8,BAT-slippagemap_9,BAT-slippagemap_10,BAT-slippagemap_11,BAT-slippagemap_12,BAT-slippagemap_13,BAT-slippagemap_14,BAT-slippagemap_15,BAT-slippagemap_16,BAT-slippagemap_17,BAT-slippagemap_18,BAT-slippagemap_19,BAT-slippagemap_20,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20
44,44,13449950.0,0.6797156729362173,1.471203386675236,8174.666771699757,20266.83482086272,32286.670630267687,38269.599312563136,50181.747420221494,62022.64004305415,67916.4989778391,79651.30707114218,91315.92066526848,97122.03578059666,108682.14400604647,120173.10262712606,125892.78026390605,137280.78942636584,148600.67853135153,154235.20543238876,165453.67766183015,176605.0439011976,182155.68781904384,193207.14697032512,15043.279497239151,23206.00093419582,23275.441806000126,23413.700172330842,23551.131512839773,23619.538596029695,23755.738666377474,23891.124023304765,23958.51270816719,24092.6851245615,24226.05495581421,24292.440402520446,24424.615350328848,24555.9996636147,24621.39680937138,24751.604025185465,24881.032377938463,24945.45593461251,25073.7247154958,25201.226225185364
45,45,13452704.0,0.6728854368973654,1.4861370824295743,6215.575853177543,18380.511317624067,30472.67936678703,36491.61166457716,48475.443858487444,60387.5919661458,66316.91854485015,78122.34352376341,89857.15161706648,95698.20641041196,107327.88032652097,118887.98855197076,124642.08556065997,136098.62480983036,147486.63397229015,153155.0679485748,164441.04997831307,175659.52220775446,181243.56843275536,192361.53236496815,16303.440564197845,16442.11430789842,16511.139802332862,16648.571142841793,16785.180405819036,16853.178296379494,16988.56365330679,17123.13917064598,17190.12475456352,17323.49458581623,17456.06663295288,17522.05498033087,17653.43929361672,17784.0376990972,17849.043655187485,17978.472007940483,18107.126152685734,18171.16434549782,18298.665855187384,18425.404684126956
46,46,13453359.0,0.6770023761182359,1.4770996901572968,6109.820422712737,18238.317594447162,30294.26524571714,36295.16875733198,48243.10521583822,60119.57212599013,66031.13817011844,77801.20187130578,89500.85999155194,95324.41879233277,106919.25766275011,118444.73914179995,124181.60075419035,135603.82357565948,146957.7215297148,152609.17665841582,163861.35314613153,175046.22201389534,180613.5420282619,191698.20366779735,16411.416521136543,20556.096390650026,20625.3292625463,20763.173495262403,20900.193180679595,20968.395360466915,21104.18746318757,21239.16729281709,21306.35412529386,21440.124646432774,21573.094987170345,21639.28158760076,21771.0606257354,21902.05139402128,21967.25265374508,22097.06985323485,22226.11051926241,22290.341107333614,22418.22567549115,22545.345274371713
47,47,13454485.0,0.6844901350503128,1.460941434789993,7134.55183852066,19190.49948979064,31174.331683700926,37139.339459911724,49015.80637006363,60821.23134897689,66697.43611537927,78397.09423562545,90026.76815173446,95815.4919068236,107340.97338587344,118797.51263504385,124500.05781973296,135853.95577378827,147139.93780352655,152757.58739020504,163942.45625796885,175060.42019018164,180594.43791187083,191612.7941541176,15783.336370302728,23970.581487206655,28045.820484915836,28184.49422861641,28322.338461332514,28390.951063559787,28527.560326537026,28663.352429257684,28730.94357402478,28865.51909136397,28999.289612502886,29065.874506534223,29198.446553670874,29330.225591805513,29395.819214334715,29526.41761981519,29656.234819304966,29720.851928658474,29849.506073403725,29977.390641561262
48,48,13455221.0,0.6933768092855195,1.4422172570646488,6206.558581001568,18190.390774911855,30102.538882570214,36031.86546127456,47837.290440187826,59572.09853349089,65413.15332683638,77042.8272429454,88602.93546839518,94357.03247708437,105813.57172625477,117201.58088871457,122870.01486499922,134155.99689473747,145374.46912417887,150958.51534917977,162076.47928139256,173127.93843267384,178628.85324532853,189581.30045023136,16491.91173311273,24728.425631196154,28828.18830885259,36990.90974580926,37129.58348950984,37198.60898394428,37336.04032445321,37472.64958743045,37540.64747799091,37676.0328349182,37810.6083522574,37877.59393617493,38010.963767427646,38143.5358145643,38209.52416194229,38340.90847522814,38471.50688070861,38536.5128367989,38665.9411895519,38794.59533429715
49,49,13455930.0,0.703292498990305,1.421883500016947,9886.182058882847,21762.648969034755,33568.07394794802,39444.2787143504,51143.93683459657,62773.610750705586,68562.33450579474,80087.81598484456,91544.35523401498,97246.9004187041,108600.79837275941,119886.78040249768,125504.42998917616,136689.29885693997,147807.26278915277,153341.28051084199,164359.63675308874,175312.08395799153,180763.71506510943,186291.6324723151,14008.94335333057,22319.916608481086,26456.74184435995,34693.25574244337,42880.500859347296,46955.73985705648,47094.413600757056,47232.25783347316,47300.87043570043,47437.47969867767,47573.271801398325,47640.86294616542,47775.438463504615,47909.20898464353,47975.793878674864,48108.365925811515,48240.14496394616,48305.73858647536,48436.33699195583,48566.15419144561
50,50,13457824.0,0.7117824221543485,1.4049237082496429,9842.148724662895,21647.57370357616,33382.38179687923,39223.436590224715,50853.11050633372,62413.21873178351,68167.31574047271,79623.8549896431,91011.8641521029,96680.29812838756,107966.28015812581,119184.75238756722,124768.79861256812,135886.7625447809,146938.2216960622,152439.13650871688,163391.58371361968,174278.51629173636,174371.13222794325,174555.53267872863,14082.494646430789,22443.48110828877,26605.20066390657,34891.27959931815,43127.79349740157,47227.55617505801,55390.27761201468,55528.95135571526,55597.9768501497,55735.408190658636,55872.017453635875,55940.015344196334,56075.400701123624,56209.97621846282,56276.961802380356,56410.33163363307,56542.90368076972,56608.89202814771,56740.27634143356,56870.874746914036
51,51,13458386.0,0.7164238441116376,1.39582177257095,9352.245185798094,21122.308886985433,32821.9670072316,38645.52580801243,50240.36467842977,61765.8461574796,67502.70776987,78924.93059133913,90278.82854539444,95930.28367409548,107182.46016181119,118367.329029575,123934.64904394156,135019.310683477,146037.66692572378,151522.10445602547,162441.74523774447,167969.66264495012,168062.00116508055,168245.84927125805,14454.5897772631,22840.695603199925,27014.918430566002,35325.89168571652,43587.150957288766,47699.2308196788,55886.47593658273,60031.15580609621,60100.38867799249,60238.23291070859,60375.252596125785,60443.4547759131,60579.246878633756,60714.226708263275,60781.413540740046,60915.18406187896,61048.154402616536,61114.341003046946,61246.12004118159,61377.11080946747
52,52,13460349.0,0.7229727258760299,1.383178042834596,6239.142555985162,17973.95064928823,29638.564243414545,35444.679358742724,47004.78758419252,58495.74620527212,64215.423842052114,75603.4330045119,86923.32210949759,92557.84901053482,103776.32123997621,114927.68747934369,120478.3313971899,131529.79054847118,142515.14289142756,147983.15256602867,158870.08514414539,159055.03960048268,159147.10153113765,159330.3989478415,16725.070199748963,25136.37089816233,29323.13453265424,37659.076915638114,45945.15585104969,50069.58988674308,58281.43242678955,66444.15386374622,66513.59473555053,66651.85310188125,66789.28444239017,66857.6915255801,66993.89159592788,67129.27695285517,67196.66563771758,67330.8380541119,67464.20788536461,67530.59333207084,67662.76827987925,67794.1525931651
53,53,13460967.0,0.7103603509576115,1.4077362266234814,11855.704812711221,23661.129791624488,35395.93788492755,41236.99267827304,52866.66659438205,64426.774819831844,70180.87182852103,81637.41107769145,93025.42024015123,98693.85421643588,109979.83624617415,121198.30847561554,126782.35470061644,137900.31863282924,148951.7777841105,154452.6925967652,165405.139801668,176292.07237978472,176384.68831599157,176569.088766777,12650.662208316313,21011.648670174298,25173.368225792095,33459.44716120368,41695.9610592871,45795.72373694354,53958.4451739002,54097.11891760078,54166.144412035224,54303.57575254416,54440.1850155214,54508.182906081856,54643.56826300915,54778.14378034834,54845.129364265886,54978.49919551859,55111.07124265524,55177.059590033234,55308.44390331909,55439.042308799566
54,54,13461573.0,0.7085159050844995,1.4114009196176582,8452.20848203197,20293.101104864625,32063.164806051966,37921.768132952646,49586.381727078966,61181.2205974963,66952.60506785693,78443.56368893654,89865.78651040565,95551.25048817633,106871.139593162,118123.31608087772,123724.13872364064,134875.5049630081,145960.16660254353,151477.6080321356,162462.960375092,173382.601156811,178817.9026278098,179002.85708414708,15045.418412651756,23381.360795635628,27530.61449516835,35791.873766740595,44003.71630678707,48091.19874603456,52235.87861554804,52374.13698187876,52442.95572016042,52579.975405577614,52716.175475925396,52783.96968808559,52918.949517715104,53053.12193410942,53119.90687133079,53252.877212068364,53385.05215987677,53450.84285063342,53581.8336189193,53712.04083473338
55,55,13463727.0,0.6993652638754205,1.4298679840898307,9497.174848398161,21409.32295605652,33250.21557888917,39144.07451367413,50878.8826069772,62543.49620110351,68349.61131643169,79909.71954188148,91400.67816296108,97120.35579974108,108508.36496220087,119828.25406718656,125462.78096822379,136681.25319766518,147832.61943703264,153383.26335487887,164434.72250616015,175420.07484911653,180888.08452371764,191775.01710183435,14259.775283821597,22545.854219233177,26670.288254926563,34882.13079497304,43044.85223192971,43114.29310373401,43252.551470064725,43389.98281057366,43458.38989376358,43594.58996411136,43729.975321038655,43797.36400590107,43931.53642229539,44064.90625354809,44131.29170025433,44263.466648062735,44394.85096134859,44460.24810710527,44590.45532291935,44719.88367567235
56,56,13465470.0,0.6977586524091405,1.4331603005527993,11854.936474889832,23767.08458254819,35607.97720538084,41501.8361401658,53236.64423346887,64901.25782759518,70707.37294292336,82267.48116837315,93758.43978945275,99478.11742623275,110866.12658869254,122186.01569367823,127820.54259471546,139039.01482415685,150190.3810635243,155741.02498137054,166792.48413265182,177777.8364756082,183245.8461502093,194132.77872832603,12612.640914032943,20898.719849444526,25023.15388513791,33234.996425184385,41397.71786214106,41467.158733945354,41605.41710027607,41742.848440785005,41811.25552397493,41947.45559432271,42082.84095125,42150.22963611242,42284.40205250673,42417.77188375944,42484.15733046568,42616.33227827408,42747.71659155993,42813.11373731661,42943.32095313069,43072.74930588369
57,57,13466849.0,0.6951123330348051,1.4386163969125387,9688.778390407198,21636.71484891344,33513.18175906535,39424.74780319366,51194.811504380996,62894.46962462717,68718.028425408,80312.86729582533,91838.34877487516,97575.21038726557,108997.43320873468,120351.33116279001,126002.78629149104,137254.96277920675,148439.83164697056,154007.15166133712,165091.81330087257,176110.16954311932,181594.60707342104,192514.24785514004,14103.698079669344,22364.957351241592,26477.03721363163,34664.282330535556,38808.96220004904,38878.195071945316,39016.03930466142,39153.05899007861,39221.26116986593,39357.053272586585,39492.033102216104,39559.219934692876,39692.99045583179,39825.96079656936,39892.147396999775,40023.92643513442,40154.91720342029,40220.11846314409,40349.93566263386,40478.976328661425
58,58,13467919.0,0.7018873898241245,1.4247299702172669,11918.678253410264,23795.14516356217,35600.57014247544,41476.77490887782,53176.43302912399,64806.106945233,70594.83070032216,82120.31217937199,93576.85142854239,99279.39661323151,110633.29456728682,121919.27659702509,127536.92618370357,138721.7950514674,149839.7589836802,155373.77670536938,166392.13294761616,177344.58015251896,182796.21125963685,188324.1286668425,12580.864919325822,20891.83817447634,25028.6634103552,33265.17730843862,41452.42242534255,45527.66142305173,45666.33516675231,45804.17939946841,45872.79200169568,46009.401264672924,46145.19336739358,46212.78451216067,46347.36002949987,46481.13055063878,46547.71544467012,46680.28749180677,46812.06652994141,46877.660152470606,47008.258557951085,47138.075757440856
59,59,13472809.0,0.7054054386669422,1.417624454228444,6943.231288165151,18819.69819831706,30625.123177230325,36501.32794363271,48200.986063878874,59830.65997998789,65619.38373507705,77144.86521412687,88601.40446329728,94303.9496479864,105657.84760204171,116943.82963177998,122561.47921845847,133746.34808622228,144864.31201843507,150398.3297401243,161416.68598237104,172369.13318727384,177820.76429439173,183348.6817015974,16081.891755458792,24392.86501060931,28529.690246488168,36766.204144571595,44953.44926147552,49028.6882591847,49167.362002885275,49305.20623560138,49373.81883782865,49510.42810080589,49646.22020352655,49713.811348293646,49848.386865632834,49982.15738677175,50048.74228080308,50181.31432793973,50313.093366074376,50378.68698860358,50509.28539408406,50639.10259357383
60,60,13474819.0,0.7134213237960285,1.4016962580808785,7571.897083327352,19377.32206224062,31112.130155543684,36953.18494888917,48582.85886499818,60142.96709044797,65897.06409913716,77353.60334830757,88741.61251076736,94410.04648705201,105696.02851679028,116914.50074623167,122498.54697123257,133616.51090344536,144667.97005472664,150168.88486738133,161121.33207228413,172008.26465040084,172100.8805866077,172285.2810373931,15700.353083324913,24061.3395451829,28223.059100800696,36509.13803621227,44745.651934295696,48845.41461195213,57008.136048908804,57146.80979260938,57215.835287043825,57353.26662755276,57489.87589053,57557.87378109046,57693.25913801775,57827.83465535694,57894.82023927448,58028.19007052719,58160.76211766384,58226.750465041834,58358.13477832769,58488.73318380816
61,61,13477007.0,0.7091538245243255,1.4101312936876051,7577.26415277124,19418.156775603893,31188.220476791234,37046.82380369192,48711.437397818234,60306.27626823557,66077.66073859621,77568.61935967581,88990.84218114492,94676.3061589156,105996.19526390127,117248.37175161699,122849.19439437991,134000.56063374737,145085.2222732828,150602.66370287488,161588.01604583126,172507.65682755027,177942.95829854906,178127.91275488635,15665.651744066858,24001.594127050732,28150.84782658345,36412.1070981557,44623.94963820217,48711.43207744966,52856.111946963145,52994.37031329386,53063.18905157552,53200.20873699272,53336.40880734049,53404.20301950069,53539.18284913021,53673.355265524515,53740.14020274589,53873.11054348347,54005.28549129187,54071.07618204852,54202.0669503344,54332.27416614848
62,62,13477528.0,0.7088702338957177,1.4106954308185984,7948.141173751279,19789.03379658393,31559.097497771272,37417.700824671956,49082.31441879827,60677.15328921561,66448.53775957624,77939.49638065584,89361.71920212496,95047.18317989563,106367.07228488132,117619.24877259703,123220.07141535994,134371.4376547274,145456.09929426285,150973.5407238549,161958.8930668113,172878.53384853032,178313.8353195291,178498.7897758664,15402.676576522237,23738.61895950611,27887.87265903883,36149.131930611074,44360.97447065755,48448.45690990504,52593.13677941853,52731.395145749244,52800.213884030905,52937.23356944809,53073.433639795876,53141.22785195607,53276.20768158559,53410.3800979799,53477.16503520127,53610.135375938844,53742.310323747246,53808.1010145039,53939.09178278978,54069.29899860387
63,63,13479179.0,0.6974796187100893,1.4337336506683713,6273.920176502352,18221.856635008597,30098.323545160503,36009.88958928881,47779.95329047615,59479.61141072232,65303.17021150315,76898.00908192049,88423.49056097031,94160.35217336072,105582.57499482985,116936.47294888516,122587.9280775862,133840.1045653019,145024.97343306572,150592.29344743228,161676.95508696773,172695.31132921448,178179.74885951617,189099.38964123518,16481.504979401518,24742.764250973763,28854.844113363804,37042.08923026773,41186.76909978122,41256.00197167749,41393.84620439359,41530.86588981078,41599.0680695981,41734.86017231876,41869.84000194827,41937.02683442504,42070.79735556396,42203.76769630153,42269.95429673195,42401.733334866585,42532.72410315247,42597.92536287627,42727.74256236604,42856.7832283936
64,64,13480995.0,0.6915764610641213,1.4459717128910239,8805.243822317327,20789.076016227613,32701.22412388597,38630.55070259031,50435.97568150358,62170.78377480665,68011.83856815213,79641.51248426114,91201.62070971093,96955.71771840013,108412.25696757053,119800.26613003033,125468.70010631497,136754.68213605325,147973.15436549464,153557.20059049554,164675.16452270834,175726.6236739896,181227.5384866443,192179.9856915471,14692.346843361422,22928.860741444845,27028.62341910128,35191.34485605795,35330.01859975853,35399.04409419297,35536.475434701904,35673.08469767914,35741.0825882396,35876.46794516689,36011.04346250609,36078.02904642363,36211.398877676336,36343.97092481299,36409.95927219098,36541.34358547683,36671.94199095731,36736.94794704759,36866.37629980059,36995.030444545846
65,65,13484443.0,0.6912307765458582,1.446694843359101,9246.555250105288,21230.387444015574,33142.53555167393,39071.86213037828,50877.287109291545,62612.09520259461,68453.1499959401,80082.8239120491,91642.9321374989,97397.0291461881,108853.5683953585,120241.57755781828,125910.01153410293,137195.99356384118,148414.4657932826,153998.5120182835,165116.4759504963,176167.93510177758,181668.84991443227,192621.29711933507,14387.20446198812,22623.718360071543,26723.48103772798,34886.20247468465,35024.87621838523,35093.90171281967,35231.3330533286,35367.942316305845,35435.940206866304,35571.325563793594,35705.90108113278,35772.886665050326,35906.25649630304,36038.82854343969,36104.816890817674,36236.20120410353,36366.799609584006,36431.805565674294,36561.23391842729,36689.88806317254
66,66,13486471.0,0.6933074785376656,1.4423614787903554,6246.555250266759,18230.387444177046,30142.535551835404,36071.86213053975,47877.28710945301,59612.09520275608,65453.149996101565,77082.82391221057,88642.93213766036,94397.02914634957,105853.56839551996,117241.57755797976,122910.0115342644,134195.99356400268,145414.46579344408,150998.51201844498,162116.47595065777,173167.93510193905,178668.84991459374,189621.29711949654,16464.179154625475,24700.693052708895,28800.45573036533,36963.17716732201,37101.85091102258,37170.87640545702,37308.307745965954,37444.917008943194,37512.91489950366,37648.30025643095,37782.87577377014,37849.86135768768,37983.23118894039,38115.80323607704,38181.79158345503,38313.17589674088,38443.77430222136,38508.78025831164,38638.20861106464,38766.862755809896
67,67,13487958.0,0.6962253472918498,1.436316566022425,8021.979540171864,19969.91599867811,31846.382908830015,37757.94895295832,49528.01265414566,61227.67077439183,67051.22957517266,78646.06844559,90171.54992463982,95908.41153703023,107330.63435849936,118684.53231255467,124335.98744125571,135588.16392897142,146773.03279673524,152340.3528111018,163425.01445063725,174443.370692884,179927.80822318568,190847.4490049047,15263.298526779741,23524.557798351987,27636.637660742024,35823.88277764595,39968.56264715944,40037.79551905571,40175.639751771814,40312.65943718901,40380.861616976326,40516.65371969698,40651.6335493265,40718.82038180327,40852.59090294218,40985.56124367975,41051.74784411017,41183.52688224481,41314.51765053069,41379.71891025449,41509.536109744266,41638.57677577182
68,68,13490350.0,0.7044186113336599,1.4196104190187742,8285.71573233829,20162.182642490196,31967.607621403462,37843.81238780585,49543.470508052014,61173.14442416102,66961.86817925017,78487.34965830001,89943.88890747042,95646.43409215953,107000.33204621485,118286.31407595312,123903.9636626316,135088.83253039542,146206.7964626082,151740.8141842974,162759.17042654418,173711.61763144698,179163.24873856487,184691.16614577055,15135.516786130045,23446.490041280562,27583.315277159425,35819.82917524285,44007.074292146775,48082.313289855956,48220.98703355653,48358.83126627263,48427.443868499904,48564.05313147714,48699.845234197805,48767.4363789649,48902.01189630409,49035.782417443006,49102.36731147434,49234.93935861099,49366.71839674563,49432.31201927483,49562.91042475531,49692.72762424508
69,69,13491633.0,0.6887469435217233,1.4519120693106347,6935.646410271554,18955.48221967652,30903.418678182767,36850.55900963033,48691.45163246298,60461.51533365032,66320.118660551,77984.73225467732,89579.57112509466,95350.95559545529,106841.91421653489,118264.13703800402,123949.60101577468,135269.49012076037,146521.66660847608,152122.489251239,163273.85549060645,174358.5171301419,179875.95855973396,190861.31090269034,15953.02196056009,24164.864500606564,28252.346939854055,32397.02680936754,32535.285175698256,32604.103913979914,32741.12359939711,32877.32366974489,32945.117881905084,33080.0977115346,33214.27012792891,33281.055065150285,33414.025405887856,33546.20035369626,33611.991044452916,33742.98181273879,33873.18902855288,33938.00027195236,34067.040937979924,34195.30971886321
70,70,13492505.0,0.7086576153506755,1.4111186817701171,8319.317249810314,20160.20987264297,31930.273573830305,37788.87690073099,49453.4904948573,61048.32936527464,66819.71383563528,78310.67245671488,89732.89527818399,95418.35925595467,106738.24836094036,117990.42484865607,123591.24749141898,134742.61373078646,145827.27537032188,151344.71679991393,162330.06914287034,173249.70992458935,178685.01139558814,178869.96585192543,15139.587607544117,23475.52999052799,27624.78369006071,35886.04296163296,44097.88550167943,48185.367940926924,52330.0478104404,52468.30617677112,52537.12491505278,52674.144600469976,52810.34467081776,52878.13888297795,53013.118712607466,53147.29112900178,53214.076066223155,53347.046406960726,53479.22135476913,53545.01204552578,53676.00281381166,53806.21002962574
71,71,13493641.0,0.7076662383830009,1.4130955325563845,9699.967016435889,21540.859639268543,33310.92334045588,39169.526667356564,50834.140261482884,62428.97913190022,68200.36360226086,79691.32222334045,91113.54504480957,96799.00902258024,108118.89812756593,119371.07461528164,124971.89725804456,136123.26349741203,147207.92513694745,152725.3665665395,163710.71890949592,174630.35969121492,180065.6611622137,180250.615618551,14161.847231304511,22497.789614288384,26647.043313821105,34908.30258539335,43120.14512543983,47207.62756468732,51352.3074342008,51490.56580053151,51559.384538813174,51696.40422423037,51832.60429457815,51900.39850673835,52035.37833636786,52169.550752762174,52236.33568998355,52369.30603072112,52501.48097852952,52567.27166928617,52698.262437572055,52828.469653386135
72,72,13494728.0,0.7316270597681239,1.3668165859214285,6333.264388026597,17997.87798215291,29592.716852570247,35364.10132293088,46855.059944010485,58277.282765479606,63962.746743250274,75282.63584823595,86534.81233595166,92135.63497871459,103287.00121808205,114371.66285761748,119889.10428720956,130874.45663016594,141794.09741188496,147229.39888288375,147414.35333922104,147598.20144539853,147689.71268657985,147871.91366505175,16729.54226030049,25191.45997066971,29403.418477638163,37789.52430357499,46125.466686558866,50274.72038609158,58535.97965766383,66747.82219771031,70835.3046369578,74979.98450647127,75118.24287280199,75187.06161108366,75324.08129650085,75460.28136684862,75528.07557900883,75663.05540863833,75797.22782503265,75864.01276225403,75996.9831029916,76129.1580508
73,73,13495682.0,0.722828153017145,1.3834546922749433,6422.723864659941,18157.53195796301,29822.14555208932,35628.260667417504,47188.36889286729,58679.3275139469,64399.005150726894,75787.01431318668,87106.90341817237,92741.4303192096,103959.90254865099,115111.26878801845,120661.91270586468,131713.37185714598,142698.72420010236,148166.73387470347,159053.66645282015,159238.62090915744,159330.68283981242,159513.98025651625,16592.351790206878,25003.652488620246,29190.416123112154,37526.35850609603,45812.43744150761,49936.871477201,58148.71401724747,66311.43545420414,66380.87632600844,66519.13469233915,66656.56603284809,66724.97311603802,66861.17318638579,66996.55854331309,67063.9472281755,67198.11964456982,67331.48947582253,67397.87492252876,67530.04987033717,67661.43418362302
74,74,13496616.0,0.7179298396276171,1.392893768726328,7278.899547578449,19048.963248765787,30748.62136901196,36572.18016979279,48167.01904021012,59692.50051925996,65429.362131650356,76851.58495311948,88205.4829071748,93856.93803587584,105109.11452359155,116293.98339135536,121861.30340572192,132945.96504525736,143964.32128750414,149448.75881780582,160368.39959952483,165896.31700673047,165988.6555268609,166172.5036330384,15941.567399709362,24327.673225646187,28501.896053012264,36812.86930816278,45074.12857973503,49186.20844212506,57373.45355902899,61518.133428542475,61587.36630043875,61725.21053315485,61862.23021857205,61930.432398359364,62066.22450108002,62201.20433070954,62268.39116318631,62402.16168432522,62535.13202506279,62601.31862549321,62733.09766362785,62864.08843191373
75,75,13497601.0,0.7308958349423332,1.3681840177388598,7316.640725068525,18981.25431919484,30576.093189612177,36347.477659972814,47838.43628105241,59260.65910252153,64946.1230802922,76266.01218527788,87518.1886729936,93119.01131575652,104270.37755512398,115355.0391946594,120872.48062425148,131857.83296720788,142777.4737489269,148212.77521992568,148397.72967626297,148581.57778244046,148673.08902362178,148855.29000209368,16010.428432763916,24472.346143133138,28684.30465010159,37070.410476038414,45406.35285902229,49555.60655855501,57816.86583012725,66028.70837017373,70116.19080942123,74260.8706789347,74399.12904526542,74467.94778354708,74604.96746896427,74741.16753931205,74808.96175147225,74943.94158110177,75078.11399749608,75144.89893471745,75277.86927545503,75410.04422326342
76,76,13498254.0,0.6957381844333745,1.4373222892953954,8739.883210357002,20687.81966886325,32564.286579015155,38475.852623143466,50245.9163243308,61945.574444576974,67769.1332453578,79363.97211577513,90889.45359482497,96626.31520721538,108048.53802868449,119402.43598273981,125053.89111144084,136306.06759915655,147490.93646692036,153058.25648128692,164142.91812082237,175161.27436306913,180645.71189337084,191565.35267508985,14763.613051022012,23024.87232259426,27136.952184984297,35324.19730188822,39468.877171401706,39538.11004329798,39675.95427601408,39812.97396143128,39881.176141218595,40016.96824393925,40151.94807356877,40219.13490604554,40352.90542718445,40485.87576792203,40552.06236835244,40683.84140648708,40814.832174772964,40880.03343449676,41009.850633986534,41138.89130001409
77,77,13498793.0,0.6685929353785778,1.4956783822936588,6643.096788845891,18844.58015059383,30973.077322328256,37010.092675808104,49029.92848521307,60977.864943719316,66925.00527516687,78765.89789799953,90535.96159918688,96394.56492608755,108059.17852021387,119654.01739063121,125425.40186099184,136916.36048207144,148338.58330354057,154024.04728131124,165343.9363862969,176596.11287401262,182196.93551677556,193348.30175614302,11987.581198229762,12125.839564560478,12194.658302842137,12331.677988259333,12467.878058607112,12535.672270767307,12670.652100396825,12804.824516791134,12871.609454012509,13004.579794750081,13136.754742558485,13202.545433315137,13333.536201601017,13463.7434174151,13528.554660814589,13657.595326842147,13785.864107725434,13849.710483070885,13976.830081951448,14103.189282600186
78,78,13500140.0,0.667924710022271,1.4971747339107373,7690.450198715419,19891.933560463356,32020.430732197783,38057.446085677635,50077.2818950826,62025.21835358884,67972.35868503641,79813.25130786905,91583.3150090564,97441.91833595709,109106.5319300834,120701.37080050074,126472.75527086137,137963.71389194098,149385.93671341008,155071.40069118075,166391.28979616644,177643.46628388215,183244.28892664507,194395.65516601253,11287.61859901941,11425.876965350126,11494.695703631787,11631.71538904898,11767.91545939676,11835.709671556955,11970.689501186473,12104.861917580783,12171.646854802157,12304.61719553973,12436.792143348133,12502.582834104785,12633.573602390667,12763.780818204748,12828.592061604237,12957.632727631795,13085.901508515084,13149.747883860535,13276.867482741098,13403.226683389834
79,79,13502427.0,0.6610146332151191,1.512825813153462,12303.853620974522,24541.994604271,36706.93006871752,42762.082764400635,54818.03041567061,66801.8626095809,72766.8703857917,84643.33729594361,96448.76227485687,102324.96704125925,114024.62516150542,125654.29907761443,131443.02283270357,142968.5043117534,154425.04356092383,160127.58874561294,171481.48669966825,182767.46872940654,188385.11831608502,199569.98718384883,4219.156637203147,4357.0008699192485,4425.61347214652,4562.222735123762,4698.014837844417,4765.605982611512,4900.181499950705,5033.952021089619,5100.536915120955,5233.1089622576055,5364.888000392248,5430.4816229214475,5561.080028401925,5690.897227891698,5755.514337245209,5884.168481990459,6012.053050147996,6075.70818449211,6202.447013431681,6328.427724211372
80,80,13505887.0,0.6624041529551457,1.5096523708958607,10080.812670190919,22318.953653487395,34483.88911793392,40539.041813617034,52594.98946488701,64578.8216587973,70543.8294350081,82420.29634516001,94225.72132407327,100101.92609047565,111801.58421072182,123431.25812683083,129219.98188191999,140745.46336096982,152202.00261014022,157904.54779482933,169258.44574888467,180544.42777862292,186162.0773653014,197346.94623306522,5690.219427155649,5828.06365987175,5896.676262099022,6033.285525076264,6169.077627796919,6236.668772564015,6371.244289903208,6505.014811042121,6571.599705073458,6704.171752210108,6835.950790344749,6901.544412873949,7032.142818354428,7161.960017844201,7226.577127197712,7355.231271942962,7483.115840100498,7546.770974444613,7673.509803384183,7799.490514163875
81,81,13506564.0,0.7117824221543485,1.4049237082496429,9891.981627381387,21697.40660629465,33432.214699597724,39273.269492943204,50902.94340905222,62463.05163450201,68217.1486431912,79673.6878923616,91061.6970548214,96730.13103110604,108016.1130608443,119234.58529028572,124818.6315152866,135936.5954474994,146988.05459878067,152488.96941143536,163441.41661633816,174328.34919445487,174420.96513066173,174605.36558144714,14047.023566666561,22408.010028524546,26569.729584142344,34855.808519553924,43092.32241763735,47192.08509529378,55354.806532250455,55493.480275951035,55562.505770385476,55699.9371108944,55836.54637387165,55904.54426443211,56039.9296213594,56174.50513869859,56241.49072261613,56374.86055386884,56507.432601005494,56573.42094838348,56704.80526166933,56835.40366714981
