,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
20,20,15012246.0,0.0002148269531149338,4654.909384042669,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.4135804880595275,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833,0.0008873923419085833
21,21,15023561.0,0.0002148269531149338,4654.909384042669,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.4135804875726737,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183,0.000887392342013183
22,22,15036848.0,0.0002148269531149338,4654.909384042669,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.4135758335937164,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829,0.0008873933419131829
23,23,15074271.0,0.0002148269531149338,4654.909384042669,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.4135711796147587,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838,0.0008873943418131838
24,24,15132088.0,0.0002148269531149338,4654.909384042669,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.4135103913582529,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282,0.0008874074020738282
25,25,15137936.0,0.0002148269531149338,4654.909384042669,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,10.913226776520446,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715,0.003143076431639715
26,26,15138912.0,0.0002152570154373814,4645.609333419851,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,116.67505747040815,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106,0.030289439902145106
27,27,15215862.0,0.00021568793870208278,4636.327863382486,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,5.53830227767495,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977,0.05413103893018977
28,28,15222150.0,0.00021568793870208278,4636.327863382486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185,0.0052937835806667185
29,29,15696597.0,0.00021568793870208278,4636.327863382486,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.3157799791485536,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575,0.005365291097904575
30,30,15697171.0,0.00021573107844670257,4635.400736881103,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.29031488102710473,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377,0.005370784603439377
31,31,15702111.0,0.0002157958042423847,4634.010394737735,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.2441141353252319,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913,0.005380753606439913
