,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10
229,229,13218952.0,44199.24482270782,2.2624820944593144e-05,0.00011339560843136313,0.00025413019885467305,0.00039346452523684463,0.0005314125210830162,0.0006679879799812248,0.0008032045583730805,0.0009370757763638718,0.001069615019495078,0.0012008355400419547,0.0013307504603195712,0.0014593727694077665,13.721681579220238,19.855570168982364,25.928428529189848,31.940864030444544,37.893477713493546,43.786864880765954,49.62161473353687,55.39831078380224,61.117530595927754,66.7798460059208
230,230,13221545.0,44894.124266819475,2.2274629839234526e-05,2.27880417685047e-06,0.0001430133946001604,0.00028234772098233195,0.0004202957168285036,0.0005568711757267122,0.0006920877541185678,0.0008259589721093592,0.0009584982152405653,0.001089718735787442,0.0012196336560650585,0.0013482559651532538,18.671681579486343,24.805570169248465,30.878428529455952,36.890864030710645,42.84347771375965,48.73686488103206,54.571614733802974,60.34831078406834,66.06753059619386,71.7298460061869
231,231,13236140.0,45047.01641421855,2.2199028472934824e-05,0.00011916220717842101,0.0002584965335605926,0.0003964445294067642,0.0005330199883049728,0.0006682365666968284,0.0008021077846876198,0.0009346470278188258,0.0010658675483657027,0.0011957824686433193,0.0013244047777315146,0.001451747337650401,13.548819481996205,19.744351533656907,25.878240123419033,31.951098483626517,37.96353398488121,43.91614766793021,49.809534835202626,55.64428468797354,61.4209807382389,67.14020055036443
232,232,13241848.0,45096.59291556745,2.2174624186626693e-05,0.00011134304648350733,0.0002506773728656789,0.0003886253687118506,0.0005252008276100591,0.0006604174060019147,0.0007942886239927061,0.0009268278671239121,0.001058048387670789,0.0011879633079484055,0.0013165856170366007,0.0014439281769554875,13.901263044951483,20.096795096612183,26.23068368637431,32.303542046581796,38.31597754783649,44.26859123088549,50.1619783981579,55.99672825092882,61.77342430119418,67.4926441133197
233,233,13244434.0,45236.602255613914,2.2105992716902137e-05,8.942557935046572e-05,0.0002287599057326373,0.000366707901578809,0.0005032833604770176,0.0006384999388688731,0.0007723711568596646,0.0009049103999908706,0.0010361309205377475,0.0011660458408153638,0.001294668149903559,0.0014220107098224459,14.891263045004703,21.086795096665405,27.220683686427527,33.29354204663502,39.30597754788971,45.258591230938706,51.15197839821112,56.98672825098204,62.763424301247404,68.48264411337293
234,234,13258312.0,46908.773616778264,2.1317973651784437e-05,0.00011328845372655743,0.00024986391262476603,0.00038508049101662156,0.000518951709007413,0.000651490952138619,0.0007827114726854958,0.0009126263929631124,0.0010412487020513078,0.0011685912619701943,0.0012946668049438844,0.0014194879373594714,13.987329580654004,20.30801338750674,26.5658084684857,32.7613405201464,38.89522910990853,44.96808747011601,50.9805229713707,56.933136654419705,62.82652382169212,68.66127367446303
235,235,13262139.0,45979.96364248864,2.174860353904089e-05,0.00011444045787288985,0.0002523884537190615,0.0003889639126172701,0.0005241804910091257,0.000658051708999917,0.0007905909521311232,0.000921811472678,0.0010517263929556164,0.0011803487020438117,0.0013076912619626984,0.0014337668049363885,13.847539799725244,20.105334880704202,26.3008669323649,32.43475552212703,38.50761388233451,44.52004938358921,50.472663066638205,56.36605023391062,62.20080008668153,67.9774961369469
236,236,13268235.0,41788.05396156264,2.3930284021357322e-05,8.79846382651001e-05,0.00023300501634435585,0.0003765824899316838,0.0005187314148534895,0.0006594660052767994,0.000798800331658971,0.0009367483275051426,0.0010733237864033512,0.0012085403647952068,0.0013424115827859982,0.0014749508259172042,14.520049381975904,20.472663065024904,26.36605023229732,32.20080008506823,37.977496135333595,43.69671594745912,49.35903135745216,54.96500864009015,60.51520829402245,66.01018532133035
237,237,13281950.0,42517.24011108082,2.351987093676338e-05,0.00010681214583320857,0.0002503896194205365,0.0003925385443423422,0.0005332731347656521,0.0006726074611478237,0.0008105554569939954,0.0009471309158922039,0.0010823474942840594,0.001216218712274851,0.001348757955406057,0.0014799784759529338,13.827078004119553,19.83951350537425,25.792127188423247,31.685514355695663,37.52026420846658,43.29696025873194,49.01618007085746,54.6784954808505,60.284472763488495,65.83467241742079
238,238,13309011.0,42790.20936949532,2.3369831901614608e-05,6.039382103376742e-05,0.00020397129462109537,0.00034612021954290106,0.00048685480996621096,0.0006261891363483825,0.0007641371321945543,0.0009007125910927629,0.0010359291694846183,0.0011698003874754098,0.0013023396306066158,0.0014335601511534927,15.807078004226106,21.8195135054808,27.7721271885298,33.665514355802216,39.50026420857313,45.27696025883849,50.996180070964016,56.65849548095706,62.264472763595045,67.81467241752735
239,239,13315496.0,42394.124873790985,2.3588174139153484e-05,0.0001281038210301224,0.00027168129461745035,0.00041383021953925604,0.000554564809962566,0.0006938991363447376,0.0008318471321909092,0.0009684225910891178,0.0011036391694809733,0.0012375103874717648,0.0013700496306029708,0.0015012701511498477,12.923093494901012,18.935528996155707,24.888142679204705,30.78152984647712,36.61627969924803,42.3929757495134,48.11219556163892,53.77451097163196,59.38048825426995,64.93068790820226
240,240,13342347.0,44858.22512390495,2.22924557812498e-05,8.48527189061175e-06,0.00014921986231392168,0.00028855418869609326,0.0004265021845422649,0.0005630776434404735,0.000698294221832329,0.0008321654398231205,0.0009647046829543265,0.0010959252035012033,0.0012258401237788198,0.001354462432867015,18.393148167233715,24.52703675699584,30.599895117203324,36.61233061845802,42.56494430150702,48.458331468779434,54.293081321550346,60.06977737181571,65.78899718394123,71.45131259393428
241,241,13356722.0,44858.22512390495,2.22924557812498e-05,0.0015279264724006678,0.02686973155093396,0.05195939379605101,0.07679942218703131,0.10139230050854439,0.12574048784958547,0.14984641874932395,0.17371250351630652,0.19734112846203433,0.22073465649636922,0.24389542653776067,3312.0185608427864,4416.535997157693,5510.063838259227,6592.71145219512,7664.587067208415,8725.797878254352,8731.632628107123,8737.40932415739,8743.128543969515,8748.790859379507
242,242,13358293.0,49195.509491532815,2.0327058512771638e-05,0.010742246213048662,0.03484817711278713,0.05871426187976971,0.08234288682549752,0.1057364148598324,0.12889718490122384,0.1518275129887184,0.17452969178924807,0.19700599131051683,0.21925865909074344,0.2412899201439566,3023.0772057711106,4184.221550870842,5333.812900788567,6471.96619000135,7598.795228168692,8714.41268325724,9818.930119572145,10912.45796067368,11995.105574609574,13066.981189622868
243,243,13361128.0,50734.228895105516,1.971055876433106e-05,0.021515285153870516,0.04514391009959833,0.0685374381339332,0.09169820817532466,0.1146285362628192,0.13733071506334887,0.15980701458461763,0.18205968236484424,0.2040909434180574,0.20421207571058372,0.20433200277695493,2524.1902091197308,3708.7900453601414,4881.603500448694,6042.747845548426,7192.339195466151,8330.492484678933,9457.321522846276,10572.938977934824,11677.45641424973,12770.984255351264
244,244,13365606.0,55812.398455915994,1.7917165856791847e-05,0.0030082250054295594,0.02571040380595923,0.04818670332722798,0.07043937110745459,0.09247063216066775,0.09259176445319409,0.09271169151956528,0.09283042535025707,0.09294797781884959,0.0930643606790724,0.09317958556806646,3605.540158115059,4838.481961105377,6059.156404890455,7267.685541465219,8464.19020943944,9648.790045679852,10821.603500768404,11982.747845868136,13132.339195785862,14270.492484998644
