,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
10,10,12435102.0,12.44441260229782,0.08035734847102009,0.050860662906211364,0.13848541139279785,0.22798623439656046,0.31659655462077385,0.40432523225679406,0.48851433261273947,0.5202707503704274,0.5467532674956019,0.5729722915126518,0.598930445551713,0.6246303245336642,2.5750583332733195,3.5812979683891797,4.237406455135561,4.8869868665965654,5.530104163187484,5.530123363951416,5.530142373673911,5.530161194256354,5.530179827579623,5.530198275508145
11,11,12438552.0,12.413341978758595,0.08055848309916663,0.061969706122842264,0.14959445460942875,0.23909527761319135,0.3277055978374047,0.415434275473425,0.4996233758293704,0.5313797935870582,0.5578623107122328,0.5840813347292828,0.610039488768344,0.635739367750295,2.4369746152091922,3.443214250325053,4.099322737071434,4.748903148532438,5.392020445123356,5.39203964588729,5.392058655609784,5.3920774761922265,5.392096109515496,5.3921145574440175
12,12,12439155.0,12.44565704355805,0.08034931353966614,0.05057400160476457,0.13819875009135105,0.22769957309511366,0.316309893319327,0.4040385709553473,0.4882276713112927,0.5199840890689805,0.5464666061941551,0.5726856302112051,0.5986437842502663,0.6243436632322173,2.578626073944068,3.5848657090599283,4.240974195806309,4.890554607267314,5.533671903858232,5.533691104622165,5.533710114344659,5.533728934927102,5.533747568250371,5.533766016178893
13,13,12440591.0,12.64511450280261,0.07908192525883133,0.06949742362120484,0.1606836013826134,0.2509625076572604,0.3403431694792768,0.42616781728916436,0.4595435093100382,0.48762918949954315,0.5154354255889292,0.5429649995038625,0.5702206632530575,0.5972051414278116,2.4881938136891324,3.5255526325035795,4.552590089024208,5.208698575770589,5.858278987231593,6.501396283822511,6.5014154845864445,6.501434494308938,6.501453314891381,6.50147194821465
14,14,12442353.0,12.723753810779675,0.07859315850270471,0.040864433933539814,0.13036525693730242,0.2189755771615158,0.30670425479753605,0.39089335515348145,0.4226497729111693,0.44913229003634386,0.4753513140533938,0.501309468092455,0.5270093470744062,0.5524535200677261,2.787181206164669,3.803533192843262,4.809772827959122,5.465881314705503,6.115461726166508,6.758579022757425,6.758598223521359,6.758617233243853,6.758636053826296,6.758654687149565
15,15,12443004.0,12.691985741261673,0.07878987735930067,0.05187200393294732,0.14137282693670994,0.2299831471609233,0.31771182479694354,0.40190092515288894,0.4336573429105768,0.46013986003575136,0.48635888405280137,0.5123170380918626,0.5380169170738136,0.5634610900671336,2.647292657095117,3.6636446437737105,4.669884278889571,5.325992765635952,5.9755731770969565,6.618690473687875,6.618709674451807,6.618728684174302,6.618747504756745,6.618766138080014
16,16,12444591.0,12.730116960187688,0.07855387370967692,0.038497116260913115,0.12799793926467573,0.2166082594888891,0.30433693712490933,0.38852603748085474,0.4202824552385426,0.44676497236371715,0.47298399638076716,0.49894215041982837,0.5246420294017794,0.5500862023950994,2.8173119606812453,3.8336639473598386,4.839903582475699,5.49601206922208,6.145592480683084,6.788709777274002,6.788728978037936,6.78874798776043,6.788766808342873,6.788785441666142
17,17,12445491.0,12.842630698240196,0.07786566658317351,0.000149685356890384,0.08965050836065298,0.17826082858486636,0.26598950622088663,0.350178606576832,0.38193502433451987,0.40841754145969444,0.4346365654767444,0.4605947195158056,0.4862945984977567,0.5117387714910766,3.307669607293536,4.324021593972129,5.33026122908799,5.98636971583437,6.635950127295375,7.279067423886294,7.279086624650226,7.27910563437272,7.279124454955164,7.279143088278433
18,18,12446788.0,13.25491703298629,0.07544370119491448,0.037494334181013424,0.12522301181703366,0.20941211217297906,0.24116852993066693,0.2676510470558415,0.2938700710728915,0.3198282251119527,0.3455281040939038,0.3709722770872237,0.39616335952701875,0.42589345432786996,2.984292437580753,4.087453034715397,5.179637545985473,6.195989532664067,7.202229167779927,7.8583376545263075,8.507918065987312,9.15103536257823,9.151054563342164,9.151073573064657
19,19,12448041.0,13.125659704169085,0.07618664680773123,0.08067635706897457,0.16840503470499482,0.2525941350609402,0.2843505528186281,0.3108330699438026,0.3370520939608526,0.3630102479999138,0.3887101269818649,0.4141542999751848,0.43934538241497995,0.4690754772158311,2.4146887560825983,3.517849353217242,4.610033864487319,5.626385851165912,6.632625486281772,7.288733973028153,7.938314384489157,8.581431681080076,8.581450881844008,8.581469891566503
20,20,12448567.0,13.015871408342,0.07682927778151605,0.029797558752433905,0.11840787897664729,0.20613655661266753,0.2903256569686129,0.3220820747263008,0.3485645918514753,0.3747836158685253,0.40074176990758653,0.4264416488895376,0.4518858218828576,0.47707690432265265,3.0246487284274526,4.116833239697529,5.133185226376122,6.139424861491983,6.795533348238363,7.4451137596993675,8.088231056290287,8.08825025705422,8.088269266776713,8.088288087359157
21,21,12449576.0,13.104676488834162,0.07630863690927814,0.08804061225844854,0.1757692898944688,0.2599583902504142,0.29171480800810207,0.3181973251332766,0.3444163491503266,0.3703745031893878,0.3960743821713389,0.4215185551646588,0.44670963760445387,0.47643973240530507,2.318100002552403,3.421260599687047,4.513445110957123,5.529797097635717,6.536036732751577,7.192145219497958,7.841725630958962,8.484842927549881,8.484862128313813,8.484881138036307
22,22,12450552.0,13.112541260691048,0.076262867747674,0.08514773225860425,0.1728764098946245,0.2570655102505699,0.28882192800825773,0.3153044451334323,0.34152346915048226,0.36748162318954347,0.3931815021714946,0.4186256751648145,0.4438167576046096,0.4735468524054608,2.3560236381273487,3.4591842352619926,4.551368746532069,5.567720733210662,6.573960368326523,7.230068855072903,7.8796492665339075,8.522766563124826,8.52278576388876,8.522804773611254
23,23,12452719.0,12.956138876586547,0.07718348880985924,0.050045038751344036,0.13865535897555742,0.22638403661157766,0.31057313696752303,0.3423295547252109,0.36881207185038545,0.39503109586743546,0.42098924990649667,0.44668912888844775,0.47213330188176766,0.4973243843215628,2.7617009031576627,3.8538854144277392,4.8702374011063325,5.876477036222193,6.532585522968573,7.1821659344295785,7.825283231020496,7.825302431784429,7.825321441506923,7.825340262089367
24,24,12453263.0,13.296068970775327,0.07521019951069699,0.02349832341932714,0.11122700105534739,0.1954161014112928,0.22717251916898065,0.2536550362941552,0.2798740603112052,0.30583221435026636,0.3315320933322175,0.3569762663255374,0.3821673487653325,0.4118974435661837,3.1701044785898937,4.273265075724538,5.365449586994614,6.381801573673207,7.388041208789067,8.044149695535449,8.693730106996453,9.33684740358737,9.336866604351304,9.336885614073799
25,25,12454640.0,13.249616391399748,0.0754738832023163,0.038985799166869034,0.12671447680288928,0.21090357715883468,0.24265999491652254,0.2691425120416971,0.2953615360587471,0.32131969009780825,0.3470195690797594,0.3724637420730793,0.39765482451287437,0.4273849193137256,2.964526268602106,4.06768686573675,5.1598713770068265,6.17622336368542,7.18246299880128,7.838571485547661,8.488151897008665,9.131269193599584,9.131288394363517,9.13130740408601
26,26,12456312.0,13.126972270139502,0.07617902890484074,0.08032745916464387,0.1680561368006641,0.2522452371566095,0.2840016549142974,0.31048417203947193,0.33670319605652194,0.36266135009558315,0.38836122907753423,0.41380540207085414,0.4389964845106492,0.4687265793115004,2.4192688292118913,3.522429426346535,4.614613937616612,5.630965924295205,6.637205559411065,7.293314046157446,7.942894457618451,8.58601175420937,8.586030954973301,8.586049964695796
27,27,12458261.0,12.985970797990849,0.077006179634619,0.03972475875189955,0.12833507897611293,0.21606375661213317,0.3002528569680786,0.3320092747257664,0.358491791850941,0.38471081586799094,0.41066896990705215,0.4363688488890033,0.4618130218823232,0.48700410432211827,2.89557848724603,3.9877629985161067,5.0041149851946995,6.01035462031056,6.666463107056941,7.3160435185179455,7.959160815108864,7.959180015872797,7.959199025595291,7.959217846177734
28,28,12459516.0,12.93025378678403,0.07733800252413427,0.05901146875086139,0.14762178897507477,0.23535046661109502,0.3195395669670404,0.3512959847247283,0.3777785018499028,0.4039975258669528,0.429955679906014,0.4556555588879651,0.481099731881285,0.5062908143210801,2.6456360795733493,3.737820590843426,4.754172577522019,5.760412212637879,6.41652069938426,7.066101110845265,7.7092184074361825,7.709237608200116,7.70925661792261,7.7092754385050535
29,29,12460133.0,12.845199352806151,0.07785009578551545,0.08868468874926416,0.17729500897347752,0.26502368660949777,0.34921278696544317,0.38096920472313106,0.4074517218483056,0.4336707458653556,0.4596288999044168,0.4853287788863679,0.5107729518796879,0.5359640343194829,2.263184882458711,3.355369393728787,4.37172138040738,5.3779610155232405,6.034069502269622,6.683649913730626,7.326767210321544,7.326786411085477,7.326805420807972,7.3268242413904145
30,30,12460823.0,12.709766075627615,0.07867965421626531,0.04564383907130804,0.13514466207507064,0.22375498229928403,0.31148365993530425,0.39567276029124965,0.42742917804893754,0.45391169517411206,0.48013071919116207,0.5060888732302232,0.5317887522121744,0.5572329252054943,2.726399477111188,3.7427514637897814,4.748991098905642,5.405099585652023,6.054679997113027,6.697797293703945,6.697816494467879,6.6978355041903725,6.697854324772816,6.6978729580960845
31,31,12462250.0,12.77347085004456,0.07828725737425639,0.023644909072492143,0.11314573207625475,0.20175605230046811,0.2894847299364884,0.37367383029243373,0.4054302480501216,0.4319127651752962,0.45813178919234615,0.48408994323140736,0.5097898222133584,0.5352339952066784,3.0067202556765764,4.02307224235517,5.02931187747103,5.6854203642174115,6.335000775678416,6.978118072269334,6.9781372730332665,6.978156282755761,6.978175103338204,6.978193736661473
32,32,12462812.0,13.357368704406216,0.07486504431596086,0.003263290694985291,0.09099196833100553,0.17518106868695094,0.2069374864446388,0.23342000356981335,0.25963902758686336,0.2855971816259245,0.31129706060787565,0.33674123360119557,0.36193231604099063,0.39166241084184183,3.43978877957003,4.542949376704674,5.63513388797475,6.651485874653344,7.657725509769204,8.313833996515585,8.96341440797659,9.606531704567507,9.60655090533144,9.606569915053935
33,33,12463743.0,13.45522935982869,0.07432054655162948,0.05868942737136678,0.14287852772731216,0.17463494548500003,0.2011174626101746,0.22733648662722458,0.25329464066628576,0.2789945196482369,0.3044386926415568,0.3296297750813519,0.3593598698822031,0.3891786660250299,2.723336658072579,3.8728776333018518,4.976038230436496,6.068222741706572,7.0845747283851646,8.090814363501025,8.746922850247406,9.39650326170841,10.03962055829933,10.039639759063261
34,34,12464346.0,13.511857327281504,0.07400907038745304,0.040510995077075805,0.12470009543302119,0.15645651319070905,0.1829390303158836,0.2091580543329336,0.2351162083719948,0.2608160873539459,0.2862602603472658,0.3114513427870609,0.3411814375879121,0.3710002337307389,2.9684626784408934,4.118003653670166,5.22116425080481,6.313348762074886,7.3297007487534795,8.33594038386934,8.99204887061572,9.641629282076725,10.284746578667644,10.284765779431577
35,35,12465748.0,13.924726094782294,0.07181469805533253,0.03035642117134446,0.056838938296519016,0.083057962313569,0.10901611635263021,0.1347159953345813,0.16016016832790123,0.18535125076769632,0.2150813455685475,0.2449001417113743,0.2751989633080318,0.30054821395268194,1.6095125288701535,2.7822745965655655,3.94336805424181,5.092909029471083,6.196069626605727,7.288254137875803,8.304606124554397,9.310845759670256,9.966954246416638,10.616534657877642
36,36,12466443.0,14.109741644957545,0.07087301987257676,0.009394961352611192,0.035877478477785746,0.062096502494835726,0.08805465653389694,0.11375453551584803,0.13919870850916796,0.16438979094896305,0.19411988574981423,0.22393868189264104,0.2542375034892985,0.2795867541339487,1.1926187880769676,1.6617228311247554,2.1261594379657294,2.5859750595511297,3.0062728579768927,3.4223888312575306,3.769398941558315,4.1129564210017024,4.112976206486901,4.112995795112679
37,37,12467610.0,14.790174878948914,0.0676124527386972,0.024508921844693467,0.05020880082664457,0.0756529738199645,0.10084405625975958,0.13057415106061074,0.16039294720343758,0.19069176880009506,0.21604101944474519,0.24000351129249523,0.26372758489042236,0.28721561128014683,0.7846141359279414,1.160524194994899,1.602370022313871,2.0398196375113775,2.5089236805591653,2.9733602874001397,3.43317590898554,3.8534737074113026,4.269589680691941,4.616599790992725
38,38,12468122.0,15.196448448968573,0.06580484929476221,0.015060560567041052,0.04050473356036098,0.06569581600015605,0.09542591080100722,0.12524470694383405,0.15554352854049155,0.18089277918514168,0.2048552710328917,0.22857934463081883,0.25206737102054333,0.27532169920443833,0.9318840347853373,1.3115718741893698,1.6874819332563276,2.129327760575299,2.566777375772806,3.0358814188205936,3.500318025661568,3.9601336472469684,4.380431445672731,4.796547418953369
39,39,12469116.0,15.679594929047855,0.06377715779808893,0.0006104094865824513,0.025801491926377526,0.0555315867272287,0.08535038287005552,0.11564920446671302,0.14099845511136314,0.16496094695911317,0.18868502055704028,0.21217304694676478,0.23542737513065984,0.25845033039289067,1.1642170639157903,1.5477206265243106,1.927408465928343,2.303318524995301,2.745164352314273,3.1826139675117795,3.6517180105595672,4.116154617400541,4.575970238985942,4.9962680374117046
40,40,12469958.0,15.110079396821108,0.06618098910918907,0.022374616490721626,0.04781878948404156,0.07300987192383662,0.1027399667246878,0.1325587628675146,0.16285758446417212,0.18820683510882225,0.21216932695657229,0.2358934005544994,0.2593814269442239,0.28263575512811895,0.8210453532362666,1.200733192640299,1.5766432517072568,2.018489079026229,2.4559386942237356,2.9250427372715233,3.3894793441124973,3.8492949656978976,4.269592764123661,4.6857087374042985
41,41,12470585.0,14.883642421016342,0.06718785440504517,0.017142962394608115,0.04422647639448492,0.07104051765762982,0.09758783868758603,0.1286606778904043,0.15980885860019386,0.1914238378121057,0.21807615074265344,0.2433287398262928,0.26833007465260905,0.2930826539158163,0.9557248263243775,1.3518732033102967,1.813755984329147,2.271043192514523,2.7597874507993825,3.2242240576403565,3.684039679225757,4.104337477651519,4.520453450932157,4.867463561232943
42,42,12471420.0,14.833126488286316,0.0674166704362494,0.021850302394354752,0.048933816394231555,0.07574785765737646,0.10229517868733266,0.13336801789015093,0.1645161985999405,0.19613117781185235,0.22278349074240006,0.24803607982603945,0.2730374146523557,0.29778999391556293,0.8857796327827613,1.2819280097686805,1.7438107907875309,2.201097998972907,2.6898422572577663,3.1542788640987403,3.6140944856841406,4.034392284109903,4.450508257390541,4.7975183676913264
43,43,12472607.0,14.443785974626907,0.0692339253542443,0.0034741333632662356,0.031104742228295575,0.05846043634738512,0.08554395034726192,0.11235799161040683,0.13890531264036302,0.1699781518431813,0.20112633255297085,0.23274131176488272,0.2593936246954304,0.2846462137790698,1.2079132957479313,1.6652005039333073,2.1539447622181664,2.6183813690591404,3.0781969906445408,3.4984947890703038,3.9146107623509416,4.261620872651727,4.6051783520951135,4.605198137580312
44,44,12474174.0,14.469806900164325,0.06910942259973377,0.001039813363397263,0.0286704222284266,0.05602611634751614,0.08310963034739295,0.10992367161053786,0.13647099264049406,0.1675438318433123,0.1986920125531019,0.23030699176501374,0.25695930469556144,0.28221189377920086,1.243108400748792,1.7003956089341679,2.189139867219027,2.653576474060001,3.1133920956454015,3.5336898940711645,3.9498058673518024,4.296815977652587,4.640373457095974,4.640393242581173
45,45,12474727.0,14.524894011301624,0.06884731821257446,0.023422112228709095,0.05077780634779864,0.07786132034767544,0.10467536161082035,0.13122268264077655,0.16229552184359483,0.1934437025533844,0.22505868176529623,0.25171099469584396,0.2769635837794833,0.30196491860579955,0.8573152906628531,1.3191980716817036,1.7764852798670796,2.2652295381519387,2.7296661449929127,3.189481766578313,3.609779565004076,4.025895538284714,4.3729056485854985,4.716463128028885
46,46,12476283.0,14.546696610068093,0.06874412980524236,0.07810915641135772,0.17846968888868092,0.2778316672231257,0.3762050240578271,0.4735996720910308,0.5748149275457274,0.6754076321113749,0.7757761843540187,0.8024284972845664,0.8276810863682058,0.852682421194522,3.2589324053675863,4.767507576075464,6.261072949153589,7.775784733660842,8.240221340501815,8.700036962087216,9.120334760512979,9.536450733793616,9.883460844094401,10.22701832353779
47,47,12477292.0,14.78721728761922,0.06762597590536945,0.09559362568771003,0.19495560402215478,0.2933289608568562,0.3907236088900599,0.4919388643447565,0.592531568910404,0.6929001211530478,0.7195524340835955,0.7448050231672348,0.7698063579935511,0.7945589372567584,3.021142624901899,4.474502275775839,5.983077446483716,7.4766428195618415,8.991354604069095,9.455791210910068,9.915606832495468,10.335904630921231,10.752020604201869,11.099030714502653
48,48,12477823.0,15.211651737643233,0.06573908062366222,0.05331269920054748,0.1516860560352489,0.2490807040684526,0.3502959595231492,0.45088866408879674,0.5512572163314405,0.5779095292619882,0.6031621183456276,0.6281634531719438,0.6529160324351511,0.6774223316036633,3.6776231263613672,5.145588594183641,6.5989482450575805,8.107523415765458,9.601088788843583,11.115800573350837,11.58023718019181,12.040052801777211,12.460350600202974,12.876466573483611
49,49,12478380.0,15.147899960323652,0.06601575153118676,0.07422592919942185,0.17259928603412328,0.26999393406732697,0.3712091895220236,0.4718018940876711,0.5721704463303149,0.5988227592608626,0.624075348344502,0.6490766831708182,0.6738292624340254,0.6983355616025376,3.3601522292298167,4.8281176970520905,6.28147734792603,7.790052518633908,9.283617891712034,10.798329676219286,11.26276628306026,11.72258190464566,12.142879703071422,12.55899567635206
50,50,12479673.0,15.188852503679586,0.0658377583005526,0.06091754920013816,0.15929090603483959,0.2566855540680433,0.35790080952273984,0.4584935140883874,0.5588620663310312,0.5855143792615789,0.6107669683452183,0.6357683031715345,0.6605208824347417,0.6850271816032539,3.5620241294732105,5.029989597295485,6.483349248169424,7.991924418877302,9.485489791955427,11.000201576462679,11.464638183303654,11.924453804889055,12.344751603314817,12.760867576595455
51,51,12480621.0,15.514277220248808,0.0644567572052166,0.05434180383999327,0.15173645187319698,0.25295170732789357,0.3535444118935411,0.45391296413618487,0.4805652770667326,0.5058178661503719,0.5308192009766882,0.5555717802398955,0.5800780794084076,0.6043405489554852,3.6903822402329043,5.173100221350699,6.641065689172973,8.094425340046913,9.60300051075479,11.096565883832916,12.611277668340168,13.075714275181141,13.535529896766542,13.955827695192305
52,52,12481267.0,15.419932889084533,0.06485112530599146,0.08447294139626146,0.18186758942946515,0.28308284488416174,0.3836755494498093,0.48404410169245304,0.5106964146230007,0.5359490037066401,0.5609503385329564,0.5857029177961637,0.6102092169646758,0.6344716865117533,3.2243333470160147,4.707051328133809,6.1750167959560835,7.628376446830023,9.1369516175379,10.630516990616027,12.145228775123279,12.609665381964252,13.069481003549653,13.489778801975415
