,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
425,425,12910810.0,16.83494231675353,0.05940026292842334,2.966946600254065,8.20694540562577,12.08078976099158,15.872533676967281,17.160303452259207,18.39438646364854,18.873595291407437,18.942741699591355,19.011200125063198,19.07897741026224,19.13217450852084,266.8386182695247,364.6239209699613,461.0921637976504,535.561361503014,609.3323488181097,656.3624532970838,700.6271370848606,737.5119671730299,773.5639341612895,808.5574352324132
426,426,12911534.0,17.027949057255196,0.05872697860661759,5.390157420461468,10.025845122348406,14.571852315190089,15.859622090482015,17.09370510187135,17.572913929630246,17.642060337814165,17.710518763286004,17.77829604848505,17.83149314674365,17.884160951837742,214.01064486225124,314.3392517341048,395.1946219483539,474.90138028696356,549.3705779923273,623.1415653074229,670.171669786397,714.4363535741738,751.3211836623432,787.3731506506027
427,427,12912362.0,17.21283826747248,0.05809617126826343,2.129754113568882,6.76544181545582,11.311449008297505,12.599218783589428,13.833301794978764,14.31251062273766,14.381657030921579,14.45011545639342,14.517892741592462,14.571089839851064,14.623757644945156,269.83315791931653,370.16176479117007,451.0171350054192,530.7238933440289,605.1930910493925,678.9640783644882,725.9941828434623,770.258866631239,807.1436967194085,843.195663707668
428,428,12912890.0,17.24384772604742,0.05799169743823856,1.5963992170585786,6.232086918945517,10.778094111787201,12.065863887079125,13.29994689846846,13.779155726227357,13.848302134411275,13.916760559883116,13.984537845082158,14.03773494334076,14.090402748434853,279.02269514719455,379.3513020190481,460.20667223329724,539.9134305719069,614.3826282772706,688.1536155923662,735.1837200713403,779.4484038591171,816.3332339472864,852.385200935546
429,429,12914144.0,17.29565435002047,0.057817991719915265,0.6979876313654549,5.333675333252392,9.879682526094076,11.167452301386001,12.401535312775337,12.880744140534233,12.949890548718152,13.018348974189992,13.086126259389035,13.139323357647637,13.19199116274173,291.3401238363027,390.62351697866836,470.4440729502316,549.1263131525752,622.5811863146744,695.3479412840566,742.3780457630306,786.6427295508074,823.5275596389768,859.5795266272363
430,430,12915798.0,17.297383915455473,0.057812210498865375,0.6636164350678389,5.315944175644586,9.878425844724285,11.182506180301658,12.42877556207322,12.920049509834731,13.001140993933937,13.081425645970247,13.160911490417677,13.225700651756817,13.289845182818112,292.5272317749166,392.0042409475001,471.94848157875845,550.7531758137279,624.4130827691731,697.3828315126977,744.4129359916718,788.6776197794486,825.5624498676179,861.6144168558775
431,431,12916423.0,17.299113653847016,0.0578064298558798,0.6273348876087225,5.27966262818547,9.842144297265168,11.146224632842541,12.392494014614103,12.883767962375616,12.964859446474822,13.04514409851113,13.124629942958562,13.1894191042977,13.253563635358995,293.15488526231974,392.6318944349033,472.5761350661616,551.3808293011311,625.0407362565763,698.0104850001009,745.040589479075,789.3052732668517,826.1901033550212,862.2420703432807
432,432,12921070.0,17.299113653847016,0.0578064298558798,0.6271515369125414,5.279479277489289,9.841960946568989,11.14604128214636,12.392310663917922,12.883584611679435,12.96467609577864,13.04496074781495,13.12444659226238,13.189235753601519,13.253380284662814,293.15805733689496,392.6350665094785,472.57930714073683,551.3840013757064,625.0439083311516,698.0136570746761,745.0437615536503,789.3084453414269,826.1932754295964,862.2452424178558
433,433,12921809.0,17.299113653847016,0.0578064298558798,0.630664722698988,5.282992463275735,9.845474132355434,11.149554467932807,12.39582384970437,12.88709779746588,12.968189281565087,13.048473933601397,13.127959778048826,13.192748939387966,13.256893470449262,293.09727750337476,392.57428667595826,472.5185273072166,551.323221542186,624.9831284976314,697.9528772411559,744.9829817201299,789.2476655079067,826.1324955960761,862.1844625843356
434,434,12923514.0,17.159563750687653,0.05827653980771661,3.0340520635856327,7.68637980416238,12.248861473242078,13.552941808819451,14.799211190591013,15.290485138352526,15.371576622451732,15.45186127448804,15.531347118935471,15.59613628027461,15.660280811335905,251.68543756012363,351.16244673270717,431.1066873639655,509.91138159893495,583.5712885543802,656.5410372979047,703.5711417768789,747.8358255646556,784.720655652825,820.7726226410846
435,435,12924016.0,16.860212414580285,0.059311233773972225,2.347566050429559,8.305940320299026,12.958268060875772,17.520749729955472,18.824830065532844,20.071099447304405,20.56237339506592,20.643464879165126,20.723749531201435,20.803235375648864,20.868024536988003,261.7272522836312,341.6714929148895,420.476187149859,494.13609410530427,567.1058428488287,614.1359473278029,658.4006311155797,695.285461203749,731.3374281920086,766.3309292631324
436,436,12924266.0,16.61253101781261,0.0601955234231172,0.8057546934540639,6.838472778452194,12.796847048321661,17.449174788898407,22.01165645797811,23.31573679355548,24.562006175327042,25.053280123088555,25.13437160718776,25.214656259224068,25.2941421036715,266.4939736631521,345.29866789812155,418.9585748535668,491.9283235970913,538.9584280760655,583.2231118638422,620.1079419520116,656.1599089402712,691.153410011395,725.7689636930664
437,437,12929194.0,16.69078976472538,0.05991328236087535,5.4258080565412,11.384182326410668,16.036510066987415,20.598991736067113,21.903072071644488,23.14934145341605,23.64061540117756,23.721706885276767,23.801991537313075,23.881477381760504,23.946266543099647,210.08636783177766,290.030608463036,368.8353026980055,442.49520965345073,515.4649583969752,562.4950628759493,606.7597466637261,643.6445767518954,679.696543740155,714.6900448112788
438,438,12929902.0,16.82989284398672,0.05941808478936915,2.8964364375992337,8.854810707468701,13.507138448045447,18.069620117125147,19.37370045270252,20.61996983447408,21.111243782235594,21.1923352663348,21.27261991837111,21.35210576281854,21.416894924157678,252.48073787699974,332.4249785082581,411.2296727432276,484.88957969867283,557.8593284421974,604.8894329211714,649.1541167089482,686.0389467971175,722.0909137853771,757.0844148565009
439,439,12932919.0,17.03816838122249,0.058691754748831156,5.178807845391095,9.831135585967841,14.393617255047541,15.697697590624914,16.943966972396474,17.435240920157987,17.516332404257195,17.596617056293503,17.676102900740933,17.74089206208007,17.805036593141367,215.0110125664853,314.4880217390688,394.4322623703272,473.23695660529665,546.8968635607418,619.8666123042665,666.8967167832405,711.1614005710173,748.0462306591867,784.0981976474462
440,440,12934452.0,16.976944305657558,0.05890341524338691,0.3031940807284462,6.829734816585964,12.044575949829358,17.163974203888355,18.468054539465726,19.714323921237288,20.2055978689988,20.286689353098005,20.366974005134317,20.446459849581746,20.511249010920885,324.9950252680931,414.30930110283265,502.39080136484415,576.0507083202895,649.020457063814,696.050561542788,740.3152453305648,777.2000754187342,813.2520424069937,848.2455434781175
441,441,12935431.0,16.973549426036858,0.05891519651546973,0.3623372161821461,6.888877952039664,12.103719085283059,17.223117339342053,18.527197674919424,19.773467056690986,20.2647410044525,20.345832488551707,20.426117140588016,20.505602985035445,20.570392146374584,323.99096776987,413.3052436046096,501.3867438666211,575.0466508220663,648.0163995655909,695.0465040445649,739.3111878323417,776.196017920511,812.2479849087706,847.2414859798944
442,442,12936059.0,16.64245900437804,0.06008727434671376,0.2903054100089687,6.896899839242806,13.423440575100324,18.63828170834372,23.757679962402715,25.061760297980086,26.308029679751648,26.79930362751316,26.880395111612366,26.960679763648674,27.040165608096107,303.45788762371467,391.53938788572617,465.1992948411714,538.1690435846959,585.1991480636701,629.4638318514468,666.3486619396162,702.4006289278757,737.3941299989996,772.0096836806711
443,443,12936562.0,16.490058120400256,0.06064260008658644,3.3510791098700015,9.957673539103839,16.484214274961356,21.69905540820475,26.818453662263746,28.12253399784112,29.368803379612682,29.860077327374192,29.9411688114734,30.021453463509708,30.100939307957137,252.75144240510807,340.83294266711954,414.4928496225648,487.4625983660893,534.4927028450635,578.7573866328402,615.6422167210096,651.6941837092692,686.6876847803929,721.3032384620644
444,444,12937082.0,16.321090646221034,0.06127041517483017,0.08694035853392142,6.759144373021708,13.365738802255546,19.892279538113062,25.10712067135646,30.22651892541545,31.530599260992826,32.776868642764384,33.2681425905259,33.34923407462511,33.42951872666141,266.188319265081,339.84822622052627,412.8179749640508,459.8480794430249,504.11276323080165,540.997593318971,577.0495603072305,612.0430613783543,646.6586150600259,680.6397813924037
445,445,12937631.0,16.23969292667698,0.061577519015602676,1.64216897322142,8.067678914880593,14.430033798492722,20.71476509075795,25.69020270648225,30.06486338671226,31.368943722289632,32.6152131040612,33.106487051822704,33.187578535921915,33.26786318795822,266.97537809153505,349.1654842044283,422.2907650055815,469.3208694845556,513.5855532723324,550.4703833605017,586.5223503487613,621.515851419885,656.1314051015567,690.1125714339344
446,446,12938524.0,16.174867134220843,0.06182431000526242,2.9144172653336398,9.44065518089069,15.902735827242585,22.286200644165074,27.261638259889374,31.636298940119385,32.940379275696756,34.18664865746832,34.67792260522983,34.759014089329035,34.83929874136535,249.62626955917358,331.81637567206684,404.94165647322,451.9717609521941,496.23644473997086,533.1212748281403,569.1732418163998,604.1667428875236,638.7822965691951,672.7634629015729
447,447,12939601.0,16.174867134220843,0.06182431000526242,3.1958419601604784,9.959850081358717,16.65733519577227,22.874540996275268,27.504497522392438,31.537114526672227,32.84258325939452,34.090227224212015,34.582862078369985,34.66530092828202,34.74691954030994,273.9198127873266,359.08632554311544,435.1583987142652,485.10597587052797,532.2591045265231,572.0036403211693,608.0776065867176,643.0928880499816,677.730005415808,711.7325208805335
448,448,12940155.0,16.174867134220843,0.06182431000526242,3.1958419601604784,9.955643198275357,16.64896328674815,22.862045501929536,27.48791947107077,31.51649453836086,32.81796155011868,34.06560551493617,34.558240369094136,34.640679219006174,34.7222978310341,273.9198127873266,359.08632554311544,435.1583987142652,485.10597587052797,532.2591045265231,572.0036403211693,608.0776065867176,643.0928880499816,677.730005415808,711.7325208805335
449,449,12941123.0,16.140937248553552,0.06195427096958782,3.9035366541787027,10.665503173786131,17.360966999892423,23.576171623232753,28.204146883255408,32.23480233433189,33.53626934608971,34.7839133109072,35.276548165065165,35.3589870149772,35.44060562700512,262.58954418489463,347.79036602033483,423.8964069070115,473.8776138103065,521.0307424663016,560.7752782609479,596.8492445264961,631.8645259897602,666.5016433555866,700.504158820312
450,450,12941667.0,15.725129470828,0.06359248118466178,5.948454389117632,12.777987861770514,19.539954381377942,26.235418207484233,32.450622830824564,37.07859809084722,41.1092535419237,42.41072055368152,43.65836451849901,44.150999372656976,44.23343822256901,204.41725744945037,280.5232983361271,330.5045052394221,377.6576338954172,417.40216969006343,453.47613595561165,488.4914174188757,523.1285347847021,557.1310502494275,558.8260585065644
451,451,12942211.0,15.556220269263019,0.06428296737195631,2.3016069153356975,9.075076204589333,15.802869423568389,22.46410796927794,29.059846032644465,35.17631713132754,39.80429239135019,43.834947842426665,45.13641485418449,46.38405881900198,46.87669367315995,211.40770951667244,261.3889164199675,308.5420450759625,348.2865808706088,384.360547136157,419.3758285994211,454.01294596524747,488.0154614299729,489.7104696871099,491.38861313390106
452,452,12942566.0,15.556220269263019,0.06428296737195631,2.15394748174002,8.57548004551633,14.954838209329191,21.271108506243095,27.525310644673556,33.303643986977555,37.596845852377726,41.29605878474147,42.269381028524805,43.19214515883883,43.68478001299679,197.3157728222313,247.29697972552634,294.45010838152143,334.1946441761677,370.2686104417159,405.28389190497995,439.92100927080634,473.9235247355318,475.61853299266875,477.29667643945993
453,453,12943277.0,15.556220269263019,0.06428296737195631,2.16132897427207,8.600454848869129,14.997231275064443,21.330746528770284,27.602022042182295,33.39725888508044,37.707196066688724,41.422977804831454,42.41270399989139,43.33546813020541,43.82810298436338,198.02022849390184,248.26927287536776,295.6875741224763,335.6946441203376,372.02853246515735,407.0438139284214,441.6809312942478,475.6834467589733,477.3784550161102,479.0565984629014
454,454,12944238.0,15.556220269263019,0.06428296737195631,2.286695520533507,8.609007383846544,14.890132064942708,21.109146267777007,26.97708745057709,32.772324293475236,37.08226147508353,40.79804321322625,41.78776940828619,42.71053353860021,43.20316839275818,209.98463463102937,264.78260451121616,312.20090575832467,352.207975756186,388.54186410100573,423.5571455642698,458.19426293009616,492.19677839482165,493.89178665195857,495.56993009874975
455,455,12944993.0,15.458529016591266,0.06468920806932692,4.0150456648536155,10.337357528166653,16.61848220926282,22.837496412097114,28.7054375948972,34.50067443779535,38.81061161940363,42.52639335754636,43.5161195526063,44.43888368292032,44.93151853707829,183.1804337151365,237.97840359532327,285.3967048424318,325.4037748402931,361.73766318511286,396.7529446483769,431.3900620142033,465.3925774789288,467.0875857360657,468.7657291828569
456,456,12945523.0,15.339961342785813,0.06518921251847139,0.5768839994474304,5.537319781639915,11.32052181722874,17.067900660038347,22.758479608136707,28.103243298152584,33.38050808984939,37.17762687531902,40.89340861346175,41.88313480852169,42.80589893883571,197.81601020751108,245.2343114546196,285.24138145248094,321.5752697973007,356.5905512605647,391.2276686263911,425.2301840911166,426.9251923482535,428.6033357950447,430.0637439845863
457,457,12946096.0,15.339961342785813,0.06518921251847139,0.5930073596626734,5.5534431418551575,11.336645177443982,17.08402402025359,22.77460296835195,28.119366658367827,33.39663145006464,37.19375023553426,40.90953197367699,41.89925816873693,42.82202229905095,201.298918463022,249.93603414386888,291.1497917367225,328.67836155496764,363.6936430182317,398.3307603840581,432.33327584878356,434.0282841059205,435.70642755271166,437.1668357422533
458,458,12946658.0,15.252776634753255,0.06556183335967256,2.19816187064142,7.562967946044102,13.746516940860262,19.890259404530408,25.97325829473058,31.70653747380092,36.98380226549773,40.78092105096736,44.49670278911009,45.486428984170026,46.40919311448405,195.2100175683282,249.88130394076975,297.0691940332521,334.5977638514973,369.61304531476134,404.2501626805877,438.2526781453132,439.94768640245013,441.6258298492413,443.08623803878294
459,459,12948090.0,15.099506570796636,0.06622732970188978,5.096391046478833,10.576345117134743,16.87389642748893,23.13050691608512,29.325250834021357,35.16916321350386,40.55596044216293,44.46152185212912,48.284667249320954,49.38068886816777,50.303452998481795,156.47619055534759,212.86576007029421,261.7548369024064,300.96766724434235,337.6504514255827,373.93848038685735,409.5754814011058,412.8887126360529,414.5668560828441,416.0272642723857
460,460,12948901.0,15.070846177303308,0.0663532749412571,0.007949776689700474,5.896480794207442,11.641938785203111,18.202352350662935,24.71920968969685,31.171611093350947,37.27061734888892,42.90997035460595,46.81553176457214,50.63867716176398,51.7346987806108,196.63601597667122,249.4476252645889,292.54396022968376,333.0716095154037,373.1662483943059,412.5719847667573,419.6164537331788,424.9887102446876,430.1064762864264,431.55235389045214
461,461,12950011.0,15.087432399550925,0.06628033011301279,5.563509863607045,11.308967854602715,17.869381420062535,24.386238759096454,30.83864016275055,36.93764641828852,42.57699942400556,46.482560833971746,50.30570623116358,51.4017278500104,52.324491980324424,161.51670995087332,221.86823216491413,274.67984145283185,317.7761764179267,358.30382570364657,398.3984645825488,437.80420095500017,444.84866992142173,450.22092643293047,455.33869247466936
462,462,12950745.0,15.310844541770141,0.0653131835590035,1.2434863527838698,7.012560453689495,13.596355157551379,20.136360999310952,26.61168058622219,32.73337699641616,38.372730002133196,42.278291412099385,46.10143680929122,47.19745842813804,48.12022255845206,228.25923457177416,288.9631655573319,341.77477484524957,384.8711098103445,425.39875909606434,465.49339797496657,504.89913434741794,511.9436033138395,517.3158598253483,522.4336258670871
463,463,12952859.0,15.41684936504303,0.06486409617956392,5.0901770469075025,11.660770465764026,18.187706371548977,24.650086063756202,30.758971327064227,36.38564065253453,40.27864458078685,44.08935743873037,45.17307021825622,46.08364797818802,46.564217712343364,191.35461362002798,259.95769413815395,321.0437501127548,372.6486718056803,414.5503252973497,455.0779745830696,495.1726134619718,534.5783498344232,541.6228188008447,546.9950753123535
464,464,12954720.0,15.381433126571965,0.065013447821872,5.743643075447736,12.290855355902197,18.79464275896149,25.234104267911576,31.320299376563604,36.94696870203391,40.839972630286226,44.65068548822975,45.734398267755594,46.64497602768739,47.125545761842744,180.2052091188793,248.45233928688776,309.18598648997175,360.79090818289717,402.6925616745666,443.22021096028647,483.3148498391887,522.7205862116401,529.7650551780616,535.1373116895704
465,465,12955408.0,15.37681961936619,0.06503295380668701,5.830347024665398,12.37755930511986,18.881346708179155,25.320808217129237,31.407003325781265,37.03367265125157,40.92667657950389,44.737389437447405,45.82110221697326,46.731679976905056,47.2122497110604,178.8717399604076,247.1188701284161,307.85251733150005,359.45743902442547,401.3590925160949,441.8867418018148,481.98138068071705,521.3871170531684,528.43158601959,533.8038425310987
466,466,12955938.0,15.36913351554137,0.0650654767875361,0.12571701833137466,5.965125450096714,12.512337730551176,19.01612513361047,25.455586642560554,31.541781751212582,37.168451076682885,41.061455004935205,44.872167862878726,45.95588064240457,46.86645840233637,245.08998148057583,305.82362868365976,357.42855037658524,399.33020386825467,439.85785315397453,479.95249203287676,519.3582284053282,526.4026973717497,531.7749538832585,536.8927199249973
467,467,12957257.0,15.315438254473323,0.06529359352207376,1.1397002519583912,6.871824290078107,13.419036570532569,19.922823973591864,26.362285482541946,32.44848059119398,38.07514991666428,41.96815384491659,45.778866702860114,46.86257948238597,47.773157242317765,224.63231402461827,283.7650218049207,335.3699434978462,377.27159698951556,417.7992462752355,457.8938851541377,497.2996215265891,504.3440904930106,509.7163470045194,514.8341130462583
468,468,12958709.0,15.268036276968145,0.06549630757090232,2.0380767934809385,7.770200831600654,14.317413112055116,20.82120051511441,27.260662024064494,33.34685713271652,38.973526458186825,42.866530386439145,46.677243244382666,47.76095602390851,48.67153378384031,210.89397827399517,270.0266860542976,321.6316077472231,363.53326123889246,404.0609105246124,444.1555494035146,483.561285775966,490.6057547423875,495.9780112538963,501.0957772956351
469,469,12959297.0,15.091959081908847,0.066260449990136,5.8086725861796795,11.969943509380709,18.35068021072102,24.68964841932486,30.965930626892405,36.89057001607553,42.35729104760971,45.68778158319538,48.941577856159604,50.02529063568546,50.935868395617256,173.23388510350662,238.77048950981742,290.3754112027429,332.2770646944123,372.8047139801322,412.8993528590344,452.3050892314858,459.3495581979073,464.7218147094161,469.8395807511549
470,470,12959812.0,14.747347642632008,0.06780880360541407,0.38484344613878996,5.332641987132214,11.5586670006205,17.71993792382153,24.10067462516184,30.43964283376568,36.71592504133323,42.64056443051635,48.107285462050534,51.4377759976362,54.691572270600425,177.6559595467329,219.5576130384023,260.0852623241222,300.17990120302443,339.5856375754758,346.63010654189736,352.0023630534061,357.120129095145,358.56600669917066,359.84754300976107
471,471,12961253.0,14.731135289258292,0.0678834305954127,0.6443114461248245,5.592109987118248,11.818135000606535,17.979405923807565,24.360142625147876,30.699110833751718,36.97539304131926,42.900032430502385,48.36675346203657,51.69724399762224,54.95104027058646,173.8313466259853,215.7330001176547,256.2606494033746,296.35528828227683,335.7610246547282,342.8054936211497,348.1777501326585,353.2955161743974,354.74139377842306,356.02293008901347
472,472,12965333.0,14.527799135352824,0.06883355081407613,3.7860977159557225,8.576823681125056,14.647338939027946,20.654647381470117,26.88295347145771,33.07100770993336,39.19787748834939,44.97459105431441,50.29485807524088,53.4803517704493,56.59059386989798,127.86762129520294,169.76927478687233,210.29692407259222,250.39156295149448,289.7972993239458,296.8417682903674,302.2140248018761,307.331790843615,308.7776684476407,310.0592047582311
473,473,12965946.0,14.052013015151832,0.07116418116904193,1.508361289543396,4.943982223599838,9.271647953568863,13.86643374668154,19.74295837250862,25.558206330732673,31.596362866869434,37.59615948546758,43.5366447411765,49.12882825088625,54.26640122807973,103.44862139052289,143.54326026942513,182.9489966418765,189.99346560829804,195.3657221198068,200.48348816154567,201.92936576557133,203.21090207616174,204.4338936026122,205.64471674392615
474,474,12966466.0,14.321540186613017,0.06982489222316637,1.8993099327631455,6.22697566273217,10.821761455844847,16.698286081671927,22.513534039895983,28.55169057603274,34.55148719463089,40.49197245033981,46.08415596004956,51.221728937243036,54.40722263245145,112.57394653355392,153.1015958192738,193.19623469817606,232.60197107062743,239.64644003704896,245.01869654855773,250.1364625902966,251.58234019432226,252.86387650491267,254.0868680313631
475,475,12967261.0,14.556882353010614,0.06869602815696198,3.0087738614156567,7.376660698059973,13.02854393707684,18.621385622046745,24.439348744608246,30.22114281146284,35.94579456421929,41.324292045373035,46.25030509873417,49.47638675163401,52.62681297306712,120.6558029325005,159.30433764047456,196.61123554158988,233.5171684894142,269.76592554183725,273.684826051791,275.9626125507594,278.0166975409225,280.05034505489215,281.9138031676398
476,476,12968314.0,14.500223900502661,0.06896445233272117,3.857853983707472,8.262425389759265,13.95062819883718,19.57942808517937,25.432991638386735,31.250031921728706,37.00957920350282,42.422625014309475,47.382842652964726,50.64278856655283,53.79321478798594,109.92518435961667,149.09967680520543,186.9272993475962,224.34877589187144,261.1079470457349,265.53218321154077,268.3102774321545,270.36436242231764,272.3980099362873,274.26146804903493
477,477,12969259.0,14.500223900502661,0.06896445233272117,3.823288731701468,8.191175568345784,13.84305880736265,19.435900492332557,25.25386361489406,31.035657681748653,36.7603094345051,42.13880691565884,47.06481996901998,50.29090162191982,53.44132784335293,108.8213051326741,147.46983984064812,184.77673774176347,221.68267068958778,257.93142774201084,261.8503282519646,264.128114750933,266.1821997410961,268.21584725506574,270.0793053678134
478,478,12969786.0,14.508926210166575,0.06892308813999538,3.7013777050631034,7.761362033566844,13.108406292679952,18.399442052990615,23.91860210756484,29.40456611196498,34.83633120744366,40.2148286885974,45.14084174195854,48.36692339485838,51.51734961629149,110.58963084882483,149.23816555679886,186.5450634579142,223.4509964057385,259.6997534581616,263.6186539681153,265.89644046708366,267.95052545724684,269.9841729712165,271.8476310839641
479,479,12971760.0,14.700233908000174,0.06802612844519292,1.0152268124726656,5.075211140976406,10.422255400089515,15.713291160400178,21.2324512149744,26.718415219374542,32.15018031485322,37.52867779600697,42.4546908493681,45.68077250226794,48.83119872370105,149.81999914582136,188.46853385379538,225.77543175491073,262.68136470273504,298.9301217551581,302.84902226511184,305.12680876408024,307.18089375424336,309.214541268213,311.0779993809606
480,480,12972277.0,14.768007354787555,0.06771394244165349,0.07409050239005487,4.134074830893795,9.481119090006903,14.772154850317568,20.29131490489179,25.77727890929193,31.20904400477061,36.587541485924355,41.513554539285494,44.73963619218533,47.89006241361844,163.6872210658643,202.33575577383834,239.64265367495366,276.548586622778,312.79734367520103,316.7162441851548,318.9940306841232,321.0481156742863,323.08176318825593,324.9452213010036
481,481,12973256.0,14.772438200048978,0.06769363232108051,0.00079028407167378,4.060774612575414,9.407818871688523,14.698854631999186,20.218014686573408,25.70397869097355,31.13574378645223,36.514241267605975,41.44025432096711,44.66633597386695,47.81676219530006,164.76995349123354,203.4184881992076,240.7253861003229,277.6313190481472,313.8800761005703,317.79897661052405,320.0767631094924,322.13084809965557,324.1644956136252,326.0279537263728
482,482,12975410.0,14.741450178014823,0.0678359311956557,0.43472872404831764,4.494713052552058,8.524620907748263,12.511625371234638,16.739728755259858,20.947481735745693,25.113753557877658,29.239349019434588,32.9249260104735,36.15100766337334,39.30143388480645,158.36582272767484,197.0143574356489,234.3212553367642,271.2271882845885,307.4759453370116,311.3948458469653,313.6726323459337,315.72671733609684,317.7603648500665,319.62382296281413
483,483,12977024.0,14.72966232302599,0.06789021893847223,0.6029869640392614,4.662971292543001,8.692879147739207,12.679883611225582,16.907986995250802,21.115739975736638,25.282011797868602,29.407607259425532,33.09318425046445,36.31926590336428,39.46969212479739,155.88630282049925,194.5348375284733,231.84173542958862,268.74766837741294,304.996425429836,308.91532593978974,311.19311243875813,313.24719742892125,315.2808449428909,317.14430305563855
484,484,12977619.0,14.325837078329526,0.06980394894429483,1.7231762836890758,5.821662805454947,9.881647133958687,13.911554989154892,17.89855945264127,22.126662836666487,26.334415817152323,30.500687639284287,34.62628310084121,38.31186009188013,41.53794174477997,105.24902176979373,142.55591967090908,179.46185261873336,215.71060967115645,219.6295101811102,221.90729668007856,223.9613816702417,225.99502918421135,227.85848729695897,229.65761070827278
485,485,12978120.0,14.186136510667948,0.0704913560678062,0.07739909461757728,3.28153764008369,6.937808473025908,10.559977001768788,14.156425179774205,17.714282758179266,21.517509108977716,25.304612461862376,29.05441997238566,32.76769480917579,36.04505362816277,113.89402574813471,150.799958695959,187.04871574838208,190.96761625833582,193.2454027573042,195.29948774746734,197.33313526143698,199.1965933741846,200.99571678549842,202.7769394786932
486,486,12981802.0,14.15496287257505,0.07064659999479614,0.46100482263581394,3.858789088079712,7.706778924124926,11.518758919973772,15.292810974195918,18.53768646224174,22.031044778043853,25.51136319473934,28.957438171394628,32.16174852981439,35.31985678676159,134.3665699190085,179.73758185738242,224.367193053523,229.71398499246584,235.00757799764017,240.04746320911386,245.03720320531122,246.90066131805884,248.69978472937265,250.48100742256744
487,487,12982671.0,14.153547517823267,0.07065366465479563,0.48939854363954405,3.8912186565595364,7.743204184608071,11.559140116743766,15.3371087469936,18.58586184232543,22.083059184663608,25.567178430673128,29.017016419726257,32.22505234977277,35.38684911015144,134.13480733963038,179.5614137051325,224.2460661815122,229.6473517587971,234.99489620738797,240.08819606312403,245.13081924528203,247.04663437453797,248.89759386845765,250.7301368913659
488,488,12983502.0,14.153547517823267,0.07065366465479563,0.48939854363954405,3.8912186565595364,7.743204184608071,11.556863824581525,15.33257881102413,18.579100685619988,22.07408900703846,25.55602121125807,29.003693918818648,32.20958611123166,35.36926046345139,134.13480733963038,179.5614137051325,224.2460661815122,229.6473517587971,234.99489620738797,240.08819606312403,245.13081924528203,247.04663437453797,248.89759386845765,250.7301368913659
489,489,12984200.0,14.179045569836672,0.07052660879568066,0.18384901809403645,3.587040744808799,7.440384239505943,11.255388334842097,15.0324343997607,18.280274109006083,21.77656715310958,25.259791098394622,28.70874269465091,31.91463488706392,35.07430923928365,138.5211942234854,183.9666947824904,228.6700534611498,234.08985912040507,239.45573938185217,244.56719261512467,249.6277885546291,251.54360368388504,253.3945631778047,255.227106200713
490,490,12984718.0,14.201749065545942,0.07041386208027314,3.3159364370414184,7.169279931738561,10.984284027074716,14.761330091993319,18.009169801238702,21.505462845342198,24.98868679062724,28.437638386883528,31.643530579296538,34.80320493151627,37.909121236174755,96.90659371253474,142.8388790912394,188.2843796502444,232.9877383289038,238.40754398815903,243.77342424960617,248.88487748287866,253.9454734223831,255.86128855163903,257.7122480455587
491,491,12985244.0,14.358822773361236,0.06964359236017727,1.4304687582173758,5.283812252914519,9.098816348250674,12.875862413169276,16.12370212241466,19.619995166518155,23.1032191118032,26.552170708059485,29.758062900472495,32.91773725269223,36.02365355735071,123.83227142328477,169.76455680198941,215.21005736099443,259.9134160396538,265.3332216989091,270.6991019603562,275.8105551936287,280.8711511331331,282.78696626238906,284.63792575630873
492,492,12985745.0,14.417811842289321,0.06935865240430379,0.7334237164824454,4.5867672111795885,8.401771306515743,12.178817371434347,15.42665708067973,18.922950124783224,22.406174070068268,25.855125666324554,29.061017858737568,32.220692210957296,35.32660851561578,133.86226687634715,179.7945522550518,225.2400528140568,269.94341149271617,275.36321715197147,280.7290974134186,285.8405506466911,290.90114658619547,292.81696171545144,294.6679212093711
493,493,12986248.0,14.497324290671287,0.06897824591283222,3.641830517026694,7.459621872195289,11.239427464631802,14.489999244934598,17.988997177004872,21.474899097390825,24.926502023836715,28.135019166551032,31.297292351691947,34.40578163172117,37.439785482465005,107.29549440191218,154.69606043062709,200.6679099884902,246.15258107563469,290.89472054812194,296.3529211455816,301.75681432741806,306.9059022649985,312.0037584557687,313.9564631096475
494,494,12987883.0,14.559793875050039,0.06868229101193668,2.797427689976866,6.615219045145461,10.395024637581976,13.64559641788477,17.144594349955046,20.630496270341,24.082099196786885,27.290616339501206,30.45288952464212,33.56137880467134,36.59538265541518,119.56389847483133,166.96446450354622,212.93631406140935,258.4209851485538,303.1631246210411,308.6213252185008,314.02521840033717,319.17430633791764,324.27216252868783,326.22486718256664
