,index,blocknum,p0vs1,p1vs0,SUSHI-slippagemap_01,SUSHI-slippagemap_2,SUSHI-slippagemap_3,SUSHI-slippagemap_4,SUSHI-slippagemap_5,SUSHI-slippagemap_6,SUSHI-slippagemap_7,SUSHI-slippagemap_8,SUSHI-slippagemap_9,SUSHI-slippagemap_10,SUSHI-slippagemap_11,SUSHI-slippagemap_12,SUSHI-slippagemap_13,SUSHI-slippagemap_14,SUSHI-slippagemap_15,SUSHI-slippagemap_16,SUSHI-slippagemap_17,SUSHI-slippagemap_18,SUSHI-slippagemap_19,SUSHI-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
421,421,12680182.0,0.003494667027788498,286.1502947343232,1985.8940862558966,4194.7387858332695,6391.030772857345,7483.589178882899,9658.89799323784,11924.801056029672,13091.146286417385,15307.25791778245,17510.497554363523,18607.170182039437,20722.333641698635,22803.040025267313,24195.199864779082,26511.745566902657,28362.530281176285,29317.207670384134,31215.618998760223,33113.55037921472,34063.33055615739,35909.28294217607,8.30273517441156,10.844763596134955,12.11006992466714,14.443552571620636,16.39944855010836,17.37228180593442,19.308958749282997,21.202648034850846,22.0127726087682,23.6257492192722,25.211906335738057,25.991883892662553,27.5448370695669,29.080030118300847,29.639341610902846,30.74852965722301,31.85108283664523,32.399883758729665,33.25808700979586,34.08050074884862
422,422,12680702.0,0.003475152559646063,287.7571510419813,1556.8262123979737,3771.6431248775034,5974.533548722342,7071.032375838483,9252.876580015838,11434.916382991327,12604.80265901081,14880.865706277122,17090.531681659042,18190.49915734466,20346.339823460326,22455.16753812023,23483.04162824845,26267.46130895171,28115.874727901373,29042.531884157423,30949.039390493675,32846.009686521895,33793.55198219586,35670.28268369941,5.457957436702516,7.992371536647684,9.253887848699168,11.30599413699794,13.254583417914963,14.224374350143716,16.15525023356885,17.895074220748743,18.702772203796325,20.310917405642524,21.874185504643098,22.65182675841808,24.200128308841222,25.521643222883387,26.077069086913152,27.182934716433223,28.282185370710213,28.71193060810013,29.56756326047573,30.35685760038887
423,423,12681203.0,0.0036845022994218984,271.4070771938182,2243.073036484639,4519.136083750951,6728.802059132872,7828.769534818492,9984.610200934158,12093.43791559406,13121.31200572228,15905.73168642554,17754.145105375203,18680.802261631252,20587.30976796751,22484.28006399572,23431.82235966969,25308.553061173243,27143.538487314327,27985.409262620913,29677.562664204263,31362.547620456487,32201.342936643832,33926.362955001256,12.06431559797059,19.961502335026882,23.89354490146353,31.71998645596696,39.49727371929679,41.62667264724987,44.367321078095856,46.90173517804102,48.163251490092506,50.21535777839128,52.163947059308306,53.13373799153705,55.06461387496219,56.80443786214208,57.61213584518966,59.22028104703586,60.783549146036435,61.561190399811416,63.10949195023456,64.43100686427672
424,424,12681723.0,0.003773995503048149,264.97116893550304,2178.5069617641084,4375.147065125641,6490.31052478484,7543.142818225297,9963.176747865286,12279.72244998886,13203.85000800644,15085.184553470335,16983.595881846428,17933.98496662696,19831.30743924359,21677.259825262274,22593.243389945565,24274.45122889796,25971.023730675435,26812.25252308772,28501.390363762446,30281.996609824426,31185.211761514856,32829.472941006294,12.804145518696705,21.17797230989577,25.155093190353067,33.073631903582516,40.949530513388666,44.8697953864301,52.670448373271654,58.68265825917501,60.150386039710575,62.69241446143397,65.21923710201764,66.29120343691964,68.24709941540738,70.18972360346218,71.15660961458201,73.05029890014985,74.6681214571148,75.47340008457122,77.05955720103707,78.61717601173655
425,425,12682319.0,0.0036904019265677243,270.97319476257013,1940.8857002016543,4216.948747467966,6426.614722849888,7526.582198535507,9682.422864651173,11791.250579311076,12819.124669439296,15603.544350142556,17451.95776909222,18378.61492534827,20285.122431684522,22182.092727712738,23129.635023386705,25006.36572489026,26841.351151031344,27683.221926337927,29375.37532792128,31060.3602841735,31899.155600360846,33624.17561871827,13.178673504096972,21.075860241153265,25.007902807589915,32.83434436209334,40.61163162542317,42.741030553376255,45.48167898422224,48.01609308416741,49.27760939621889,51.329715684517666,53.278304965434685,54.24809589766344,56.17897178108857,57.91879576826847,58.72649375131605,60.33463895316225,61.89790705216282,62.6755483059378,64.22384985636094,65.54536477040311
426,426,12682854.0,0.0037011190886800894,270.18855001410526,1417.105008028547,3693.1680552948587,5902.8340306767805,7002.8015063624,9158.642172478065,11267.469887137968,12295.34397726619,15079.763657969448,16928.17707691911,17854.834233175163,19761.341739511416,21658.312035539628,22605.8543312136,24482.58503271715,26317.570458858238,27159.44123416482,28851.594635748173,30536.579592000395,31375.37490818774,33100.39492654517,15.114557980043086,23.01174471709938,26.943787283536025,34.77022883803946,42.54751610136928,44.676915029322366,47.41756346016835,49.95197756011352,51.213493872165,53.26560016046378,55.214189441380796,56.18398037360955,58.11485625703468,59.85468024421458,60.66237822726216,62.27052342910836,63.83379152810893,64.61143278188392,66.15973433230705,67.48124924634922
427,427,12683416.0,0.0035670434064441346,280.3442195834859,1504.686309834242,3685.9389696549392,5853.489895479777,6945.64515746086,9274.188279700238,11482.657516793754,12582.12564065637,14771.191819290005,16878.826659251634,17927.91154777809,20340.484308044386,22649.61347161309,23570.04941331908,25444.033866293576,27335.139068528457,28281.89149529888,30171.973298670866,32010.72832719689,32923.129374041164,34597.204337794705,14.137173362981201,20.121729886741946,21.575693079212513,24.090315890191786,26.589896853571737,27.648303517735307,29.577201881936595,31.492989947996413,32.44651815631876,34.31361174948899,35.904997702813496,36.69711738907298,38.25707475125413,39.78865052842787,40.550999411904485,42.060382751014956,43.14946478522787,43.69045691239142,44.76758461977566,45.720857396079666
428,428,12683983.0,0.0034978134864872335,285.89288818949433,1821.8723699509799,4022.841941517287,6211.3059074167995,7299.967879855251,9467.518805680089,11725.71038552811,12888.21718990055,15096.686426994065,17292.32938392814,18385.220729490316,20492.855569451942,22566.078367753278,23954.513218244698,26263.642381813403,28107.054921243474,29058.062776493887,30949.16797872877,32839.836936384134,33786.00220887118,35624.7572373972,8.807104383257839,11.321727194237113,12.573392254081863,14.879714821780635,16.808613185981923,17.768008254914452,19.677929460364084,21.54502305353432,22.341909499346816,23.928528693118302,25.488486055299454,26.25542256423148,27.782410715949812,29.291794055060283,29.8382586457701,30.921868216436742,31.99899592382099,32.53514120011954,33.368146770554716,34.16551355480773
429,429,12684596.0,0.0035656169457145693,280.45637409309387,1563.9518459515925,3730.860601245705,5884.153423798672,6969.211649125109,9283.624409084447,11478.047808016541,12570.524551086073,14745.670730672968,16839.468837001972,17881.666428030156,20280.52642057025,22576.024842703984,23489.6760199207,25350.151851655664,27227.829237721948,28167.89790701489,30044.672196435477,31870.19931300882,32776.0161057582,34436.981668568944,13.79754773914144,19.731280576571322,21.159946045651804,23.6242005087614,26.07371441518862,27.107199970345395,28.986479837052613,30.85294620980162,31.781924319081835,33.600138100777514,35.142936629392274,35.91087170126778,37.42267694050473,38.90638862939183,39.644912942900845,41.10686101611382,42.19594305032673,42.73693517749028,43.814062884874524,44.76733566117853
430,430,12685280.0,0.0038168813567315166,261.9939962860997,1194.1012205506474,3328.512344639375,5416.038703590593,6433.309945313504,9196.619112594055,11024.048295481136,11940.260451637994,13825.97172378022,15702.270182575327,16639.522976465214,18495.767043468186,20310.388381318637,21142.1228377013,22814.094596144947,24492.0105818965,25327.28728551299,27045.301665492145,28847.48183701993,29673.898998885128,31287.222531480536,16.162865676620452,24.766553859277735,28.76405362806978,36.62599934440538,44.44328372882242,48.33555453230783,56.08280959284035,63.78138403548875,65.87160329364615,68.53424410576595,70.9911172090665,72.21403713226344,74.18929712709465,76.06149978733171,76.99326892687645,78.8484425531466,80.51301711288825,81.2832593464671,82.81682929239597,84.30596822622363
431,431,12685897.0,0.0037925325328123254,263.67605059368,1268.7798669585661,3443.9260465454604,5537.724152874465,6579.921743902647,8978.781736442743,11274.280158576476,12187.93133579319,14048.407167528156,15926.084553594439,16866.15322288738,18742.92751230797,20568.45462888131,21474.271421630692,23135.23698444144,24818.194013541088,25655.893622208554,27338.00477714378,29111.626369241585,30011.364877331984,31648.703979529808,16.042027165758764,24.334987047693453,28.27185605213122,36.110252358800444,43.9064879519315,47.78710019085154,55.50880387583994,61.442536713269824,62.8712021823503,65.3354566454599,67.78497055188711,68.8184561070439,70.69773597375111,72.56420234650012,73.49318045578033,75.31139423747601,76.85419276609078,77.62212783796627,79.13393307720322,80.61764476609032
432,432,12686428.0,0.0037736181412340256,264.9976660523966,2177.26182959326,4352.408009180154,6446.206115509159,7488.403706537341,9887.263699077437,12182.76212121117,13096.413298427884,14946.487343417177,16803.45453387295,17733.214607707487,19589.46424788039,21394.589488182937,22290.25115305878,23930.99762331918,25593.856505355525,26421.55216880112,28083.745239467626,29837.567892007868,30727.451386971872,32345.1689315876,12.605023774679882,20.89798365661457,24.834852661052334,32.67324896772156,40.46948456085262,44.35009679977266,52.071800484761056,58.00553332219094,59.43419879127142,61.89845325438102,64.34796716080824,65.38145271596501,67.26073258267223,69.12719895542124,70.05617706470144,71.87439084639713,73.41718937501189,74.1851244468874,75.69692968612435,77.18064137501145
433,433,12686951.0,0.003656241986535438,273.5048729494993,1347.9432010635849,3591.9619657486246,5846.271621644813,6941.837585281455,9123.518722255121,11257.92984634385,12303.258614266886,14362.727447017978,17126.03661429853,18039.814619968896,19869.67795334247,21734.616809333205,22660.507032630678,24517.24218319457,26353.023079153252,27251.641986940664,28968.913398457607,30620.72662790955,31450.90900411325,33103.907391365574,14.680560668421096,22.453443710826544,26.32008653243902,34.01866097508742,37.5375457023253,38.771521045364615,41.228394148665174,43.484799627018894,44.42657406669331,46.298776726930384,48.159523975755334,49.08571949274526,50.75029405248692,52.288471357941276,53.05410623199463,54.543245165822306,56.02251259957435,56.75882480736621,58.03092526349714,59.11453483416378
434,434,12687456.0,0.0036529530134533513,273.751125819886,1518.8877012430423,3762.9064659280825,6017.216121824271,7112.782085460913,9294.463222434579,11428.874346523307,12474.203114446344,14533.671947197436,17296.98111447799,18210.759120148356,20040.622453521926,21905.56130951266,22831.451532810137,24688.186683374024,26523.96757933271,27422.58648712012,29139.857898637067,30791.671128089005,31621.85350429271,33274.85189154503,14.055793762216842,21.82867680462229,25.695319626234767,33.393894068883164,36.91277879612105,38.146754139160365,40.60362724246092,42.860032720814644,43.801807160489055,45.67400982072613,47.534757069551084,48.46095258654101,50.12552714628267,51.663704451737026,52.42933932579038,53.91847825961805,55.3977456933701,56.13405790116196,57.40615835729289,58.48976792795953
435,435,12688054.0,0.0036804517776106533,271.705774297415,1326.0725196702708,3776.338007519953,6105.80149897891,7265.495071570372,9574.471495934627,11801.299313167712,12909.713051693747,15440.41091686661,17866.95859098762,18845.840138501593,20825.789342319607,22811.854812066536,23805.87415030481,25790.06545509368,27722.36704710264,28681.331326744243,30448.114755137176,32236.25667416699,33126.31254601211,34912.666221157095,16.08870396385255,24.380955134833076,28.508461416282245,36.72173678928773,43.14410086579372,44.8159847792316,47.7644927470861,50.695363474355574,51.96844661190467,54.32477074009631,56.665427826972206,57.83043653891871,60.03710171091441,61.88478114325834,62.80447208887643,64.61842675972886,66.40248049350066,67.29050144047137,69.05010074385058,70.43505353328248
436,436,12688649.0,0.0036427395611854153,274.51866464880663,2160.8346551244804,4559.675910664746,6967.881945601107,8140.050541453692,10474.249277668268,12760.265678668642,13881.056671808155,16090.772521904642,19003.42996873188,19991.546768236356,21969.420345633825,23981.484083702857,24980.606397456842,26983.148313800903,28963.86380017425,29934.624565593225,31795.532071049784,33590.122201327715,34491.372439138555,36285.868562764554,13.131278724826664,21.466057009631648,25.612385778911047,33.86782135097158,37.940236210525285,39.449733731585134,42.45517778677696,45.25687282262309,46.47006763723703,48.88267450984467,51.21619209648746,52.37771122754116,54.348082662590414,56.19022764644519,57.10716383949677,58.89754715285996,60.676256998040124,61.561618051249965,63.130478163474564,64.50907225179432
437,437,12689228.0,0.003630375894992655,275.4535698023147,1670.1144115626623,3985.491800586731,6454.263300127821,7629.953509320594,9970.972030031606,12298.178961158395,13422.337242388128,15660.562012287613,18209.218981044185,19665.501532451366,21641.38563402258,23639.02657833805,24643.555647422345,26645.450768828163,28647.070431353895,29625.93536389374,31564.2835624761,33348.23588734223,34252.193765047195,36051.9946525677,14.897131322068248,23.204598557505474,27.338507610546174,33.82743358509831,37.04194651017956,38.54692251511632,41.54336421098229,44.06228041583146,45.27039323630992,47.643396163135385,49.969924006135585,51.01507004707759,52.86274947942152,54.6993766180912,55.596395095892035,57.38044882966384,59.15383082984439,60.02806908001375,61.413021869445664,62.78748657305492
438,438,12689904.0,0.003591380737913565,278.4444404468673,1450.1141488364074,3766.098327637077,6081.475716661146,7317.731390458647,9725.937425395008,12066.955946106022,13232.30475746217,15518.321158462542,17756.54592836203,18848.828001698545,21761.485448525782,23737.36955009699,24727.475825427726,26739.539563496757,28741.43468490258,29741.203793594803,31721.91927996815,33660.267478550515,34553.58755084369,36348.17768112161,15.63849365317551,23.893929225236047,26.26132868076835,29.475841605849595,32.48128566104142,33.97725930665233,36.4961755115015,38.90878238410913,40.077291258805424,42.403819101805624,44.374190536854876,45.29664457509155,47.13327171376124,48.92365502712442,49.81434392533388,51.58772592551443,53.15658603773903,53.8469169651157,55.22138166872496,56.5876247134417
439,439,12690580.0,0.003616968992578871,276.4745846734527,1220.426546605295,3529.4735392393136,5928.314794779579,7160.830620523167,9508.689425568526,11842.888161783101,13004.746281553742,15249.695555922988,17459.411406019477,18915.78630143953,21360.185652351192,23338.05922974866,24345.593898733394,26349.24528157168,28351.787197915735,29353.637751749244,31303.26344970806,33164.17095516462,34054.803207737576,35860.011323253384,16.50011852784604,24.78035635016614,28.901882869185975,32.97429772873968,35.98877125473629,37.48923930499135,40.29093434083748,42.71224197592989,43.91673602805906,46.250253614701855,48.45691878669756,49.38214418080481,51.22428916465958,53.038243835512,53.93160867107435,55.71031851625452,57.46991781963372,58.16453968168896,59.54313377000871,60.9134814763803
440,440,12691116.0,0.00359102163574999,278.47228489091196,1465.8311085122189,3781.815287312889,6097.192676336957,7333.448350134459,9741.65438507082,12082.672905781832,13248.021717137983,15534.038118138355,17772.26288803784,18864.544961374355,21777.202408201596,23753.086509772806,24743.19278510354,26755.25652317257,28757.15164457839,29756.920753270613,31737.636239643965,33675.984438226325,34569.3045105195,36363.89464079742,15.582048818149088,23.83748439020962,26.20488384574193,29.41939677082317,32.424840826015,33.9208144716259,36.43973067647507,38.852337549082705,40.020846423779,42.3473742667792,44.31774570182846,45.24019974006513,47.07682687873481,48.867210192098,49.757899090307454,51.531281090488,53.10014120271261,53.790472130089285,55.16493683369853,56.53117987841527
441,441,12691680.0,0.003598210506058102,277.9159246843277,2234.620802709863,4543.667795343881,6942.509050884147,8175.0248766277355,10522.883681673093,12857.08241788767,14018.94053765831,16263.889812027557,18473.605662124042,19929.9805575441,22374.379908455758,24352.253485853227,25359.788154837963,27363.439537676244,29365.9814540203,30367.83200785381,32317.457705812627,34178.365211269185,35068.99746384214,36874.20557935796,12.841069347409576,21.121307169729675,25.24283368874951,29.315248548303213,32.32972207429982,33.83019012455489,36.63188516040102,39.05319279549342,40.257686847622594,42.59120443426539,44.797869606261095,45.72309500036834,47.56523998422311,49.37919465507554,50.27255949063788,52.05126933581805,53.81086863919725,54.505490501252496,55.88408458957225,57.25443229594383
442,442,12692199.0,0.0035294343071141745,283.3315236904481,1342.8486319841347,3681.091678372952,6004.691888530324,7160.947073883038,9476.324462907107,11945.095962448195,13120.786171640968,15461.804692351981,17789.01162347877,18913.169904708502,21151.39467460799,23700.051643364557,25156.33419477174,27132.21829634295,29129.859240658425,30134.388309742717,32136.28343114854,34137.90309367427,35116.768026214115,37055.116224796475,14.171987077838955,17.386500002920197,18.891476007856966,21.88791770372293,24.4068339085721,25.614946729050562,27.987949655876026,30.31447749887623,31.359623539818234,33.207302972162154,35.04393011083184,35.94094858863268,37.725002322404485,39.49838432258503,40.372622572754395,41.75757536218631,43.132040065795564,43.81618622950097,45.06092503548379,46.181158049641134
443,443,12692737.0,0.0035244968030145947,283.7284457584622,1615.0590032060484,3952.938075764025,6276.1764892909605,7432.251588702594,9747.270422487192,12215.685511578793,13391.198315828027,15731.863619229942,18058.719445903866,19182.702963267253,21420.57977432405,23968.890865628073,25425.001254939983,27400.54257783575,29397.842793890148,30402.202263917505,32403.759709700316,34405.04371649869,35383.74157484999,37321.75712490561,13.20865400712531,16.42189267337045,17.926234410105277,20.921413263453864,23.4390741797803,24.646562174589715,26.956947483426855,29.221232272311727,30.23539654524718,32.021390569096745,33.796701283868735,34.66319922944344,36.38648588498853,38.09946429939647,38.943636387027254,40.26872675748185,41.58368712359482,42.23821472807858,43.42398230666391,44.485596841653035
444,444,12693245.0,0.003573469545063944,279.84007905742646,1262.2432847217106,3585.481698248646,5894.169058419229,7056.575631444878,9524.990720536478,11872.495247086115,13041.168828187629,15368.02465486155,17612.624924983367,18729.88498328174,21278.196074585758,23722.25161699588,24709.847786793434,26707.148002847833,28710.46069557319,29713.064918658,31714.348925456372,33663.64097549085,34631.0623338633,36406.53987548755,16.272658654505253,22.760302702059988,24.464680021028375,27.477883105039954,30.47306195838854,31.77815476292392,34.19821086952439,36.508596178361536,37.64243668378057,39.78704524018186,41.57303926403143,42.462026013523335,44.21484792437812,45.93813457992321,46.795908434370844,48.49528508196193,49.820375452416535,50.478841818063614,51.78986342301326,52.975631001598586
445,445,12693839.0,0.0035899445446846583,278.5558349308263,1520.735411213104,3836.3588770884176,6151.377710873016,7387.454912148111,9795.30560421385,12135.970907615767,13301.143903426106,15586.810251653078,17824.687062709876,18916.795937921786,21829.108543325805,23804.64986622157,24794.585521888654,26806.309552303326,28807.86699808614,29807.468027188428,31787.848863235813,33725.86441329144,34619.01890824531,36397.01551604069,15.381659929562224,23.635809723273084,26.00256917669729,29.21580784294243,32.219985261596086,33.715328433025846,36.23298934935228,38.61361562687263,39.75086265299883,42.015147441883705,43.9236481433484,44.81530573866873,46.59061645344072,48.32005012259534,49.18040105456051,50.89337946896845,52.40219731423939,53.06264192705383,54.3776022931668,55.684696938494824
446,446,12694429.0,0.0035174552054272465,284.296442057614,2030.4399538607865,4402.783053110775,6760.279338143558,7933.406451063757,10282.376234879883,12784.53918770158,13976.850146629442,16350.960961046962,18711.06223618444,19851.593829382167,22122.41823673837,24703.479841257464,26175.891949385732,28183.890367871874,30213.453529471353,31233.87202883002,33267.40337135621,35300.47001461623,36294.98782705598,38261.20177958935,12.050414489097205,15.384310430175823,16.948709880925907,20.06346501844341,22.6999869447873,23.966638557174225,26.382480525591486,28.739288663061814,29.79950686059667,31.677195301339474,33.54365194304153,34.45551819327782,36.26913418180957,38.07190160322695,38.960766581923615,40.37484152321794,41.7782541775222,42.476809317582635,43.75023672434575,44.898986732661434
447,447,12694980.0,0.003517103495077739,284.32487170181975,2065.065301624127,4437.408400874116,6794.9046859068985,7968.031798827098,10317.001582643225,12819.16453546492,14011.475494392782,16385.586308810303,18745.687583947783,19886.219177145507,22157.04358450171,24738.105189020804,26210.517297149072,28218.515715635214,30248.078877234693,31268.49737659336,33292.814116060414,35307.534273952115,36292.920038565644,38240.95187522538,11.928622143357778,15.262518084436396,16.82691753518648,19.94167267270398,22.578194599047873,23.844846211434795,26.26068817985206,28.617496317322384,29.677714514857243,31.555402955600044,33.4218595973021,34.33372584753839,36.14734183607014,37.95010925748752,38.838974236184185,40.253049177478516,41.65646183178277,42.355016971843206,43.62844437860632,44.77719438692201
448,448,12695502.0,0.003527317387513507,283.501565110058,1488.026388987409,3878.163960508976,6253.348275731665,7435.2796872402,9801.779031497088,12321.366687204982,13522.350872285833,15913.730278783276,18290.996849668918,19440.07254826714,21727.90846429017,24325.87981950362,25806.708833933902,27831.46550567525,29877.68667694469,30906.39677712813,32947.22228453744,34978.35245882939,35971.90638489661,37936.201217639114,14.118327816632805,17.514521542894084,19.109930003017602,22.28642478842933,24.984317052192836,26.28151603392454,28.697358002341804,31.05416613981213,32.11438433734698,33.99207277808979,35.85852941979184,36.77039567002814,38.58401165855988,40.386779079977266,41.275644058673926,42.68971899996826,44.09313165427252,44.79168679433295,46.065114201096065,47.21386420941175
449,449,12696006.0,0.003513939684048594,284.58086646719204,2222.943489884349,4590.394486003233,6943.027931242035,8113.7345432317325,10457.885054174218,12955.257561837041,14145.184054613153,16514.54734226536,18869.929489136808,20008.112114399755,22274.259673038912,24850.672404410463,26320.77051451475,28324.161709927877,30349.145207684527,31367.28415833067,33387.0622638833,35397.27093689431,36380.41108907197,38323.971860063466,11.330384998913164,14.647153868994586,16.203028241308346,19.300809752400347,21.920459584126018,23.17871303336779,25.517013556136423,27.796744082660442,28.818596542929043,30.619897923548123,32.41042443082829,33.284496107160145,35.02286223399288,36.75082991831323,37.60246298395975,38.94240833271048,40.27213481848808,40.934012327334486,42.134413733253425,43.210574560401675
450,450,12697252.0,0.0035294343071141745,283.3315236904481,1349.0468400562252,3716.4978361751096,6069.131281413911,7239.837893403608,9583.988404346093,12081.360912008917,13271.28740478503,15640.650692437235,17996.032839308682,19134.21546457163,21400.36302321079,23976.77575458234,25446.873864686622,27450.265060099755,29475.248557856405,30493.387508502547,32513.165614055175,34523.37428706619,35506.51443924384,37450.07521023534,14.408247602577424,17.725016472658844,19.280890844972603,22.37867235606461,24.998322187790276,26.256575637032046,28.594876159800684,30.8746066863247,31.896459146593305,33.69776052721238,35.48828703449255,36.36235871082441,38.10072483765714,39.82869252197749,40.680325587624004,42.020270936374736,43.349997422152335,44.011874930998744,45.21227633691768,46.28843716406593
451,451,12697800.0,0.003560628823892465,280.8492683342388,1984.3985727228958,4337.032017961697,6674.938576925115,7851.889140893881,10349.261648556703,12725.550377999589,13908.551428985022,16263.93357585647,18536.88952996696,19668.263759758574,22244.676491130125,24716.665576739353,25718.165796647543,27743.14929440419,29773.979674615926,30781.066350602963,32791.27502361398,34749.43835488844,35717.97594678313,37487.60520081372,13.959482599745145,20.551279869223574,22.307499932955864,25.423923111618752,28.521704622710757,29.877868374364606,32.399607903678195,34.737908426446836,35.87948338428869,38.03949141323945,39.84079279385853,40.73739885066957,42.505390977470555,44.243757104303285,45.10903683490206,46.82335785427016,48.16330320302089,48.82916370266687,50.154907197644896,51.355308603563834
452,452,12698343.0,0.0035806232778216947,279.2809861327716,2050.392440776965,4395.322890155563,6739.473401098049,7990.051028896001,10426.772401536984,12796.13568918919,13975.59323911026,16289.700461323586,18555.848019962745,19662.028790645534,22602.358861438577,24605.75005685171,25609.54811476869,27648.8725052545,29668.65061080713,30672.720666102206,32661.999435995796,34605.5602069873,35499.827591956644,37263.9226959842,13.746126480165303,22.104742408117247,24.523500362026667,27.84026923210809,30.947357562790256,32.49392511551385,35.11357494723952,37.56512420324183,38.710128919249925,40.989859445773945,42.913713492797775,43.81301328666163,45.6035397939418,47.34809823849546,48.21597759710638,49.94394528142673,51.46766273462673,52.135523695823984,53.465250181601576,54.78702261984511
453,453,12698945.0,0.003558849043450246,280.9897210561413,2579.8321136522222,5488.598068824751,8379.310507441343,9831.42274726515,12876.64844416998,15797.513248861736,17251.5795555559,19540.142671982576,21746.679287790677,22844.992987931797,25355.581444380452,27762.139999149134,28731.07187020563,30691.211040686085,32657.58497558029,33632.5881583951,35578.91786296103,37473.58433274008,38410.51606939402,40117.21734061598,14.581478793024466,20.929311286869325,22.564096762588388,25.438740889510257,28.296189610953952,29.532726605748763,31.81628652861643,33.91783216973193,34.941561299437595,36.86693557589409,38.66823695651317,39.564843013324214,41.3328351401252,43.07120126695793,43.9364809975567,45.65080201692479,46.99074736567553,47.656607865321504,48.98235136029954,50.18275276621847
454,454,12699654.0,0.0035446427890268965,282.1158744389383,1950.6933015659715,4868.856279850085,7768.253431426141,9211.441736849923,12188.469073344395,15171.402615755662,16629.644478270315,19229.708707095993,21477.197045008394,22578.810517199257,24750.343484212877,27625.04644783431,28594.271228557714,30534.5303631364,32509.20465900398,33489.716204988865,35436.80205260733,37362.39319297558,38305.71556214866,40105.403499035405,14.555093463185145,18.486837468178912,19.92631542215537,22.792348919395355,25.455467311339284,26.599684966700877,28.813768044526373,30.86430200502812,31.884964732247873,33.69167786823984,35.487583718914735,36.38150416938387,38.126062613937535,39.85922170314722,40.721909656868796,42.245627110068796,43.579348570912025,44.24321455704364,45.56498699528718,46.64438095946619
455,455,12700193.0,0.003556358845298694,281.1864728785577,2745.0993603270344,5653.865315499564,8544.577754116157,9996.689993939963,13041.915690844791,15962.780495536548,17416.846802230717,19705.409918657388,21911.94653446549,23010.26023460661,25520.848691055267,27927.407245823946,28896.33911688044,30856.478287360897,32822.852222255104,33797.85540506991,35744.185109635844,37638.8515794149,38575.78331606883,40282.48458729079,13.993504993578492,20.341337487423353,21.976122963142416,24.85076709006428,27.70821581150798,28.944752806302787,31.228312729170458,33.329858370285955,34.353587499991626,36.27896177644812,38.0802631570672,38.97686921387824,40.74486134067922,42.48322746751195,43.348507198110724,45.062828217478824,46.402773566229556,47.06863406587553,48.39437756085356,49.5947789667725
456,456,12700814.0,0.0035262594039010284,283.5866240849214,1476.5444477404917,4376.241834332384,7257.937905282918,8691.98787878224,11560.46106301228,14579.019873629166,16028.36925027795,18914.249446260725,21176.54267488473,22268.389860269835,24442.282501616268,26926.992158187015,28351.4446403837,30263.954345018512,32198.599981832795,33171.772847265966,35102.02244297584,37023.23814449755,37962.081634097995,39817.44673779551,13.105646103486709,16.08456857016513,17.472278339849954,20.235240275458278,22.52207333509401,23.614665696444817,25.6231312055027,27.574999713842665,28.43365733848,30.143264302205846,31.84264488255595,32.67134825422622,34.31938504807229,35.957563725383196,36.764503899963834,38.01546467787484,39.256738875461146,39.87458884873088,40.987330426472035,41.976355780293716
457,457,12701501.0,0.0035188623985708,284.18275190475026,1963.2654230253027,4967.653326210689,7953.41368127379,9439.262132041147,12410.867272655849,15531.941129451297,17032.317842715118,20019.794635556624,22383.076736001545,23525.19159971707,25799.16833477441,28383.363410673213,29857.335218614906,31769.84492324972,33704.490560064,34677.66342549717,36607.913021207045,38529.128722728754,39467.9722123292,41323.337316026715,12.315874436484984,15.661314505588761,17.231460099208782,20.357655938790238,23.005550131901593,24.277862342679196,26.644154181108995,28.951708585823045,29.98741051012227,31.697017473848113,33.396398054198215,34.22510142586849,35.87313821971456,37.511316897025466,38.318257071606105,39.56921784951711,40.81049204710341,41.42834202037315,42.541083598114305,43.530108951935986
458,458,12702025.0,0.0034702909930274884,288.1602730172198,1866.2471493956407,4254.853717916147,7259.2416211015325,8754.689500118113,11730.850426931991,14702.455567546693,16265.351628117256,19323.90613760596,22311.382930447468,23494.796381918797,25816.779894607913,28090.756629665255,29200.83440915047,32148.92351350575,34061.43321814056,35019.994595657874,36969.25172038801,38899.501316097885,39859.00814503987,41759.56050722005,5.899083088380189,9.034671114136923,10.595424521581668,13.243318714693022,15.722943382301569,16.881922763900423,19.189477168614474,21.08126470446112,21.934786056639542,23.634166636989647,25.288124367015087,26.11090680250599,27.749085479816895,29.18355102090921,29.806986432308538,31.04826062989484,32.282109876503625,32.77885218090573,33.76787753472742,34.68976665126674
