,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10,USDT-slippagemap_11,USDT-slippagemap_12,USDT-slippagemap_13,USDT-slippagemap_14,USDT-slippagemap_15,USDT-slippagemap_16,USDT-slippagemap_17,USDT-slippagemap_18,USDT-slippagemap_19,USDT-slippagemap_20
892,892,15713830.0,0.9999026535686368,1.0000973559086135,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,1663601.1398850763,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943,751547.0537660943
893,893,15714478.0,0.9999026535686368,1.0000973559086135,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,1657817.061414441,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172,757330.7412918172
894,894,15715084.0,0.9999026535686368,1.0000973559086135,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,1677803.4650582736,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268,737345.7299337268
895,895,15715929.0,0.9999026535686368,1.0000973559086135,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,1679007.5259023448,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294,736141.7566885294
896,896,15716503.0,0.9999026535686368,1.0000973559086135,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,1695013.6346271168,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232,720136.8526384232
897,897,15717034.0,0.9999026535686368,1.0000973559086135,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,1745759.5951875423,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471,669395.2055317471
898,898,15717630.0,0.9998026733013067,1.0001973656442043,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,1784847.1438773565,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014,589041.723877014
899,899,15718156.0,0.9998026733013067,1.0001973656442043,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,1832102.0074268417,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106,541792.1778220106
900,900,15718676.0,0.9998026733013067,1.0001973656442043,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,1858408.2424477616,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863,515489.22390907863
901,901,15719242.0,0.9999026535686368,1.0000973559086135,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,1583635.4587044625,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795,831508.19543795
902,902,15719894.0,0.9999026535686368,1.0000973559086135,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,1565146.4413666504,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963,849996.4287409963
903,903,15720544.0,0.9999026535686368,1.0000973559086135,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,1551520.0786337312,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863,863622.2774834863
904,904,15721191.0,0.9999026535686368,1.0000973559086135,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,1542210.1162294538,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604,872931.9198650604
905,905,15721736.0,0.9999026535686368,1.0000973559086135,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,1553746.6014580857,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737,861395.8349413737
906,906,15722754.0,0.9999026535686368,1.0000973559086135,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,1578210.4690691594,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066,836932.9446851066
907,907,15723388.0,0.9999026535686368,1.0000973559086135,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,1575766.5417627203,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367,839376.7665035367
908,908,15723924.0,1.0000026438339937,0.9999973561729961,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1147216.6268278994,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187,1628696.2137351187
909,909,15724603.0,1.0000026438339937,0.9999973561729961,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1391011.3543426895,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082,1384895.6133814082
910,910,15725123.0,1.0000026438339937,0.9999973561729961,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,889159.5056437727,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905,1886768.7562119905
911,911,15725628.0,1.0000026438339937,0.9999973561729961,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,936314.4338287938,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841,1839610.3031995841
912,912,15726190.0,1.0000026438339937,0.9999973561729961,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,890772.762194537,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253,1885155.3738481253
913,913,15726951.0,1.0000026438339937,0.9999973561729961,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1090323.5935531263,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456,1685591.833415456
914,914,15727646.0,1.0000026438339937,0.9999973561729961,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1064271.0494702877,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017,1711645.715463017
915,915,15728153.0,1.0000026438339937,0.9999973561729961,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1051502.2117885582,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732,1724415.244139732
916,916,15728670.0,1.0000026438339937,0.9999973561729961,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1053188.7440243848,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866,1722728.6193074866
917,917,15729373.0,1.0000026438339937,0.9999973561729961,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1053429.6669632478,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132,1722487.683174132
918,918,15729882.0,1.0000026438339937,0.9999973561729961,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1060532.1262093277,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992,1715384.8386587992
919,919,15730454.0,1.0000026438339937,0.9999973561729961,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1038337.614845568,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742,1737580.5777607742
920,920,15730978.0,1.0000026438339937,0.9999973561729961,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,938256.4124611762,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753,1837668.1861815753
921,921,15731520.0,1.0000026438339937,0.9999973561729961,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,827768.2920096678,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822,1948165.0324998822
922,922,15732041.0,1.0000026438339937,0.9999973561729961,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,808762.1731907615,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467,1967172.8272818467
923,923,15732566.0,1.0000026438339937,0.9999973561729961,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,796960.0601416446,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176,1978976.0068889176
924,924,15733137.0,1.0000026438339937,0.9999973561729961,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,799630.7639607626,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771,1976305.0599845771
925,925,15733645.0,1.0000026438339937,0.9999973561729961,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,797064.2565699469,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735,1978871.800957735
926,926,15734405.0,1.0000026438339937,0.9999973561729961,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,874958.8882806303,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546,1900970.4970015546
927,927,15735430.0,1.0000026438339937,0.9999973561729961,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,893778.4040443224,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255,1882149.4985840255
