,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,COMP-slippagemap_01,COMP-slippagemap_2,COMP-slippagemap_3,COMP-slippagemap_4,COMP-slippagemap_5,COMP-slippagemap_6,COMP-slippagemap_7,COMP-slippagemap_8,COMP-slippagemap_9,COMP-slippagemap_10
10,10,13487845.0,0.0031029131651102685,322.2777908335256,289.21906150035403,2050.568306129631,3794.3927109441343,5520.866635903371,7230.162722825752,8922.451874229388,10597.90330481973,12256.68453591998,13898.961433367176,15524.89821504021,17134.657475920787,15.388084768342832,20.709412626578683,25.977795106146615,31.193758848644578,36.35782540472177,41.470511301322944,46.532327545115066,51.54378047853484,56.505371021541855,61.417595476816416
11,11,13490571.0,0.002949524396215918,339.0377110570594,1267.9335356781237,3064.8626050572325,4843.9128332552045,6605.262077884481,8349.086482698985,10075.560407658222,11784.856494580603,13477.145645984237,15152.59707657458,16811.37830767483,18453.655205122028,12.198432217684717,17.414395960182677,22.578462516259876,27.691148412861047,32.75296465665317,37.764417590072945,42.72600813307995,47.63823258835452,52.50158189575124,57.316542584855256
12,12,13491626.0,0.0029501143305904055,338.9699136846233,1246.743816195293,3043.6728855744013,4822.723113772374,6584.0723584016505,8327.896763216155,10054.370688175391,11763.666775097772,13455.955926501407,15131.40735709175,16790.188588192,18432.465485639197,12.26093954234596,17.476903284843925,22.64096984092112,27.75365573752229,32.81547198131442,37.826924914734185,42.7885154577412,47.70073991301576,52.56408922041248,57.3790499095165
13,13,13494120.0,0.0028418231362865596,351.88678254858274,1030.6999753714226,2863.927583905647,4678.915172592351,6475.844241971459,8254.894470169433,10016.24371479871,11760.068119613212,13486.542044572449,15195.83813149483,16888.127282898466,18563.57871348881,12.702835093092224,17.815520989693393,22.877337233485516,27.88879016690529,32.8503807099123,37.76260516518686,42.62595447258358,47.440915161687606,52.20796852406412,56.92759130545847
14,14,13495799.0,0.0029761885914990106,336.0002127742624,443.68315176618194,2240.6122211452907,4019.6624493432632,5781.01169397254,7524.836098787044,9251.31002374628,10960.606110668661,12652.895262072296,14328.346692662639,15987.127923762888,17629.404821210086,14.640664653807155,19.856628396305116,25.020694952382314,30.133380848983485,35.19519709277561,40.20665002619538,45.16824056920239,50.08046502447696,54.943814331873675,59.758775020977694
15,15,13497227.0,0.0029729167474819404,336.36999786388225,549.2563587604997,2346.185428139608,4125.235656337581,5886.584900966857,7630.409305781361,9356.883230740597,11066.179317662978,12758.468469066614,14433.919899656958,16092.701130757207,17734.978028204405,14.326612981566223,19.542576724064187,24.706643280141385,29.819329176742553,34.88114542053468,39.89259835395445,44.85418889696146,49.76641335223602,54.62976265963274,59.444723348736765
16,16,13498262.0,0.0030045956828372127,332.82348294387117,1387.3400550246988,3166.3902832226713,4927.739527851948,6671.563932666451,8398.037857625688,10107.333944548069,11799.623095951705,13475.074526542046,15133.855757642297,16776.132655089496,18402.069436762526,11.924042207809542,17.192424687377475,22.408388429875437,27.572454985952636,32.6851408825538,37.746957126345926,42.7584100597657,47.720000602772714,52.632225058047275,57.49557436544399
17,17,13512438.0,0.0031942104953853476,313.0664060633113,1243.5236006243085,2969.997525583545,4679.293612505926,6371.582763909561,8047.0341944999045,9705.815425600154,11348.09232304735,12974.029104720385,14583.788365600962,16177.531055447591,17755.416517781734,12.615394798606452,18.04421518939658,23.419020570884044,28.740348429119894,34.00873090868783,39.22469465118579,44.38876120726299,49.50144710386416,54.56326334765628,59.57471628107606
18,18,13514720.0,0.00308373557431073,324.28201961626297,838.9662600136427,2600.315504642919,4344.139909457423,6070.613834416659,7779.90992133904,9472.199072742676,11147.650503333018,12806.431734433269,14448.708631880465,16074.645413553499,17684.404674434074,13.687479850745978,19.00880770898183,24.277190188549763,29.493153931047726,34.657220487124924,39.769906383726095,44.83172262751822,49.843175560937986,54.804766103945,59.71699055921956
19,19,13524085.0,0.003010911647420015,332.12532186285785,1195.269189700738,2974.3194178987105,4735.668662527987,6479.493067342491,8205.966992301728,9915.263079224109,11607.552230627743,13283.003661218087,14941.784892318336,16584.061789765532,18209.998571438566,12.501777097061943,17.770159576629876,22.986123319127838,28.150189875205037,33.26287577180621,38.32469201559833,43.336144949018106,48.29773549202511,53.20995994729967,58.0733092546964
20,20,13525270.0,0.0029711336215795226,336.5718703248281,604.1629473729997,2401.0920167521085,4180.142244950081,5941.491489579358,7685.3158943938615,9411.789819353098,11121.085906275479,12813.375057679114,14488.826488269457,16147.607719369706,17789.884616816904,14.163425414798102,19.379389157296064,24.543455713373262,29.65614160997443,34.717957853766556,39.729410787186325,44.69100133019334,49.6032257854679,54.46657509286462,59.28153578196864
21,21,13527709.0,0.002968164121427998,336.9085936928903,689.3029473684172,2486.232016747526,4265.282244945499,6026.6314895747755,7770.455894389279,9496.929819348516,11206.225906270896,12898.51505767453,14573.966488264874,16232.747719365123,17875.024616812323,13.910576769563136,19.126540512061098,24.290607068138296,29.403292964739464,34.46510920853159,39.47656214195136,44.438152684958375,49.350377140232936,54.213726447629654,59.02868713673367
22,22,13531880.0,0.0028087692008267363,356.0278287392424,265.92441154651686,2117.575367874255,3950.80297640848,5765.790565095183,7562.719634474292,9341.769862672265,11103.119107301542,12846.943512116044,14573.41743707528,16282.713523997661,17975.002675401298,14.744695655567018,19.80651189935914,24.817964832778916,29.779555375785925,34.69177983106049,39.55512913845721,44.37008982756123,49.137143189937746,53.856765971332095,58.52942996457886
23,23,13544222.0,0.0027110829034711127,368.8562967660112,1718.331743046089,3588.5911433676797,5440.242099695418,7273.4697082296425,9088.457296916346,10885.386366295455,12664.436594493427,14425.785839122704,16169.610243937208,17896.084168896443,19605.380255818825,10.63697637274885,15.648429306168623,20.610019849175632,25.522244304450197,30.385593611846915,35.200554300950934,39.967607663327456,44.6872304447218,49.35989443796857,53.986067016985004
24,24,13544871.0,0.0025798999788285426,387.6119261236131,765.7129216708994,2692.927284615594,4600.966539281209,6490.021391789261,8360.28079211085,10211.93174843859,12045.159356972814,13860.146945659517,15657.076015038627,17436.1262432366,19197.475487865875,12.90197827140793,17.76532757880465,22.58028826790867,27.34734163028519,32.066964411679535,36.7396284049263,41.36580098394274,45.94594471911006,50.48051752163272,54.969972699571535
25,25,13547297.0,0.002650237570899164,377.3246636378803,95.24697435486108,2003.2862290204764,3892.3410815285274,5762.600481850118,7614.2514381778565,9447.479046712082,11262.466635398785,13059.395704777893,14838.445932975867,16599.79517760514,18343.619582419647,14.782305507030296,19.69452996230486,24.55787926970158,29.3728399588056,34.13989332118212,38.859516102576464,43.53218009582323,48.15835267483967,52.73849641000699,57.27306921252965
26,26,13549555.0,0.0026568711216380246,376.38257718103995,1757.3136896184549,3646.3685421265063,5516.627942448096,7368.278898775835,9201.50650731006,11016.494095996763,12813.423165375872,14592.473393573844,16353.82263820312,18097.647043017623,19824.12096797686,10.473441896371982,15.435032439378993,20.347256894653555,25.210606202050275,30.025566891154295,34.792620253530814,39.512243034925156,44.18490702817193,48.81107960718836,53.39122334235568
27,27,13552531.0,0.0027184123511461524,367.8617776947542,1465.0899380005262,3335.3493383221166,5187.000294649855,7020.22790318408,8835.215491870784,10632.144561249892,12411.194789447865,14172.544034077142,15916.368438891644,17642.842363850883,19352.138450773262,11.324521968393535,16.33597490181331,21.297565444820318,26.209789900094883,31.0731392074916,35.88809989659562,40.65515325897214,45.374776040366484,50.047440033613256,54.67361261262969
