,index,blocknum,p0vs1,p1vs0,COMP-slippagemap_01,COMP-slippagemap_2,COMP-slippagemap_3,COMP-slippagemap_4,COMP-slippagemap_5,COMP-slippagemap_6,COMP-slippagemap_7,COMP-slippagemap_8,COMP-slippagemap_9,COMP-slippagemap_10,COMP-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
433,433,14620874.0,0.04613210316810028,21.67687860135296,941.7209985752863,2080.3374412790254,3207.62501482444,4323.6964552241525,5428.663355112559,6522.63619086971,7605.724354025131,8678.036156025764,9739.678801827502,10790.758450550402,11831.380210190506,114.79586081086795,166.61313908186642,217.91485205834496,268.7061296278389,268.7061296278389,268.7061296278389,268.7061296278389,268.7061296278389,268.7061296278389,268.7061296278389
434,434,14624766.0,0.04700754631856894,21.273180123527947,999.6764605885111,2126.9640341339255,3243.035474533638,4348.002374422044,5441.9752101791955,6525.063373334618,7597.37517533525,8659.017821136988,9710.097469859887,10750.719229499991,11780.987142227852,112.7827648149352,165.1207889125562,216.93806718355467,268.2397801600332,319.03105772952716,319.03105772952716,319.03105772952716,319.03105772952716,319.03105772952716,319.03105772952716
435,435,14625290.0,0.04723371359997852,21.171318615110007,727.0680736042718,1854.3556471496863,2970.427087549399,4075.3939874378048,5169.366823194957,6252.454986350378,7324.766788351011,8386.409434152749,9437.489082875647,10478.110842515753,11508.378755243613,125.62843591678197,177.96646001440297,229.78373828540143,281.08545126188,331.8767288313739,331.8767288313739,331.8767288313739,331.8767288313739,331.8767288313739,331.8767288313739
436,436,14626601.0,0.04734247072624661,21.12268296647224,594.0188948082946,1721.306468353709,2837.3779087534217,3942.344808641828,5036.31764439898,6119.405807554401,7191.717609555034,8253.360255356773,9304.43990407967,10345.061663719776,11375.329576447637,131.9202210162947,184.2582451139157,236.07552338491416,287.3772363613927,338.16851393088666,338.16851393088666,338.16851393088666,338.16851393088666,338.16851393088666,338.16851393088666
437,437,14627288.0,0.04721954631944907,21.177670645855272,740.6705550644687,1867.9581286098833,2984.029569009596,4088.9964688980017,5182.969304655154,6266.057467810575,7338.369269811208,8400.011915612946,9451.091564335844,10491.71332397595,11521.98123670381,124.98601307317358,177.32403717079458,229.14131544179307,280.44302841827164,331.23430598776554,331.23430598776554,331.23430598776554,331.23430598776554,331.23430598776554,331.23430598776554
438,438,14628883.0,0.04665632600434247,21.43332074426363,289.47709752327427,1428.0935402270134,2555.381113772428,3671.4525541721405,4776.419454060547,5870.392289817698,6953.480452973119,8025.792254973752,9087.43490077549,10138.51454949839,11179.136309138494,145.0565579423477,196.87383621334615,248.17554918982472,298.9668267593186,298.9668267593186,298.9668267593186,298.9668267593186,298.9668267593186,298.9668267593186,298.9668267593186
439,439,14630046.0,0.04660037478809501,21.459054879864823,360.0440464750151,1498.660489178754,2625.9480627241687,3742.0195031238813,4846.986403012287,5940.959238769439,7024.04740192486,8096.359203925494,9158.00184972723,10209.08149845013,11249.703258090236,141.76603255161416,193.58331082261262,244.8850237990912,295.6763013685851,295.6763013685851,295.6763013685851,295.6763013685851,295.6763013685851,295.6763013685851,295.6763013685851
440,440,14630468.0,0.04562289362399396,21.918820148533516,429.8295204648226,1579.8886702712225,2718.505112974962,3845.7926865203763,4961.864126920089,6066.831026808495,7160.803862565646,8243.892025721068,9316.2038277217,10377.84647352344,11428.926122246337,137.33481791287988,188.63653088935843,239.42780845885235,239.42780845885235,239.42780845885235,239.42780845885235,239.42780845885235,239.42780845885235,239.42780845885235,239.42780845885235
441,441,14635181.0,0.04550898453098466,21.97368300580631,577.6611410692632,1727.720290875663,2866.336733579402,3993.624307124817,5109.695747524529,6214.662647412935,7308.635483170087,8391.723646325509,9464.035448326142,10525.67809412788,11576.757742850778,130.59838183804246,181.90009481452103,232.69137238401493,232.69137238401493,232.69137238401493,232.69137238401493,232.69137238401493,232.69137238401493,232.69137238401493,232.69137238401493
442,442,14637856.0,0.04534545489297033,22.05292685585176,788.3221468362261,1941.2585433816148,3082.723605173581,4212.831454959076,5331.695110796498,6439.426444505486,7536.136208858662,8621.934069064015,9696.92860754477,10761.227297464864,11814.936563535892,121.42071455642699,172.85077544126395,223.76912389905132,223.76912389905132,223.76912389905132,223.76912389905132,223.76912389905132,223.76912389905132,223.76912389905132,223.76912389905132
443,443,14640458.0,0.04545895467091936,21.997866146264734,644.1769128986541,1797.113309444043,2938.578371236009,4068.6862210215036,5187.549876858926,6295.281210567914,7391.99097492109,8477.788835126443,9552.783373607199,10617.082063527292,11670.79132959832,127.96538814339623,179.3954490282332,230.31379748602058,230.31379748602058,230.31379748602058,230.31379748602058,230.31379748602058,230.31379748602058,230.31379748602058,230.31379748602058
444,444,14643715.0,0.04551808678298071,21.969288928327757,595.3416172908936,1802.1434971415429,2996.9380985453436,4179.8448760931715,5350.982128076017,6510.466952993543,7658.415278016234,8794.941891938639,9920.160450182573,11034.18344708567,12137.122279549274,137.534469460343,191.36735594274245,244.66462266263224,244.66462266263224,244.66462266263224,244.66462266263224,244.66462266263224,244.66462266263224,244.66462266263224,244.66462266263224
445,445,14644319.0,0.044970663890758336,22.236718640160085,111.85050878061432,1330.7803370904217,2537.582216941071,3732.3768183448715,4915.2835958927,6086.420847875545,7245.905672793071,8393.853997815762,9530.380611738168,10655.5991699821,11769.6221668852,158.09214350371974,211.3894102236095,211.3894102236095,211.3894102236095,211.3894102236095,211.3894102236095,211.3894102236095,211.3894102236095,211.3894102236095,211.3894102236095
446,446,14648285.0,0.04493021052263747,22.256739694023103,169.43808673410837,1388.3679150439157,2595.169794894565,3789.9643962983655,4972.871173846193,6144.008425829039,7303.4932507465655,8451.441575769255,9587.968189691663,10713.186747935595,11827.209744838694,155.5034140641475,208.8006807840373,208.8006807840373,208.8006807840373,208.8006807840373,208.8006807840373,208.8006807840373,208.8006807840373,208.8006807840373,208.8006807840373
447,447,14650643.0,0.04426132002849408,22.59309029545957,1092.7053276285155,2311.635155938323,3518.437035788972,4713.231637192773,5896.138414740601,7067.275666723446,8226.760491640973,9374.708816663662,10511.23543058607,11636.453988830002,12750.4769857331,114.32921566411065,167.62648238400044,167.62648238400044,167.62648238400044,167.62648238400044,167.62648238400044,167.62648238400044,167.62648238400044,167.62648238400044,167.62648238400044
448,448,14652359.0,0.04414639580875829,22.651905816547046,23.495709818741588,1254.675374501404,2473.6052028112113,3680.4070826618604,4875.201684065661,6058.1084616134885,7229.245713596335,8388.73053851386,9536.678863536552,10673.205477458958,11798.42403570289,160.46657356299164,160.46657356299164,160.46657356299164,160.46657356299164,160.46657356299164,160.46657356299164,160.46657356299164,160.46657356299164,160.46657356299164,160.46657356299164
449,449,14655638.0,0.04423477252887612,22.606649539052285,1130.0241649179484,2348.9539932277557,3555.755873078405,4750.550474482206,5933.4572520300335,7104.594504012879,8264.079328930406,9412.027653953095,10548.554267875503,11673.772826119435,12787.795823022532,112.67786800336647,165.97513472325625,165.97513472325625,165.97513472325625,165.97513472325625,165.97513472325625,165.97513472325625,165.97513472325625,165.97513472325625,165.97513472325625
450,450,14656895.0,0.043799030549114874,22.831555572414576,510.2597382481566,1741.439402930819,2960.369231240626,4167.171111091276,5361.965712495076,6544.872490042904,7716.00974202575,8875.494566943276,10023.442891965966,11159.969505888372,12285.188064132306,139.06144699059942,139.06144699059942,139.06144699059942,139.06144699059942,139.06144699059942,139.06144699059942,139.06144699059942,139.06144699059942,139.06144699059942,139.06144699059942
451,451,14657826.0,0.043799030549114874,22.831555572414576,512.8388418437094,1744.0185065263715,2962.948334836179,4169.750214686828,5364.544816090629,6547.451593638457,7718.588845621302,8878.073670538828,10026.02199556152,11162.548609483925,12287.767167727858,138.94847926937757,138.94847926937757,138.94847926937757,138.94847926937757,138.94847926937757,138.94847926937757,138.94847926937757,138.94847926937757,138.94847926937757,138.94847926937757
452,452,14660973.0,0.04368530666090276,22.89099187885465,671.6055541117088,1902.785218794371,3121.715047104178,4328.516926954828,5523.3115283586285,6706.218305906456,7877.355557889302,9036.840382806828,10184.788707829519,11321.315321751925,12446.533879995857,132.00333219956872,132.00333219956872,132.00333219956872,132.00333219956872,132.00333219956872,132.00333219956872,132.00333219956872,132.00333219956872,132.00333219956872,132.00333219956872
453,453,14662098.0,0.043345903631317365,23.07023077672099,1157.3094428451964,2388.489107527859,3607.418935837666,4814.220815688315,6009.015417092116,7191.922194639944,8363.05944662279,9522.544271540315,10670.492596563006,11807.019210485412,12932.237768729346,110.86616288257984,110.86616288257984,110.86616288257984,110.86616288257984,110.86616288257984,110.86616288257984,110.86616288257984,110.86616288257984,110.86616288257984,110.86616288257984
454,454,14663018.0,0.04323335628409941,23.130288415007584,80.01716594944422,1323.5697777017792,2554.7494423844414,3773.6792706942488,4980.481150544898,6175.275751948699,7358.1825294965265,8529.319781479373,9688.804606396898,10836.752931419589,11973.279545341995,103.66845886320743,103.66845886320743,103.66845886320743,103.66845886320743,103.66845886320743,103.66845886320743,103.66845886320743,103.66845886320743,103.66845886320743,103.66845886320743
455,455,14665055.0,0.04328526485516895,23.102550102118272,0.3594832591856965,1243.9120950115207,2475.091759694183,3694.0215880039905,4900.82346785464,6095.61806925844,7278.524846806268,8449.662098789115,9609.14692370664,10757.09524872933,11893.621862651737,107.11459136293158,107.11459136293158,107.11459136293158,107.11459136293158,107.11459136293158,107.11459136293158,107.11459136293158,107.11459136293158,107.11459136293158,107.11459136293158
456,456,14668630.0,0.04335890870282722,23.06331109147115,1141.6877463773712,2372.8674110600336,3591.797239369841,4798.59911922049,5993.393720624291,7176.300498172119,8347.437750154964,9506.92257507249,10654.87090009518,11791.397514017588,12916.61607226152,111.54343872601004,111.54343872601004,111.54343872601004,111.54343872601004,111.54343872601004,111.54343872601004,111.54343872601004,111.54343872601004,111.54343872601004,111.54343872601004
457,457,14670239.0,0.04328959338165447,23.10024007811046,1240.293008773784,2471.4726734564465,3690.402501766254,4897.2043816169025,6091.998983020703,7274.905760568531,8446.043012551378,9605.527837468902,10753.476162491594,11890.002776414,13015.221334657934,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888
458,458,14670239.0,0.04328959338165447,23.10024007811046,1240.293008773784,2471.4726734564465,3690.402501766254,4897.2043816169025,6091.998983020703,7274.905760568531,8446.043012551378,9605.527837468902,10753.476162491594,11890.002776414,13015.221334657934,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888,107.27126376998888
459,459,14671476.0,0.04318582811384165,23.155744457739978,150.00989293778866,1393.5625046901237,2624.742169372786,3843.6719976825934,5050.473877533243,6245.268478937043,7428.175256484871,8599.312508467718,9758.797333385242,10906.745658407934,12043.27227233034,100.64407072469544,100.64407072469544,100.64407072469544,100.64407072469544,100.64407072469544,100.64407072469544,100.64407072469544,100.64407072469544,100.64407072469544,100.64407072469544
460,460,14672452.0,0.043129725816755546,23.185864993639914,229.18850893352703,1472.7411206858621,2703.9207853685243,3922.8506136783317,5129.652493528981,6324.4470949327815,7507.353872480609,8678.491124463455,9837.975949380982,10985.924274403671,12122.450888326079,97.22683593760301,97.22683593760301,97.22683593760301,97.22683593760301,97.22683593760301,97.22683593760301,97.22683593760301,97.22683593760301,97.22683593760301,97.22683593760301
461,461,14672964.0,0.043017739773779005,23.246223657002528,388.77492274348333,1632.3275344958183,2863.5071991784807,4082.437027488288,5289.238907338938,6484.0335087427375,7666.940286290565,8838.077538273412,9997.562363190938,11145.510688213628,12282.037302136034,90.35243349267444,90.35243349267444,90.35243349267444,90.35243349267444,90.35243349267444,90.35243349267444,90.35243349267444,90.35243349267444,90.35243349267444,90.35243349267444
462,462,14673534.0,0.042747593374919415,23.39312978930677,788.6227126357996,2032.1753243881346,3263.354989070797,4482.284817380604,5689.086697231253,6883.881298635054,8066.788076182882,9237.925328165727,10397.410153083254,11545.358478105944,12681.885092028351,73.20505635926497,73.20505635926497,73.20505635926497,73.20505635926497,73.20505635926497,73.20505635926497,73.20505635926497,73.20505635926497,73.20505635926497,73.20505635926497
463,463,14674355.0,0.04247489597440436,23.54331840159435,1192.5306252360172,2436.0832369883524,3667.262901671015,4886.192729980822,6092.994609831471,7287.789211235272,8470.6959887831,9641.833240765945,10801.318065683472,11949.266390706161,13085.793004628567,55.99390103548041,55.99390103548041,55.99390103548041,55.99390103548041,55.99390103548041,55.99390103548041,55.99390103548041,55.99390103548041,55.99390103548041,55.99390103548041
464,464,14674869.0,0.042445175436626154,23.559803669396427,1232.7699389775853,2476.3225507299203,3707.5022154125827,4926.43204372239,6133.23392357304,7328.028524976839,8510.935302524667,9682.072554507513,10841.55737942504,11989.50570444773,13126.032318370137,54.285273947218606,54.285273947218606,54.285273947218606,54.285273947218606,54.285273947218606,54.285273947218606,54.285273947218606,54.285273947218606,54.285273947218606,54.285273947218606
465,465,14675418.0,0.0424324444302813,23.566872317314917,1256.0498748016462,2499.602486553981,3730.7821512366436,4949.711979546451,6156.5138593971005,7351.3084608009,8534.215238348728,9705.352490331574,10864.8373152491,12012.785640271792,13149.312254194198,53.29726716589014,53.29726716589014,53.29726716589014,53.29726716589014,53.29726716589014,53.29726716589014,53.29726716589014,53.29726716589014,53.29726716589014,53.29726716589014
