,index,blocknum,p0vs1,p1vs0,UNI-slippagemap_01,UNI-slippagemap_2,UNI-slippagemap_3,UNI-slippagemap_4,UNI-slippagemap_5,UNI-slippagemap_6,UNI-slippagemap_7,UNI-slippagemap_8,UNI-slippagemap_9,UNI-slippagemap_10,UNI-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
288,288,12712902.0,0.008902136892903301,112.3325794728219,45.815416827422766,600.6668049947848,1193.5771356389084,6163.991517828768,11088.806598937861,16000.810126729175,16996.528730227943,17996.533290664313,18962.63732724562,19939.905838249135,20502.033173710257,14.056859270915995,18.53024718265516,22.944415414685263,27.215247231623472,30.739668485558965,34.195275820761616,37.592446949527194,47.176480871346534,56.623984943289706,65.97748954958537
289,289,12714513.0,0.008841810719723817,113.09900558821688,233.70227486715632,788.5536630345183,1381.463993678642,6351.878375868502,11276.693456977595,16188.696984768909,17184.41558826768,18184.42014870405,19150.524185285354,20127.792696288867,20689.920031749993,12.389862369516567,16.863250281255734,21.277418513285838,25.548250330224047,29.072671584159536,32.52827891936219,35.925450048127765,45.509483969947105,54.95698804189028,64.31049264818596
290,290,12716031.0,0.00877925931138636,113.9048255133595,431.8182342441361,986.9422588485337,1580.1225132893642,6550.804133620542,11475.883793940999,16388.149268466488,17384.12721241803,18384.388532951067,19350.492569532373,20327.761080535885,20889.88841599701,10.65150669310809,15.12725393244109,19.543758017551188,23.816902446575906,27.343613302884712,30.80148745965839,34.20090285587276,43.787158715423935,53.23466278736711,62.58816739366278
291,291,12716544.0,0.00877925931138636,113.9048255133595,431.84798873473744,987.0098931588266,1580.2276505279556,6550.946400645298,11476.062821322988,16388.3646904521,17384.37866689327,18384.675661403973,19350.815017019548,20328.118495643095,20890.280450808415,10.652246727558936,15.128321769385318,19.54515039546455,23.818616136379216,27.34564510763263,30.80383421421022,34.203561426582496,43.790125999824184,53.237935713855904,62.59174292120486
292,292,12718237.0,0.008763471647156185,114.11002856664777,482.16562340924884,1037.327527833338,1630.5452852024669,6601.26403531981,11526.3804559975,16438.682325126614,17434.696301567783,18434.993296078483,19401.132651694057,20378.436130317605,20940.598085482925,10.210881110753535,14.686956152579919,19.10378477865915,23.377250519573817,26.904279490827232,30.36246859740482,33.7621958097771,43.348760383018785,52.796570097050505,62.15037730439946
293,293,12718817.0,0.008684089759556913,115.15311652548175,131.89625837707055,546.4323353542133,962.2291734885973,1417.4684998372175,6251.581660162859,11041.451670890989,15819.852787905802,16683.298279426013,17552.34580383041,18388.541574914867,19237.19437031333,9.153857978827872,12.376655745069662,15.467970852551371,17.82461119195711,20.12405665462626,22.376569337738083,30.827333785891657,39.15064422094073,47.39114053626517,55.5496465532415
294,294,12719477.0,0.008683221437413171,115.16463183713431,86.72641748932533,359.7618839824666,635.4659971794595,952.0064738172974,5648.800793596365,10302.718240226062,14946.519476982041,15676.704311525331,16413.817080662153,17119.390800398003,17838.721196303653,5.873770496491859,7.896303079590545,9.799295259863053,10.979436085893983,12.114087824420174,13.213396094327223,20.522430130807482,27.715370004733753,34.836742563162204,41.88725974609249
295,295,12720829.0,0.008680616991888416,115.19918468173955,90.9834174890962,364.01888398223747,639.7229971792303,956.2634738170683,5653.0577935961355,10306.975240225833,14950.776476981813,15680.961311525101,16418.074080661925,17123.647800397775,17842.978196303426,5.836810334280712,7.859342917379399,9.762335097651906,10.942475923682837,12.077127662209028,13.176435932116076,20.485469968596334,27.678409842522605,34.79978240095106,41.850299583881345
296,296,12721509.0,0.00866587321593889,115.39518004495254,112.90111939951653,385.93658589265783,661.6406990896506,978.1811757274886,5674.975495506556,10328.892942136254,14972.694178892232,15702.879013435522,16439.991782572342,17145.565502308193,17864.895898213843,5.646704033656668,7.669236616755355,9.572228797027861,10.752369623058794,11.887021361584983,12.986329631492033,20.295363667972293,27.48830354189856,34.609676100327015,41.6601932832573
297,297,12722358.0,0.008613174917403585,116.10120653412284,193.92333828103816,466.95880477417944,742.6629179711722,1059.2033946090103,5755.997714388078,10409.915161017774,15053.716397773755,15783.901232317043,16521.014001453867,17226.587721189717,17945.918117095367,4.946665015571904,6.969197598670591,8.872189778943097,10.05233060497403,11.186982343500219,12.28629061340727,19.595324649887527,26.788264523813798,33.90963708224225,40.960154265172534
298,298,12723656.0,0.00846037833506611,118.19802382303108,153.1122223769589,418.5740440384791,691.6095105316205,967.3136237286132,1283.8541003664511,5980.648420145519,10634.565866775216,15278.367103531195,16008.551938074484,16745.66470721131,17451.238426947155,4.85502123367703,6.758013413949537,7.938154239980468,9.07280597850666,10.172114248413708,17.481148284893965,24.674088158820236,31.795460717248687,38.84597790017898,45.82523894923234
299,299,12725211.0,0.00846037833506611,118.19802382303108,215.44484145169625,579.6646666289984,852.7001331221396,1128.4042463191324,1444.9447229569705,6141.739042736038,10795.656489365734,15439.457726121715,16169.642560665005,16906.755329801825,17612.329049537675,6.83750936087185,8.740501541144356,9.920642367175287,11.055294105701478,12.154602375608528,19.463636412088785,26.656576286015056,33.77794884444351,40.82846602737379,47.80772707642716
300,300,12725841.0,0.00851810205985323,117.39704372798163,98.24053125462763,462.4603564319297,735.495822925071,1011.1999361220638,1327.7404127599018,6024.534732538969,10678.452179168666,15322.253415924646,16052.438250467934,16789.551019604758,17495.12473934061,7.832558574651816,9.735550754924322,10.915691580955253,12.050343319481444,13.149651589388494,20.458685625868753,27.65162549979502,34.77299805822347,41.823515241153764,48.80277629020713
301,301,12726398.0,0.008527476658480969,117.2679844283659,85.96997151120826,473.5006170953414,769.6149690111715,1045.3190822081644,1361.8595588460023,6058.653878625069,10712.571325254767,15356.372562010747,16086.557396554035,16823.67016569086,17529.24388542671,8.33445944614421,10.237451626416718,11.417592452447648,12.55224419097384,13.65155246088089,20.960586497361145,28.153526371287416,35.27489892971587,42.32541611264616,49.30467716169952
302,302,12728217.0,0.008527476658480969,117.2679844283659,86.83227415040392,463.40026846879374,748.6610438877262,1013.619570181836,1319.5213748717683,6005.782874083916,10649.272298181804,15282.749267841935,16002.712558254929,16729.705484417238,17425.26005001909,8.420167510540645,10.353570573898342,11.533711399929274,12.668363138455463,13.767671408362514,21.076705444842773,28.26964531876904,35.39101787719749,42.441535060127784,49.42079610918115
303,303,12728780.0,0.008552240993525457,116.92841686255778,33.06460732244095,407.1851230236011,690.0227714313121,952.582280048323,1256.108936475573,5940.018919390089,10581.180223989517,15212.352238183756,15930.033506658121,16654.767116283812,17348.08484474552,8.81848184023594,10.753292709091989,11.934827333429602,13.070859002420608,14.171533472942373,21.48056750942263,28.673507383348902,35.79487994177735,42.84539712470764,49.82465817376101
304,304,12729484.0,0.008561653163762282,116.79987274333429,11.886373984434327,395.47360025254113,687.6837685755227,958.5724329046209,1262.099089331871,5946.0090722463865,10587.170376845816,15218.342391040054,15936.023659514418,16660.75726914011,17354.074997601816,9.232476244428433,11.16728711328448,12.348821737622096,13.484853406613102,14.585527877134865,21.894561913615124,29.087501787541395,36.208874345969846,43.25939152890013,50.2386525779535
305,305,12730830.0,0.008557373621128779,116.85828436086128,22.261573983875902,405.84880025198265,698.0589685749642,968.9476329040625,1272.4742893313125,5956.3842722458285,10597.545576845258,15228.717591039494,15946.39885951386,16671.132469139553,17364.450197601258,9.143665591978934,11.078476460834983,12.260011085172597,13.396042754163602,14.496717224685367,21.805751261165625,28.998691135091896,36.12006369352035,43.170580876450636,50.149841925504006
306,306,12734287.0,0.00849343657936536,117.73797221603806,163.1564397876713,546.743666055778,838.9538343787596,1109.8424987078579,1413.3691551351078,6097.279138049624,10738.440442649053,15369.61245684329,16087.293725317655,16812.02733494335,17505.345063405053,7.942435361678577,9.877246230534627,11.058780854872241,12.194812523863247,13.29548699438501,20.604521030865268,27.79746090479154,34.91883346321999,41.96935064615028,48.948611695203645
307,307,12735033.0,0.008464609370356084,118.13894253668703,227.97683242442795,611.5640586925348,903.7742270155163,1174.6628913446145,1478.1895477718647,6162.099530686381,10803.26083528581,15434.432849480047,16152.114117954412,16876.847727580105,17570.16545604181,7.392790429213181,9.32760129806923,10.509135922406845,11.64516759139785,12.745842061919614,20.054876098399873,27.247815972326144,34.36918853075459,41.419705713684884,48.39896676273825
308,308,12735584.0,0.008440098786214814,118.48202554611052,283.41683242144404,667.0040586895508,959.2142270125323,1230.1028913416305,1533.6295477688807,6217.539530683396,10858.700835282825,15489.872849477064,16207.554117951428,16932.28772757712,17625.605456038826,6.92417410140393,8.858984970259979,10.040519594597594,11.1765512635886,12.277225734110363,19.586259770590623,26.77919964451689,33.90057220294534,40.95108938587563,47.930350434929
309,309,12736166.0,0.008346101745541913,119.8164161531043,109.67217178410336,488.7763724311864,872.3635986992932,1164.5737670222748,1435.462431351373,1738.9890877786231,6422.899070693139,11064.060375292567,15695.232389486806,16412.91365796117,17137.64726758686,6.91581334275774,8.097347967095354,9.23337963608636,10.334054106608123,17.64308814308838,24.83602801701465,31.957400575443106,39.007917758373395,45.98717880742676,52.89699849920228
310,310,12736166.0,0.008346101745541913,119.8164161531043,109.67217178410336,488.7763724311864,872.3635986992932,1164.5737670222748,1435.462431351373,1738.9890877786231,6422.899070693139,11064.060375292567,15695.232389486806,16412.91365796117,17137.64726758686,6.91581334275774,8.097347967095354,9.23337963608636,10.334054106608123,17.64308814308838,24.83602801701465,31.957400575443106,39.007917758373395,45.98717880742676,52.89699849920228
311,311,12736704.0,0.008273809203442539,120.86331403241971,265.1775151376465,644.2817157847295,1027.8689420528362,1320.079110375818,1590.967774704916,1894.494431132166,6578.404414046681,11219.56571864611,15850.737732840349,16568.419001314713,17293.152610940404,5.623562457872077,6.8050970822096915,7.941128751200697,9.04180322172246,16.35083725820272,23.54377713212899,30.665149690557442,37.71566687348773,44.6949279225411,51.60474761431662
312,312,12737265.0,0.008245727422295202,121.27492806712856,325.7405829936026,704.8447836406856,1088.4320099087925,1380.6421782317739,1651.5308425608723,1955.0574989881222,6638.967481902638,11280.128786502068,15911.300800696305,16628.98206917067,17353.71567879636,5.123320087125494,6.304854711463109,7.440886380454114,8.541560850975879,15.850594887456136,23.043534761382407,30.164907319810858,37.21542450274114,44.194685551794514,51.10450524357004
313,313,12738365.0,0.008297836872050044,120.51333563429553,212.71907228009047,591.8232729271735,975.4104991952803,1267.6206675182618,1538.50933184736,1842.0359882746102,6525.945971189126,11167.107275788554,15798.279289982793,16515.96055845716,17240.69416808285,6.05823394733937,7.239768571676985,8.37580024066799,9.476474711189754,16.78550874767001,23.978448621596282,31.099821180024733,38.150338362955026,45.12959941200839,52.039419103783914
314,314,12738702.0,0.008390451289835748,119.1831005814201,14.624208006313147,393.7284086533962,777.315634921503,1069.5258032444845,1340.4144675735827,1643.9411240008328,6327.851106915348,10969.012411514777,15600.184425709016,16317.86569418338,17042.59930380907,7.711238816909248,8.892773441246861,10.028805110237867,11.129479580759632,18.43851361723989,25.63145349116616,32.75282604959461,39.8033432325249,46.782604281578266,53.69242397335379
315,315,12739383.0,0.008392129463998227,119.15926753632019,11.218278904199195,374.7553447335957,742.9303240394144,1012.061606939707,1282.9502712688052,1586.4769276960553,6270.386910610571,10911.54821521,15542.720229404238,16260.401497878604,16985.135107504295,7.873151493583962,9.054686117921577,10.190717786912582,11.291392257434346,18.600426293914605,25.793366167840876,32.91473872626933,39.96525590919961,46.94451695825298,53.85433665002851
316,316,12741102.0,0.00845192260807845,118.31627505015108,245.45576916799993,613.6307484738186,882.7620313741112,1153.6506957032095,1457.1773521304594,6141.087335044976,10782.248639644404,15413.420653838642,16131.101922313008,16855.835531938697,17549.153260400406,7.0490298436305165,8.983840712486565,10.16537533682418,11.301407005815186,12.40208147633695,19.71111551281721,26.904055386743476,34.02542794517193,41.07594512810222,48.05520617715558
317,317,12741625.0,0.008456995029600739,118.24531012491452,234.90924320199693,603.0842225078155,870.8635697633498,1140.413749772371,1442.6152393457846,6125.213240392542,10766.374544991972,15397.546559186208,16115.227827660574,16839.961437286263,17533.279165747972,7.1382007139376755,9.073011582793724,10.25454620713134,11.390577876122345,12.491252346644108,19.800286383124366,26.993226257050637,34.11459881547909,41.16511599840938,48.14437704746275
318,318,12742277.0,0.008508737767099426,117.52624506383084,124.27719847578764,492.4521777816063,760.2315250371405,1029.7817050461615,1331.9831946195752,6014.581195666332,10655.742500265762,15286.914514459999,16004.595782934364,16729.329392560056,17422.647121021764,8.076717305649508,10.011528174505557,11.19306279884317,12.329094467834176,13.42976893835594,20.738802974836197,27.931742848762468,35.05311540719092,42.10363259012121,49.08289363917458
319,319,12742927.0,0.008508737767099426,117.52624506383084,124.27719847578764,492.4521777816063,760.2315250371405,1029.7817050461615,1316.1605620532264,5983.093360663653,10608.745326341612,15224.562314497414,15927.041334248788,16636.723952754634,17315.14044210829,8.076717305649508,10.011528174505557,11.19306279884317,12.329094467834176,13.42976893835594,20.738802974836197,27.931742848762468,35.05311540719092,42.10363259012121,49.08289363917458
320,320,12744570.0,0.008508737767099426,117.52624506383084,124.27719847578764,492.4521777816063,760.2315250371405,1026.2157850890096,1309.06420183632,5972.501686937663,10594.693116304681,15207.083999361452,15906.171002600695,16612.495354094022,17290.91184344768,8.076717305649508,10.011528174505557,11.19306279884317,12.329094467834176,13.42976893835594,20.738802974836197,27.931742848762468,35.05311540719092,42.10363259012121,49.08289363917458
321,321,12746858.0,0.008508737767099426,117.52624506383084,124.27719847578764,496.7659535728441,768.8161559715106,1039.028777531982,1326.063485021132,5993.645608611251,10619.940438702943,15232.331321759713,15931.418324998955,16637.742676492286,17316.15916584594,8.076717305649508,10.011528174505557,11.19306279884317,12.329094467834176,13.42976893835594,20.738802974836197,27.931742848762468,35.05311540719092,42.10363259012121,49.08289363917458
322,322,12748207.0,0.008501933839010576,117.62029897381281,139.2241653771424,511.86098943038337,784.0577875478963,1054.4155462469787,1341.5939468093031,6009.318333772507,10635.754011764393,15248.284341330516,15947.509403633509,16653.970440546236,17332.522255347954,7.953350894903462,9.889392875435567,11.07214636230173,12.209384766533766,13.311253965681452,20.621470843633954,27.81558179014008,34.93811376937286,41.989778837241914,48.97017635015931
323,323,12749199.0,0.008501933839010576,117.62029897381281,139.2241653771424,511.86098943038337,784.0577875478963,1054.4155462469787,1341.5939468093031,6009.318333772507,10635.754011764393,15239.761826236707,15930.549169588443,16628.656440205068,17298.937605715997,7.953350894903462,9.889392875435567,11.07214636230173,12.209384766533766,13.311253965681452,20.621470843633954,27.81558179014008,34.93811376937286,41.989778837241914,48.97017635015931
324,324,12750578.0,0.00849343657936536,117.73797221603806,157.0441653761833,529.6809894294242,801.8777875469372,1072.2355462460196,1359.413946808344,6027.138333771548,10653.574011763434,15257.581826235748,15948.369169587482,16646.476440204107,17316.757605715036,7.801917673343737,9.73795965387584,10.920713140742004,12.057951544974042,13.159820744121728,20.470037622074226,27.664148568580355,34.786680547813134,41.83834561568219,48.818743128599586
325,325,12751857.0,0.008491738146818615,117.76152098786098,160.3574573408361,532.994281394077,805.19107951159,1075.5488382106723,1362.7272387729968,6030.451625736201,10656.887303728086,15260.8951182004,15951.682461552136,16649.78973216876,17320.07089767969,7.773777899732801,9.709819880264906,10.89257336713107,12.029811771363107,13.131680970510791,20.44189784846329,27.63600879496942,34.7585407742022,41.810205842071255,48.790603354988654
326,326,12751924.0,0.008489191134793954,117.79685297712072,165.6767820699278,538.3136061231687,810.5104042406817,1080.868162939764,1368.0465635020885,6035.770950465292,10662.20662845718,15266.214442929491,15957.001786281227,16655.10905689785,17325.390222408783,7.728611626505722,9.664653607037827,10.847407093903989,11.984645498136027,13.086514697283713,20.396731575236213,27.59084252174234,34.71337450097512,41.76503956884417,48.74543708176157
327,327,12752706.0,0.008489191134793954,117.79685297712072,166.83075451374168,541.9755257579524,816.6553178180371,1089.4713654688642,1379.0835958393823,6049.217596783134,10678.038913903916,15284.408631170927,15977.534377183436,16677.956784088332,17350.530051104375,7.782592235529405,9.739486413235694,10.942884624920756,12.10056234564408,13.222667496868159,20.53288437482066,27.726995321326786,34.849527300559565,41.901192368428624,48.88158988134602
328,328,12753287.0,0.008484099402367929,117.86754876079104,207.5994636741967,641.6213771017223,971.6948389128687,1244.5108865636957,1534.1231169342138,6204.257117877964,10833.078434998748,15439.448152265759,16132.573898278268,16832.996305183166,17505.56957219921,8.93376986513998,10.896704551356818,12.100102763041878,13.257780483765202,14.379885634989282,21.69010251294178,28.88421345944791,36.00674543868069,43.05841050654974,50.03880801946714
329,329,12753833.0,0.008484099402367929,117.86754876079104,207.7134693601699,641.966828739697,972.2694336918639,1245.312344583185,1535.1491809816907,6205.505553195336,10834.547029066394,15441.134714575648,16134.476260120115,16835.010976045134,17507.584243061177,8.938687718003493,10.903546749614712,12.108850160104089,13.268414123520486,14.391405088540711,21.702498966735803,28.89747818761405,36.02086980218303,43.073385952292085,50.053783465209484
330,330,12754662.0,0.008484099402367929,117.86754876079104,210.29456695842327,649.7878806940586,980.1568171135067,1253.1997280048276,1543.0365644033336,6213.392936616979,10842.434412488037,15449.022097997291,16142.363643541757,16842.898359466777,17515.47162648282,9.006023122570586,10.970882154181805,12.176185564671181,13.335749528087579,14.458740493107804,21.769834371302895,28.96481359218114,36.088205206750125,43.14072135685918,50.12111886977658
331,331,12755704.0,0.008484099402367929,117.86754876079104,212.83476949825365,657.4850154525657,992.560711895308,1265.312745371788,1554.8615984873409,6224.932852759529,10854.075271083011,15460.762894700083,16154.203384001998,16854.836059225134,17527.5063108791,9.073182837484262,11.03892417853435,12.245101119780143,13.405529922604766,14.529377122168157,21.841318715656623,29.037137217333594,36.16135976214162,43.21469857500005,50.19591056544509
332,332,12757300.0,0.008486644886720105,117.83219556703723,204.6682519467807,649.3184979010927,984.394194343835,1257.146227820315,1546.695080935868,6216.766335208056,10845.908753531538,15452.59637714861,16146.036866450524,16846.669541673662,17519.33979332763,9.142482837487991,11.10822417853808,12.314401119783874,13.474829922608494,14.598677122171887,21.910618715660352,29.106437217337326,36.23065976214535,43.28399857500378,50.26521056544882
333,333,12757896.0,0.0086528847992727,115.56839403247955,222.893289374067,557.9689858168093,830.7210192932893,1120.2698724088423,5790.341126681031,10419.483545004512,15026.171168621584,15719.611657923499,16420.244333146635,17092.9145848006,17779.66889267171,9.384106314613433,12.904877914410712,14.870619255460799,16.076796196706592,17.237224999531215,18.361072199094608,25.673013792583074,32.868832294260045,39.99305483906807,47.0463936519265
334,334,12758665.0,0.0086528847992727,115.56839403247955,222.9680816837218,560.0270638067481,832.779097283228,1122.327950398781,5792.399204670969,10421.541622994451,15028.229246611523,15721.669735913438,16422.302411136574,17094.97266279054,17781.72697066165,9.417913704593357,12.938685304390637,14.904426645440724,16.11060358668652,17.271032389511138,18.39487958907453,25.706821182562997,32.90263968423997,40.02686222904799,47.08020104190643
335,335,12759317.0,0.008766100951563244,114.07580240353856,287.2210021612552,559.9730356377352,849.5218887532881,5519.593143025477,10148.735561348958,14755.42318496603,15448.863674267945,16149.496349491083,16822.166601145047,17508.920909016157,17783.42455809547,7.209168500705775,10.874257677535264,14.395029277332544,16.36077061838263,17.566947559628424,18.727376362453047,19.85122356201644,27.163165155504903,34.358983657181874,41.4832062019899
336,336,12759823.0,0.00886216926982698,112.83918976866072,106.5358618901477,391.83096359299384,693.7980856487671,5376.164051059674,10017.47885226598,14636.217747511195,15341.58960236474,16054.034929797259,16738.40030196991,17436.733367273002,17722.700569116343,9.024128337568472,12.689217514397962,16.209989114195242,18.17573045524533,19.381907396491123,20.54233619931574,21.666183398879134,28.9781249923676,36.17394349404457,43.2981660388526
337,337,12760865.0,0.00886216926982698,112.83918976866072,107.03586188519147,393.9559958182671,695.9231178740405,5378.289083284948,10019.603884491253,14638.342779736467,15343.714634590013,16056.159962022533,16740.525334195183,17438.858399498276,17724.825601341618,9.048520868386058,12.713610045215548,16.234381645012828,18.200122986062915,19.40629992730871,20.56672873013333,21.69057592969672,29.002517523185187,36.19833602486216,43.322558569670186
338,338,12761751.0,0.00886216926982698,112.83918976866072,106.43894626584887,393.3826185652616,695.3730447885888,5377.76208249804,10019.099726441253,14637.861237145564,15343.23309199911,16055.678419431628,16740.043791604276,17438.376856907373,17724.344058750714,9.00244318642785,12.667736058397347,16.188507658194627,18.154248999244714,19.360425940490508,20.52085474331513,21.64470194287852,28.956643536366986,36.15246203804396,43.276684582851985
339,339,12762320.0,0.008887905573520137,112.51244646200047,158.9823667653732,1072.9814688129604,1995.7883353606542,7292.816888504868,12542.67859066886,17763.90954293393,18469.281397787472,19181.726725219993,19866.09209739264,20564.425162695738,20850.39236453908,25.14184336588448,34.23351722475878,43.12667915077698,50.411357246992516,51.61753418823831,52.77796299106293,53.90181019062632,61.213751784114784,68.40957028579176,75.53379283059978
340,340,12762824.0,0.008963770948784987,111.56019109742502,671.529826474496,1594.3366930221896,6891.365246166403,12141.226948330395,17362.457900595462,18067.82975544901,18780.27508288153,19464.640455054177,20162.97352035727,20448.940722200612,20916.77978318387,18.908366876082816,28.199093760779153,37.29076761965345,46.18392954567165,53.46860764188719,54.67478458313298,55.8352133859576,56.959060585520994,64.27100217900946,71.46682068068644
341,341,12763748.0,0.008967356995026612,111.51557817477438,656.804635092243,1579.7746257885533,6876.964680048312,12126.986276445868,17348.37553204883,18053.9041151756,18766.50461148422,19451.023608657804,20149.50877043725,20435.47597228059,20903.315033263843,19.044792926870688,28.336959962667027,37.43005964360573,46.32463320523968,53.610708891746604,54.818269517729995,55.98006823807708,57.1052717249383,64.41721331842676,71.61303182010374
342,342,12764478.0,0.008967356995026612,111.51557817477438,656.9028097151033,1580.008083764787,6877.33207535185,12127.486276445186,17349.00681737029,18054.53540049706,18767.135896805677,19451.654893979266,20150.140055758708,20436.10725760205,20903.946318585306,19.047561766263875,28.340923159068815,37.435205313551876,46.330949583517224,53.618184330180874,54.82574495616427,55.98754367651136,57.112747163372575,64.42468875686104,71.62050725853801
343,343,12765216.0,0.008967356995026612,111.51557817477438,681.4599918018147,1638.4047433589278,6969.231520482509,12219.385721575845,17440.90626250095,18146.43484562772,18859.03534193634,19543.554339109924,20242.039500889365,20528.006702732706,20995.845763715963,19.740153101643724,29.033514494448664,38.12779664893173,47.023540918897076,54.310775665560726,55.51833629154412,56.68013501189121,57.80533849875242,65.11728009224089,72.31309859391786
344,344,12765894.0,0.008967356995026612,111.51557817477438,657.8850969985718,1582.3439501485527,6881.008053157077,12131.162254250414,17352.682795175515,18058.211378302287,18770.811874610907,19455.330871784492,20153.816033563933,20439.783235407274,20907.62229639053,19.07526541967907,28.36862681248401,37.46290896696707,46.358653236932426,53.645887983596076,54.853448609579466,56.01524732992655,57.14045081678777,64.45239241027623,71.6482109119532
345,345,12766620.0,0.008967356995026612,111.51557817477438,667.0419096116628,1604.1187314425097,6915.275258381891,12177.797587974163,17411.56319853824,18129.215017002814,18853.81812626284,19550.22031465527,20260.470433317467,20558.085534754886,21037.456602902705,19.33351691828874,28.73827678660843,37.94284903796367,46.94778605553445,54.343127116774944,55.65771843583021,56.92548292850744,58.15559786343615,65.5714070708704,72.87005973712598
346,346,12767233.0,0.008967356995026612,111.51557817477438,669.6782720781439,1610.3879670974086,6925.14122129968,12191.224491923833,17428.51561331353,18149.65786496347,18877.716678694236,19577.540188526247,20291.17758746336,20592.14626689792,21074.83754614282,19.407870799558914,28.844703701594554,38.081029870399476,47.117404864650844,54.54387110472622,55.88927791754542,57.187551299801044,58.44787157098332,65.89358558159091,73.2218455078421
347,347,12768015.0,0.008848886644501801,113.00856708582018,378.5138110221349,1297.589572816723,2225.4225880641206,7527.427281337088,12780.888834941163,18005.683821294137,18714.454270224305,19430.26437678913,20117.961049737725,20819.592270331825,21108.674228782897,23.31730354670323,32.44100415797719,41.36587418101022,48.68194488878367,49.91805456775306,51.10811828725253,52.26130554590625,59.600952481936744,66.82420066690423,73.97557997894445
348,348,12769369.0,0.008898576928181818,112.37751924501515,100.80266050460133,1019.8784222991893,1947.711437546587,7249.716130819555,12503.17768442363,17727.972670776602,18436.74311970677,19152.553226271597,19840.24989922019,20541.88111981429,20830.963078265362,25.781706225327103,34.90540683660106,43.8302768596341,51.14634756740754,52.38245724637693,53.5725209658764,54.725708224530116,62.06535516056062,69.2886033455281,76.43998265756832
349,349,12769931.0,0.008924418962032415,112.05211277668026,880.5439932602321,1808.3770085076296,7110.381701780598,12363.843255384672,17588.638241737644,18297.408690667817,19013.21879723264,19700.915470181233,20402.546690775333,20691.628649226404,21162.551476104625,17.1743093531612,26.497384848423597,35.621085459697554,44.54595548273059,51.86202619050403,53.098135869473424,54.288199588972894,55.44138684762661,62.781033783657115,70.0042819686246
350,350,12770446.0,0.009001496067842247,111.09264420749899,485.85135901670543,1413.684374264103,6715.6890675370705,11969.150621141145,17193.94560749412,17902.716056424288,18618.526162989114,19306.222835937708,20007.854056531807,20296.93601498288,20767.8588418611,20.711955346056232,30.035030841318626,39.15873145259258,48.08360147562562,55.39967218339907,56.635781862368454,57.825845581867924,58.97903284052164,66.31867977655214,73.54192796151963
351,351,12770950.0,0.009213682692310668,108.53423472403232,337.0648141357499,5639.069507408718,10892.531061012793,16117.326047365765,16826.096496295933,17541.90660286076,18229.603275809353,18931.234496403453,19220.316454854525,19691.239281732745,20157.167340705906,22.045268224530442,30.680177128058045,40.00325262332044,49.126953234594396,58.05182325762743,65.36789396540088,66.60400364437027,67.79406736386974,68.94725462252346,76.28690155855396
352,352,12771501.0,0.00944597177509716,105.86523269488747,615.7581503288382,5869.219703932913,11094.014690285885,11802.785139216056,12518.595245780882,13206.291918729474,13907.923139323573,14197.005097774645,14667.927924652868,15133.855983626027,15743.534569552376,101.52957788691498,109.72523627919381,118.36014518272141,127.6832206779838,136.80692128925776,145.7317913122908,153.04786202006423,154.28397169903363,155.4740354185331,156.6272226771868
353,353,12772021.0,0.009554266546108518,104.66528175386765,2871.858122198176,8096.961079515749,8806.03643520359,9522.14841479955,10209.953087556592,10911.6912333921,11200.77319184317,11671.696018721394,12137.624077694552,12747.302663620902,13368.694418647281,121.61378984972652,130.05755844921777,138.25504228583037,146.889951189358,156.21302668462036,165.33672729589432,174.26159731892736,181.57766802670082,182.8137777056702,184.00384142516967
354,354,12773775.0,0.009594476837627135,104.22663131336671,1770.126545133734,6995.229502451307,7704.304858139148,8420.416837735109,9108.22151049215,9809.959656327657,10099.041614778727,10569.964441656952,11035.89250063011,11645.57108655646,12266.96284158284,132.1625856838439,140.60635428333515,148.80383811994776,157.43874702347537,166.76182251873777,175.88552313001173,184.81039315304474,192.1264638608182,193.3625735397876,194.55263725928705
355,355,12774369.0,0.009613684031750731,104.01839676624901,1252.956376205811,6478.059333523384,7187.134689211225,7903.246668807185,8591.051341564227,9292.789487399734,9581.871445850806,10052.794272729028,10518.722331702187,11128.400917628536,11749.792672654916,137.1296542697367,145.57342286922793,153.77090670584056,162.40581560936815,171.72889110463055,180.8525917159045,189.77746173893755,197.09353244671098,198.32964212568038,199.51970584517986
356,356,12775084.0,0.00974239361554724,102.6441795991661,2973.736605749562,3682.8119614374027,4398.923941033363,5086.728613790406,5788.466759625912,6077.548718076983,6548.471544955206,7014.399603928365,7624.078189854714,8245.469944881093,9016.737062795828,122.0620987689606,171.27390321908987,179.7176718185811,187.91515565519373,196.55006455872132,205.87314005398372,214.99684066525768,223.92171068829072,231.23778139606415,232.47389107503355
357,357,12775801.0,0.009809845199335025,101.93840776078571,1180.8832861736744,1887.6137011611545,2601.404071480698,3286.9102341484127,3986.3727394091356,4273.201699129191,4741.893943806909,5205.613614259621,5813.105784293688,6432.332877625245,7201.456871412088,139.52187545706622,188.711253304512,197.13281843885716,205.30831972734686,213.92146480189436,223.22299301114654,232.3253607249063,241.22911010556047,248.5242703146136,249.73967754729875
