,index,blocknum,p0vs1,p1vs0,LINK-slippagemap_01,LINK-slippagemap_2,LINK-slippagemap_3,LINK-slippagemap_4,LINK-slippagemap_5,LINK-slippagemap_6,LINK-slippagemap_7,LINK-slippagemap_8,LINK-slippagemap_9,LINK-slippagemap_10,LINK-slippagemap_11,LINK-slippagemap_12,LINK-slippagemap_13,LINK-slippagemap_14,LINK-slippagemap_15,LINK-slippagemap_16,LINK-slippagemap_17,LINK-slippagemap_18,LINK-slippagemap_19,LINK-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
525,525,12943086.0,21.755109600299924,0.045966212920674675,43.89683201797692,127.07259144575009,209.75081280865408,250.9042803078412,332.84177449740025,419.4839791371312,465.20405727184624,556.2337859253673,646.7189969213176,691.4636211731778,780.4208435864435,868.7159924873955,912.66530880987,1000.16940643386,1090.0699090452904,1133.356000293406,1219.5396027160953,1305.2076765937518,1347.8493576234976,1432.749915452072,3574.2958939334376,5352.400392366104,6229.522499737389,7975.892695446698,9711.816552637927,10575.880703407714,12296.25208134767,13994.729180609236,14834.360798199345,16506.086700211617,18167.812823346405,18994.944609550395,20641.78301057378,22278.770408816792,23093.58849722233,24715.90984524669,26328.526910242268,27131.21453726972,28729.38384093645,30317.993399373987
526,526,12943792.0,22.055190458645452,0.045340800927339456,73.77795647846622,156.208527620136,238.14602180969504,278.9307847657952,370.50830458414106,461.5380332376621,506.848498885592,596.7678684854725,685.7250908987384,729.9388812478536,817.9695561221648,905.4736537461548,950.4913261538347,1038.6602476057008,1124.84385002839,1167.7421356878906,1253.1536049357924,1338.0541627643668,1380.3138062349883,1464.453728105182,2937.4245360211216,4747.646202487866,5648.692341310723,7426.79683974339,9178.41376641336,10050.289142823984,11786.213000015212,13511.753054218701,14370.648528724956,16069.125627986521,17745.873983191264,18580.483147588904,20242.20927072369,21893.995352647256,22716.179457951068,24353.166856194075,25980.362284190982,26790.306292623973,28402.92335761955,30005.894196934794
527,527,12944342.0,22.09713305627259,0.04525473949282917,60.2977337061185,142.72830484778828,224.66579903734734,265.4505619934475,357.02808181179336,448.0578104653144,493.3682761132443,583.2876457131248,672.2448681263907,716.4586584755059,804.489333349817,891.993430973807,937.0111033814869,1025.180024833353,1111.3636272560423,1154.2619129155428,1239.6733821634448,1324.573939992019,1366.8335834626405,1450.9735053328345,3235.0290360371437,5045.2507025038885,5946.296841326745,7724.401339759412,9476.01826642938,10347.893642840005,12083.817500031235,13809.357554234723,14668.253028740977,16366.730128002544,18043.478483207287,18878.087647604923,20539.81377073971,22191.59985266328,23013.78395796709,24650.771356210098,26277.966784207005,27087.910792639996,28700.527857635574,30303.498696950817
528,528,12944915.0,22.608969978211544,0.044230232556534355,67.07392198121087,153.7161266209418,245.0193387022317,290.4659334091779,380.9511444051282,470.3063656440763,514.6529910702542,602.9481399712062,690.7151302379435,734.4015539176706,824.3020565291009,910.7445829148832,953.7717501999059,1039.4398240775624,1124.5954561156555,1166.9820629358826,1251.3747703256724,1335.2626619370533,1377.0182453671914,1460.1545710502555,3104.512970326268,4936.587060148247,5848.510343584268,7664.170543344665,9468.969907103863,10367.31712039365,12124.196512907814,13870.566708617123,14739.83051201031,16470.55471657814,18190.926094518094,19047.24890802392,20729.03481136977,22400.760713382042,23232.869982861655,24889.61862272082,26536.457023744206,27356.178393916147,28988.262510392753,30610.583858417114
529,529,12945449.0,22.60670930728082,0.04423465557979,68.11588124165031,154.75808588138122,246.06129796267112,291.5078926696174,381.9931036655676,471.3483249045158,515.6949503306936,603.9900992316456,691.7570894983829,735.44351317811,825.3440157895403,911.7865421753227,954.8137094603453,1040.4817833380018,1125.637415376095,1168.024022196322,1252.4167295861118,1336.3046211974927,1378.0602046276308,1461.196530310695,3080.955454762926,4913.029544584904,5824.952828020927,7640.613027781324,9445.41239154052,10343.75960483031,12100.638997344473,13847.00919305378,14716.272996446969,16446.997201014798,18167.368578954753,19023.69139246058,20705.477295806428,22377.2031978187,23209.312467298314,24866.06110715748,26512.899508180864,27332.620878352805,28964.70499482941,30587.026342853773
530,530,12945959.0,22.36164644755618,0.044719426288455884,61.001122856162134,142.93861704572117,229.5808216854521,275.3008998201672,366.33062847368825,456.8158394696385,501.56046372149865,590.5176861347645,678.8128350357165,722.7621513581909,810.2662489821809,900.1667515936113,943.4528428417268,1029.6364452644161,1115.3045191420729,1157.9462001718186,1242.8467580003928,1327.2394653901829,1369.2463233412084,1452.8829404317016,3230.6999986887067,5051.8150403547215,5958.283481885125,7763.082845644322,9541.187344076989,10418.309451448275,12164.679647157584,13900.603504348812,14764.6676551186,16485.039033058554,18183.51613232012,19023.14774991023,20694.873651922502,22356.59977505729,23183.73156126128,24830.569962284666,26467.557360527677,27282.375448933213,28904.696796957574,30517.313861953153
531,531,12946702.0,23.230019223585177,0.043047747415753804,51.31179277706471,142.06885313194087,231.9882227318214,276.59881971890934,365.1592354942025,453.1899103685136,497.00758431277654,585.7116804001836,673.8806018520496,717.0370369897162,802.9624899342393,888.3739591821412,930.8879101904886,1015.5341604813372,1099.674082351531,1141.5551160118862,1224.9412119197439,1307.8285132753906,1349.086050462393,1431.2307502652573,3967.8618884492894,5822.05217765503,6744.983882564048,8582.562183082837,10409.148520407602,11318.340278637595,13128.561945104339,14927.955297216984,15807.712582359862,17559.32950902983,19300.468688833644,20167.128742631685,21892.668796835173,23607.887084847254,24450.041370602994,26126.789725807736,27793.50815968499,28623.125013340163,30274.91109526373,31916.816570739484
532,532,12947411.0,23.552799411175368,0.042457798011285165,82.41171970202235,171.76694094097047,260.32735671626364,304.4087152681003,392.1757055348377,480.87980162224466,525.7626318259951,612.2051582117773,698.1306111563005,740.9003993744566,826.0560314125497,910.7022817033983,952.8353456225666,1036.7232372339474,1120.1093331418049,1161.6151463471497,1244.254171684454,1326.3988714873185,1367.2867739714466,1448.6955253792512,3378.859175081968,5488.83465938388,6420.109893608379,8274.30018281412,10117.39915230869,11034.810188241925,12861.396525566692,14677.056725327087,15580.809950263429,17380.203302376074,19137.082694890236,20011.57751418892,21752.716693992734,23483.440898560562,24344.916801994263,26060.135090006344,27741.920993352192,28579.037730966826,30245.75616484408,31902.504804703243
533,533,12948090.0,23.24628511615885,0.04301762604231695,46.179921931332196,136.93698228620835,226.8563518860889,271.4669488731768,360.02736464847,448.05803952278114,491.8757134670441,580.579809554451,668.748731006317,711.9051661439837,797.8306190885069,883.2420883364088,925.756039344756,1010.4022896356047,1094.5422115057986,1136.4232451661537,1219.8093410740114,1302.6966424296581,1343.9541796166602,1426.0988794195248,4087.1211782315154,5941.311467437256,6864.243172346274,8701.821472865062,10528.407810189829,11437.59956841982,13247.821234886565,15047.214586999211,15926.971872142089,17678.58879881206,19419.72797861587,20286.388032413914,22011.9280866174,23727.146374629483,24569.30066038522,26246.049015589964,27912.767449467217,28742.384303122388,30394.170385045956,32036.07586052171
534,534,12949089.0,23.318456799809965,0.04288448453450614,67.72014499404054,158.2053559899908,247.56057722893894,291.90720265511675,380.2023515560687,467.96934182280614,511.6557655025332,601.5562681139635,687.9987944997458,731.0259617847685,816.6940356624251,901.8496677005181,944.2362745207452,1028.628981910535,1112.5168735219158,1154.272456952054,1237.408782635118,1320.0478079724223,1361.1817632076936,1443.080410259415,3712.4666392166023,5572.227566936789,6497.932162646843,8341.031132141414,10173.105221963393,11085.028505399414,12900.688705159811,14705.488068919009,15603.835282208796,17360.71467472296,19107.084870432267,19976.348673825458,21707.072878393286,23427.44425633324,24283.76706983907,25965.552973184916,27637.27887519719,28469.388144676803,30126.136784535967,31772.975185559353
535,535,12949820.0,23.54102654356551,0.042479031156495206,89.1588255048677,181.22885213948027,272.4878339205806,317.91241624385503,408.3537956752366,499.71628340869927,545.9223403417612,634.9994413373839,723.5437096512819,767.6170252282399,855.3680102185504,942.5940886467582,986.0112739940861,1072.4558806686762,1158.3833980305078,1201.1542154670287,1286.3118932204363,1370.9601795041929,1413.0942536845712,1495.745444061127,3380.5382925614,5554.199800796361,6517.175047777979,8434.480787348824,10340.317665786355,11288.956786042934,13177.718952883226,15055.183063431528,15989.699469548808,17850.343019369702,19668.1062275982,20572.90624692836,22374.38377289746,24165.085397641218,25056.415336798986,26831.073694859213,28571.944113630452,29438.47044297614,31163.744041824328,32878.69758777351
536,536,12950359.0,22.69277391869209,0.04406689123079385,43.19391819374548,132.60853899258677,226.66758335393612,273.48590628223644,366.702259585739,458.7722862203516,504.47021848943086,595.4558503247264,685.8972297561079,730.9148429613734,823.4657744226325,912.5428754182552,956.8814143996184,1045.160459309111,1132.9114442994216,1176.5898999676044,1263.5547080749575,1349.9993147495475,1393.0275148479348,1478.6976495479003,3802.8488292156057,5697.285548134777,6640.250116312477,8517.714226860779,10383.947805503667,11312.87418279895,13130.63739102745,14937.52721125829,15836.914936326712,17627.616561070467,19407.606586927297,20293.60485828846,22034.475277059704,23764.932266452342,24626.27520525358,26341.228751202758,28045.92389172837,28894.443719447194,30583.866227786668,32263.182982016773
537,537,12951343.0,22.806516220067508,0.0438471176549138,50.60421948111172,144.94585109235362,238.7231573934724,285.40124243847146,378.043573666144,469.7074696006668,515.2685191126878,605.9816180091134,696.1520940726093,742.4969686008066,833.3083799008404,922.1186655108544,966.3243948433892,1054.3390143886973,1141.8271510788404,1185.3747738388656,1272.079092090117,1358.2647659591705,1401.164083222615,1486.5776038913718,3642.227441602697,5542.355731026921,6488.153329689513,8371.257961469631,10243.098414532795,11174.815587058403,13013.98681776688,14826.305191912346,15728.394992813024,17524.47646165687,19309.814281782972,20198.47436848203,21956.213496510434,23691.869387960127,24555.800048007077,26275.905946213,27985.722589602625,28836.791673283107,30531.289725522107,32215.65179594023
538,538,12952024.0,22.663293952700975,0.04412421257417533,52.89176958109774,142.30639037993905,236.36543474128837,283.1837576695887,376.4001109730913,468.47013760770386,514.1680698767831,605.1537017120786,695.5950811434602,740.6126943487257,833.1636258099848,922.2407268056076,966.5792657869707,1054.8583106964634,1142.609295686774,1186.2877513549565,1273.2525594623096,1359.6971661368996,1402.7253662352869,1488.3955009352524,3582.9125628306806,5477.349281749852,6420.313849927552,8297.777960475854,10164.011539118741,11092.937916414026,12910.701124642525,14717.590944873364,15616.978669941787,17407.680294685542,19187.67032054237,20073.668591903537,21814.53901067478,23544.996000067415,24406.338938868656,26121.292484817834,27825.987625343445,28674.507453062266,30363.929961401744,32043.24671563185
539,539,12952623.0,23.278851077904903,0.04295744651028542,82.84318793816233,176.0595412416649,268.12956787627746,313.82750014535674,404.8131319806522,495.25451141203376,540.2721246172993,632.8230560785585,721.9001570741812,766.2386960555443,854.517740965037,942.2687259553475,985.9471816235302,1072.9119897308833,1159.3565964054733,1202.3847965038606,1288.054931203826,1373.2126089572337,1415.6002350255565,1499.9949694213683,3519.772967068869,5442.838966122788,6400.053953621333,8305.890832058863,10200.327550978034,11143.292119155734,13020.756229704037,14886.989808346923,15815.916185642209,17633.67939387071,19440.569214101546,20339.95693916997,22130.658563913727,23910.648589770553,24796.64686113172,26537.51727990296,28267.9742692956,29129.317208096836,30844.270754046018,32548.96589457163
540,540,12953154.0,23.17665424082966,0.04314686622188668,78.92180156644085,182.61760842890146,285.39832867115143,336.41072211449324,437.717260816391,538.4178152688077,588.541980138639,689.8024438060005,790.4526239576984,839.8216630912584,938.1165531917754,1035.8234688418643,1084.457534754817,1181.289074009335,1277.5413961080799,1325.451432772054,1420.8414115536143,1515.66079158926,1562.8575760651324,1656.8274530080644,4079.5797180533827,6231.8828891343255,7303.201645753273,9436.221986945053,11556.483099822122,12611.85282953703,14713.118193603172,16801.814289316724,17825.57334876137,19863.901109882132,21890.036089586996,22898.554116681746,24906.536650908245,26902.5079158604,27884.40829973013,29839.3943177031,31782.68606092354,32749.968565860036,34675.850100092175,36590.21145158812
541,541,12953817.0,22.98509366455263,0.04350645747170435,98.86801631098953,202.87536432653772,306.2605657274658,357.4262198762107,459.1678594020783,560.1709524997914,610.445706473867,710.5438956582101,812.9631552151582,862.4805151627577,961.0707167654699,1059.071176679996,1107.8513600469237,1204.9738157949353,1301.515313266241,1349.5692873131393,1445.2458511666566,1540.3501039385758,1587.6886827943192,1681.940879498988,3494.831339096942,5640.68756278698,6708.79741808167,8835.428592958642,10949.338746570738,12001.547310356505,14096.518585094298,16163.059265795075,17183.751812279297,19215.97403901671,21236.04003371545,22241.537251221584,24243.505082029893,26221.894216763838,27200.853323860298,29149.983468626815,31087.454482893743,32051.83955119003,33971.952392134815,35880.57956640884
542,542,12954358.0,23.675586799388775,0.0422376014784063,100.36204329834483,202.10368282421246,303.10677592192553,353.3815298960011,453.4797190803442,555.8989786372923,605.4163385848918,704.0065401876041,802.0070001021301,850.7871834690577,947.9096392170693,1044.4511366883753,1092.5051107352733,1188.1816745887907,1283.2859273607098,1330.6245062164535,1424.8767029211222,1518.5651064786516,1565.1989407375183,1655.574251113245,3711.6100594418344,6129.636262583677,7333.219886022855,9491.98933136345,11637.845555053487,12705.955410348177,14832.586585225148,16946.496738837246,17998.705302623013,20093.676577360806,22160.21725806158,23180.909804545805,25213.132031283218,27233.198025981957,28238.69524348809,30240.6630742964,32219.052209030346,33198.0113161268,35147.14146089332,37084.61247516025
543,543,12954960.0,24.083900047581007,0.041521514290640826,56.525192341953755,157.52828543966683,257.92720428357376,307.9012285980855,410.32048815503356,509.2068872361931,558.4280497053454,656.4285096198713,753.8427588997519,802.3311487348107,898.8726462061165,994.8366569169885,1042.603184106532,1137.7074368784513,1232.2428002100671,1279.2982124388634,1372.9866159963929,1464.8758833093705,1509.9957606309865,1599.8304688486087,4748.394975510665,7180.9722592206535,8391.798732427642,10802.582085801674,12961.351531142269,14035.88899821336,16175.317610126996,18301.94878500397,19360.489208901156,21468.06750240183,23563.038777139624,24605.820398395757,26650.272004324626,28682.49423106204,29694.04219866603,31708.05744326691,33710.02527407522,34706.51402493943,36667.37351590562,38616.50366067214
544,544,12955461.0,23.45878107639012,0.04262796079402612,77.62172807678138,180.40244831903135,282.144087844899,332.72138046427085,433.42193491668763,533.5201241010307,584.8065634538805,685.4567436055784,784.0469452082906,833.1206728396553,930.8275884897442,1027.9500442377557,1076.293193657215,1172.54551575596,1268.222079609477,1315.8455312014944,1410.66491123714,1504.9171079418086,1551.8315726559445,1645.239345758205,4243.243104153758,6527.830468923678,7605.59617293353,9751.452396623568,11884.47273781535,12946.19342679523,15060.103580407327,17161.368944473466,18207.283418930885,20273.824099631664,22312.15186075243,23326.7388728533,25346.80486755204,27354.78740177854,28354.26991586648,30332.659050600425,32287.645068573394,33260.748302463406,35198.219316730334,37124.10085096247
545,545,12956087.0,23.53396564782866,0.04249177614025557,101.38660794589414,203.56465553798088,304.8711942398786,355.29699471821976,455.6959135621267,556.9563772294881,608.0891974335865,706.975596514746,805.270486615263,854.1972188984242,951.6114681783048,1048.4430074328227,1096.6413554846695,1192.6053661955416,1287.995344977102,1335.4761461570042,1430.01150948862,1523.981386431552,1570.7553252749458,1662.6445925879234,3690.4346195411026,6101.217972915136,7182.2217142458785,9334.52488532682,11473.953497240458,12538.86398313755,14659.125096014619,16766.703389515293,17815.760189795667,19904.45628550922,21948.907891438088,22966.54310607463,24992.67808577949,27006.69333038037,28009.17864710074,30005.149912052893,31966.009403019085,32942.036313895595,34885.328057116036,36816.995630348814
546,546,12956926.0,23.465819414499926,0.042615174963039355,74.39378719508953,177.1745074373395,278.9161469632071,329.493439582579,430.19399403499574,530.2921832193389,581.5786225721886,682.2288027238865,780.8190043265987,829.8927319579635,927.5996476080525,1024.722103356064,1073.065252775523,1169.317574874268,1264.9941387277854,1312.6175903198025,1407.436970355448,1501.6891670601167,1548.6036317742526,1642.011404876513,4318.981589721096,6603.568954491016,7681.334658500868,9827.190882190906,11960.211223382687,13021.931912362566,15135.842065974664,17237.107430040804,18283.021904498222,20349.562585199,22387.890346319768,23402.477358420634,25422.543353119378,27430.525887345877,28430.008401433817,30408.397536167762,32363.38355414073,33336.48678803074,35273.95780229767,37199.83933652981
547,547,12957565.0,23.095681783996824,0.043298137260139584,57.21169236533658,161.21904038088476,264.60424178181285,315.76989593055777,417.5115354564254,518.5146285541384,568.789382528214,668.8875717125571,771.3068312695052,820.8241912171047,919.414392819817,1017.414852734343,1066.1950361012707,1163.3174918492823,1259.858989320588,1307.9129633674863,1403.5895272210037,1498.6937799929228,1546.0323588486663,1640.284555553335,4454.649140468071,6600.505364158109,7668.615219452798,9795.24639432977,11909.156547941868,12961.365111727635,15056.336386465427,17122.877067166202,18143.569613650427,20175.79184038784,22195.85783508658,23201.355052592713,25203.322883401022,27181.712018134967,28160.671125231424,30109.801269997944,32047.272284264873,33011.65735256116,34931.770193505945,36840.39736777996
548,548,12958214.0,23.160437070377917,0.0431770780905942,84.28649901697226,187.9823058794329,290.76302612168286,341.77541956502466,443.08195826692236,543.7825127193391,593.9066775891705,695.167141256532,795.8173214082299,845.1863605417898,943.4812506423068,1041.1881662923959,1089.8222322053487,1186.6537714598664,1282.9060935586115,1330.8161302225853,1426.2061090041457,1521.0254890397914,1568.2222735156638,1662.192150458596,3955.2804154898536,6107.583586570797,7178.902343189743,9311.922684381525,11432.183797258594,12487.553526973503,14588.818891039642,16677.514986753195,17701.27404619784,19739.601807318606,21765.736787023467,22774.254814118216,24782.237348344715,26778.20861329687,27760.1089971666,29715.09501513957,31658.38675836001,32625.669263296506,34551.550797528645,36465.91214902459
549,549,12958771.0,23.8037743537513,0.042010144489645074,54.57163318125189,156.3132727071195,257.31636580483257,307.59111977890814,407.6893089632512,510.10856852019936,559.6259284677989,658.2161300705111,756.2165899850371,804.9967733519649,902.1192290999763,998.6607265712822,1046.7147006181804,1142.3912644716977,1237.4955172436169,1284.8340960993605,1379.0862928040292,1472.7746963615587,1519.4085306204254,1609.783840996152,4798.70161073781,7216.727813879654,8420.311437318831,10579.080882659426,12724.937106349464,13793.046961644153,15919.678136521125,18033.588290133222,19085.79685391899,21180.768128656782,23247.308809357557,24268.00135584178,26300.223582579194,28320.289577277934,29325.786794784068,31327.754625592377,33306.14376032632,34285.10286742278,36234.233012189296,38171.704026456224
550,550,12959279.0,24.413661898537267,0.040960672108755404,92.55236857401657,192.65055775835967,295.0698173153078,344.5871772629073,443.1773788656195,541.1778387801455,589.9580221470733,687.0804778950848,783.6219753663908,831.6759494132889,927.3525132668061,1022.4567660387254,1069.7953448944688,1164.0475415991375,1257.7359451566672,1304.369779415534,1394.7450897912606,1484.5797980088828,1529.2954364893064,1618.325299577299,3877.7156145331383,6318.222017515566,7539.994611173149,9972.571894883136,12390.59809802498,13594.181721464158,15752.951166804753,17898.80739049479,18966.91724578948,21093.54842066645,23207.45857427855,24259.667138064317,26354.63841280211,28421.179093502884,29441.87163998711,31474.09386672452,33494.159861423264,34499.65707892939,36501.6249097377,38480.014044471645
551,551,12959865.0,24.979156685919136,0.04003337713012964,52.63902476794774,153.28920491964564,251.87940652235787,300.95313415372266,398.6600498038116,495.78250555182314,544.1256549712822,640.3779770700272,736.0545409235444,783.6779925155616,878.4973725512073,972.7495692558759,1019.6640339700117,1113.0718070722721,1203.447117447999,1248.4318450171759,1337.9974641460449,1427.027327234037,1471.3423523652152,1558.2067322689286,4923.157337521372,7379.414990932114,8602.0285987156,11042.535001698028,13482.420556587549,14696.8848790656,17114.911082207444,19399.498446977363,20477.264150987216,22623.12037467725,24756.140715869034,25817.861404848914,27931.771558461012,30033.03692252715,31078.951396984572,33145.49207768535,35183.819838806114,36198.406850906984,38218.47284560573,40226.45537983222
552,552,12960539.0,24.045398541965813,0.0415879985625826,69.80008022905514,170.8031733267682,271.20209217067514,321.17611648518687,423.59537604213494,522.4817751232945,571.7029375924467,669.7033975069727,767.1176467868532,815.606036621912,912.1475340932179,1008.1115448040899,1055.8780719936333,1150.9823247655527,1245.5176880971685,1292.5731003259648,1386.2615038834942,1478.1507711964719,1523.270648518088,1613.10535673571,4428.928025402007,6861.505309111995,8072.331782318983,10483.115135693015,12641.88458103361,13716.422048104701,15855.850660018337,17982.48183489531,19041.022258792498,21148.600552293174,23243.571827030966,24286.3534482871,26330.805054215965,28363.027280953378,29374.575248557372,31388.59049315825,33390.55832396656,34387.04707483077,36347.90656579696,38297.03671056348
553,553,12961145.0,24.40633926454332,0.040972961539249154,94.96242057702926,195.06060976137235,297.4798693183205,346.99722926592,445.5874308686322,543.5878907831582,592.3680741500859,689.4905298980975,786.0320273694034,834.0860014163015,929.7625652698189,1024.866818041738,1072.2053968974817,1166.4575936021504,1260.1459971596798,1306.7798314185466,1397.1551417942733,1486.9898500118954,1531.705488492319,1620.7353515803115,3818.881827490151,6259.3882304725785,7481.160824130161,9913.73810784015,12331.764310981993,13535.34793442117,15694.117379761765,17839.973603451803,18908.083458746492,21034.714633623465,23148.62478723556,24200.833351021327,26295.804625759123,28362.345306459898,29383.037852944122,31415.260079681535,33435.326074380275,34440.82329188641,36442.79112269472,38421.18025742866
554,554,12961868.0,24.194935622152304,0.041330963455196136,68.06582622383722,168.76638067625393,268.86456986059704,320.1510092134468,420.8011893651447,519.3913909678569,568.4651185992217,666.1720342493106,763.2944899973222,811.6376394167813,907.8899615155262,1003.5665253690435,1051.1899769610607,1146.0093569967064,1240.2615537013749,1287.1760184155107,1380.5837915177713,1470.959101893498,1515.9438294626748,1605.5094485915438,4465.822058165152,6905.707613054673,8120.171935532723,10538.198138674567,12822.785503444486,13900.551207454339,16046.407431144376,18179.427772336156,19241.14846131604,21355.058614928133,23456.323978994275,24502.238453451693,26568.77913415247,28607.10689527324,29621.693907374105,31641.75990207285,33649.74243629935,34649.22495038729,36627.61408512123,38582.600103094206
555,555,12962826.0,23.865741591263113,0.04190106543205365,82.66824082658779,183.9747795284855,284.6753339809022,334.7994988507336,436.05996251809506,536.710142669793,586.079181803353,684.37407190387,782.0809875539588,830.7150534669116,927.5465927214295,1023.7989148201744,1071.7089514841484,1167.098930265709,1261.9183103013545,1309.1150947772271,1403.084971720159,1496.4927448224196,1541.7481778765305,1631.852782767323,4123.432520123905,6548.723315808943,7755.923045743798,10040.510410513718,12192.81358159466,13264.132338213607,15397.152679405388,17517.41379228246,18572.783521997368,20674.048886063505,22762.744981777058,23786.504041221702,25824.83180234247,27850.96678204733,28859.48480914208,30867.467343368582,32863.438608320736,33845.33899219047,35800.32501016343,37743.616753383874
556,556,12963517.0,23.642465823983073,0.04229677257207213,61.54288700723748,163.7209345993242,265.0274733012219,315.45327377956306,415.85219262347,517.1126562908315,568.2454764949299,667.1318755760893,765.4267656766064,814.3534979597675,911.7677472396481,1008.599286494166,1056.797634546013,1152.7616452568848,1248.1516240384453,1295.6324252183474,1390.1677885499635,1484.1376654928954,1530.9116043362892,1622.8008716492668,4630.31168138953,7041.095034763563,8122.098776094305,10274.401947175249,12413.830559088885,13478.741044985976,15599.002157863046,17706.58045136372,18755.637251644093,20844.333347357646,22888.784953286515,23906.420167923057,25932.555147627918,27946.570392228798,28949.055708949167,30945.02697390132,32905.886464867515,33881.91337574402,35825.20511896446,37756.87269219725
557,557,12964145.0,23.369811306332235,0.042790247079532134,58.763973346539544,162.1491747474676,264.32722233955434,315.0564684220802,416.0595615197932,516.4584803637001,566.4325046782119,668.85176423516,767.7381633163195,816.9593257854717,914.9597856999977,1012.3740349798783,1060.862424814937,1157.403922286243,1253.367932997115,1301.1344601866583,1396.2387129585777,1490.7740762901935,1537.8294885189898,1631.5178920765193,4676.19949974274,6834.968945083335,7909.506412154426,10048.935024068061,12175.566198945035,13234.106622842222,15341.684916342898,17436.656191080692,18479.437812336822,20523.88941826569,22556.111645003104,23567.659612607094,25581.674857207974,27583.642688016284,28580.131438880497,30540.99092984669,32490.121074613206,33460.30958394364,35391.97715717642,37312.08999812121
558,558,12965419.0,23.45643543284684,0.042632223590105524,78.39219882547886,181.17291906772886,282.91455859359644,333.49185121296836,434.1924056653851,534.2905948497282,585.5770342025779,686.2272143542758,784.817415956988,833.8911435883529,931.5980592384418,1028.7205149864533,1077.0636644059125,1173.3159865046573,1268.9925503581746,1316.6160019501917,1411.4353819858375,1505.6875786905061,1552.6020434046418,1646.0098165069023,4225.169412372935,6509.756777142855,7587.522481152707,9733.378704842744,11866.399046034525,12928.119735014407,15042.029888626503,17143.295252692642,18189.209727150064,20255.75040785084,22294.078168971606,23308.665181072476,25328.731175771216,27336.713709997715,28336.196224085656,30314.585358819604,32269.57137679257,33242.67461068258,35180.14562494951,37106.02715918165
559,559,12966090.0,23.548089557782916,0.0424662899954654,95.73927421785874,197.9173218099455,299.22386051184316,349.6496609901843,450.0485798340913,551.3090435014527,602.4418637055511,701.3282627867106,799.6231528872277,848.5498851703888,945.9641344502694,1042.7956737047873,1090.994021756634,1186.9580324675062,1282.3480112490665,1329.8288124289688,1424.3641757605847,1518.3340527035166,1565.1079915469104,1656.997258859888,3823.386383570221,6234.169736944254,7315.173478274996,9467.47664935594,11606.905261269576,12671.815747166667,14792.076860043737,16899.655153544412,17948.711953824786,20037.40804953834,22081.859655467204,23099.494870103747,25125.629849808607,27139.64509440949,28142.13041112986,30138.10167608201,32098.961167048205,33074.98807792471,35018.27982114516,36949.94739437794
560,560,12967111.0,24.01896446665811,0.041633768241264045,79.2962855927502,180.29937869046324,280.69829753437017,330.6723218488819,433.09158140583,531.9779804869895,581.1991429561418,679.1996028706677,776.6138521505483,825.1022419856071,921.643739456913,1017.6077501677851,1065.3742773573283,1160.4785301292477,1255.0138934608635,1302.0693056896598,1395.7577092471893,1487.6469765601669,1532.766853881783,1622.601562099405,4200.702965048092,6633.28024875808,7844.106721965068,10254.8900753391,12413.659520679696,13488.196987750785,15627.625599664423,17754.256774541394,18812.797198438584,20920.37549193926,23015.346766677052,24058.128387933186,26102.57999386205,28134.802220599464,29146.350188203454,31160.365432804338,33162.33326361264,34158.82201447686,36119.68150544305,38068.811650209565
561,561,12968197.0,24.105584229851193,0.04148416360561169,98.95988756605014,199.66044201846688,299.75863120280997,351.0450705556597,451.6952507073576,550.2854523100699,599.3591799414346,697.0660955915235,794.1885513395351,842.5317007589942,938.7840228577392,1034.4605867112564,1082.0840383032735,1176.9034183389192,1271.1556150435879,1318.0700797577235,1411.477852859984,1501.853163235711,1546.8378908048878,1636.4035099337568,3719.6839331125734,6159.569488002095,7374.033810480145,9792.060013621987,12076.647378391908,13154.41308240176,15300.269306091797,17433.28964728358,18495.010336263458,20608.920489875556,22710.185853941697,23756.100328399116,25822.64100909989,27860.968770220657,28875.555782321528,30895.621777020267,32903.60431124677,33903.08682533471,35881.47596006865,37836.461978041625
562,562,12968736.0,23.93744272897317,0.041775556868053815,57.25073778763771,158.5572764895354,259.25783094195214,309.3819958117835,410.642459479145,511.29263963084287,560.6616787644028,658.9565688649199,756.6634845150088,805.2975504279616,902.1290896824795,998.3814117812244,1046.2914484451983,1141.6814272267588,1236.5008072624046,1283.697591738277,1377.667468681209,1471.0752417834694,1516.3306748375803,1606.4352797283732,4730.997165503932,7156.287961188969,8363.487691123824,10648.075055893745,12800.378226974688,13871.696983593634,16004.717324785415,18124.978437662485,19180.348167377393,21281.613531443534,23370.309627157087,24394.068686601728,26432.396447722494,28458.531427427355,29467.049454522104,31475.031988748608,33471.00325370076,34452.90363757049,36407.88965554346,38351.1813987639
