,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WBTC-slippagemap_12,WBTC-slippagemap_13,WBTC-slippagemap_14,WBTC-slippagemap_15,WBTC-slippagemap_16,WBTC-slippagemap_17,WBTC-slippagemap_18,WBTC-slippagemap_19,WBTC-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
858,858,13103139.0,47012.20564241484,2.1271071763920622e-05,0.00904994741631311,0.01749471957403456,0.02589737526462763,0.034258124548413975,0.04257717669432839,0.050854739259040854,0.059091019526843466,0.06728622309575878,0.07544055511546766,0.0835542190813794,0.09162741818783927,0.09966035384291153,0.10765322728957455,0.11560623785896015,0.12351958484269009,0.13139346564376989,0.13922807731275352,0.147023615602122,0.15478027546285275,0.16249825082739083,452.4222148689601,849.310496708121,1244.2193943508807,1637.158766024991,2028.138442767531,2417.1681989182193,2804.257765851382,3189.416801830577,3572.65495007816,3953.9817822299983,4333.4068390946595,4710.939591282411,5086.589489566487,5460.365925449558,5832.27822728618,6202.335702456132,6570.547606659001,6936.923130943795,7711.42204476382,10117.767530377048
859,859,13103778.0,47570.207506019455,2.1021560603313778e-05,0.009139846636572416,0.017534104411731838,0.02588649759407481,0.03419723512005038,0.04246652486735347,0.05069457325636425,0.05888158616634063,0.06702776835285043,0.0751333230704865,0.08319845341109278,0.09122336066193694,0.09920824547816161,0.10715330749109524,0.11505874538196281,0.12292475666505026,0.13075153804869113,0.13853928507597316,0.1462881926102524,0.15399845420887145,0.1616702624727043,448.2920075984689,847.5686601178827,1244.8540088920458,1640.157986447639,2033.4904767225496,2424.8613113340784,2814.2802745337963,3201.757099531944,3587.3014735976967,3970.9230344441744,4352.631366534487,4732.436015287399,5110.34647463795,5486.372192411232,5860.5225667637515,6232.806951718694,6603.234653681033,6971.814927876493,7338.5569933333545,7703.470020275961
860,860,13104795.0,47257.29353384589,2.116075477923414e-05,0.008807209919556915,0.01723089749635265,0.02561257368731721,0.033952448340288016,0.04225072978730499,0.05050762546008911,0.05872334164363068,0.06689808388783709,0.0750320565982121,0.0831254628162852,0.09117850493294553,0.09919138443919727,0.10716430154993363,0.11509745558816332,0.1229910447620865,0.1308452665262375,0.13866031707577778,0.14643639184411353,0.1541736852816469,0.16187239065324288,463.95761984285707,861.8393169723406,1257.736662648658,1651.6595660941302,2043.6178681240776,2433.6213719432076,2821.679813316308,3207.802909453064,3592.0003027564944,3974.281601146541,4354.656356802507,4733.134071355545,5109.724228470254,5484.436218093327,5857.279423281192,6228.263153225499,6597.3966945252205,6964.689252487692,7330.150030824729,9126.823622194826
861,861,13105311.0,47125.16478484688,2.122008494963503e-05,0.00867593612489677,0.017112268052339372,0.025506525827498794,0.03385891900984177,0.042169656535817335,0.05043894628312043,0.05866699467213121,0.06685400758210759,0.07500018976861739,0.08310574448625345,0.09117087482685973,0.0991957820777039,0.10718066689392856,0.1151257289068622,0.12303116679772977,0.13089717808081722,0.13872395946445812,0.1465117064917401,0.15426061402601934,0.1619708756246384,470.07141416046363,867.3567629346268,1262.6607404902197,1655.9932307651306,2047.3640653766595,2436.783028576377,2824.259853574525,3209.8042276402775,3593.425788486755,3975.134120577068,4354.93876932998,4732.849228680531,5108.874946453813,5483.025320806333,5855.309705761275,6225.737407723614,6594.317681919074,6961.059747375935,7325.972774318542,9734.725707614158
862,862,13106298.0,47323.49676613678,2.1131151929490742e-05,0.008546391897030966,0.016965868744852494,0.025343355633547334,0.03367906146816787,0.04197319501074356,0.050225963428708505,0.05843757306758559,0.0666082292022651,0.07473813596606273,0.08282749674873222,0.09087651364708534,0.09888538801145705,0.10685431976401864,0.11478350837500262,0.12267315203522373,0.1305234477463727,0.13833459195944128,0.1461067799249592,0.15384020577348861,0.1615350629876848,476.3222961547768,874.4029758114976,1270.4983175920388,1664.6182218584545,2056.7725380852435,2446.971078578801,2835.2235974644195,3221.5397867445367,3605.9293166859093,3988.4017971131757,4368.966773446399,4747.633776755605,5124.412257550812,5499.3116451027545,5872.341307906136,6243.510568167737,6612.828707520134,6980.304954353809,7345.948498809475,8938.391502646156
863,863,13107109.0,47432.460620997525,2.1082608553462172e-05,0.009122515193121038,0.017529373103437634,0.025894303727622987,0.03421751607785896,0.0424992183097985,0.05073961747086229,0.05893891959135724,0.06709732945080756,0.07521505114428258,0.08329228767702027,0.09132924059380182,0.09932611128082164,0.10728309921587127,0.11520040355378854,0.12307822215063687,0.1309167519357952,0.13871618883664674,0.1464767277094621,0.15419856281294894,0.1618818869175572,449.0929002609692,847.7711220268084,1244.4610158835942,1639.172515606128,2031.9154794991787,2422.69972967793,2811.535031103631,3198.4311053152,3583.397618000034,3966.4442107885607,4347.580435495857,4726.815830460191,5104.159881593752,5479.622009560611,5853.211602298057,6224.938011811856,6594.810513974592,6962.838369193014,7329.030763728529,8308.169075623584
864,864,13107755.0,47304.5720988337,2.1139605658216178e-05,0.008857827670604031,0.01727730451842556,0.0256547914071204,0.033990497241740934,0.04228463078431662,0.05053739920228157,0.058749008841158655,0.06691966497583816,0.07504957173963579,0.08313893252230528,0.0911879494206584,0.09919682378503011,0.10716575553759171,0.11509494414857568,0.1229845878087968,0.13083488351994577,0.13864602773301435,0.14641821569853228,0.15415164154706168,0.16184649876125787,461.58676900788186,859.6674486646027,1255.762790445144,1649.8826947115597,2042.0370109383487,2432.2355514319065,2820.488070317525,3206.804259597642,3591.1937895390142,3973.6662699662807,4354.231246299504,4732.89824960871,5109.676730403917,5484.576117955859,5857.605780759241,6228.775041020842,6598.093180373239,6965.569427206915,7331.21297166258,8923.655975499261
865,865,13109673.0,48725.64450155265,2.0523073839857263e-05,0.009074796989528379,0.01736893053210407,0.025621698950069015,0.0338333085889461,0.0420039647236256,0.05013387148742323,0.058223232270092726,0.06627224916844585,0.07428112353281756,0.08225005528537915,0.09017924389636313,0.09806888755658424,0.10591918326773321,0.1137303274808018,0.12150251544631974,0.1292359412948491,0.13693079850904533,0.14458727943802333,0.15220557536917378,0.15978587672073422,451.5612006205425,855.6577919180073,1257.7390504819878,1657.8150070722645,2055.8956867289853,2451.9910285095266,2846.1109327759423,3238.2652490027313,3628.463789496289,4016.7163083819073,4403.032497662025,4787.422027603397,5169.894508030663,5550.459484363887,5929.126487673093,6305.9049684683,6680.804356020242,7053.834018823623,7425.003279085225,7794.321418437622
866,866,13111054.0,49205.47917616081,2.0322939980319966e-05,0.00837645083305406,0.01663334650583818,0.024849062689379746,0.03302380493358616,0.041157777643961176,0.049251183862034274,0.057304225978694605,0.06531710548494633,0.0732900225956827,0.08122317663391239,0.08911676580783556,0.09697098757198658,0.10478603812152684,0.11256211288986259,0.12029940632739597,0.12799811169899195,0.13565842155427008,0.14328052738192448,0.1508646196751838,0.15841088811667048,485.94280497727163,891.8618422008151,1295.7564451888184,1697.6367162020704,2097.512704294822,2495.3944014243057,2891.291747100623,3285.2146505460955,3677.172952576043,4067.176456395173,4455.234897768273,4841.357993905029,5225.555387208459,5607.836685598506,5988.2114412544715,6366.689155807509,6743.279312922219,7117.9913025452925,7490.834507733157,7861.818237677465
867,867,13111869.0,49023.76436848808,2.0398270367070966e-05,0.008945338958000844,0.017214628705303932,0.025442677094314716,0.03362969000429109,0.041775872190800895,0.04988142690843696,0.05794655724904323,0.0659714644998874,0.07395634931611207,0.0819014113290457,0.08980684921991328,0.09767286050300072,0.10549964188664161,0.11328738891392363,0.12103629644820284,0.12874655804682192,0.13641836631065477,0.14405191333283973,0.15164738982997958,0.15920498548139872,457.93168150433263,863.242322214424,1266.531572828516,1667.8095065569937,2067.0861590764075,2464.3715078505707,2859.6754854061637,3253.007975681074,3644.3788102926032,4033.797773492321,4421.274598490469,4806.8189725562215,5190.440533402699,5572.148865493012,5951.9535142459235,6329.863973596475,6705.889691369756,7080.040065722276,7452.324450677219,7822.752152639558
868,868,13112413.0,48925.819714203084,2.0439105687782716e-05,0.008920116141781335,0.017197678706493802,0.02543395897429641,0.03362916254321174,0.04178349456292061,0.04989715852883235,0.05797035763529222,0.06600329329036447,0.0739961667370275,0.08194917730641312,0.08986252429014303,0.09773640509122283,0.10557101676020646,0.11336655504957494,0.1211232149103057,0.12884119027484378,0.13652067385855,0.1441618578889095,0.1517649331048875,0.1593300898627625,459.1460080746838,864.0515643145083,1266.9377438811553,1667.8146229134047,2066.692213848731,2463.580495687892,2858.4893933306516,3251.428765004762,3642.408441747302,4031.43819789799,4418.527764831153,4803.686800810347,5186.9249490579305,5568.2517812097685,5947.676838074431,6325.209590262182,6700.859488546258,7074.635924429329,7446.54822626595,7816.605701435903
869,869,13113536.0,48847.60490187067,2.047183279525961e-05,0.008661227796797503,0.016947071657085193,0.025191591910207728,0.0333949945252851,0.04155748439591192,0.04967926573852091,0.057760541532088164,0.06580151391555285,0.07380238365449357,0.08176335097795426,0.08968461474794653,0.09756637298557559,0.10540882292931328,0.11321216025632726,0.12097658028226445,0.12870227703956408,0.1363894434948703,0.14403827213896925,0.15164895398228848,0.15922167915697416,471.76701944285355,876.267883183457,1278.751397762075,1679.2276253112805,2077.7065548383416,2474.1981667375085,2868.712369463274,3261.2590212953264,3651.847935314713,4040.488884561227,4427.1915632282,4811.965653202552,5194.820776711594,5575.766492377238,5954.812327217705,6331.967764383075,6707.242212349336,7080.645073798289,7452.185669572573,7821.87329889562
870,870,13114287.0,48832.953550768,2.0477974959273644e-05,0.008886283044632987,0.017172126904920672,0.02541664715804321,0.03362004977312058,0.0417825396437474,0.04990432098635639,0.05798559677992365,0.06602656916338832,0.07402743890232905,0.08198840622578975,0.08990966999578202,0.09779142823341108,0.10563387817714875,0.11343721550416275,0.12120163553009994,0.12892733228739955,0.1366144987427058,0.14426332738680475,0.15187400923012398,0.15944673440480964,460.77508944226196,865.2759531828655,1267.7594677614834,1668.235695310689,2066.7146248377503,2463.2062367369167,2857.7204394626824,3250.2670912947347,3640.856005314122,4029.4969545606355,4416.1996332276085,4800.973723201961,5183.828846711002,5564.774562376646,5943.820397217114,6320.975834382483,6696.250282348745,7069.653143797697,7441.193739571981,7810.881368895029
871,871,13114829.0,48828.07074369363,2.048002275676957e-05,0.00899139293309599,0.017277236793383676,0.025521757046506215,0.033725159661583584,0.04188764953221041,0.05000943087481939,0.05809070666838665,0.06613167905185133,0.07413254879079205,0.08209351611425275,0.09001477988424503,0.09789653812187409,0.10573898806561176,0.11354232539262575,0.12130674541856294,0.12903244217586257,0.1367196086311688,0.14436843727526774,0.15197911911858697,0.15955184429327263,455.64242898802826,860.1432927286318,1262.6268073072497,1663.1030348564552,2061.5819643835166,2458.0735762826835,2852.5877790084487,3245.1344308405014,3635.723344859888,4024.3642941064018,4411.066972773375,4795.841062747727,5178.696186256769,5559.641901922412,5938.68773676288,6315.84317392825,6691.117621894511,7064.520483343464,7436.061079117747,7805.748708440795
872,872,13117266.0,49610.60258562573,2.0156981529785768e-05,0.008976014674720655,0.017195839545498276,0.025374669948201554,0.03351271040687427,0.04161016408756028,0.04966723366466272,0.057684120458843614,0.06566102483332104,0.07359814611836175,0.08149568297270711,0.08935383258110331,0.09717279145459966,0.10495275506266868,0.11269391776723485,0.12039647342840175,0.12806061411931352,0.13568653179746695,0.14327441690058582,0.15082445919715484,0.1583368473268621,456.5105947757155,864.2602859610012,1269.9764255484845,1673.6691420767334,2075.348530938321,2475.0246424425573,2872.707452373282,3268.406917978262,3662.132914275841,4053.8952991972687,4443.7038581042325,4831.568334687039,5217.498418596282,5601.503777188175,5983.593989960836,6363.778606771382,6742.067153694197,7118.469066509971,7492.993758964126,7865.650592339461
873,873,13117791.0,49210.399724078416,2.0320907889531016e-05,0.009121638576200113,0.017374406994165058,0.025586016633042143,0.033756672767721645,0.04188657953151927,0.04997594031418877,0.05802495721254189,0.0660338315769136,0.0740027633294752,0.08193195194045917,0.08982159560068029,0.09767189131182925,0.10548303552489784,0.11325522349041578,0.12098864933894515,0.12868350655314137,0.13633998748211937,0.14395828341326983,0.15153858476483026,0.15908108113621341,449.29199289137046,855.4140260722743,1259.510617369739,1661.5918759337194,2061.6678325239964,2459.748512180717,2855.8438539612584,3249.963758227674,3642.118074454463,4032.3166149480207,4420.569133833639,4806.885323113756,5191.274853055129,5573.747333482395,5954.312309815619,6332.979313124825,6709.757793920032,7084.657181471974,7457.686844275355,7828.856104536956
874,874,13118481.0,48255.31405627007,2.072310624346801e-05,0.008849569176831445,0.01718527501145198,0.02547940855402767,0.033732176971992614,0.0419437866108697,0.05011444274554921,0.058244349509346836,0.06633371029201633,0.07438272719036945,0.08239160155474115,0.09036053330730275,0.09828972191828672,0.10617936557850784,0.1140296612896568,0.1218408055027254,0.12961299346824334,0.13734641931677272,0.1450412765309689,0.15269775745994693,0.1603160533910974,462.3708866794171,864.4521452433975,1264.5281018336743,1662.6087814903951,2058.7041232709366,2452.824027537352,2844.978343764141,3235.176884257699,3623.4294031433174,4009.7455924234346,4394.135122364807,4776.6076027920735,5157.172579125297,5535.8395824345025,5912.618063229709,6287.517450781652,6660.547113585033,7031.716373846634,7401.034513199032,7768.510760032707
875,875,13119206.0,48526.28828623314,2.0607386950790116e-05,0.00912253512299281,0.01743327264896838,0.02570256239627147,0.03393061078528225,0.04211762369525863,0.05026380588176843,0.05836936059940449,0.06643449094001078,0.07445939819085493,0.08244428300707961,0.09038934502001324,0.0982947829108808,0.10616079419396826,0.11398757557760915,0.12177532260489117,0.1295242301391704,0.13723449173778945,0.1449063000016223,0.15253984702380727,0.16013532352094711,449.22390297471793,852.5131535888098,1253.7910873172875,1653.0677398367013,2050.3530886108647,2445.6570661664573,2838.989556441368,3230.3603910528973,3619.779354252615,4007.2561792507627,4392.800553316515,4776.422114162993,5158.130446253306,5537.935095006217,5915.845554356769,6291.871272130051,6666.021646482571,7038.3060314375125,7408.733733399851,7777.3140075953115
876,876,13119830.0,48511.73331083939,2.0613569785117563e-05,0.0085276255228859,0.016842519171923677,0.02511594435673269,0.03334810759505567,0.04153921487202093,0.049689470898380446,0.057799079365647724,0.06586824302578324,0.07389716346172112,0.08188604162079273,0.0898350769831979,0.09774446838947207,0.10561441337462461,0.11344510895970591,0.12123675071901671,0.12898953342265726,0.136703650820146,0.1443792958378633,0.15201666036918848,0.15961593533838334,478.0731675973792,881.1608310584992,1282.238184026546,1681.315254828152,2078.402021745431,2473.50840922345,2866.644292680313,3257.8195034949367,3647.0438166314684,4034.3269555532015,4419.678615038934,4803.10842238359,5184.6259511520075,5564.240762367161,5941.962320417979,6317.800079064601,6691.763433125182,7063.861732957841,7434.104280968438,7802.500318773865
877,877,13120516.0,48390.611498898004,2.0665165597727008e-05,0.008969073604546813,0.017292285954782785,0.02557398818672232,0.033814387347786114,0.04201368946828107,0.05017209932773138,0.058289821021206396,0.06636705755394409,0.07440401047072565,0.08240088115774546,0.09035786909279511,0.09827517343071236,0.10615299202756069,0.11399152181271902,0.12179095871357057,0.12955149758638593,0.13727333268987277,0.14495665679448103,0.1526016621928432,0.16020853969705434,456.6391732804404,859.3239725775459,1260.000467828411,1658.6786895942503,2055.368583451036,2450.08008317357,2842.8230470666203,3233.6072972453717,3622.442598671073,4009.338672882642,4394.305185567476,4777.351778356003,5158.488003063299,5537.723398027633,5915.067449161194,6290.529577128053,6664.119169865498,7035.845579379297,7405.718081542033,7773.745936760455
878,878,13121025.0,48274.61907740445,2.071481907286686e-05,0.008532884156862831,0.016868589991483367,0.025162723534059055,0.033415491952024,0.041627101590901085,0.049797757725580594,0.05792766448937822,0.06601702527204771,0.07406604217040083,0.08207491653477254,0.09004384828733414,0.09797303689831811,0.10586268055853923,0.1137129762696882,0.12152412048275679,0.12929630844827472,0.1370297342968041,0.1447245915110003,0.1523810724399783,0.15999936837112877,477.6560829228485,879.7373414868289,1279.8132980771056,1677.8939777338267,2073.9893195143677,2468.1092237807834,2860.2635400075724,3250.4620805011305,3638.7145993867484,4025.0307886668656,4409.420318608238,4791.892799035504,5172.457775368728,5551.124778677934,5927.903259473141,6302.802647025083,6675.8323098284645,7047.001570090066,7416.319709442463,7783.795956276138
879,879,13121744.0,48793.90476193232,2.049436307422096e-05,0.008671519779416924,0.016961507406665945,0.025210150796959388,0.033417655860667514,0.04158422776708857,0.04971007084977962,0.05779538821096499,0.06584038181556737,0.07384525287617681,0.08181020132009434,0.08973542660847872,0.09762112648209219,0.10546749835117286,0.11327473820544674,0.1210430411219065,0.12877260145914718,0.13646361250344333,0.1441162662758828,0.15173075412876041,0.15930726652883492,471.2403342408058,875.5390153763126,1277.821349587759,1678.0973917817444,2076.377149023037,2472.6705767905214,2866.9875838103912,3259.3380196621924,3649.7316970264205,4038.1783794768457,4424.687768932198,4809.26952827416,5191.9332779133065,5572.688583311507,5951.544951169748,6328.511861764332,6703.598738569581,7076.814944434733,7448.169832845614,7817.67267139635
880,880,13122668.0,49033.56961159942,2.0394191324864082e-05,0.008750288328152679,0.017019578075455767,0.02524762646446655,0.03343463937444293,0.04158082156095273,0.049686376278588795,0.05775150661919507,0.06577641387003923,0.07376129868626391,0.08170636069919754,0.0896117985900651,0.09747780987315256,0.10530459125679345,0.11309233828407547,0.12084124581835468,0.12855150741697377,0.13622331568080662,0.14385686270299156,0.1514523392001314,0.15900993485155054,467.49528434760845,872.8059250576998,1276.0951756717916,1677.3731094002694,2076.649761919683,2473.9351106938466,2869.239088249439,3262.57157852435,3653.942413135879,4043.361376335597,4430.838201333744,4816.382575399497,5200.004136245975,5581.712468336288,5961.517117089199,6339.427576439751,6715.453294213033,7089.603668565553,7461.888053520494,7832.315755482833
881,881,13123639.0,48852.48966236086,2.046978581667794e-05,0.00849550958506941,0.016781353445357097,0.025025873698479632,0.033229276313557,0.041391766184183824,0.049513547526792816,0.05759482332036007,0.06563579570382476,0.07363666544276547,0.08159763276622617,0.08951889653621845,0.0974006547738475,0.10524310471758518,0.11304644204459917,0.12081086207053636,0.128536558827836,0.13622372528314222,0.14387255392724116,0.1514832357705604,0.15905596094524607,479.8627615614745,884.363625302078,1286.847139880696,1687.3233674299013,2085.802296956963,2482.2939088561293,2876.808111581895,3269.3547634139472,3659.9436774333344,4048.584626679848,4435.287305346821,4820.061395321173,5202.916518830215,5583.8622344958585,5962.908069336327,6340.063506501696,6715.337954467957,7088.74081591691,7460.281411691193,7829.969041014241
882,882,13124257.0,48599.128693351275,2.057650058522155e-05,0.008710789488045422,0.01701737291732306,0.02528252916322685,0.03350646487582104,0.041689385497420996,0.049831495673587536,0.0579329990077531,0.065994097836666,0.07401499392797205,0.08199588748627482,0.089936978289462,0.09783846456838877,0.10570054410893734,0.11352341316421183,0.12130726752351477,0.12905230172706184,0.13675870928252298,0.144426682994186,0.15205641422703156,0.15964809414812822,469.2339447920654,872.7248770741618,1274.203489553431,1673.6798167292545,2071.163852326948,2466.665519836911,2860.1947202826714,3251.7612768272857,3641.3749916604042,4029.045590141706,4414.7827783552975,4798.596177893455,5180.495401747062,5560.489997742632,5938.589444476024,6314.803219765737,6689.140707023007,7061.611263821586,7432.22421887509,7800.988822650331
883,883,13124801.0,47784.74506058142,2.0927180813295154e-05,0.008684433759979179,0.017061920648674015,0.025397626483294553,0.033691760025870245,0.041944528443835186,0.05015613808271227,0.05832679421739178,0.0664567009811894,0.0745460617638589,0.08259507866221202,0.09060395302658372,0.09857288477914532,0.10650207339012929,0.11439171705035041,0.12224201276149937,0.13005315697456798,0.13782534494008591,0.1455587707886153,0.15325362800281148,0.1609101089317895,470.0750519827494,870.1510085730263,1268.231688229747,1664.3270300102884,2058.446934276704,2450.601250503493,2840.799790997051,3229.0523098826693,3615.3684991627865,3999.7580291041586,4382.230509531425,4762.795485864649,5141.462489173855,5518.240969969062,5893.140357521003,6266.1700203243845,6637.339280585987,7006.657419938383,7374.133666772059,7739.7772112277235
884,884,13125629.0,48033.860417953685,2.081864733125278e-05,0.008519434543367585,0.016876004796652508,0.025190898445690283,0.033464323630499296,0.04169648686882228,0.049887594145787535,0.058037850172147055,0.06614745863941433,0.07421662229954985,0.08224554273548773,0.09023442089455934,0.09818345625696451,0.10609284766323868,0.11396279264839122,0.12179348823347252,0.12958512999278332,0.13733791269642387,0.1450520300939126,0.1527276751116299,0.1603650396429551,478.13549517969756,879.2128481477442,1278.2899189493505,1675.3766858666293,2070.483073344649,2463.6189568015116,2854.794167616135,3244.018480752667,3631.3016196743997,4016.6532791601326,4400.083086504788,4781.600615273206,5161.215426488359,5538.9369845391775,5914.7747431858,6288.738097246381,6660.83639707904,7031.078945089636,7399.4749828950635,7766.033734018585
885,885,13126545.0,47961.867235310936,2.084989717130468e-05,0.00898980034715334,0.017350549630939686,0.0256696017768541,0.03394716434156656,0.042183444609369174,0.050378648178284496,0.05853298019799337,0.06664664416390512,0.07471984327036497,0.08275277892543724,0.09074565237210026,0.09869866294148587,0.10661200992521579,0.1144858907262956,0.12232050239527922,0.13011604068464772,0.13787270054537848,0.14559067590991653,0.15327015949362274,0.16091134352398226,455.5349664512788,856.4118454835284,1255.2894364188546,1652.1777182580156,2047.0866159007753,2440.0259875748857,2831.0056643174257,3220.035420468114,3607.1249874012765,3992.2840233804714,4375.522171628055,4756.849003779893,5136.274060644554,5513.806812832306,5889.4567111163815,6263.233146999452,6635.145448836074,7005.2029240060265,7373.414828208895,7739.790352493689
886,886,13127288.0,47551.184179086566,2.1029970488932826e-05,0.00861179454721168,0.01701025025458234,0.025366820507867264,0.03368171415690504,0.04195513934171405,0.050187302580037035,0.058378409857002295,0.06652866588336181,0.07463827435062909,0.0827074380107646,0.09073635844670248,0.09872523660577409,0.10667427196817926,0.11458366337445343,0.12245360835960598,0.13028430394468726,0.1380759457039981,0.1458287284076386,0.15354284580512734,0.16121849082284467,473.3892872214451,872.4663580230513,1269.55312494033,1664.6595124183495,2057.7953958752123,2448.9706066898357,2838.194919826368,3225.4780587481005,3610.8297182338333,3994.259525578489,4375.777054346907,4755.39186556206,5133.113423612878,5508.9511822595005,5882.914536320081,6255.01283615274,6625.255384163337,6993.651421968764,7360.210173092286,7929.967365180711
887,887,13127898.0,48434.180473932574,2.0646576244604844e-05,0.00907095376562959,0.017390005911544,0.025667568476256467,0.03390384874405908,0.0420990523129744,0.050253384332683275,0.05836704829859502,0.06644024740505489,0.07447318306012714,0.08246605650679016,0.09041906707617578,0.0983324140599057,0.1062062948609855,0.11404090652996914,0.1218364448193376,0.12959310468006838,0.13731108004460643,0.14499056362831264,0.15263174765867216,0.16023482287465018,451.7153195542057,854.6014991208525,1255.478378153102,1654.3559690884283,2051.2442509275893,2446.153148570349,2839.0925202444596,3230.072196986999,3619.1019531376874,4006.1915200708504,4391.350556050045,4774.588704297628,5155.915536449466,5535.3405933141285,5912.873345501879,6288.523243785955,6662.299679669027,7034.211981505648,7404.2694566756,7772.48136087847
888,888,13128426.0,48376.0972184012,2.0671365767381954e-05,0.00843712341165547,0.016764498359855048,0.025050342220142734,0.03329486247326527,0.041498265088342645,0.04966075495896946,0.05778253630157845,0.0658638120951457,0.07390478447861039,0.08190565421755111,0.0898666215410118,0.09778788531100407,0.10566964354863313,0.11351209349237082,0.1213154308193848,0.129079850845322,0.13680554760262162,0.14449271405792785,0.15214154270202682,0.15975222454534604,482.35377769957006,884.8372922781879,1285.3135198273935,1683.7924493544547,2080.2840612536215,2474.7982639793872,2867.3449158114395,3257.933829830826,3646.57477907734,4033.277457744313,4418.051547718665,4800.906671227707,5181.852386893351,5560.898221733819,5938.053658899188,6313.328106865449,6686.730968314402,7058.271564088685,7427.959193411733,7795.803084576003
889,889,13129172.0,48385.77292160585,2.0667232114286776e-05,0.00906608484103669,0.017389297191272662,0.025670999423212198,0.03391139858427599,0.042110700704770944,0.05026911056422126,0.058386832257696274,0.06646406879043397,0.07450102170721552,0.08249789239423534,0.09045488032928499,0.09837218466720224,0.10625000326405057,0.11408853304920889,0.12188796995006045,0.12964850882287582,0.13737034392636266,0.14505366803097092,0.1526986734293331,0.16030555093354423,451.9446375168919,854.6294368139974,1255.3059320648626,1653.9841538307016,2050.6740476874875,2445.3855474100214,2838.128511303072,3228.9127614818235,3617.7480629075244,4004.6441371190936,4389.610649803927,4772.657242592454,5153.793467299751,5533.028862264085,5910.372913397646,6285.835041364504,6659.42463410195,7031.15104361575,7401.023545778485,7769.0514009969065
890,890,13129975.0,46354.01758149035,2.1573103091700742e-05,0.009164247584313924,0.01766833763588645,0.026130015311856186,0.03454949215967772,0.04292697904837255,0.05126268488299309,0.05955681842556878,0.06780958684353372,0.07602119648241082,0.08419185261709032,0.09232175938088795,0.10041112016355744,0.10846013706191056,0.11646901142628227,0.12443794317884387,0.13236713178982784,0.14025677545004894,0.14810707116119792,0.1559182153742665,0.16369040333978443,446.9146083258363,841.0345125922519,1233.188828819041,1623.3873693125988,2011.639888198217,2397.9560774783345,2782.3456074197065,3164.818087846973,3545.383064180197,3924.050067489403,4300.8285482846095,4675.727935836551,5048.757598639932,5419.926858901535,5789.244998253931,6156.721245087607,6522.364789543271,8114.807793379954,10516.345647871198,12905.90635644234
891,891,13130755.0,46768.38883677889,2.1381963862171688e-05,0.009196941415110588,0.017662850797951806,0.026086538374747538,0.0344682145657121,0.042808089218682906,0.05110637066569988,0.059363266338484,0.06757898252202557,0.07575372476623199,0.083887697476607,0.0919811036946801,0.10003414581134043,0.10804702531759217,0.11601994242832851,0.12395309646655822,0.13184668564048138,0.1397009074046324,0.14751595795417266,0.1552920327225084,0.1630293261600418,445.4763979194927,841.3737435958101,1235.2966470412823,1627.2549490712297,2017.2584528903596,2405.31689426346,2791.439990400216,3175.6373837036463,3557.918682093693,3938.2934377496586,4316.7711523026965,4693.361309417406,5068.0732990404795,5440.916504228344,5811.900234172652,6181.033775472373,6548.326333434844,6913.787111771881,8710.460703141978,11110.798102726165
892,892,13131278.0,47323.49676613678,2.1131151929490742e-05,0.008522308910686852,0.016941785758508382,0.02531927264720322,0.03365497848182376,0.041949112024399444,0.05020188044236439,0.05841349008124148,0.06658414621592099,0.07471405297971861,0.0828034137623881,0.09085243066074122,0.09886130502511294,0.10683023677767453,0.1147594253886585,0.12264906904887962,0.13049936476002857,0.13831050897309718,0.14608269693861511,0.1538161227871445,0.16151098000134068,477.46200361425275,875.5426832709736,1271.638025051515,1665.7579293179303,2057.9122455447196,2448.110786038277,2836.3633049238956,3222.679494204013,3607.0690241453854,3989.541504572652,4370.106480905875,4748.773484215081,5125.551965010288,5500.45135256223,5873.481015365612,6244.650275627213,6613.968414979609,6981.444661813285,7347.08820626895,8939.531210105633
