,index,blocknum,p0vs1,p1vs0,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
2476,2476,14788975.0,0.0004908269013531608,2037.3781413429047,97691.49456090365,196581.43012736263,294879.832731645,343808.3158694904,441226.0459805803,538061.0489042302,586261.1171061014,682228.5593204455,777621.9473012456,825104.4459758584,919643.1897823258,1013616.4267257544,1060392.0374849252,1153523.3528069176,1246097.5790104014,1292176.827390178,1383921.6662620187,1475117.7106054022,1520510.962635907,1610889.9657007905,74.00086104680939,122.38363658982483,146.46638645304634,194.41569218135223,242.0781783879464,265.8024005632452,313.03787002208617,359.9907889347107,383.3618212473475,429.8940809488353,476.1479974144193,499.17109671180384,545.0106161471532,590.5759351110592,613.2562830829501,658.413374384416,703.2998374081983,725.6420264063229,770.1258359115616,814.3435545536238
2477,2477,14789500.0,0.0004903363442986566,2039.4164365489391,56465.128082598276,155652.16581709476,254245.89056943564,303321.3721434543,401031.7803457857,498157.7092530874,546502.5883160395,642758.349860195,738438.3339680564,786063.486713055,880886.2585764506,975141.8231177104,1022057.9661375637,1115469.0794963464,1208321.4330863724,1254539.1184222107,1346559.5909405814,1438029.6212868681,1483559.2500172115,1574209.7842293163,94.08723682232429,142.32508896612592,166.3357019369997,214.14138336035506,261.6611030763248,285.3142624280369,332.4082454085197,379.2205237604271,402.5215511825878,448.9144303719454,495.0297992248834,517.9839370741539,563.6861508314286,609.1149855960296,631.7273966315702,676.7492269101097,721.5007289194025,743.7759944205263,788.1265598155755,832.2118309959033
2478,2478,14790066.0,0.0004897483229694314,2041.8650827364181,65998.62683534273,165185.6645698392,263779.38932218007,312854.8708961988,410565.2790985302,507691.2080058318,556036.087068784,652291.8486129394,747971.8327208008,795596.9854657995,890419.757329195,984675.3218704548,1031591.4648903081,1125002.5782490908,1217854.9318391168,1264072.617174955,1356093.0896933258,1447563.1200396128,1493092.748769956,1583743.2829820607,89.41528974819776,137.6531418919994,161.6637548628732,209.46943628622856,256.9891560021983,280.64231535391036,327.73629833439315,374.5485766863006,397.84960410846134,444.24248329781886,490.3578521507569,513.3119900000274,559.014203757302,604.4430385219031,627.0554495574437,672.0772798359831,716.8287818452759,739.1040473463999,783.4546127414491,827.5398839217768
2479,2479,14791033.0,0.00048120458508848634,2078.118187124329,63244.03167121903,163327.73527037003,262812.7657175306,312331.89756191237,410925.62231425324,508929.58702611737,557711.5120906034,654837.440997905,751382.3882627283,799438.0816050125,895118.065712874,990225.7171324854,1037565.9903212682,1131821.554862528,1225513.3086415522,1272148.8112411639,1365001.1648311901,1457298.098546805,1503239.322685399,1594709.3530316858,90.2265969021291,138.03227832548447,161.82777586615538,209.2051573931663,256.29914037364904,279.74038641291963,326.4124461477172,372.8053253370748,395.8975948926283,441.8748320392833,487.5770457965579,510.32553258926816,555.6182915966996,600.6401218752391,623.0494348864073,667.6668893856557,712.017454780705,734.0931520318328,778.0463732437271,821.7366767445858
2480,2480,14792305.0,0.00048029121002587965,2082.070167276467,79051.50566588217,179135.20926503316,278620.2397121937,328139.3715565755,426733.0963089164,524737.0610207805,573518.9860852666,670644.9149925682,767189.8622573914,815245.5555996756,910925.5397075372,1006033.1911271486,1053373.4643159313,1147629.028857191,1241320.7826362152,1287956.285235827,1380808.6388258531,1473105.572541468,1519046.796680062,1610516.827026349,82.62671016143435,130.4323915847897,154.22788912546062,201.60527065247155,248.6992536329543,272.1404996722249,318.8125594070225,365.20543859638,388.29770815193353,434.2749452985886,479.9771590558632,502.72564584857344,548.0184048560048,593.0402351345442,615.4495481457125,660.067002644961,704.4175680400102,726.4932652911381,770.4464865030324,814.1367900038911
2481,2481,14792805.0,0.0004784696576452305,2089.9966884451155,60701.17824865004,161085.57014557946,260869.487903704,310537.3937938187,409427.3293602777,507725.73196456005,556654.2151024055,654071.9452134954,750906.9481371453,799107.0163390165,895074.4585533605,990467.8465341608,1037950.3452087735,1132489.0890152408,1226462.3259586694,1273237.9367178401,1366369.2520398328,1458943.4782433165,1505022.7266230932,1596767.5654949336,91.26381687505818,138.92630308165235,162.6505252569512,209.8859947157921,256.8389136284166,280.20994594105343,326.74220564254125,372.9961221081253,396.01922140550977,441.8587408408592,487.42405980476514,510.104407776656,555.2614990781219,600.1479621019042,622.4901511000288,666.9739606052675,711.1916792473298,733.2012531765297,777.0228182077487,820.5822537932337
2482,2482,14793334.0,0.00048677009992278687,2054.3578994655245,67415.42526419256,166900.45571135316,265790.39127781213,315013.3123080758,413017.2770199399,510435.0071310298,558925.1309917276,655470.0782565508,751437.520470895,799205.7557066965,894313.407126308,988852.1509327753,1035909.2448563506,1129600.9986353747,1222732.313957367,1269088.8548250126,1361385.7885406276,1453130.6274124682,1498797.0430255083,1589719.9237863566,88.55427352657657,136.64763636067184,160.58632911810398,208.24881532469814,255.62619685170904,279.20850695883786,326.16142587146237,372.83348560626,396.064717885587,442.31863435117106,488.2958714978261,511.18125308390495,556.7465720478109,602.0393310552423,624.5840113211677,669.47047434495,714.0879288441985,736.2964728483133,780.5141914903755,824.4674127022698
2483,2483,14794016.0,0.0004868674588104724,2053.947089508152,65632.14901983684,165117.17946699745,264007.1150334564,313230.03606372006,411234.0007755842,508651.7308866741,557141.8547473719,653686.8020121951,749654.2442265393,797422.4794623408,892530.1308819522,987068.8746884196,1034125.9686119949,1127817.7223910189,1220949.0377130115,1267305.5785806568,1359602.5122962717,1451347.3511681124,1497013.7667811527,1587936.647542001,89.42241960862106,137.51578244271633,161.45447520014847,209.11696140674263,256.49434293375356,280.0766530408824,327.0295719535069,373.7016316883045,396.93286396763153,443.1867804332156,489.1640175798706,512.0493991659495,557.6147181298554,602.9074771372868,625.4521574032121,670.3386204269946,714.956074926243,737.1646189303578,781.38233757242,825.3355587843143
2484,2484,14794634.0,0.00048740328087261544,2051.689102727549,55839.30314875143,155324.33359591203,254214.26916237103,303437.19019263465,401441.1549044988,498858.88501558866,547349.0088762864,643893.9561411098,739861.3983554539,787629.6335912554,882737.2850108668,977276.0288173342,1024333.1227409095,1118024.8765199336,1211156.1918419262,1257512.7327095715,1349809.6664251864,1441554.505297027,1487220.9209100672,1578143.8016709154,94.19314340932137,142.28650624341665,166.22519900084876,213.88768520744293,261.26506673445385,284.8473768415827,331.8002957542072,378.47235548900477,401.70358776833183,447.95750423391587,493.93474138057087,516.8201229666498,562.3854419305557,607.6782009379872,630.2228812039125,675.1093442276948,719.7267987269432,741.9353427310581,786.1530613731204,830.1062825850147
2485,2485,14795171.0,0.00048077171742459505,2079.989241789876,70500.2600721645,170583.9636713155,270068.9941184761,319588.12596285786,418181.8507151987,516185.81542706286,564967.7404915489,662093.6693988505,758638.6166636738,806694.310005958,902374.2941138195,997481.9455334309,1044822.2187222138,1139077.7832634735,1232769.5370424977,1279405.0396421093,1372257.3932321356,1464554.3269477505,1510495.5510863445,1601965.5814326312,86.73618595211003,134.54186737546542,158.33736491613632,205.71474644314722,252.80872942362998,276.2499754629006,322.92203519769816,369.31491438705575,392.40718394260927,438.38442108926426,484.08663484653886,506.8351216392491,552.1278806466805,597.1497109252199,619.5590239363883,664.1764784356367,708.5270438306859,730.6027410818137,774.555962293708,818.2462657945667
2486,2486,14795763.0,0.0004772273143975205,2095.437477761427,82573.0317092538,182957.42360618323,282741.34136430774,332409.24725442246,431299.1828208815,529597.5854251639,578526.0685630093,675943.7986740991,772778.801597749,820978.8697996202,916946.3120139643,1012339.6999947645,1059822.1986693772,1154360.9424758446,1248334.1794192733,1295109.790178444,1388241.1055004366,1480815.3317039202,1526894.5800836969,1618639.4189555375,80.81155027142545,128.47403647801963,152.19825865331845,199.43372811215937,246.38664702478388,269.7576793374207,316.2899390389085,362.54385550449257,385.56695480187705,431.40647423722646,476.9717932011324,499.6521411730232,544.8092324744891,589.6956954982716,612.037884496396,656.5216940016347,700.739412643697,722.7489865728969,766.570551604116,810.129987189601
2487,2487,14796421.0,0.00048570043624670243,2058.8822355763104,85558.48307059763,185043.51351775823,283933.4490842172,333156.37011448084,431160.334826345,528578.0649374349,577068.1887981326,673613.136062956,769580.5782773001,817348.8135131017,912456.464932713,1006995.2087391804,1054052.3026627556,1147744.0564417797,1240875.3717637723,1287231.9126314176,1379528.8463470326,1471273.6852188732,1516940.1008319135,1607862.9815927618,79.73228088856722,127.8256437226625,151.7643364800946,199.42682268668878,246.8042042136997,270.38651432082855,317.33943323345306,364.01149296825065,387.2427252475777,433.4966417131617,479.47387885981675,502.35926044589564,547.9245794098016,593.217338417233,615.7620186831583,660.6484817069406,705.2659362061892,727.4744802103039,771.6921988523662,815.6454200642605
2488,2488,14797147.0,0.0004901402587847666,2040.2323254967025,59249.24010785553,158436.27784235202,257030.00259469287,306105.4841687116,403815.892371043,500941.82127834467,549286.7003412968,645542.4618854522,741222.4459933136,788847.5987383123,883670.3706017078,977925.9351429676,1024842.0781628209,1118253.1915216036,1211105.5451116296,1257323.2304474679,1349343.7029658386,1440813.7333121256,1486343.3620424687,1576993.8962545735,92.7223129917607,140.96016513556233,164.97077810643614,212.7764595297915,260.29617924576127,283.94933859747334,331.0433215779561,377.8555999298635,401.15662735202426,447.54950654138185,493.66487539431984,516.6190132435904,562.321227000865,607.7500617654661,630.3624728010067,675.384303079546,720.1358050888389,742.4110705899627,786.7616359850119,830.8469071653398
2489,2489,14797663.0,0.0004924984692960638,2030.4631635288463,69246.99011200924,168136.92567846822,266435.32828275056,315363.811420596,412781.5415316859,509616.5444553358,557816.612657207,653784.0548715511,749177.4428523512,796659.941526964,891198.6853334313,985171.92227686,1031947.5330360307,1125078.8483580232,1217653.074561507,1263732.3229412837,1355477.1618131243,1446673.2061565078,1492066.4581870127,1582445.461251896,87.98632993318802,136.36910547620346,160.45185533942495,208.40116106773087,256.06364727432504,279.7878694496239,327.0233389084648,373.9762578210893,397.3472901337261,443.87954983521394,490.133466300798,513.1565655981825,558.9960850335318,604.5614039974378,627.2417519693287,672.3988432707946,717.2853062945769,739.6274952927015,784.1113047979402,828.3290234400024
2490,2490,14798196.0,0.0004923015191483441,2031.2754706301694,72470.59885691154,171360.53442337053,269658.93702765286,318587.4201654983,416005.1502765882,512840.1532002381,561040.2214021093,657007.6636164534,752401.0515972535,799883.5502718663,894422.2940783337,988395.5310217623,1035171.141780933,1128302.4571029255,1220876.6833064093,1266955.931686186,1358700.7705580266,1449896.8149014101,1495290.066931915,1585669.0699967984,86.39895270948259,134.78172825249803,158.86447811571952,206.81378384402544,254.4762700506196,278.2004922259184,325.4359616847593,372.38888059738383,395.7599129100207,442.2921726115085,488.5460890770925,511.569188374477,557.4087078098264,602.9740267737324,625.6543747456232,670.8114660470892,715.6979290708715,738.0401180689961,782.5239275742348,826.741646216297
2491,2491,14798773.0,0.0004925969739149077,2030.0571318019145,67773.80944147691,166663.74500793588,264962.1476122182,313890.63075006363,411308.3608611536,508143.3637848035,556343.4319866747,652310.8742010187,747704.262181819,795186.7608564317,889725.5046628991,983698.7416063276,1030474.3523654984,1123605.667687491,1216179.8938909746,1262259.1422707513,1354003.981142592,1445200.0254859754,1490593.2775164803,1580972.280581364,88.71196238092702,137.09473792394246,161.17748778716395,209.12679351546987,256.789279722064,280.51350189736286,327.74897135620375,374.70189026882827,398.07292258146515,444.6051822829529,490.85909874853695,513.8821980459214,559.7217174812708,605.2870364451768,627.9673844170676,673.1244757185336,718.010938742316,740.3531277404405,784.8369372456792,829.0546558877414
2492,2492,14799399.0,0.0005050664943881043,1979.9373173853378,58740.591189304345,156450.9993916358,253576.92829893742,301921.8073618896,398177.56890604494,493857.5530139064,541482.705758905,636305.4776223006,730561.0421635604,777477.1851834137,870888.2985421964,963740.6521322224,1009958.3374680607,1101978.8099864314,1193448.8403327183,1238978.4690630615,1329629.0032751663,1419737.2901002697,1464589.1040272184,1553890.094740196,93.9349535855225,142.9017908858486,167.27525947107662,215.80339517070414,264.04124731450577,288.0518602853796,335.8575417087349,383.37726142470467,407.03042077641675,454.12440375689954,500.93668210880696,524.2377095309677,570.6305887203252,616.7459575732632,639.7000954225338,685.4023091798084,730.8311439444094,753.44355497995,798.4653852584895,843.2168872677823
2493,2493,14799900.0,0.0005079534490655841,1968.6843387707474,61177.05981482255,158594.78992591245,255429.79284956236,303629.86105143355,399597.30326577765,494990.69124657783,542473.1899211906,637011.933727658,730985.1706710865,777760.7814302574,870892.0967522499,963466.3229557335,1009545.5713355102,1101290.4102073507,1192486.4545507343,1237879.7065812394,1328258.7096461228,1418097.0895148912,1462814.557042063,1551848.060010521,92.88996745428543,142.00391893902778,166.45061441416254,215.12454543658276,263.5073209795982,287.59007084281967,335.5393765711256,383.2018627777198,406.92608495301863,454.1615544118595,501.11447332448404,524.4855056371209,571.0177653386087,617.2716818041927,640.2947811015772,686.1343005369266,731.6996195008326,754.3799674727234,799.5370587741893,844.4235217979717
2494,2494,14800459.0,0.0005093776404521011,1963.1800074939376,87057.59258004255,184183.52148734417,280728.46875216754,328784.1620944517,424464.1462023132,519571.79762192455,566912.0708107074,661167.6353519672,754859.3891309913,801494.8917306031,894347.2453206292,986644.1790362442,1032585.4031748382,1124055.433521125,1214978.3142819733,1260235.5964635732,1350343.8832886764,1439913.164742797,1484496.6879286026,1573263.5026700813,79.87144016415681,129.13294747966668,153.65308930485804,202.47325336522078,251.00138906484833,275.15649134542844,323.24985417952377,371.0555356028791,394.85103314355,442.22841467056094,489.3223976510437,512.7636436903143,559.4357034251119,605.8285826144695,628.920852170023,674.898089316678,720.6003030739525,743.3487898666629,788.6415488740943,833.6633791526336
2495,2495,14800985.0,0.0005108058249626122,1957.691066019448,64010.91136269434,161134.6272495445,257677.37473161987,305731.97312188277,401409.7771552367,496515.26154097717,543854.4560786323,638107.8730008748,731797.4920073454,778431.9320140722,871282.1699573315,963577.0006814566,1009517.1780463443,1100985.1242421872,1191905.9333194294,1237162.1843109839,1327268.4180130556,1416835.6586254162,1461418.165972818,1550182.9581567915,91.6247253347059,140.8851102236466,165.40469335585098,214.22374504567864,262.75077502865577,286.9053269336981,334.9975939574703,382.80218612534185,406.59714148409176,453.9734435144591,501.0663534555522,524.5070653845447,571.1780616935006,617.5698838181628,640.6616272148896,686.6378167672796,732.3389891967145,755.08695766371,800.3786846727543,845.3994891260347
2496,2496,14801555.0,0.0005123404665181107,1951.8270863827051,87802.16722433596,184634.96375630135,280888.53210682375,328799.1893066463,424190.4037430499,519011.0150635733,566208.4102611106,660179.5060183741,753588.4909990132,800083.2443113514,892655.3612052185,984673.7370312853,1030476.3081262646,1121670.2745619926,1212318.7432959247,1257439.4360779356,1347275.7689735198,1436574.7249577588,1481023.691944802,1569522.6026176105,79.59341217290664,129.001791808947,153.59504109698477,202.5607626848167,251.23358466863084,275.46070590199395,323.6974589432744,371.64567214360756,395.51211699868,443.03075397482155,490.26514717049434,513.7762843288904,560.5874960600659,607.1186955210645,630.279814691501,676.3941328028342,722.2326077818253,745.0489200700526,790.4767197357718,835.6327821300478
2497,2497,14802196.0,0.0005175410640146323,1932.2138271364827,54857.74370991924,151400.49119199463,247365.74678208004,295132.8936156115,390238.3780013519,484774.96773654444,531830.9894612496,625520.6084677202,718649.8017867852,765005.2864177063,857300.1171418314,949042.8656016983,994708.2407025619,1085629.0497798042,1176005.9935533695,1220991.5344734304,1310558.775085791,1399590.2494202359,1443906.0746171663,1532139.8995422837,96.71267779732514,146.26949751928365,170.93663312018657,220.04946554042874,268.8685172302564,293.1684259798704,341.55009911827585,389.6423661420481,413.5805134548471,461.2419136686695,508.61821569903685,532.199988481734,579.1518375691224,625.8228338780783,649.0535368323041,695.3063993994673,741.2825889518573,764.167449093065,809.7317298482877,855.023456857332
2498,2498,14802746.0,0.0005120331698010133,1952.998475447637,93152.97608590839,189985.7726178738,286239.3409683962,334149.9981682187,429541.2126046223,524361.8239251457,571559.2191226832,665530.3148799465,758939.2998605856,805434.0531729239,898006.1700667909,990024.5458928577,1035827.116987837,1127021.083423565,1217669.5521574973,1262790.2449395081,1352626.5778350923,1441925.5338193313,1486374.5008063745,1574873.411479183,76.85265522580835,126.2610348618487,150.85428414988647,199.8200057377184,248.49282772153254,272.71994895489564,320.9567019961761,368.90491519650925,392.7713600515817,440.28999702772325,487.52439022339604,511.03552738179206,557.8467391129676,604.3779385739663,627.5390577444026,673.6533758557359,719.4918508347271,742.3081631229543,787.7359627886734,832.8920251829495
2499,2499,14803254.0,0.0005131095154085626,1948.9016866189895,75503.90698649097,172336.70351845634,268590.2718689788,316500.9290688013,411892.1435052049,506712.7548257283,553910.1500232657,647881.2457805291,741290.2307611682,787784.9840735064,880357.1009673735,972375.4767934403,1018178.0478884196,1109372.0143241475,1200020.4830580798,1245141.1758400907,1334977.508735675,1424276.464719914,1468725.431706957,1557224.3423797656,85.89958401715214,135.3079636531925,159.90121294123026,208.86693452906218,257.53975651287635,281.7668777462394,330.0036307875199,377.951843987853,401.8182888429255,449.336925819067,496.57131901473986,520.0824561731358,566.8936679043114,613.4248673653101,636.5859865357464,682.7003046470797,728.5387796260709,751.3550919142981,796.7828915800172,841.9389539742932
2500,2500,14803889.0,0.0005131095154085626,1948.9016866189895,76019.99281881086,172852.78935077626,269106.35770129866,317017.0149011212,412408.22933752474,507228.84065804817,554426.2358555855,648397.331612849,741806.3165934881,788301.0699058264,880873.1867996934,972891.5626257602,1018694.1337207395,1109888.1001564674,1200536.5688903998,1245657.2616724106,1335493.5945679946,1424792.5505522338,1469241.517539277,1557740.4282120855,85.63475927332637,135.04313890936672,159.63638819740447,208.6021097852364,257.27493176905057,281.5020530024137,329.7388060436941,377.6870192440273,401.5534640990997,449.0721010752412,496.3064942709141,519.81763142931,566.6288431604856,613.1600426214843,636.3211617919206,682.435479903254,728.2739548822451,751.0902671704723,796.5180668361915,841.6741292304674
2501,2501,14804495.0,0.0005181106439180449,1930.089666635339,93742.20225947635,189995.77060999878,285673.5746433527,333297.64224622486,428118.2535667483,522371.6704889907,569286.7445215491,662695.7295021882,755545.9674454475,801762.5997083934,893780.9755344603,985248.9217303031,1030777.5130651676,1121425.9817990998,1211532.2155011715,1256383.0074766949,1345681.9634609339,1434446.7556449075,1478629.8411207856,1566599.374538924,76.72105924908318,126.42676573496217,151.16800977009962,200.4283946590403,249.39411624687222,273.7670294810723,322.2940594640495,370.53081250532995,394.54087839286404,442.3454705607355,489.86410753687704,513.5167279498528,560.6096378909459,607.4208496221214,630.7213461288942,677.1131682535565,723.2274863648897,746.1811012026733,791.8822736321082,837.3100732978272
2502,2502,14805141.0,0.0005102952999685127,1959.649638281411,72198.01571038044,169321.73159723057,265864.47907930595,313919.0774695689,409596.8815029228,504702.3658886632,552041.5604263183,646294.9773485608,739984.5963550316,786619.0363617582,879469.2743050175,971764.1050291428,1017704.2823940304,1109172.2285898733,1200093.0376671155,1245349.28865867,1335455.5223607416,1425022.7629731023,1469605.270320504,1558370.0625044776,87.44467709774841,136.70506198668912,161.2246451188935,210.04369680872114,258.5707267916983,282.72527869674065,330.81754572051284,378.6221378883844,402.4170932471343,449.79339527750165,496.8863052185947,520.3270171475872,566.998013456543,613.3898355812053,636.481578977932,682.457768530322,728.1589409597569,750.9069094267526,796.1986364357967,841.2194408890773
2503,2503,14805644.0,0.0005051675127376469,1979.5413893120615,56959.491484177604,154667.6733486597,251791.38923550985,300135.1667573257,396388.73510784813,492066.53914120205,539690.6067440743,634511.2180645977,728764.6349868401,775679.7090193984,869088.6940000375,961938.9319432968,1008155.5642062428,1100173.9400323096,1191641.8862281526,1237170.4775630168,1327818.9462969492,1417925.1799990209,1462775.9719745442,1552074.9279587832,94.83182706137457,143.7975486492065,168.1704618834066,216.69749186638373,264.9342449076642,288.9443107951983,336.74890296306984,384.2675399392113,407.9201603521871,455.0130702932802,501.8242820244557,525.1247785312285,571.5166006558908,617.630918767224,640.5845336050076,686.2857060344425,731.7135057001615,754.3254015104823,799.3462059637627,844.0977079730555
2504,2504,14806157.0,0.0004982942508125309,2006.8463530722565,71577.67665117186,169873.8395201151,267582.02138459723,316216.71826129785,413049.5147932632,509303.08314378565,557213.7403436082,652604.9547800118,747425.5661005352,794622.9612980726,888594.057055336,982003.042035975,1028497.7953483133,1121069.9122421802,1213088.2880682473,1258890.8591632266,1350084.8255989545,1440733.2943328866,1485853.9871148977,1575690.3200104816,87.14500214425648,135.81782412807064,160.04494536143372,208.2816984027142,256.22991160304736,280.09635645811977,327.6149934342613,374.84938662993414,398.36052378833017,445.1717355195057,491.7029349805043,514.8640541509408,560.978372262274,606.8168472412651,629.6331595294924,675.0609591952115,720.2170215894876,742.6936594588127,787.4451614681055,831.9289709733442
2505,2505,14806703.0,0.0004994415891567747,2002.2361407433775,51933.89093814383,150230.0538070871,247938.23567156921,296572.9325482698,393405.72908023524,489659.2974307576,537569.9546305801,632961.1690669837,727781.7803875072,774979.1755850445,868950.2713423079,962359.256322947,1008854.0096352854,1101426.1265291523,1193444.502355219,1239247.0734501984,1330441.0398859263,1421089.5086198587,1466210.2014018695,1556046.5342974537,96.94511923809814,145.6179412219123,169.84506245527538,218.08181549655586,266.030028696889,289.8964735519615,337.41511052810296,384.6495037237758,408.16064088217183,454.9718526133474,501.503052074346,524.6641712447824,570.7784893561156,616.6169643351068,639.4332766233341,684.8610762890531,730.0171386833292,752.4937765526544,797.2452785619472,841.7290880671859
2506,2506,14807415.0,0.0004971992631372804,2011.2660539561027,89112.47383338507,187408.63670232834,285116.81856681046,333751.5154435111,430584.31197547645,526837.8803259989,574748.5375258214,670139.751962225,764960.3632827484,812157.7584802858,906128.8542375492,999537.8392181882,1046032.5925305266,1138604.7094243935,1230623.0852504603,1276425.6563454396,1367619.6227811677,1458268.0915150999,1503388.7842971107,1593225.117192695,78.41672671947565,127.08954870328981,151.3166699366529,199.55342297793337,247.50163617826652,271.36808103333897,318.8867180094805,366.1211112051533,389.6322483635493,436.44346009472486,482.9746595557235,506.1357787261599,552.2500968374932,598.0885718164843,620.9048841047116,666.3326837704307,711.4887461647068,733.9653840340319,778.7168860433247,823.2006955485634
2507,2507,14807941.0,0.0004963051541078637,2014.8894117320947,54920.47118042963,153511.94946849754,251513.68115380863,300294.4947190375,397418.21060588764,493960.958087963,542015.5564782259,637693.3605115798,732798.8448973203,780138.0394349755,874391.4563572179,968081.0753636886,1014715.5153704153,1107565.7533136746,1199860.5840377999,1245800.7614026875,1337268.7075985302,1428189.5166757726,1473445.7676673268,1563552.0013693988,95.24961068239743,143.77664066537457,167.93119257041693,216.02345959418915,263.8280517620606,287.6230071208106,334.99930915117795,382.092219092271,405.53293102126355,452.20392733021936,498.59574945488157,521.6874928516083,567.6636824039983,613.3648548334332,636.1128233004289,681.404550309473,726.4253547627535,748.8346677739219,793.4521222731703,837.8026876682195
2508,2508,14808466.0,0.000494225147530475,2023.3693186127034,89242.21424523136,187833.69253329927,285835.42421861034,334616.2377838392,431739.95367068937,528282.7011527647,576337.2995430276,672015.1035763816,767120.587962122,814459.7824997772,908713.1994220197,1002402.8184284903,1049037.258435217,1141887.4963784763,1234182.3271026015,1280122.5044674892,1371590.450663332,1462511.2597405743,1507767.5107321288,1597873.7444342005,78.25004273765107,126.77707272062821,150.93162462567057,199.0238916494428,246.8284838173143,270.6234391760642,317.99974120643157,365.09265114752463,388.53336307651716,435.20435938547297,481.5961815101352,504.687924906862,550.664114459252,596.3652868886869,619.1132553556824,664.4049823647267,709.4257868180072,731.8350998291754,776.4525543284238,820.8031197234731
2509,2509,14809135.0,0.0004953631166351287,2018.721149028488,70348.2172512491,168939.695539317,266941.4272246281,315722.24078985694,412845.9566767071,509388.7041587825,557443.3025490454,653121.1065823993,748226.5909681397,795565.7855057949,889819.2024280373,983508.8214345081,1030143.2614412347,1122993.499384494,1215288.3301086193,1261228.507473507,1352696.4536693497,1443617.262746592,1488873.5137381463,1578979.7474402182,87.5995218426319,136.12655182560906,160.2811037306514,208.3733707544236,256.17796292229514,279.97291828104505,327.3492203114124,374.4421302525055,397.882842181498,444.5538384904538,490.945660615116,514.0374040118428,560.0135935642328,605.7147659936677,628.4627344606633,673.7544614697075,718.7752659229881,741.1845789341563,785.8020334334047,830.152598828454
2510,2510,14809720.0,0.0004972987079619006,2010.863861075249,87765.02632837,186061.18919731327,283769.3710617954,332404.067938496,429236.8644704614,525490.4328209838,573401.0900208063,668792.3044572099,763612.9157777333,810810.3109752707,904781.4067325342,998190.3917131732,1044685.1450255115,1137257.2619193785,1229275.6377454454,1275078.2088404247,1366272.1752761526,1456920.644010085,1502041.3367920958,1591877.6696876797,79.08678689072059,127.75960887453473,151.98673010789784,200.22348314917832,248.17169634951145,272.0381412045839,319.5567781807254,366.79117137639827,390.30230853479424,437.1135202659698,483.64471972696845,506.80583889740484,552.9201570087381,598.7586319877292,621.5749442759566,667.0027439416756,712.1588063359517,734.6354442052768,779.3869462145697,823.8707557198084
2511,2511,14810356.0,0.000493040488567726,2028.2309935741432,60112.99397152945,159000.6763245333,257296.83919347657,306224.2074927298,403639.7179346593,500472.51446662465,548671.4844268842,644636.7400169696,740027.9544533732,787509.3712362415,882045.960971434,976017.0567286974,1022791.6017026098,1115920.7950216748,1208492.9119155419,1254571.110376721,1346313.858836588,1437507.8252723159,1482900.0430146938,1573276.9867882591,92.48468166308938,140.86635480149482,164.94855593773295,212.89676913806608,260.55816935188847,284.2818509692801,331.51624416495287,378.4680932523414,401.83859305452444,448.3697925155231,494.62265508268626,517.6452297972927,563.483704776284,609.0479855315067,631.7278167302303,676.8838791245063,721.7698300049997,744.1120190031243,788.595828508363,832.8135471504253
2512,2512,14810953.0,0.00048803728545174105,2049.0237729979417,95139.06482113365,194323.84257268324,292915.32086075115,341989.684246809,439697.8661112911,536821.5819981412,585165.3595199571,681418.9278704795,777096.7319038335,824720.7995067056,919541.410827229,1013794.8277494715,1060709.9017820298,1154118.8867626688,1246969.1247059281,1293185.7569688743,1385204.132794941,1476672.0789907838,1522200.6703256483,1612849.1390595806,75.16519295868721,123.4019459999677,147.4120118875018,195.2166040553733,242.73524103151482,266.38786144449057,313.48077138558364,360.2919831167592,383.592479623532,429.98430174819424,476.0986198595275,499.052234697311,544.753407126746,590.181206792465,612.7931026027857,657.8139070560662,702.5654090653591,724.8406745664829,769.1912399615321,813.2765111418598
2513,2513,14811585.0,0.0004927940422622625,2029.2453119143129,64531.80807834488,163419.49043134874,261715.653300292,310643.02159954526,408058.5320414747,504891.3285734401,553090.2985336996,649055.554123785,744446.7685601886,791928.1853430569,886464.7750782494,980435.8708355129,1027210.4158094253,1120339.60912849,1212911.7260223571,1258989.9244835365,1350732.6729434032,1441926.6393791314,1487318.8571215093,1577695.8008950744,90.30651963491907,138.68819277332452,162.77039390956264,210.71860710989577,258.3800073237182,282.10368894110974,329.3380821367826,376.2899312241711,399.66043102635416,446.19163048735277,492.44449305451593,515.4670677691224,561.3055427481136,606.8698235033364,629.5496547020599,674.705717096336,719.5916679768294,741.933856974954,786.4176664801927,830.6353851222549
