,index,blocknum,p0vs1,p1vs0,UNI-slippagemap_01,UNI-slippagemap_2,UNI-slippagemap_3,UNI-slippagemap_4,UNI-slippagemap_5,UNI-slippagemap_6,UNI-slippagemap_7,UNI-slippagemap_8,UNI-slippagemap_9,UNI-slippagemap_10,UNI-slippagemap_11,UNI-slippagemap_12,UNI-slippagemap_13,UNI-slippagemap_14,UNI-slippagemap_15,UNI-slippagemap_16,UNI-slippagemap_17,UNI-slippagemap_18,UNI-slippagemap_19,UNI-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
1143,1143,13144864.0,0.008030899168980263,124.51905807291772,126.11296774252612,305.3642589287192,548.6798988221806,795.6677933929225,1043.9785399701461,1189.286364483067,1342.508001511304,1466.1222412312934,1590.0656950028963,1718.1706440942237,1848.9862626905515,1979.6382947789668,2111.7342606161546,2237.798029894276,2358.937988249766,2479.495784321512,2599.881193299206,2741.373720379041,2864.284020768887,2983.744243878278,1.0017444933849677,1.8181892761498073,2.629991062115033,3.645209244087933,4.448449173175514,5.2474759205216115,6.042336439853224,6.831786228081032,7.604492825034779,8.373345729639462,9.138364144141834,9.899567212583733,10.656973950114692,11.410453847183554,12.159828081234862,12.905464980323032,13.647383183978599,14.385601242453394,15.12006125802731,15.850744099686722
1144,1144,13145682.0,0.008144116770649586,122.78802332548563,237.56271609819024,481.8956748332403,729.9136917721582,934.813853032215,1075.769937096065,1227.2878671620263,1349.6133536941222,1476.2493427785369,1606.4183278531307,1739.0822122120196,1864.4999136735019,1999.612672954888,2121.116580103492,2242.0365081051627,2362.3089873637364,2491.2651131569974,2626.7784141130346,2746.925567825296,2864.6252725344225,2979.3920848214875,1.084642491301838,2.0092744847154886,2.8285023326144465,3.6419292700962442,4.658764489868177,5.463890156266147,6.264516477720947,7.061049055211593,7.853508548260383,8.632045655618317,9.402437723359501,10.168987638542202,10.931714552373434,11.690637553740988,12.445775587482181,13.196699857658958,13.943829448855965,14.687232899570207,15.426928794403686,16.162935624480617
1145,1145,13146314.0,0.008083267407615407,123.7123491742807,131.93705030547184,374.13815618580253,618.6936538331903,867.4726692283889,1056.1520712863578,1204.1700962628777,1339.6887907757855,1461.8185865509147,1589.7364210193443,1719.7029947533777,1852.151690762853,1977.2912833568014,2111.8531907643287,2233.235660753027,2354.034757454615,2474.1691625513604,2608.091583041296,2738.7876798512043,2858.706654562407,2975.548771271132,1.1315436267275378,1.9521650949782918,2.7664058345971227,3.784050779934138,4.590120740386871,5.391548039557543,6.18891790215163,6.9821702126668965,7.764341246415705,8.535504055932304,9.30282086394547,10.0663108459629,10.825993105996076,11.581886626916742,12.333661921054755,13.081538973665042,13.825686164324969,14.566122089015636,15.30286526251495,16.03578156065662
1146,1146,13147084.0,0.008076803702695857,123.81135370000663,141.93205030493388,384.13315618526457,628.6886538326523,877.4676692278509,1066.14707128582,1214.1650962623396,1349.6837907752476,1471.8135865503766,1599.7314210188063,1729.6979947528396,1862.146690762315,1987.2862833562635,2121.8481907637906,2243.230660752489,2364.029757454077,2484.1641625508223,2618.086583040758,2748.782679850666,2868.701654561869,2985.543771270594,1.050778954965325,1.871400423216079,2.6856411628349095,3.703286108171925,4.509356068624658,5.310783367795331,6.108153230389417,6.901405540904683,7.683576574653492,8.45473938417009,9.222056192183258,9.985546174200687,10.745228434233864,11.501121955154527,12.252897249292543,13.00077430190283,13.744921492562757,14.485357417253423,15.222100590752738,15.955016888894408
1147,1147,13147643.0,0.007964521871513296,125.55681510232269,123.88791120987855,242.373801503122,446.70152970642937,690.2954613668579,938.0316940975522,1162.1030352779478,1307.7438119029196,1460.5746864427167,1583.0960597547937,1708.448920533748,1837.1162807261585,1970.6433593511003,2097.295516039955,2232.8672839139626,2354.6855237382792,2475.726403875615,2596.134948574332,2720.2698327302446,2859.41088907037,2980.8328446605015,0.9015784783522761,1.7141924362883376,2.730218729575412,3.5344010573177465,4.33422719296786,5.129923324377505,5.921590794591383,6.696497609406304,7.466119707051711,8.231903496352846,8.993868103902138,9.75203259244727,10.506366058215171,11.256490001797593,12.002872880645898,12.745533333966517,13.484489945655012,14.219722982542976,14.951136835387594,15.678902929188638
1148,1148,13148192.0,0.007933522274672263,126.04741820571878,116.30743405615071,235.03052197321455,389.9252125616979,632.6838639125779,878.4561654125495,1127.0009330949085,1296.9995269802457,1447.4031883506973,1574.0841420591134,1696.8423495614868,1825.216842008836,1954.9064855692263,2087.1580647326,2212.000017706085,2346.0882972949125,2467.3494513742357,2588.027836503312,2708.024304734063,2846.2129957952243,2972.836715860401,0.9092995781667493,1.8586346299415244,2.734700875963709,3.5369993518251297,4.335207333031677,5.129253260702175,5.9150618520426725,6.6869961696055515,7.455080631987972,8.219334459949115,8.979776740589978,9.736426483571305,10.489053651436286,11.237678930878369,11.98257059882365,12.723747294843873,13.46122753519257,14.19491531752475,14.924867879277802,15.651179966556402
1149,1149,13148857.0,0.007939871314322569,125.94662563310324,107.63481937877546,226.35790729583928,381.2525978843226,624.0112492352026,869.7835507351742,1118.3283184175334,1288.3269123028704,1438.7305736733222,1565.4115273817383,1688.1697348841117,1816.5442273314607,1946.233870891851,2078.4854500552246,2203.32740302871,2337.415682617537,2458.6768366968604,2579.3552218259365,2699.3516900566883,2837.540381117849,2964.1641011830257,0.9781361983845587,1.9274712501593338,2.8035374961815185,3.6058359720429394,4.404043953249486,5.1980898809199845,5.983898472260482,6.75583278982336,7.523917252205782,8.288171080166924,9.048613360807787,9.805263103789114,10.557890271654095,11.306515551096178,12.051407219041458,12.792583915061684,13.530064155410379,14.263751937742558,14.99370449949561,15.72001658677421
1150,1150,13149872.0,0.007909758559408998,126.42610927870321,111.82592088021048,230.2753082376375,348.58939761591523,590.5115212394481,835.1883897333862,1083.3543906507828,1278.363113597362,1424.6300816259816,1568.146393357965,1690.3740107837864,1817.6510820178664,1947.7562241721446,2080.3035522402283,2205.5920775628238,2340.390977260244,2461.834150265987,2582.693646453873,2702.8970728356603,2834.684756230922,2967.4410625132505,0.9087403913117139,1.925980366522722,2.7315780673941963,3.532604784339495,4.329555886666425,5.122411698741273,5.902765309923233,6.673542659016102,7.440475922465035,8.203584279499504,8.962886805303832,9.71840248506489,10.469752164699965,11.217255393293655,11.961030622848316,12.7010964382321,13.437471353396246,14.170002208485801,14.898860715921463,15.624084206995807
1151,1151,13150589.0,0.007770994455896892,128.68365891590184,132.0136670849171,235.32619303960053,341.26991083025496,460.05237167417874,602.7596245664365,845.2395730782887,1090.4036261792817,1339.0654881338799,1521.4187288366463,1671.1869367931502,1798.7120112664495,1921.1560923247143,2049.3023129383255,2179.130386232878,2311.480498398098,2436.471234522869,2570.796269939803,2692.118065243295,2812.856792066714,2932.922211157012,1.025764302130426,1.8275924011086953,2.625381216535312,3.4190302360155704,4.203019600056288,4.974568058964021,5.742268596644298,6.50614041669235,7.26620258814705,8.022474123211191,8.774675246960001,9.522926320339343,10.267445653715697,11.008251875804504,11.74536349125178,12.478665432029343,13.208253124053078,13.93420217316598,14.656530710163992,15.37525679540182
1152,1152,13151205.0,0.007876608893940176,126.9581889192625,103.5997685023777,214.238975072463,332.8434063685975,512.0946975547906,755.410337448252,1002.3982320189939,1250.7089785962175,1396.0168031091384,1549.2384401373754,1672.8526798573648,1796.7961336289677,1924.901082720295,2055.716701316623,2186.3687334050383,2318.464699242226,2444.5284685203474,2565.668426875837,2686.226222947583,2806.6116319252774,2948.1041590051127,0.9720216993137882,1.9872398812866883,2.790479810374269,3.5895065577203664,4.384367077051979,5.173816865279788,5.946523462233533,6.715376366838218,7.480394781340588,8.241597849782488,8.999004587313447,9.75248448438231,10.501858718433617,11.247495617521787,11.989413821177354,12.727631879652149,13.462091895226065,14.192774736885477,14.919813471269133,15.643226261233549
1153,1153,13151947.0,0.007838893645984956,127.56902251278727,112.13626873298523,216.4770686282799,335.3189327945652,465.83265333621415,708.0337592165448,952.5892568639326,1201.3682722591311,1390.0476743171002,1538.06569929362,1673.584393806528,1795.714189581657,1923.6320240500866,2053.59859778412,2186.047293793595,2311.186886387544,2445.748793795071,2567.131263783769,2687.930360485357,2808.0647655821026,2941.987186072038,1.111371409824076,1.9174413702768092,2.7188686694474815,3.516238532041567,4.309490842556834,5.0916618763056425,5.8628246858222415,6.630141493835408,7.393631475852837,8.153313735886014,8.90920725680668,9.660982550944693,10.408859603554982,11.153006794214907,11.893442718905574,12.630185892404889,13.363102190546558,14.092325197575905,14.817911377344952,15.539878868485458
1154,1154,13152670.0,0.007500726726193714,133.3204150083009,115.60767822244976,220.65334848012998,325.22918816565266,456.0007814430019,559.571898412804,662.8071557287681,776.5727783391527,895.0586686323961,1099.3863968357034,1342.980328496132,1590.7165612268263,1814.787902407222,1960.4286790321937,2113.2595535719906,2235.780926884068,2361.133787663022,2489.8011478554326,2623.3282264803743,2749.980383169229,2885.552151043237,0.8750429126512801,1.6499497274662014,2.4195718251116083,3.1853556144127424,3.9473202219620345,4.705484710507166,5.459818176275068,6.20994211985749,6.956324998705795,7.698985452026414,8.437942063714909,9.173175100602872,9.90458895344749,10.632355047248534,11.35649158448767,12.077016644830193,12.793948256629415,13.507304322847336,14.217102704760908,14.923361124515578
1155,1155,13153619.0,0.007272509790127479,137.50411190336413,114.7304225061495,219.65416440465907,325.78167048045594,431.3879051980847,536.4861082301211,641.1052216943568,771.9288695286696,875.5517827292207,978.8024795108619,1091.0052835874105,1209.550429448185,1401.3406757204505,1644.5648170158179,1892.160050120962,2128.309655193733,2273.8077980035664,2427.296895344397,2549.9162851965352,2674.525595480318,2802.5430844873986,0.8500092972261971,1.6115930429691947,2.3693785658058095,3.1232851359002622,3.8730341279697384,4.619043922310967,5.36133315834798,6.099920397725766,6.8347668367714105,7.565815098498381,8.293217418339589,9.016991984468298,9.737156895219933,10.45373014091841,11.16672965346425,11.876173231723419,12.582078625570606,13.284463472420668,13.983345347942377,14.20066197858493
1156,1156,13154375.0,0.007413483950968318,134.8893457669635,112.69915601640359,218.355530437414,323.5062936946983,428.1686999898788,559.0444301945225,662.7191649226123,765.9853059842932,876.6245125543785,995.228943850513,1174.480235036706,1417.7958749301674,1664.7837695009093,1913.094516078133,2058.402340591054,2211.623977619291,2335.2382173392803,2459.181671110883,2587.2866202022105,2718.1022387985386,2848.7542708869537,0.8793679354628072,1.6482208400674916,2.413239254569862,3.1744423230117618,3.9318490605427208,4.685328957611582,5.43470319166289,6.180340090751061,6.922258294406627,7.660476352881423,8.394936368455339,9.12561921011475,9.852657944498407,10.576070734462823,11.295875674547752,12.012090739370207,12.724733855705237,13.433822816671695,14.139375365807192,14.84140913355735
1157,1157,13155068.0,0.007380199882682325,135.49768514352908,107.30618996425454,213.22166385488666,318.62759237094446,423.51581971703206,527.9619730599073,658.5775550077882,761.9934392934224,865.1824294142721,983.6318167716992,1101.945906149977,1343.8680297735098,1588.544898267448,1836.7108991848445,2031.7196221314234,2177.9865901600433,2321.502901892027,2443.730519317848,2571.007590551928,2701.1127327062063,2833.66006077429,0.9119390325871155,1.6788722960360487,2.441980653070517,3.2012831788748453,3.9567988586359046,4.708148538270979,5.455651766864667,6.19942699641933,6.939492811803113,7.675867726967259,8.408398582056815,9.137257089492477,9.86248058056682,10.584087190398243,11.302094948876448,12.016521807492383,12.727385621400403,13.434704176859809,14.138495127368595,14.838776090070484
1158,1158,13155749.0,0.007355886577730851,135.94554367211038,109.35652086457424,215.43097859051778,320.98709953953266,426.03276979721284,530.6086094827356,661.3802027600848,764.9513197298869,868.186577045851,981.9521996562356,1100.438089949479,1304.7658181527863,1548.3597498132149,1796.0959825439093,2020.1673237243049,2165.8081003492766,2318.638974889074,2441.160348201151,2566.513208980105,2695.1805691725153,2828.7076477974574,0.8924217588331024,1.6582055481342364,2.420170155683529,3.1783346442286597,3.9326681099965617,4.682792053578984,5.429174932427289,6.171835385747908,6.910791997436403,7.646025034324366,8.377438887168985,9.105204980970028,9.829341518209166,10.549866578551686,11.26679819035091,11.98015425656883,12.689952638482403,13.396211058237073,14.09894717162834,14.798178550353962
1159,1159,13156328.0,0.007358829373744561,135.8911790464775,105.71558703641038,211.79004476235392,317.3461657113688,422.391835969049,526.9676756545717,657.739268931921,761.3103859017231,864.5456432176871,978.3112658280717,1096.797156121315,1301.1248843246226,1544.7188159850512,1792.4550487157453,2016.526389896141,2162.167166521113,2314.9980410609096,2437.519414372987,2562.8722751519413,2691.5396353443516,2825.0667139692932,0.9192111375692038,1.6849949268703377,2.44695953441963,3.2051240229647613,3.959457488732663,4.709581432315085,5.45596431116339,6.19862476448401,6.9375813761725045,7.672814413060468,8.404228265905086,9.13199435970613,9.856130896945267,10.576655957287787,11.293587569087011,12.006943635304932,12.716742017218504,13.423000436973174,14.125736550364442,14.824967929090063
1160,1160,13157801.0,0.007296547510995179,137.0511188329958,110.45235460419478,215.79567193568718,321.76411369025874,427.22008165423534,532.1607628187621,636.6501239226886,767.3176830405006,870.7852869873111,973.9896910768763,1090.878602931709,1209.2499317119268,1438.6299659823246,1682.9629247173748,1930.9809416562925,2135.8811029163494,2276.8371869801995,2428.3551170461606,2550.6806035782565,2677.316592662671,2807.485577737265,0.881242549713937,1.6439694635451685,2.402892464912722,3.1580304986539156,3.9089547688306925,4.656084360027699,5.399487810741941,6.13918370557542,6.875190535652352,7.607336136809696,8.335830330608292,9.06069132537632,9.78193723027573,10.499586093414196,11.213655850298634,11.924164339275178,12.631129340443602,13.334568500503575,14.034499429199373,14.438804258259388
1161,1161,13158425.0,0.007341190240615649,136.21769321103136,109.2284566512751,215.40903671424496,321.0654111352554,426.21617439253964,530.8785806877202,661.7543108923638,765.4290456204536,868.6951866821346,979.3343932522198,1097.9388245483544,1277.1901157345474,1520.5057556280087,1767.4936501987509,2015.8043967759743,2161.1122212888954,2314.333858317132,2437.948098037122,2561.8915518087247,2689.996500900052,2820.8121194963796,0.8904464195609432,1.6554648340633134,2.416667902505213,3.1740746400361726,3.9275545371050335,4.676928771156342,5.422565670244513,6.164483873900079,6.902701932374875,7.6371619479487896,8.3678447896082,9.094883523991859,9.818296313956274,10.538101254041203,11.254316318863658,11.966959435198689,12.676048396165145,13.381600945300644,14.083634713050802,14.782167244276202
1162,1162,13159164.0,0.007443940104838554,134.33745918374612,111.73284665513495,217.18881461911153,322.12949578363833,426.61885688756485,557.2864160053767,660.7540199521873,763.9584240417524,880.8473358965852,999.2186646768031,1228.5986989472008,1472.931657682251,1720.949674621169,1925.8498358812255,2066.8059199450754,2218.323850011037,2340.649336543133,2467.2853256275475,2597.4543107021414,2730.1181950610303,2855.5358965225123,0.8937882056975025,1.6641802734386866,2.4307301886213883,3.1934571024526197,3.952380103820173,4.707518137561367,5.4584424077381435,6.20557199893515,6.948975449649391,7.688671344482872,8.424678174559803,9.156823775717147,9.885317969515745,10.61017896428377,11.33142486918318,12.049073732321647,12.763143489206087,13.47365197818263,14.180616979351052,14.884056139411026
1163,1163,13159716.0,0.007515742439581342,133.05405394596042,115.3051133775596,220.2457945420864,324.7351556460129,455.40271476382486,558.8703187106354,662.0747228002006,778.9636346550333,897.3349634352511,1126.714997705649,1371.047956440699,1619.065973379617,1823.9661346396736,1964.9222187035236,2116.440148769485,2238.765635301581,2365.4016243859955,2495.5706094605894,2628.2344938194783,2753.6521952809603,2888.7649545623467,0.8773642070229924,1.6559013143809265,2.4262933821221107,3.192843297304812,3.9555702111360436,4.714493212503597,5.4696312462447905,6.220555516421568,6.967685107618574,7.711088558332816,8.450784453166296,9.186791283243227,9.918936884400571,10.647431078199169,11.372292072967195,12.093537977866605,12.811186841005071,13.52525659788951,14.235765086866055,14.942730088034477
1164,1164,13160735.0,0.007374298378762757,135.60612123858456,115.6008051131544,221.5162790037865,326.92220751984433,431.81043486593194,536.2565882088072,666.8721701566881,770.2880544423223,873.477044563172,991.9264319205989,1110.2405212988767,1352.1626449224098,1596.8395134163477,1845.0055143337443,2040.0142372803234,2186.281205308943,2329.7975170409263,2452.0251344667477,2579.302205700828,2709.4073478551063,2841.95467592319,0.8507457391672997,1.6176790026162329,2.380787359650701,3.1400898854550294,3.895605565216089,4.6469552448511635,5.3944584734448515,6.138233702999514,6.878299518383297,7.614674433547443,8.347205288637,9.076063796072662,9.801287287147003,10.522893896978427,11.240901655456632,11.955328514072567,12.666192327980587,13.373510883439993,14.077301833948779,14.777582796650668
1165,1165,13161338.0,0.007325058180448317,136.51768700884188,111.85914516451838,217.76091629424505,323.517644222426,428.77360532711043,533.522664476998,655.6133007334072,768.2810921797329,871.5781483732909,979.0878128268789,1097.8109007439427,1252.7055913324261,1495.464242683306,1741.2365441832776,1989.7813118656368,2159.7799057509737,2310.1835671214258,2436.8645208298417,2559.622728332215,2687.997220779564,2817.6868643399544,0.8710840754776298,1.635337903438773,2.3957801840796353,3.1524299270609637,3.905057094925944,4.653682374368026,5.398574042313307,6.1397507383335315,6.8772309786822285,7.610918761014407,8.340871322767459,9.06718341004606,9.789873190423656,10.508958717149767,11.224457967028213,11.9363888225394,12.64476908782496,13.349616470691338,14.050948587253416,14.695813801488288
1166,1166,13162334.0,0.007392756264575017,135.26754625901177,110.8915085072321,216.70112490332497,322.00705080595066,426.79946883296435,540.048480200779,661.6619558508496,764.9744818055331,870.9181995961875,989.7006604401113,1132.407913332369,1374.8878618442213,1620.0519149452143,1868.7137768998123,2051.0670176025787,2200.8352255590826,2328.360300032382,2450.804381090647,2578.950601704258,2708.778674998811,2841.12878716403,0.8883926659933273,1.656093203673604,2.4199650237216566,3.1800271951763563,3.936298730240498,4.688499853989307,5.436750927368649,6.181270260745003,6.922076482833811,7.659188098281087,8.392490039058648,9.122077731082385,9.848026780195287,10.570355317193298,11.289081402431126,12.004223019467648,12.71579801158005,13.423824199702393,14.128319262223986,14.829300819468054
1167,1167,13163045.0,0.007377248540601663,135.5518923479896,111.69786134883948,217.6133352394716,323.0192637555294,427.907491101617,532.3536444444923,662.9692263923731,766.3851106780074,869.5741007988571,988.0234881562841,1106.337577534562,1348.2597011580947,1592.9365696520329,1841.1025705694294,2036.1112935160083,2182.378261544628,2325.8945732766115,2448.122190702433,2575.399261936513,2705.504404090791,2838.051732158875,0.8795335667163281,1.6464668301652614,2.4095751871997297,3.168877713004058,3.924393392765117,4.675743072400192,5.42324630099388,6.167021530548542,6.907087345932326,7.643462261096472,8.375993116186027,9.10485162362169,9.830075114696033,10.551681724527455,11.26968948300566,11.984116341621595,12.694980155529615,13.40229871098902,14.106089661497807,14.806370624199696
1168,1168,13163856.0,0.007372086531633299,135.64680714327537,108.31742282964862,214.2858645842202,319.7418325481968,424.68251371272356,529.1718748166501,659.839433934462,763.3070378812725,866.5114419708377,983.4003538256704,1101.7716826058884,1331.1517168762862,1575.4846756113361,1823.502692550254,2028.402853810311,2169.358937874161,2320.8768679401223,2443.2023544722183,2569.838343556633,2700.0073286312268,2832.6712129901157,0.9030044008350041,1.6695543160177058,2.4322812298489374,3.1912042312164908,3.9463422649576843,4.697266535134461,5.444396126331467,6.187799577045709,6.9274954718791895,7.663502301956121,8.395647903113465,9.124142096912061,9.849003091680089,10.570248996579497,11.287897859717964,12.001967616602403,12.712476105578947,13.419441106747371,14.122880266807345,14.82281119550314
1169,1169,13164443.0,0.007383890720717459,135.42995662086864,112.6804639351472,218.54299654922582,323.8989110808191,428.7347102283172,533.1376771389671,663.701307931769,767.0655000283163,871.406299923611,990.2481640898962,1120.7618846315452,1362.962990511876,1607.5184881592636,1856.2975035544623,2044.9769056124312,2192.994930588951,2328.513625101859,2450.643420876988,2578.5612553454175,2708.527829079451,2840.9765250889263,0.8737257791530116,1.641042587166179,2.404532569183608,3.1642148292167853,3.9201083501374496,4.671883644275464,5.419760696885751,6.163907887545678,6.904343812236345,7.641086985735659,8.374003283877329,9.103226290906676,9.828812470675723,10.550779961816227,11.269146787021448,11.983930936323793,12.695150259081325,13.402822536124557,14.106965462002783,14.807596626745106
1170,1170,13165132.0,0.007400152348467196,135.132353080154,110.76756804938299,216.5242959775639,321.7802570822484,426.5293162321359,548.6199524885451,661.2877439348708,764.5848001284288,872.0944645820168,990.8175524990806,1108.9600978037934,1229.6089653239064,1353.8804785658888,1481.530413436638,1627.4224902767671,1777.8261516472187,1904.5071053556348,2027.2653128580082,2155.639805305357,2285.3294488657475,2417.581028029121,0.8907675912928952,1.6588520536753157,2.423105881636459,3.1835481622773214,3.9401979052586498,4.69282507312363,5.441450352565712,6.186342020510993,6.9275187165312175,7.664998956879915,8.398686739212094,9.128639300965146,9.854951388243746,10.57764116862134,11.296726695347452,12.012225945225898,12.724156800737086,13.432537066022645,14.137384448889023,14.8387165654511
1171,1171,13165918.0,0.00740829658735557,134.98379664048454,110.18889080239826,215.89542818292958,321.0987778948519,425.80450028655935,556.7323367807757,660.4589198050395,763.7405152709562,872.815341194426,991.479085007199,1109.5645065536612,1230.552973804586,1355.4931678510459,1483.0864921765888,1628.6863704359296,1780.499372403991,1905.562422473053,2029.0447979185913,2157.237251737785,2286.7885332192254,2418.9416286807473,0.8965149093267211,1.664983490732135,2.4296195170634682,3.1904420933592625,3.9474702480997577,4.700523673984852,5.449523322513244,6.194787516157976,6.93633487288468,7.674183931427932,8.408257742571744,9.138575347018996,9.865250674070179,10.588301861122467,11.307746998797496,12.023604079858998,12.735890969408157,13.444625500122843,14.149825374914926,14.851508228516392
1172,1172,13167529.0,0.007323593388534677,136.54499191142048,113.597647524161,219.4994186538877,325.2561465820686,430.5121076867531,535.2611668366407,657.3518030930499,770.0195945393756,873.3166507329336,980.8263151865216,1099.5494031035853,1217.691948408298,1338.340815928411,1462.6123291703934,1590.2622640411428,1736.1543408812718,1886.5580022517233,2013.2389559601395,2135.997163462513,2264.371655909862,2394.0612994702524,0.858350023124061,1.622603851085204,2.3830461317260663,3.1396958747073946,3.8923230425723756,4.640948322014458,5.385839989959738,6.127016685979963,6.86449692632866,7.598184708660838,8.32813727041389,9.05444935769249,9.777139138070085,10.496224664796197,11.211723914674645,11.92365477018583,12.63203503547139,13.336882418337769,14.038214534899847,14.68307974913472
1173,1173,13169297.0,0.007505228287488464,133.24045074911882,108.9818298789181,214.0275001365983,318.603339822121,449.37493309947024,552.9460500692724,656.1813073852364,769.946929995621,888.4328202888644,1007.0912158931689,1128.8193269567198,1255.297516558599,1382.7979868343455,1528.4387634593172,1681.2696379991144,1803.7910113111914,1929.1438720901456,2057.811232282556,2191.338310907498,2317.9904675963526,2453.56223547036,0.9247596463844461,1.6996664611993673,2.469288558844774,3.2350723481459083,3.997036955695201,4.755201444240332,5.509534910008234,6.259658853590656,7.006041732438961,7.74870218575958,8.487658797448075,9.222891834336039,9.954305687180657,10.6820717809817,11.406208318220838,12.126733378563358,12.843664990362582,13.557021056580503,14.266819438494075,14.973077858248745
1174,1174,13169935.0,0.007524013891163569,132.90778226425533,113.97799519160718,218.86622253769477,323.3123758805701,453.9279578284509,557.3438421140852,660.5328322349349,778.9822195923618,897.2963089706396,1016.9253564380887,1139.9190564996356,1267.0087565858908,1401.7059577227415,1547.9729257513611,1691.4892374833446,1813.716854909166,1940.993926143246,2071.0990682975244,2203.646396365608,2328.9349216882033,2463.7338213856237,0.8873749723212508,1.6677285835032116,2.43850593259608,3.2054391960450133,3.9685475530794814,4.72785007888381,5.48336575864487,6.2347154382799435,6.982218666873632,7.725993896428294,8.466059711812077,9.202434626976224,9.93496548206578,10.663823989501442,11.389047480575785,12.110654090407207,12.828661848885412,13.543088707501347,14.253952521409367,14.961271076868773
1175,1175,13170507.0,0.007599627688351864,131.5853935229912,113.75670753823837,218.20286088111368,348.8184428289945,452.23432711462874,555.4233172354784,673.8727045929054,792.1867939711832,911.8158414386323,1034.8095415001794,1161.8992415864343,1296.596442723285,1442.8634107519047,1586.3797224838881,1708.6073399097095,1835.8844111437895,1965.9895532980677,2098.536881366151,2223.825406688747,2358.624306386167,2480.06747939191,0.889406822392691,1.6822626344675395,2.4626162456495,3.2333935947423686,4.000326858191302,4.76343521522577,5.522737741030099,6.278253420791158,7.0296031004262325,7.7771063290199205,8.520881558574583,9.260947373958366,9.997322289122513,10.729853144212068,11.45871165164773,12.183935142722072,12.905541752553496,13.623549511031701,14.337976369647636,15.048840183555656
1176,1176,13171191.0,0.007611796216463626,131.37503574216694,107.93217253790995,212.33513944855974,342.89877024136166,446.26296233790896,550.6037622332036,669.4456263994889,787.702506222476,907.6716638114264,1030.604816463729,1158.3680519436957,1298.810300692679,1446.8283256691989,1582.347020182107,1704.4768159572359,1832.3946504256655,1962.3612241596988,2094.8099201691743,2219.9495127631226,2354.51142017065,2475.893890159348,0.9337623657345373,1.7270146762498042,2.509185709998613,3.280348519515211,4.047665327528378,4.811155309545807,5.570837569578985,6.326731090499649,7.078506384637664,7.826383437247951,8.570530627907877,9.310966552598543,10.047709726097859,10.780626024239528,11.509849031268875,12.235435211037924,12.957402702178427,13.675769527383649,14.390553676685991,15.101772999443524
1177,1177,13171726.0,0.007607991459858468,131.44073639885542,113.11357164727472,217.51653855792452,348.0801693507264,451.4443614472737,555.7851613425684,674.6270255088538,792.8839053318409,912.8530629207911,1035.7862155730938,1163.5494510530605,1303.9916998020437,1452.0097247785636,1587.5284192914717,1709.6582150666006,1837.5760495350303,1967.5426232690636,2099.991319278539,2225.1309118724876,2359.6928192800146,2481.075289268713,0.8943321162222007,1.6875844267374676,2.4697554604862764,3.2409182700028745,4.008235078016042,4.771725060033471,5.5314073200666485,6.287300840987312,7.039076135125327,7.786953187735614,8.531100378395541,9.271536303086208,10.008279476585521,10.741195774727192,11.470418781756539,12.196004961525587,12.91797245266609,13.636339277871311,14.351123427173656,15.062342749931187
1178,1178,13172439.0,0.007396453382056862,135.19993277128077,115.66060505706649,221.4173329852474,326.67329408993186,431.4223532398194,553.5129894962287,666.1807809425544,769.4778371361124,876.9875015897004,995.7105895067642,1113.8531348114768,1234.50200233159,1358.7735155735722,1486.4234504443216,1632.3155272844506,1782.7191886549022,1909.4001423633183,2032.1583498656917,2160.532842313041,2290.222485873431,2422.474065036805,0.8545655678849939,1.6226500302674145,2.3869038582285578,3.14734613886942,3.9039958818507485,4.656623049715729,5.4052483291578115,6.150139997103092,6.891316693123317,7.628796933472013,8.362484715804191,9.092437277557243,9.818749364835845,10.54143914521344,11.260524671939551,11.976023921817998,12.687954777329185,13.396335042614744,14.101182425481122,14.8025145420432
1179,1179,13173023.0,0.007407555831772393,134.9972950201486,111.25865615172802,216.96519353225932,322.1685432441816,426.87426563588906,557.8021021301054,661.5286851543693,764.8102806202859,873.8851065437557,992.5488503565288,1110.6342719029908,1231.6227391539157,1356.5629332003757,1484.1562575259184,1629.7561357852592,1781.5691377533208,1906.6321878223828,2030.114563267921,2158.307017087114,2287.8582985685553,2420.011394030077,0.8885901485232627,1.6570587299286765,2.4216947562600097,3.182517332555804,3.9395454872962996,4.692598913181395,5.441598561709785,6.186862755354517,6.928410112081221,7.666259170624474,8.400332981768285,9.130650586215538,9.85732591326672,10.580377100319009,11.299822237994038,12.01567931905554,12.727966208604698,13.436700739319384,14.141900614111467,14.843583467712934
