,index,blocknum,p0vs1,p1vs0,UNI-slippagemap_01,UNI-slippagemap_2,UNI-slippagemap_3,UNI-slippagemap_4,UNI-slippagemap_5,UNI-slippagemap_6,UNI-slippagemap_7,UNI-slippagemap_8,UNI-slippagemap_9,UNI-slippagemap_10,UNI-slippagemap_11,UNI-slippagemap_12,UNI-slippagemap_13,UNI-slippagemap_14,UNI-slippagemap_15,UNI-slippagemap_16,UNI-slippagemap_17,UNI-slippagemap_18,UNI-slippagemap_19,UNI-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
10,10,12434120.0,0.009772640381708476,102.32649119798856,161.97648651242704,285.23634985771787,412.0214551861175,501.86353225097025,533.2773548809643,564.5345071281107,595.6357739820421,626.5819293855573,657.3737479645282,688.0119987600589,718.5499294208241,750.4616072339644,788.8834618780214,841.4124633264593,909.1721152592373,977.209432108283,1085.5892701993644,1355.275842726172,1397.402084916683,1474.8923011368695,1.8293097930106326,2.424124890574841,3.0159734825088016,3.3413863787907547,3.542356761521456,3.7423248512714533,3.9412956453986983,4.139274116022264,4.336265214735962,4.532273866405955,4.727304969473424,4.921363398519739,5.114454006925016,5.306581618324532,5.49775103825958,5.687939920135454,5.876936777577728,6.064991058045526,6.252107461207728,6.438290662062269
11,11,12434679.0,0.009745316625913455,102.61339250291083,162.88505921275276,293.61848449364584,418.81518672998845,537.7041236462381,569.165098958527,600.4691712432565,631.6171209006991,662.6097293899364,693.4477670461224,724.1320075413736,754.6982326231793,785.1352971112838,822.2496486507337,862.6471892409643,936.4136101689581,995.3197964988956,1117.6477248033748,1378.511126154411,1432.4011295934426,1467.8897136006503,1.5660008281699362,2.15992441759395,2.7508859448335614,2.959717175132969,3.1603863434791646,3.360054719369892,3.55872729408093,3.756409037502311,3.9531048853040183,4.148819759000978,4.343558548744797,4.537326122493769,4.7301273264704715,4.92196697659629,5.112849872424794,5.302672370163249,5.49138596085664,5.679158383952813,5.865994335568489,6.051399037230445
12,12,12435510.0,0.00980592224204365,101.97918924060224,158.2609023902925,282.4275144016535,410.73447060900406,460.44336150366337,490.46347479085324,520.3338717742573,550.055293617989,579.6284880184622,609.0541945199794,638.3506646691989,667.541803179603,701.1434953954155,739.4163977401674,803.8303354356999,862.9088299250826,957.5694416984769,1118.4521294653182,1302.7069764150738,1337.8620785399237,1501.9211706842732,1.7437158143549043,2.735715807094977,3.3360398434220224,3.817167225549289,4.018539929931825,4.21890833565319,4.418277447901489,4.6166522539035295,4.8140377102113625,5.010438751722718,5.2058602876623405,5.400307201922003,5.593784357914143,5.78629659005756,5.977848710884813,6.168445511547665,6.3579021727113,6.546332918392187,6.733823909203454,6.920379830681893
13,13,12436089.0,0.01003205407014342,99.68048347906321,130.12847244806335,160.26889928735574,190.25901015851932,220.09955273357505,249.79127011353867,279.33490615818573,308.7312021666319,338.01007672845344,367.172041503609,402.26037890434134,441.09861531948343,510.90190884227707,566.2253999765511,686.4252431311529,905.1874507759451,1005.1853223359365,1038.619659723408,1212.3308514060686,1862.3671156065723,1978.6424262774929,1.480398276630916,2.852771843274896,4.433035555494911,5.619351179115144,6.222095730698369,6.77761997958821,6.9827713816390675,7.183340243906195,7.382908816677289,7.581482084841181,7.779065016029744,7.975662547883157,8.17127959269838,8.36592104223507,8.559591761474582,8.752296593468769,8.94404035303101,9.13482783390402,9.324528326329196,9.513147588271234
14,14,12436935.0,0.010312780937718055,96.96705534998725,31.509898762957818,61.231320606689536,90.80451500716278,120.23022150867995,149.52669165789942,178.71783016830355,212.31952238411597,250.59242472886797,315.0063624244005,374.0848569137832,468.7454686871775,629.6281564540187,813.8830034037743,849.0381055286242,1013.0971976729737,1475.6170212178451,1784.4517846812444,1823.6230991673797,1850.2131064093044,1874.4874683052374,0.35277999791939674,0.9556768713504668,2.2456939798710494,3.4766852131677437,4.919480362295931,6.498164690646579,7.490164683386652,8.090488719713697,8.571616101840965,8.7729888062235,8.973357211944865,9.172726324193164,9.371101130195203,9.568486586503036,9.764887628014392,9.960309163954015,10.154756078213678,10.348233234205818,10.540745466349236,10.732297587176488
15,15,12438096.0,0.010103531524943183,98.9752936912446,60.47332910078087,90.50845657098336,120.3937874600594,150.13007492273104,179.71805855341708,209.15848126029658,238.463755289878,267.6694946751722,300.5273036387438,338.517326129168,400.2345695406031,461.19197119246473,543.0733993223598,676.4405516725327,900.9972104157887,937.560439553542,1099.338902840046,1501.1722870799208,1869.9398640173363,1912.6539175285095,1.5322687791780665,2.7635746751390133,4.241554215390374,5.819449431906229,6.714364460345697,7.313479144262871,7.75564870587061,7.956920756487776,8.157189005611539,8.356458465144215,8.554734113700679,8.752020905507475,8.948323775165658,9.14364762923747,9.337997350995519,9.531377796352347,9.723793803219122,9.915250176221038,10.105751705147368,10.295086545238316
16,16,12438666.0,0.010102521272815902,98.98519122061373,154.13295921254831,184.1680866827508,214.05341757182686,243.7897050344985,273.37768866518456,302.81811137206404,332.12338540164546,361.32912478693964,394.18693375051123,432.17695624093545,493.89419965237056,554.8516013042322,636.7330294341273,770.1001817843002,994.6568405275561,1031.2200696653094,1192.9985329518136,1594.8319171916883,1963.5994941291037,2006.313547640277,2.3426449551824042,3.5739508511433513,5.051930391394712,6.629825607910567,7.524740636350035,8.123855320267209,8.566024881874949,8.767296932492114,8.967565181615877,9.16683464114855,9.365110289705017,9.562397081511811,9.758699951169996,9.954023805241807,10.148373526999857,10.341753972356685,10.53416997922346,10.725626352225374,10.916127881151706,11.105462721242652
17,17,12439177.0,0.009981023384728683,100.19012694931014,129.8549070819359,339.3795829188638,369.44475910834495,399.3599886658033,429.12602571659625,458.74361083850437,488.2134852377308,517.5363847577378,546.7713433409571,578.1402726533795,615.5641135061666,671.3229214844113,735.365424193077,805.0658462750141,908.5589768890786,1176.4391916643517,1215.8873448687762,1333.896061078118,1640.982507368188,2144.5777216448164,1.451834938779239,3.0001305237806184,4.57644871622846,5.277339355907304,5.874037146892805,6.2383494804277655,6.439420366815647,6.6394884599376685,6.838558759148383,7.03663624093394,7.2337258548709595,7.429832530547007,7.624961166907938,7.819116645893301,8.012303817287666,8.204527512487465,8.395792536003597,8.586103668126826,8.775195044583016,8.963343369170774
18,18,12439708.0,0.009985016392983903,100.15006091553965,138.5309899880942,338.2543001541636,368.304448596644,398.204725588237,427.955884763837,457.55866620449416,487.0138105938302,516.3278961939383,545.548238668199,577.6617953516155,615.3687962418529,675.6300995726715,737.225243139848,809.8495577647545,912.1589470710168,1177.0375799176722,1215.0518101769517,1375.0194121726151,1710.4870169208305,1944.8812991630896,1.370236406763441,2.8833827607498765,4.460489270272888,5.258367843698733,5.856273783254546,6.259504997839884,6.4606764416833595,6.660844589436697,6.8600144423980005,7.058190981364503,7.255379160449898,7.451583909579929,7.646810130408625,7.841062705535689,8.034346490050417,8.226666316378006,8.418026992482663,8.608433297751507,8.797646375459124,8.985888793544264
19,19,12440273.0,0.010036067493734853,99.64062125172666,257.7788606580126,287.9042223510572,317.8793420249324,347.7049669495571,377.38184540870975,406.9107150344857,436.2923166542785,465.5623994198213,494.70978592673947,530.540891387166,569.6615857656426,642.157528594688,699.799572915657,820.8696638131003,1080.481501068747,1133.1261822180215,1167.3756546809843,1352.3633189501948,1858.4796185336327,1908.9816266690166,1.4153439919952937,2.7524803457795293,4.3335343596842995,5.61708067062207,6.2201266570482545,6.81199791797564,7.020829148275048,7.221498316621243,7.421166692511971,7.619839267223009,7.81752101064439,8.014216858446098,8.209931732143056,8.404670521886876,8.59843809563585,8.79123929961255,8.983078949738369,9.173961845566874,9.363784343305328,9.552497933998719
20,20,12440775.0,0.010096461881016067,99.04459718510462,189.81102288404654,219.846150354249,249.73148124332505,279.4677687059967,309.05575233668276,338.49617504356223,367.80144907314366,397.00718845843784,429.8649974220094,467.85501991243365,529.5722633238688,590.5296649757304,672.4110931056255,805.7782454557984,1030.3349041990543,1066.8981333368076,1228.6765966233118,1630.5099808631865,1799.8055636737492,1842.5196171849225,1.9822979763782,3.2136038723391467,4.691583412590507,6.269478629106363,7.164393657545831,7.763508341463004,8.205677903070743,8.406949953687908,8.607218202811673,8.806487662344347,9.004763310900811,9.202050102707608,9.398352972365792,9.593676826437603,9.788026548195653,9.98140699355248,10.173823000419254,10.36527937342117,10.555780902347502,10.745115742438449
21,21,12441421.0,0.010008007210471546,99.91999195940659,119.030867313143,192.6551555770274,222.67526886421726,252.5456658476213,282.267087691353,311.8402820918263,341.2659885933434,370.5624587425629,399.75359725296704,433.35528946877946,471.6281918135315,536.0421295090639,595.1206239984467,689.781235771841,850.6639235386823,1034.9187704884378,1070.0738726132877,1234.1329647576372,1696.6527883025087,1806.0155576390553,0.2942140490918201,0.7616539767929429,1.3698474417737787,1.9750076770810427,2.575331713408088,3.0564590955353546,3.2578317999178905,3.458200205639255,3.6575693178875546,3.8559441238895946,4.053329580197428,4.249730621708784,4.4451521576484065,4.639599071908069,4.833076227900209,5.025588460043625,5.217140580870879,5.407737381533731,5.597194042697365,5.785624788378253
22,22,12441979.0,0.009958094555626911,100.42081789984017,29.58768282510098,190.26015650651178,220.35540872070206,250.30056875863764,280.0963858253629,309.7436015264781,339.242960900819,368.5951953524208,397.8477064218109,427.7262699989001,464.583354631438,509.86251808200467,580.7514559050053,644.119559610004,755.8898573134591,1023.9317830360687,1066.1879868117044,1102.0665061595462,1359.2526665683422,1793.7109856409256,0.32491420236805335,0.9346299716774967,1.5413049302657824,2.1449542290153913,2.739237549058753,3.025770463206515,3.2266403898051434,3.4265085254448775,3.6253798633159167,3.8232593755344286,4.020152009145753,4.216062684237562,4.410996300919863,4.604957730864651,4.797951822100887,4.989983397188867,5.181057260442544,5.371123954199306,5.560026342804326,5.747986624112621
23,23,12442587.0,0.009960086274118983,100.40073674848311,28.923195840478478,189.59566952188928,219.69092173607956,249.63608177401514,279.4318988407404,309.0791145418556,338.5784739161965,367.9307083677983,397.1832194371884,427.0617830142776,463.616998801321,505.88575815826147,573.7793054910527,634.1669576736713,742.9716681232812,1008.0627969116504,1047.382920129041,1080.3400018982418,1334.6192946316494,1766.1852436796864,0.3315322443932902,0.9412480137027337,1.5479229722910193,2.151572271040628,2.7458555910839895,3.0323885052317516,3.2332584318303805,3.433126567470114,3.6319979053411533,3.8298774175596657,4.02677005117099,4.222680726262799,4.4176143429451,4.611575772889888,4.804569864126124,4.996601439214104,5.187675302467781,5.377741996224543,5.566644384829563,5.754604666137858
24,24,12443156.0,0.009939193083113893,100.61178927079517,28.32193101122975,189.02466186700497,219.15002356004953,249.12514323392475,278.95076815854947,308.6276466177021,338.15651624347805,367.5381178632709,396.80820062881367,425.95558713573183,461.78669259615833,498.1959911507969,567.693547103511,622.3521580125637,740.4536946492628,997.1117829488204,1046.8174460910136,1078.1425581925896,1260.22044674765,1763.441482363336,0.3993301107119824,1.0084365050493682,1.6145051138821018,2.2175511003082864,2.809422361235672,3.0182535915350797,3.2189227598812753,3.4185911357720027,3.6172637104830407,3.814945453904422,4.0116413017061285,4.207356175403088,4.402094965146908,4.59586253889588,4.788663742872583,4.980503392998401,5.171386288826905,5.36120878656536,5.549922377258751,5.737694800354924
