,index,blocknum,p0vs1,p1vs0,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10
163,163,12505515.0,2541.502257048828,0.00039346807472883847,0.2936309763854254,0.8031701754027308,1.2930101432828605,1.7779763615743798,2.2584173273483916,2.734078063736917,3.205512066695319,3.6722914023682387,4.133642270078675,4.6115314531562746,4.767463277755817,2910.6463372388494,27644.870385495175,52132.9966427244,52733.20095535698,53327.433419643145,53915.753476334896,54498.219929499726,55687.10970800071,56864.170429568236,58029.51976283307
164,164,12506022.0,2559.098379644882,0.00039076262481896725,0.11107558151141128,0.5979522608052683,1.0653551935591843,1.5281076179826287,1.9865558097467433,2.4404425929838736,2.890319286721753,3.3357558009255235,3.775976201558222,4.23294515841731,4.368164906423241,3203.2648282063756,27880.947724774323,52313.09539708523,52857.87809205864,53397.240366739075,53931.23617324313,54459.918885793035,55595.56005315689,56719.90196951561,57833.05703329638
165,165,12506736.0,2686.2672113744734,0.00037226378513861,0.39740202932434693,0.8893161593049658,1.3763359056947073,1.8590159001059554,2.3369293335165064,2.8093035181780515,3.298106340005192,3.4648432161053497,7.531490856917561,11.829867558065684,16.089706230318868,2909.9956744846513,4250.362925134512,5577.393363579739,6661.513361027759,31425.23373009652,55942.5628289742,56571.67942523745,57194.53650482276,57811.196371786915,58421.720662832624
166,166,12507238.0,2781.946399115676,0.0003594605562198753,0.025992399535135165,0.5130121459248767,0.9956921403361247,1.4736055737466758,1.9459797584082208,2.4347825802353618,2.6015194563355193,6.647539992841282,10.925494822380514,15.165114814332041,19.484033115924504,3955.5487810140166,5271.0156201600685,6611.382870809929,7938.413309255156,9022.533306703175,33786.253675771935,58303.58277464962,58932.69937091287,59555.556450498174,60172.21631746233
167,167,12508371.0,2838.9941342345924,0.00035223743083555374,0.018239555252062355,0.5009195496633104,0.9788329830738614,1.4512071677354064,1.9400099895625473,2.106746865662705,6.152767402168468,10.4307222317077,14.670342223659226,18.989260525251687,23.606728138604783,4017.3934564656,5346.080294307294,6661.547133453346,8001.914384103206,9328.944822548434,10413.064819996453,35176.78518906522,59694.114287942895,60323.23088420615,60946.087963791455
168,168,12509398.0,2846.10014308586,0.0003513579810005415,0.44014186243743925,0.9180552958479902,1.3904294805095352,1.8792323023366762,2.0459691784368337,6.091989714942597,10.369944544481829,14.609564536433355,18.92848283802582,23.54595045137891,24.77935630563514,2848.7444821687063,4191.603124792012,5520.289962633706,6835.756801779758,8176.124052429618,9503.154490874846,10587.274488322864,35350.994857391626,59868.32395626931,60497.44055253256
169,169,12510016.0,2825.1177816097133,0.00035396754305592657,0.1381856703250534,0.6208656647363014,1.0987790981468524,1.5711532828083974,2.059956104635538,2.226692980735696,6.272713517241459,10.55066834678069,14.790288338732218,19.10920664032468,23.726674253677775,3677.691490244687,5006.378328086381,6321.845167232433,7662.212417882293,8989.24285632752,10073.36285377554,34837.0832228443,59354.41232172198,59983.52891798523,60606.38599757054
170,170,12510785.0,2733.688240408135,0.0003658061607825118,0.4561406305498514,0.9431603769395929,1.425840371350841,1.9037538047613918,2.376127989422937,2.864930811250078,3.0316676873502355,7.077688223855999,11.35564305339523,15.595263045346757,19.91418134693922,2769.272979519905,4084.7398186659566,5425.107069315817,6752.137507761045,7836.257505209064,32599.977874277825,57117.30697315551,57746.42356941876,58369.28064900407,58985.94051596822
171,171,12511336.0,2675.8116935287962,0.00037371837578048105,0.30459513351872325,0.6072669546515215,0.9069272908431741,1.20411204178935,1.4983758450836224,1.788927655949825,2.09771717388779,2.264454049987948,6.3104745864937115,10.588429416032943,14.82804940798447,1628.4931649556913,2467.5219131581625,3298.202005900833,3890.9101775116787,28168.10810581842,52203.75551000815,52832.872106271396,53455.729185856704,54072.38905282086,54682.913343866574
172,172,12512069.0,2730.136932108573,0.0003662819942249811,21.030239861776465,42.048320792469106,42.34550554341528,42.639769346709556,42.930321157575754,43.23911067551372,43.40584755161388,47.45186808811964,51.72982291765887,55.9694429096104,60.28836121120286,115872.27904762578,172677.10034696257,228954.721386529,284672.39762010623,339605.99468564516,417683.40764298895,494983.9747684027,548348.0438423535,601181.1568385967,653488.5986248521
173,173,12512615.0,2789.746373909943,0.0003584555246140384,19.12808510948488,19.425269860431055,19.719533663725326,20.01008547459153,20.318874992529494,20.485611868629654,24.531632405135415,28.809587234674648,33.04920722662617,37.368125528218634,41.985593141571734,121757.0077406805,179132.6983627065,235937.51966204325,292215.1407016097,347932.8169351869,402866.41400072584,480943.82695806964,558244.3940834834,611608.4631574342,664441.5761536774
174,174,12513220.0,2794.772187972219,0.0003578109172202555,17.33304988028564,17.647677278225057,17.959210180223533,18.2668592676686,18.59257595018056,18.759312826280716,22.80533336278648,27.08328819232571,31.32290818427724,35.6418264858697,40.25929409922279,126867.70503700509,184243.39565903106,241048.21695836785,297325.8379979343,353043.5142315115,407977.11129705043,486054.52425439423,563355.0913798079,616719.1604537588,669552.273450002
175,175,12513865.0,2701.621886010402,0.00037014802299989576,11.62325748725635,33.98397759328216,55.01967646388475,55.33430386182417,55.64583676382264,55.95348585126771,56.27920253377967,56.44593940987983,60.49195994638559,64.76991477592482,69.00953476787635,149740.0963898367,206017.71742940316,261735.39366298035,316668.9907285193,394746.4036858631,472046.9708112768,525411.0398852277,578244.1528814709,630551.5946677263,682338.5935041939
176,176,12514439.0,2675.27661145374,0.00037379312319282083,0.12215104080438753,21.564500816175208,42.79380634542158,63.82950521602416,64.14413261396358,64.45566551596205,64.76331460340712,65.08903128591908,65.25576816201924,69.301788698525,73.57974352806423,170131.29830265616,225848.97453623335,280782.5716017723,358859.98455911607,436160.5516845298,489524.6207584807,542357.7337547238,594665.1755409793,646452.174377447,698336.1292846133
177,177,12514952.0,2720.8706913789906,0.00036752941004086466,3.4508995914393394,24.694567509880134,45.74448586863463,46.07319127532685,46.398662114772826,46.720110461551606,47.059489105526474,47.239752010900084,51.29916399716539,55.590377036077264,59.84312332231816,162843.97941577135,219159.64912814324,274914.9954624774,329885.8878238747,408000.225001223,485337.34896220407,538737.6111440478,591570.724140291,643878.1659265464,695665.1647630142
178,178,12515594.0,2771.67272912333,0.00036079295708057725,5.0469932728788045,26.096911631633297,26.42561703832552,26.751087877771496,27.07253622455028,27.411914868525148,27.59217777389875,31.651589760164057,35.942802799075935,40.19554908531683,44.52746307906475,159959.51961558004,216802.77196391232,273118.44167628424,328873.78801061836,383844.6803720157,461959.01754936395,539296.141510345,592696.4036921888,645529.516688432,697836.9584746874
179,179,12516118.0,2784.729597724563,0.0003591012932879057,0.0836298847831375,21.133548243537632,21.46225365022985,21.787724489675828,22.10917283645461,22.44855148042948,22.628814385803082,26.68822637206839,30.97943941098027,35.23218569722116,39.56409969096909,173749.05648399197,230592.30883232428,286907.9785446962,342663.3248790303,397634.2172404276,475748.5544177759,553085.678378757,606485.9405606008,659319.0535568439,711626.4953430995
180,180,12516654.0,2815.81072336739,0.0003551375068293346,9.429647411529018,9.758352818221239,10.083823657667214,10.405272004446,10.744650648420865,10.92491355379447,14.984325540059777,19.275538578971656,23.528284865212548,27.86019885896047,32.49053286154655,149157.7986161712,206572.30650629188,263415.55885462416,319731.22856699605,375486.57490133017,430457.46726272756,508571.8044400758,585908.9284010569,639309.1905829007,692142.3035791438
181,181,12517198.0,2831.905867331695,0.0003531190819355268,0.08026208733783197,0.5663032165213603,1.0475443425787387,1.5232131103871405,2.0152777353951747,2.3467074446502605,6.555782175137453,10.995168864685233,15.394614519559495,19.87176827345086,24.645896947667858,3821.3135142173464,5111.173423857912,6388.199650016892,7690.5087590282965,8979.859722095458,10026.675142338212,34753.46210240205,59234.22526813956,60304.02888045662,61327.35527819943
182,182,12518223.0,2785.008070684335,0.00035906538674923083,0.48909107032112287,0.9751321995046511,1.4563733255620297,1.9320420933704312,2.4241067183784653,2.7555364276335514,6.964611158120744,11.403997847668524,15.803443502542786,20.280597256434152,25.05472593065115,2673.136606550216,3962.9965161907817,5240.022742349762,6542.331851361166,7831.682814428328,8878.49823467108,33605.28519473492,58086.04836047243,59155.85197278949,60179.1783705323
183,183,12518827.0,2729.0451502948295,0.00036642852900105593,0.005279456797547615,0.4828276233443604,0.9732422828152508,1.4592834119987792,1.9405245380561578,2.4161933058645593,2.9082579308725935,3.2396876401276793,7.448762370614872,11.888149060162652,16.287594715036914,3855.2980811247144,5157.607190136118,6446.958153203281,7493.773573446034,32220.560533509873,56701.32369924738,57771.12731156444,58794.45370930725,59807.598363154866,60810.66253946038
184,184,12519511.0,2747.664961956717,0.00036394539139439396,0.32158989428660834,0.8120045537574988,1.298045682941027,1.7792868089984055,2.254955576806807,2.7470202018148413,3.0784499110699275,7.28752464155712,11.726911331104901,16.12635698597916,20.60351073987053,3020.6342063081706,4297.660432467151,5599.969541478555,6889.320504545717,7936.13592478847,32662.92288485231,57143.68605058982,58213.48966290688,59236.81606064969,60249.9607144973
185,185,12520126.0,2715.977773723226,0.00036819152559895203,0.6759395911830169,3.317760434784148,5.950913970934125,8.55837440428515,11.139927448072392,13.695010687614284,16.245800327581385,18.615471389948095,24.842507646779264,31.27977782934841,35.532524115589304,19577.913310962118,26613.788182346165,33579.65777378389,40246.51236135695,70537.42095852132,100526.94449183965,107050.69824086533,107673.55532045063,108290.21518741478,108900.7394784605
186,186,12520683.0,2708.6548902134145,0.00036918693614793063,1.0344867823637007,3.676307625964832,6.3094611621148085,8.916921595465833,11.498474639253075,14.053557878794967,16.60434751876207,18.974018581128778,25.201054837959948,31.638325020529095,35.89107130676999,18605.403371125816,25641.278242509863,32607.147833947587,39274.00242152065,69564.91101868502,99554.43455200334,106078.18830102902,106701.04538061433,107317.70524757849,107928.22953862419
187,187,12521192.0,2560.1221725528794,0.00039060635883748825,0.5657849929795821,3.3025245483083765,5.997404963476967,8.66547218826499,11.307293031866122,13.940446568016098,16.547907001367122,19.129460045154364,21.684543284696257,24.23533292466336,26.605003987030067,19217.009517253446,49507.918114417815,79497.44164773614,86021.19539676182,86644.05247634713,87260.71234331129,87871.23663435699,89087.90508502889,90292.46809024033,91485.04606797562
188,188,12521903.0,2546.5900933157577,0.0003926819642567453,1.301465857521816,4.03820541285061,6.733085828019202,9.401153052807224,12.042973896408355,14.676127432558332,17.283587865909357,19.8651409096966,22.42022414923849,24.971013789205593,27.340684851572302,17338.421170140326,47629.3297673047,77618.85330062303,84142.60704964871,84765.46412923401,85382.12399619816,85992.64828724388,87209.31673791577,88413.87974312721,89606.4577208625
189,189,12522655.0,2471.3306885833026,0.00040464030354968517,2.613999366471918,5.363293504486562,8.0852332929352,10.765461194023183,13.419021692516724,16.046480146923432,18.665414194921492,21.258796619519718,23.826411725859458,26.367695706067632,28.904823384571827,37056.31991638816,67009.28661413911,73496.84725527184,74119.70433485715,74736.3642018213,75346.88849286702,76563.55694353892,77768.11994875036,78960.69792648565,79547.28440015625
190,190,12523192.0,2612.882351110453,0.0003827191069567325,0.5288738612598812,3.297728990653057,6.039034905133858,8.75336573783276,11.458307812568751,14.136842511305941,16.78876265618499,19.413512866194,22.033276314301197,24.47123491726279,30.76587927626438,20300.095873647082,27155.23957241791,57632.56386642228,87806.64831871832,94513.12667039933,95352.72329663066,95969.38316359482,96579.90745464053,97796.57590531243,99001.13891052388
191,191,12523833.0,2562.683447087678,0.0003902159672262427,0.44593613642295654,3.2573938267780895,6.0262489561712655,8.767554870652067,11.481885703350969,14.18682777808696,16.86536247682415,19.517282621703195,22.14203283171221,24.761796279819407,27.199754882781,20094.512197517746,50571.83649152211,80745.92094381816,87452.39929549916,88291.9959217305,88908.65578869465,89519.18007974037,90735.84853041227,91940.41153562372,93132.989513359
192,192,12524563.0,2509.9327775694437,0.0003984170448454699,0.5417482900478545,3.381459954909561,6.192917645264695,8.96177277465787,11.703078689138671,14.417409521837573,17.122351596573566,19.800886295310754,22.4528064401898,25.077556650198815,27.69732009830601,42893.97506700478,73068.05951930082,79774.53787098183,80614.13449721318,81230.79436417733,81841.31865522303,83057.98710589494,84262.55011110638,85455.12808884167,86041.71456251226
193,193,12525064.0,2460.4812622565923,0.0004064245541471287,2.3681072915000883,5.052035721476685,7.801329859491329,10.523269647939966,13.203497549027949,15.85705804752149,18.484516501928198,21.103450549926258,23.696832974524483,26.264448080864224,28.805732061072398,84926.64634464694,91414.20698577967,92037.06406536498,92653.72393232913,93264.24822337485,94480.91667404675,95685.47967925819,96878.05765699348,97464.64413066408,98045.36237619321
194,194,12525732.0,2380.3763864896177,0.0004201016300093269,10.674539519716223,23.170058741116577,25.853987171093173,28.603281309107818,31.325221097556454,34.00544899864444,36.65900949713798,39.28646795154469,41.90540199954275,44.49878442414097,47.06639953048071,41067.28289262767,41690.13997221297,42306.799839177125,42917.32413022284,44133.992580894745,45338.55558610618,46531.13356384147,47117.72003751207,47698.43828304121,47931.06977641968
195,195,12527036.0,2521.7566347407105,0.000396548971547693,3.568802983299158,7.24365024076867,10.867304495826057,14.454904560550055,18.00710919826998,21.54158850960461,25.041406812424032,28.506439074318987,31.936211190356243,35.35298685419009,38.580027653766216,18744.963906626792,51376.37526050315,83683.11428034476,92501.02803565457,95431.05193252,98331.92310451633,101203.93150100402,104659.58307829864,108080.85207447497,111468.08050760473
196,196,12527888.0,2545.0626739011113,0.00039291763234544815,1.8623086371670428,5.537155894636554,9.16081014969394,12.74841021441794,16.300614852137866,19.835094163472494,23.334912466291915,26.79994472818687,30.229716844224125,33.646492508057975,36.8735333076341,23079.638812407153,55711.05016628351,88017.78918612511,96835.70294143492,99765.72683830037,102666.5980102967,105538.60640678438,108994.25798407901,112415.52698025534,115802.75541338508
197,197,12528843.0,2421.186649019034,0.0004130206154924731,15.013258858454437,20.240282570645533,25.507369046320505,30.72057678570654,35.86728534323086,40.96278581166543,46.00788774577649,51.0204105170601,55.98356621598534,60.89737617433241,65.76151110233877,72695.73041722529,85275.73362645101,91930.41534401734,98518.885279007,105041.80196553984,108497.45354283447,111918.72253901079,115305.95097214055,118065.3518712637,120797.26575629543
198,198,12529345.0,2411.03949637844,0.000414758862931144,3.1402735302626716,18.16739201195688,23.359234038638988,28.591488874768242,33.77021153807639,38.882778134656746,43.9444763436397,48.956112339534265,53.935502147665254,58.865854545917124,63.74718758505742,77313.170272891,83884.35718555246,90390.16306008202,96831.23816811906,100205.86246210564,103546.91036942924,106854.71588860448,109535.48410491126,112189.54767635178,114474.89538376404
199,199,12529864.0,2382.757834331176,0.00041968175934282184,12.129398534046077,27.156517015740288,32.348359042422395,37.580613878551645,42.759336541859795,47.87190313844015,52.93360134742311,57.945237343317665,62.92462715144866,67.85497954970053,72.73631258884082,55767.01801825067,62338.20493091212,68844.01080544168,75285.08591347872,78659.71020746531,82000.75811478891,85308.56363396414,87989.33185027092,90643.39542171144,92928.7431291237
200,200,12530409.0,2324.162631527553,0.00043026248956715704,0.11567915012683273,2.9688592613505413,15.65365126919101,28.21223373847716,30.960100889026577,33.77269757880321,36.555836906163414,39.29665543093417,42.010203695959966,44.697053058580615,47.37478709481514,19445.227334546667,25886.302442583707,29260.92673657029,32601.974643893893,35909.780163069125,38590.5483793759,41244.61195081642,43529.95965822868,45792.56887739127,48032.66592940975
201,201,12530918.0,2240.192177158528,0.0004463902741006825,2.5658953004735565,5.448254050772354,8.301934214215272,11.127221243624007,13.924397589621874,16.672750014345677,19.485827149981528,22.269442142921147,25.01073160055568,27.72474611281524,30.41205708366481,13722.114756457555,17097.85669013199,20440.01111700116,23748.912146196424,26430.764972568966,29085.902362563298,31372.3132043839,33635.97498010306,35877.11411611003,38095.9545845413
202,202,12531429.0,2227.460039408113,0.00044894183613086177,0.48709879299548037,3.4003548161661037,6.284624961400932,9.140197501985625,11.967358080035828,14.766389333477942,17.516578209915842,20.33147352518758,23.11688860746794,25.85996024414793,28.575739203346636,15250.82855720733,18597.170451333932,21910.21728378905,24596.174664080856,27255.375769038506,29545.809893179787,31813.454920830616,34058.537676811364,36281.28252737107,38402.829270258495
203,203,12532273.0,2286.8163854888994,0.0004372891528788874,2.4586850530928777,5.31425759367757,8.141418171727773,10.940449425169888,13.69063830160779,16.505533616879525,19.290948699159884,22.034020335839877,24.74979929503858,27.438857157167302,30.118777719067122,14059.80160415273,20506.2776390868,23886.249122629775,27232.591016756378,30545.637849211496,33231.5952295033,35890.79633446095,38181.23045860223,40448.87548625306,42693.95824223381
204,204,12532966.0,2208.3869684596098,0.00045281919078589666,1.7554761637640361,4.668732186934659,7.553002332169488,10.40857487275418,13.235735450804382,16.034766704246497,18.7849555806844,21.599850895956134,24.385265978236493,27.128337614916486,29.84411657411519,12437.522317853185,15783.864211979786,19096.911044434906,21782.868424726712,24442.069529684362,26732.503653825643,29000.148681476472,31245.23143745722,33467.97628801692,35589.523030904355
205,205,12533613.0,2284.5308263494862,0.000437726638864369,2.6016654981924616,5.457238038777154,8.284398616827357,11.083429870269471,13.833618746707373,16.648514061979107,19.433929144259466,22.17700078093946,24.892779740138163,27.581837602266887,30.261758164166707,13732.980417265908,20179.456452199975,23559.42793574295,26905.769829869554,30218.816662324676,32904.774042616475,35563.97514757413,37854.40927171541,40122.05429936624,42367.13705534699
206,206,12534164.0,2386.811764821036,0.00041896894205856254,2.0107583187170706,4.809789572159185,7.559978448597087,10.374873763868822,13.160288846149182,15.903360482829175,18.61913944202788,21.3081973041566,23.98811786605642,26.641880008077603,29.269274074589653,15295.445520822204,21872.142460854353,28383.40353988708,34829.87957482114,38209.851058364125,41556.192952490725,44869.23978494584,47555.197165237645,50214.3982701953,52504.83239433658
207,207,12535102.0,2415.141544176079,0.0004140544070435209,0.3630020357509096,3.252563298803858,6.092381440487557,8.996014239896924,11.869283897252071,14.699335984958964,17.50122996776907,20.27554603767582,23.03987651626442,25.777208723063758,28.48734136118879,19902.566841798278,26691.976103801277,33413.833090735556,40068.80966909189,43448.78115263487,46795.12304676147,50108.16987921659,52794.127259508394,55453.32836446605,57743.762488607324
208,208,12535624.0,2422.155268959525,0.00041285544854007883,2.7405501827638212,5.490739059201722,8.305634374473458,11.091049456753817,13.83412109343381,16.549900052632513,19.238957914761237,21.918878476661057,24.57264061868224,27.20003468519429,29.800502843637204,13628.148457797262,20270.939122266936,26847.636062299087,33358.897141331814,39805.37317626588,43185.344659808856,46531.686553935455,49844.73338639058,52530.69076668238,55189.89187164003
209,209,12536186.0,2392.068267916255,0.0004180482695299938,1.7746051686258375,4.690124057421046,7.5556415548521425,10.48471801004434,13.2701330923247,16.01320472900469,18.728983688203396,21.41804155033212,24.09796211223194,26.75172425425312,29.37911832076517,16696.254430064804,23272.95137009695,29784.212449129674,36230.68848406374,39610.65996760672,42957.00186173332,46270.048694188445,48956.00607448025,51615.20717943789,53905.64130357918
210,210,12536790.0,2395.658883078528,0.00041742169849947735,1.5483871819875816,4.463906070782789,7.329423568213887,10.258500023406084,13.043915105686443,15.786986742366436,18.502765701565142,21.191823563693863,23.871744125593683,26.525506267614865,29.152900334126915,17237.81167981008,23814.508619842225,30325.769698874952,36772.24573380902,40152.217217351994,43498.5591114786,46811.60594393372,49497.56332422552,52156.764429183175,54447.19855332445
211,211,12537290.0,2423.124276406114,0.00041269034763795196,2.7962163190014855,5.661733816432583,8.59081027162478,11.37622535390514,14.119296990585132,16.835075949783835,19.52413381191256,22.20405437381238,24.857816515833562,27.485210582345612,30.085678740788527,14336.767293406363,21256.011811579203,27832.708751611353,34343.96983064408,40790.44586557814,44170.41734912112,47516.759243247725,50829.80607570284,53515.763455994645,56174.9645609523
212,212,12538426.0,2435.5131555724815,0.00041059108948436135,2.041821723532457,4.9073392209635545,7.8364156761557515,10.621830758436111,13.364902395116104,16.08068135431481,18.769739216443533,21.44965977834335,24.103421920364532,26.730815986876582,29.3312841453195,16169.505919627776,23088.750437800616,29665.447377832767,36176.70845686549,42623.184491799555,46003.15597534253,49349.49786946914,52662.54470192426,55348.50208221606,58007.70318717371
213,213,12538945.0,2396.377652615614,0.0004172964970310558,0.6863254655784493,2.016636195387328,3.3127178431773867,4.68797380870445,5.935028409068283,7.15504574328134,8.362924298769478,9.55908486450706,10.760961966457904,11.951386712373269,13.130003082433205,7913.733270629678,10765.772389960937,13589.434706000337,16385.002450889235,19764.97393443221,23111.315828558814,26424.362661013936,29110.32004130574,31769.52114626339,34059.95527040467
214,214,12539568.0,2315.579547434902,0.00043185732967271904,0.28393013057441924,1.5222737882726003,2.7482963534027283,3.96212039433896,5.1428743581990926,6.403950111545497,7.651005630418427,8.871023874001718,10.07890332981215,11.275064786914118,12.476942771360566,7897.418714427753,10692.988639164947,14072.962280867489,17419.306311680688,20732.35525956304,23418.31473423428,26077.517912732994,28367.954089784274,30635.601149919297,32880.68591816173
215,215,12540282.0,2307.489589195056,0.0004333714027064537,0.4989899482798314,1.7373336059780125,2.9633561711081406,4.177180212044371,5.3579341759045045,6.619009929250909,7.866065448123839,9.08608369170713,10.29396314751756,11.49012460461953,12.692002589065977,7400.266573140407,10195.836497877603,13575.810139580144,16922.154170393344,20235.20311827569,22921.162592946937,25580.365771445646,27870.80194849693,30138.449008631953,32383.53377687439
216,216,12540899.0,2417.316041219696,0.0004136819443333664,0.093433325718305,1.3072573666545362,2.4880113305146687,3.749087083861074,4.996142602734004,6.216160846317294,7.424040302127726,8.620201759229694,9.822079743676142,11.01250536330656,12.191122598388386,8503.205113652282,11355.24645686548,14178.910974659959,16974.480899397153,20354.454541099694,23700.798571912892,27013.847519795243,29699.80699446649,32359.010172965198,34649.44635001648
217,217,12541433.0,2512.946354010469,0.00039793925501198103,0.16213849449808665,1.4232142478444916,2.6702697667174218,3.8902880103007123,5.098167466111144,6.294328923213112,7.49620690765956,8.686632527289978,9.865249762371805,11.031355965260808,12.206988411011984,8393.330379117257,11302.983866170815,14183.687322955835,17035.728666169034,19859.39318396351,22654.963108700707,25422.718086822584,28162.93482565086,30875.88725969526,33561.8467343665
218,218,12542031.0,2562.4272043672413,0.00039025498882296533,0.22748824410455035,1.6074917575492307,2.959135207004029,4.297330240368494,5.62251067838547,6.952123947376733,8.269013925966595,9.572837243489923,10.738943446378928,11.914575892130102,12.922772138815525,9735.63980299514,13006.228852992714,15915.88234004627,18796.585796831292,21648.62714004449,24472.291657838967,27267.861582576163,30035.61656069804,32775.83329952631,35488.785733570716
219,219,12542631.0,2543.7905242345023,0.0003931141304573135,0.7353871429767714,2.115390656421452,3.46703410587625,4.805229139240715,6.130409577257691,7.460022846248954,8.776912824838817,10.080736142362143,11.246842345251148,12.422474791002324,13.430671037687747,8438.888165371192,11709.477215368765,14619.13070242232,17499.83415920734,20351.87550242054,23175.54002021502,25971.109944952215,28738.864923074092,31479.081661902364,34192.034095946765
220,220,12543139.0,2659.8056896816033,0.00037596731365730206,0.3983524010699436,1.736547434434408,3.061727872451384,4.3913411414426475,5.70823112003251,7.012054437555838,8.178160640444842,9.353793086196017,10.36198933288144,15.241096997773854,20.343850021096166,9610.96678404922,13127.262525212422,16378.865368124838,19649.45441812241,22559.107905175966,25439.811361960987,28291.852705174184,31115.517222968665,33911.08714770586,36678.84212582774
221,221,12543822.0,2609.487980588563,0.00038321694042616465,0.35034259955360453,1.701986049008403,3.040181082372867,4.365361520389843,5.6949747893811065,7.011864767970969,8.315688085494298,9.4817942883833,10.657426734134477,11.665622980819899,16.544730645712313,9731.092964800833,12982.695807713248,16253.28485771082,19162.938344764378,22043.6418015494,24895.683144762595,27719.347662557073,30514.91758729427,33282.67256541615,36022.889304244425
222,222,12544770.0,2610.7929855537514,0.00038302538942508273,0.31187741349670406,1.6635208629515024,3.0017158963159667,4.326896334332942,5.656509603324206,6.973399581914069,8.277222899437396,9.4433291023264,10.618961548077577,11.627157794762999,16.506265459655413,9831.495820965498,13083.098663877912,16353.687713875484,19263.34120092904,22144.044657714065,24996.08600092726,27819.75051872174,30615.320443458935,33383.07542158081,36123.29216040909
223,223,12545298.0,2715.7062031029163,0.00036822834475151186,0.34619481571269817,1.671375253729674,3.000988522720937,4.3178785013108,5.6217018188341275,6.787808021723132,7.963440467474308,8.97163671415973,13.850744379052145,18.953497402374456,24.009709101141922,9800.017773124808,13347.864342507479,16864.160083670682,20115.762926583095,23386.35197658067,26296.005463634225,29176.70892041925,32028.750263632443,34852.41478142692,37647.98470616412
224,224,12545856.0,2660.3376774175968,0.0003758921314720863,0.38708197589679144,1.725277009261256,3.0504574472782315,4.380070716269495,5.696960694859357,7.000784012382685,8.166890215271689,9.342522661022866,10.350718907708288,15.229826572600702,20.332579595923015,9640.948973459435,13157.244714622637,16408.847557535053,19679.436607532625,22589.090094586183,25469.793551371204,28321.8348945844,31145.49941237888,33941.069337116074,36708.82431523795
225,225,12546773.0,2656.6159965346174,0.0003764187226548492,0.4794843555971306,1.817679388961595,3.142859826978571,4.472473095969835,5.789363074559697,7.093186392083025,8.25929259497203,9.434925040723204,10.443121287408626,15.32222895230104,20.424981975623353,9395.282962914825,12911.578704078029,16163.181546990443,19433.770596988015,22343.424084041573,25224.127540826594,28076.16888403979,30899.83340183427,33695.40332657147,36463.158304693345
226,226,12547423.0,2648.3936492785188,0.00037758737273532663,0.6896230457907729,2.0278180791552374,3.3529985171722134,4.682611786163476,5.999501764753339,7.303325082276667,8.46943128516567,9.645063730916847,10.65325997760227,15.532367642494684,20.635120665816995,8837.847088477858,12354.142829641061,15605.745672553476,18876.334722551048,21785.988209604606,24666.691666389626,27518.733009602824,30342.3975273973,33137.9674521345,35905.72243025638
227,227,12548131.0,2584.299567866169,0.00038695204396357587,1.0137795834274408,2.3654230328822394,3.7036180662467038,5.02879850426368,6.358411773254943,7.675301751844805,8.979125069368134,10.145231272257137,11.320863718008313,12.329059964693736,17.20816762958615,8008.158837935576,11259.76168084799,14530.350730845563,17440.00421789912,20320.70767468414,23172.74901789734,25996.413535691816,28791.98346042901,31559.738438550892,34299.95517737917
228,228,12548644.0,2601.151381545695,0.0003844451372936876,0.567593720575373,1.9192371700301722,3.2574322033946372,4.582612641411614,5.912225910402878,7.229115888992741,8.532939206516069,9.699045409405073,10.874677855156248,11.88287410184167,16.761981766734085,9165.069952973583,12416.672795886,15687.261845883571,18596.915332937126,21477.61878972215,24329.660132935347,27153.324650729824,29948.89457546702,32716.649553588897,35456.86629241717
229,229,12549173.0,2632.814908147235,0.0003798216110466041,1.0893065135233824,2.427502410707045,3.7526837039485055,5.082297819655051,6.399188636535647,7.703012784009006,8.869119808590298,10.044753067858208,11.052950119966129,15.932058582267357,21.034812395064534,7782.380395262921,11298.67837953429,14550.283443236696,17820.874691928133,20730.530355799237,23611.235967743236,26463.27944467224,29286.946074952793,32082.518091157475,34850.27513993747
230,230,12549859.0,2563.1960094039296,0.00039013793573771586,0.2048638376507403,1.5848696779576603,2.9365154311231865,4.2747127452772,5.599895441390628,6.929510946011028,8.246403137986226,9.55022864687247,10.716337019321017,11.891971613045367,12.90016998633231,9793.641886531323,13064.23674186177,15973.895976486958,18854.60512365729,21706.652100638214,24530.32219614638,27325.897643100725,30093.658088495617,32833.88024019936,35546.83803326281
231,231,12551016.0,2552.4536979155864,0.0003917798786385944,0.4985750293504624,1.8785808696573822,3.2302266228229084,4.568423936976922,5.89360663309035,7.22322213771075,8.540114329685947,9.843939838572194,11.01004821102074,12.18568280474509,13.193881178032033,9042.350981319783,12312.945836650231,15222.605071275417,18103.31421844575,20955.361195426674,23779.03129093484,26574.606737889186,29342.367183284077,32082.58933498782,34795.547128051265
