,index,blocknum,p0vs1,p1vs0,LINK-slippagemap_01,LINK-slippagemap_2,LINK-slippagemap_3,LINK-slippagemap_4,LINK-slippagemap_5,LINK-slippagemap_6,LINK-slippagemap_7,LINK-slippagemap_8,LINK-slippagemap_9,LINK-slippagemap_10,LINK-slippagemap_11,LINK-slippagemap_12,LINK-slippagemap_13,LINK-slippagemap_14,LINK-slippagemap_15,LINK-slippagemap_16,LINK-slippagemap_17,LINK-slippagemap_18,LINK-slippagemap_19,LINK-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
233,233,12589121.0,0.01003205407014342,99.68048347906321,53.17879384950572,105.17412864309392,156.91015293887952,208.38815654796082,259.87337295211563,311.49675627311916,362.86268343145434,413.9724352689891,464.82728751913027,515.4285102570714,565.7773718770017,615.8751338748846,667.6483546107297,719.3767596264239,770.8471775190447,822.0609002447658,871.7620224397239,920.3792408784864,964.6825281241954,1008.7648607785293,0.32111460186252466,0.4708434413196348,0.6198255412371698,0.7680646281903488,0.9155644058464976,1.0623285612096913,1.2083607648258683,1.3536646647331159,1.4982438959995428,1.6421020699722937,1.7852427854965545,1.9276696196897611,2.0693861313092268,2.210395864233839,2.350702342942697,2.4903090760278825,2.629219551623862,2.7674372426002694,2.9049656052964408,3.0418080765631434
234,234,12589623.0,0.009781439277023574,102.23444338595263,15.876944763723385,31.00180676685291,75.90615050608588,128.031632377832,179.89715206457944,231.50399839627553,282.8534723166875,334.5400009115882,386.03449604529555,437.2721730772282,488.2543174818205,538.9821951664193,589.4570846081294,639.680234951327,690.5096798257092,742.3675592361149,793.9668083502255,845.308716956121,896.1847818530493,944.9236884468053,0.17180465819469593,0.319673627686504,0.4668051337351136,0.6132028568439482,0.7588704525999358,0.9038115658367359,1.0480298183813148,1.191528815493417,1.33431214293794,1.4763833719985326,1.6177460517601818,1.7584037189875066,1.8983598871501652,2.037618056396361,2.176181707396841,2.314054303275851,2.4512392916119783,2.587740099833729,2.7235601422293523,2.8587028136922865
235,235,12590413.0,0.009502815123150446,105.23197463495137,15.933782775652405,31.279541815687914,46.54876746569986,61.7418412733605,76.85914305074554,125.47943757902935,177.5788645680139,229.41845984630274,280.9995114647277,332.3233195209566,384.05005117204684,435.5188076679729,486.7308738527209,537.6875295748019,588.3900537034498,638.8397097348122,689.0377593274895,740.0561448316739,791.8881048439431,843.4615642998025,0.17099501117583812,0.31673545667678266,0.46174905538301103,0.6060394305295107,0.7496101904992294,0.8924649243439884,1.0346072035924314,1.1760405792915076,1.316768588684091,1.4567947490828925,1.5961225613814185,1.7347555087521898,1.8726970536648035,2.009950648105225,2.1465197207586106,2.2824076872881665,2.417617942400717,2.552153868617955,2.6860188266018574,2.8192161640138025
236,236,12590917.0,0.00951993473743646,105.0427369073836,16.260191668728964,31.590613499639893,46.84457821180904,62.02246736180793,80.86305932855613,133.1712898657034,185.21864383890124,237.0064253866402,288.53593091921493,339.9404807693725,391.6155131944623,443.0328310873424,494.1937125487415,545.0994401773796,595.7512906820061,646.1505253833587,696.2984037137307,747.6943963944376,799.4745504100399,850.9964662231145,0.16790656981727814,0.31379282030954786,0.45895149768558036,0.6033862279985097,0.747100624289246,0.8900982773761,1.0323827623897162,1.1739576358617159,1.3148264359710227,1.4549926860601246,1.5944598884668082,1.7332315296731806,1.8713110806718383,2.0087019890619504,2.1454076925840213,2.2814316079503136,2.416777134497816,2.5514476579633922,2.6854465407810704,2.8187771343115426
237,237,12591762.0,0.009481932952780096,105.46372822714389,16.254523241564932,31.61563484086841,46.90013656641944,62.10841026242914,77.24083622201968,118.42736909558369,170.57891822374893,222.47037413304506,274.10303141221,325.478186759687,377.12449439391446,428.6447426320711,479.9080443601042,530.9156813874457,581.6689300190114,632.1690560044558,682.4173277626775,733.0577315732094,784.9415459925893,836.5665997213812,0.16793352767200329,0.31352831265777376,0.4583969775603976,0.6025431427603842,0.7459704103537118,0.8886823675666493,1.0306825822623824,1.1719746031602856,1.3125619616942772,1.4524481739388395,1.591636734419542,1.7301311245536048,1.8679348048234865,2.0050512200175445,2.1414837996307705,2.277235953252921,2.4123110725750903,2.5467125351637,2.680443703248023,2.8135079156319627
238,238,12592272.0,0.009483829434189982,105.4426386449885,16.040117113025282,31.401228712328763,46.68573043787979,61.89400413388949,77.02643009348003,118.21296296704405,170.36451209520928,222.2559680045054,273.8886252836703,325.2637806311473,376.9100882653748,428.4303365035314,479.6936382315646,530.7012752589061,581.4545238904717,631.9546498759161,682.2029216341379,732.8433254446696,784.7271398640497,836.3521935928416,0.16996680050722096,0.31556158549299146,0.4604302503956153,0.6045764155956019,0.7480036831889295,0.890715640401867,1.0327158550976,1.1740078759955033,1.314595234529495,1.454481446774057,1.5936700072547594,1.7321643973888226,1.8699680776587042,2.0070844928527625,2.143517072465988,2.279269226088139,2.4143443454103077,2.548745807998918,2.6824769760832408,2.8155411884671806
239,239,12592912.0,0.00960023496309314,104.1641172163359,15.639083049620144,30.908308699632094,46.101382507292726,61.21868428467778,109.83897881296159,161.93840580194615,213.77800108023496,265.3590526986599,316.6828607548888,368.4095924059791,419.87834890190516,471.09041508665314,522.0470708087341,572.749594937382,623.1992509687445,673.3973005614217,724.4156860656061,776.2476460778754,827.8211055337347,879.1373528802476,0.17391825239651232,0.32038918770904934,0.4661296332099939,0.6111432319162222,0.755433607062722,0.8990043670324407,1.0418591008771996,1.1840013801256426,1.3254347558247188,1.4661627652173022,1.6061889256161037,1.7455167379146297,1.884149685285401,2.0220912301980145,2.159344824638436,2.295913897291822,2.4318018638213776,2.567012118933928,2.701548045151166,2.8354130031350686
240,240,12594502.0,0.009426157037845476,106.08777214139948,16.11567507343895,31.522937045788456,46.85335887669938,62.10732358886854,77.28521273886741,96.12580470561562,148.4340352427629,200.48138921596075,252.2691707636997,303.7986762962744,355.20322614643203,406.87825857152177,458.2955764644019,509.456457925801,560.3621855544391,611.0140360590656,661.4132707604183,711.5611490907902,762.957141771497,814.7372957870995,0.16919968941780048,0.31435836679383294,0.45879309710676236,0.6025074933974985,0.7455051464843526,0.8877896314979686,1.0293645049699685,1.1702333050792753,1.3103995551683771,1.4498667575750608,1.5886383987814332,1.7267179497800909,1.8641088581702028,2.0008145616922737,2.1368384770585664,2.2721840036060685,2.406854527071645,2.540853409889323,2.674184003419795,2.806849643387057
241,241,12595082.0,0.009423329756209298,106.11960165578115,16.618570749057348,32.02583272140686,47.35625455231778,62.610219264486936,77.78810841448582,96.62870038123403,148.93693091838128,200.98428489157914,252.77206643931808,304.3015719718928,355.7061218220504,407.3811542471402,458.7984721400203,509.95935360141937,560.8650812300575,611.516931734684,661.9161664360366,712.0640447664086,763.4600374471155,815.2401914627178,0.16445964050778,0.30961831788381244,0.45405304819674186,0.5977674444874781,0.7407650975743321,0.8830495825879482,1.0246244560599478,1.1654932561692548,1.3056595062583567,1.4451267086650403,1.5838983498714128,1.7219779008700702,1.8593688092601823,1.9960745127822535,2.132098428148546,2.267443954696048,2.4021144781616246,2.5361133609793027,2.6694439545097746,2.8021095944770367
242,242,12595895.0,0.009513273447902506,105.11628888587039,24.514262364464646,39.8523508505117,55.11394416789073,70.29942371338365,85.40916943312814,137.74356042850525,189.81694477697914,241.6306273339027,293.1858953889968,344.55008557715274,396.25096011927724,447.69399252845125,498.88045708893674,549.8116468337588,600.4888255122088,650.9132648411476,701.086225254374,752.293460079089,804.0995116169237,855.6471918231224,1.7560286931296893,1.9018420241045255,2.0469281421407466,2.1912906781556534,2.334933238951168,2.4778594136608647,2.620072777200461,2.7615768841727015,2.9023752723079537,3.042471459515337,3.1818689506627176,3.3205712265036396,3.458581757043633,3.595903992094113,3.7325413632228828,3.868497287451158,4.0037751609677805,4.138378367898154,4.272310272337722,4.405574222122415
243,243,12596740.0,0.00966766897990741,103.43755067310728,15.460233514312595,30.676112869144113,45.81610653290297,83.28296757086932,135.46060150425447,187.37800542550022,239.03648491293245,290.43733242227256,342.0433963684554,393.58941238369016,444.8783481170273,495.91149593913923,546.6901283804083,597.2155077126037,647.488908108539,697.9401794645768,749.8499399781621,801.5008133351984,852.8940874852607,904.0310502852394,0.17572889461420688,2.988713658963557,3.1349650646569733,3.280487073302514,3.425283325559083,3.569357438787824,3.7127130150826098,3.8553536383745293,3.9972828730649477,4.138504269082236,4.2790213557525885,4.418837645273797,4.557956631392652,4.696381794637214,4.834116594484533,4.971164472939477,5.107528856562798,5.243213153533674,5.378220755696893,5.512555038986868
244,244,12597416.0,0.00960503604069419,104.1120507787003,16.28912255907786,31.550715876456895,46.73619542194981,61.845941141694304,109.71877165105789,157.35284659775297,204.74935959687588,251.90948819537897,298.90045826411193,346.24992325421,393.36324742163845,440.24159780039025,486.88615859522974,533.298087191856,579.4785482729461,625.4286961877559,672.4341791366013,720.0594338082947,767.4471679567331,814.5985648345536,0.8346846165025773,2.9802291178748255,3.126042448849662,3.2711285668858827,3.4154911029007895,3.5591336636963042,3.702059838406001,3.844273201945597,3.985777308917838,4.12657569705309,4.266671884260473,4.406069375407854,4.544771651248776,4.682782181788769,4.820104416839249,4.956741787968019,5.092697712196294,5.227975585712917,5.36257879264329,5.496510697082859
245,245,12597953.0,0.009371646286501101,106.70483812864317,15.96943241837174,312.28021255890013,327.65669236730224,342.9564854408374,358.1799742355858,373.3275393683109,404.83930335184334,452.59260821999624,500.1077516704318,547.385924004429,594.4283127912327,641.6318140563773,688.8630577672773,735.8587485928384,782.6200578456032,829.1481563251187,875.4442093502074,921.5093681210109,967.5591377740137,1015.3035986803966,0.1705170800146321,0.31524095543749986,0.45924305219245487,0.6025269723574612,0.745096296551147,0.8869545889076061,1.0281053957569573,1.1685522442770078,1.3082986460067099,1.4473480955614384,1.5857040660265462,1.7233700191182255,1.8603493940397267,1.9966456160707122,2.1322620903077647,2.2672022104221474,2.401469345633337,2.5350668545858093,2.6679980773754224,2.8002663342344354
246,246,12598519.0,0.009382898449393676,106.57687551383657,15.606223546029605,311.90927910637004,327.27807290568876,342.57021840736405,357.78609776219554,372.9260914259544,407.7133399865017,455.4427771341168,502.9341691449174,550.1887102953386,597.2075828579265,644.4535261820664,691.6611663295032,738.6333633840493,785.3713009438632,831.8761444366737,878.1490498950133,924.1911842508069,970.432291899912,1018.152886135908,0.1739351861823219,0.3187314384388908,0.4628055516676315,0.6061611279624175,0.7488017512543369,0.8907309859447555,1.031952381962043,1.172469468632396,1.312285758153605,1.4514047442724591,1.5898299075170217,1.7275647073643403,1.864612585819285,2.000976969442606,2.136661266413481,2.2716688685767013,2.406003151866676,2.539667473345623,2.672665173302273,2.804999579146797
247,247,12599184.0,0.009505666252781347,105.2004113554272,86.56576390365363,101.91152294368914,117.18074859370108,132.3738224013617,147.49112417874676,192.09501128751995,239.75290871292304,287.17312534734884,334.3568394339753,381.3052402358112,428.67838606857515,475.81526925228445,522.7170664918958,569.3849499173356,615.8200907616739,662.023646178772,707.9967716396011,754.8113038954399,802.4603762034222,849.8718091919361,2.832523416154944,2.9782638616558885,3.1232774603621167,3.2675678355086166,3.4111385954783353,3.5539933293230943,3.696135608571537,3.8375689842706135,3.978296993663197,4.118323154061998,4.257650966360524,4.3962839137312955,4.53422545864391,4.67147905308433,4.808048125737717,4.943936092267272,5.079146347379822,5.213682273597061,5.347547231580963,5.480744568992908
248,248,12599859.0,0.009481932952780096,105.46372822714389,266.1700463092579,281.53115790856134,296.81565963411236,312.0239333301221,327.1563592897126,365.2174584194675,412.92303451825,460.3906906117218,507.6216109236036,554.6169816074671,601.9053478925309,649.0893890105618,696.0381095485606,742.7526834323332,789.2342795464579,835.4840571086361,881.5031777811562,927.9355224346331,975.6322644505201,1023.091128005832,1.1272683081711516,1.2728630931569223,1.417731758059546,1.5618779232595328,1.7053051908528603,1.8480171480657979,1.990017362761531,2.131309383659434,2.2718967421934257,2.411782954437988,2.5509715149186905,2.6894659050527534,2.827269585322635,2.964386000516693,3.100818580129919,3.2365707337520697,3.3716458530742384,3.5060473156628484,3.6397784837471714,3.7728426961311112
249,249,12600427.0,0.00955522197276313,104.65481627224042,16.649102839034494,31.948895912569625,47.17238470731805,62.319949840043165,93.83171382357556,141.5850186917285,189.10016214216404,236.37833447616114,283.4207232629649,330.62422452810944,377.85546823900955,424.8511590645707,471.61246831733547,518.140566796851,564.4366198219396,610.5017785927431,656.551548245746,704.2960091521288,751.8023543846055,799.071773275095,2.8302156135742673,2.9763939158616024,3.121843185836138,3.2665670612590056,3.4105691580139608,3.553853078178967,3.6964224023726526,3.838280694729112,3.979431501578463,4.119878350098514,4.259624751828215,4.398674201382945,4.537030171848052,4.674696124939731,4.8116754998612326,4.947971721892218,5.083588196129271,5.2185283162436535,5.352795451454843,5.486392960407315
250,250,12601000.0,0.009485726294915115,105.42155328011694,234.73625932475156,250.09737092405504,265.38187264960607,280.5901463456158,295.7225723052063,333.78367143496115,381.4892475337437,428.9569036272155,476.1878239390973,523.1831946229607,570.4715609080246,617.6556020260555,664.6043225640542,711.3188964478269,757.8004925619515,804.0502701241297,850.0693907966498,896.5017354501268,944.1984774660137,991.6573410213257,1.4253988237753765,1.5709936087611471,1.715862273663771,1.8600084388637577,2.0034357064570854,2.1461476636700225,2.2881478783657556,2.429439899263659,2.5700272577976504,2.7099134700422125,2.849102030522915,2.987596420656978,3.1254001009268597,3.262516516120918,3.3989490957341437,3.5347012493562944,3.6697763686784635,3.8041778312670735,3.937908999351396,4.070973211735336
251,251,12601502.0,0.009735576667068414,102.71605208375613,15.538969998075972,30.70168958424913,55.65756482561651,103.45864430059144,151.02132349697192,198.34679868133472,245.43624970705977,292.5548007704494,339.8332965962151,386.87600508436395,433.6840992745731,480.2587475280129,526.6011130238644,572.7123574017861,618.5936359838012,666.1714023041859,713.7252766007774,761.041983576686,808.1227109260126,853.7114501369534,0.17505253392926182,0.3225523115854106,3.1353167753280284,3.2813489789442056,3.426652878851453,3.57123211011788,3.715090284090631,3.8582309996148916,4.0006578338080985,4.142374345427564,4.283384078352176,4.423690557061034,4.56329729014622,4.702207765742199,4.840425456718607,4.977953819414778,5.114796290681481,5.250956289864246,5.386437224221497,5.521242477615421
252,252,12602053.0,0.009632929676778153,103.81057825125345,16.442216906544633,31.680935994504157,46.843655580677314,71.79953082204469,119.60061029701963,167.1632894934001,214.4887646777629,261.57821570348796,308.6967667668776,355.97526259264333,403.0179710807921,449.8260652710013,496.4007135244411,542.7430790202926,588.8543233982143,634.7356019802294,682.3133683006141,729.8672425972056,777.1839495731142,824.2646769224407,0.16622619033100838,2.9789906540736264,3.125022857689803,3.2703267575970507,3.414905988863478,3.5587641628362285,3.7019048783604895,3.844331712553696,3.986048224173162,4.127057957097774,4.267364435806632,4.406971168891817,4.545881644487797,4.684099335464205,4.821627698160376,4.958470169427078,5.094630168609844,5.230111102967095,5.364916356361019,5.499049298000329
253,253,12602632.0,0.009757017439917977,102.49033643301621,16.66122965101135,31.801223314770212,66.58847187531751,114.31790902293262,161.80930103373322,209.0638421841544,256.0827147467423,303.3286580708822,350.5362982183191,397.50849527286516,444.246432832679,490.75127632548947,537.024181783829,583.0663161396227,629.3074237887279,677.0280180247238,724.5106175401055,771.7564063457113,818.7665683671748,863.6579164072556,0.16413336506172918,0.31185454663687834,3.1248393109862285,3.2710907166796446,3.4166127253251855,3.561408977581755,3.705483090810495,3.8488386671052814,3.9914792903972005,4.133408525087619,4.274629921104907,4.41514700777526,4.554963297296469,4.694082283415323,4.832507446659886,4.970242246507204,5.107290124962149,5.243654508585469,5.379338805556345,5.514346407719565
254,254,12603548.0,0.009778505432029024,102.26511678610396,16.31871455322365,31.44357655635317,72.7768882739487,120.45861937664624,167.90255033713163,215.10986011127792,262.0817387360624,309.41250438286664,356.57295990919704,403.49821245634195,450.1894393066445,496.64779982222626,542.874464877032,588.8705784810699,635.4940674353753,683.1669674217956,730.6021088189925,777.8006773279403,824.5540656921171,869.1908570782357,0.1674838968336598,0.31535286632546783,2.462484315909033,3.2748824038623363,3.420549999618324,3.565491112855124,3.7097093653997026,3.853208362511805,3.995991689956328,4.138062919016921,4.27942559877857,4.420083266005895,4.560039434168553,4.699297603414749,4.837861254415229,4.975733850294239,5.112918838630367,5.249419646852117,5.38523968924774,5.520382360710674
255,255,12604200.0,0.009799060841308957,102.05059609227003,16.214640707645252,31.324386427389747,79.19721693675334,126.83129188344843,174.22780488257132,221.3879334810744,268.3789035498074,315.72836853990543,362.8416927073339,409.7200430860857,456.3646038809252,502.77653247755137,548.9569935586416,594.9071414734514,641.9126244222967,689.5378790939901,736.9256132424285,784.077010120249,830.364185571281,874.9563678728347,0.16851145741969564,0.3165283629876775,1.1308070599093423,3.2763515612815906,3.422164892256427,3.567251010292648,3.7116135463075546,3.8552561071030693,3.998182281812766,4.140395645352362,4.281899752324603,4.422698140459855,4.5627943276672385,4.702191818814619,4.840894094655541,4.9789046251955345,5.116226860246014,5.252864231374784,5.388820155603059,5.524098029119682
256,256,12605210.0,0.009602155106088108,104.14328751739954,16.75206784310561,32.013661160484645,47.19914070597756,62.30888642572206,110.18171693508565,157.81579188178074,205.21230488090364,252.37243347940674,299.3634035481397,346.71286853823773,393.82619270566624,440.70454308441805,487.3491038792575,533.7610324758837,579.9414935569739,625.8916414717836,672.897124420629,720.5223790923224,767.9101132407609,815.0615101185814,0.83023831663614,2.9757828180083883,3.1215961489832242,3.2666822670194455,3.4110448030343523,3.554687363829867,3.6976135385395636,3.8398269020791598,3.9813310090514005,4.122129397186653,4.262225584394035,4.4016230755414165,4.5403253513823385,4.678335881922332,4.815658116972812,4.952295488101582,5.088251412329857,5.22352928584648,5.3581324927768526,5.492064397216422
257,257,12606111.0,0.009633892969745829,103.80019823143033,16.270506086380372,31.509225174339896,46.67194476051306,71.62782000188044,119.42889947685536,166.99157867323584,214.31705385759864,261.4065048833237,308.52505594671334,355.80355177247907,402.84626026062784,449.65435445083705,496.22900270427687,542.5713682001283,588.6826125780501,634.5638911600652,682.1416574804499,729.6955317770414,777.01223875295,824.0929661022765,0.16788047025438685,0.3146446256175807,0.4606768292337577,0.6059807291410051,0.7505599604074322,0.894418134380183,1.0375588499044437,1.1799856840976504,1.3217021957171162,1.4627119286417283,1.6030184073505864,1.742625140435772,1.8815356160317513,2.0197533070081586,2.1572816697043304,2.2941241409710327,2.4302841401537982,2.5657650745110496,2.7005703279049733,2.8347032695442835
258,258,12606655.0,0.009480036850609606,105.48482202742659,16.522222483216858,31.88333408252034,47.167835808071366,62.376109504081064,77.5085354636716,115.56963459342646,163.27521069220901,210.7428667856808,257.9737870975626,304.969157781426,352.2575240664899,399.44156518452075,446.39028572251954,493.1048596062922,539.5864557204169,585.836233282595,631.8553539551151,678.2876986085921,725.9844406244791,773.4433041797911,0.16539525669451818,0.3109900416802887,0.4558587065829125,0.6000048717828992,0.7434321393762268,0.8861440965891643,1.0281443112848974,1.1694363321828005,1.3100236907167921,1.4499099029613542,1.5890984634420566,1.7275928535761198,1.8653965338460015,2.0025129490400597,2.1389455286532852,2.2746976822754363,2.409772801597605,2.544174264186215,2.677905432270538,2.810969644654478
259,259,12607843.0,0.009441250205774836,105.91817589881686,16.732159865549736,32.124023032577455,47.439122867613605,62.67784195557313,77.84056154174628,102.79643678311366,150.5975162580886,198.16019545446906,245.48567063883186,292.57512166455695,339.69367272794653,386.97216855371227,434.0148770418611,480.82297123207024,527.3976194855101,573.7399849813615,619.8512293592833,665.7325079412984,713.3102742616832,760.8641485582746,0.1633947813650835,0.3086986812723309,0.453277912538758,0.5971360865115088,0.7402768020357696,0.8827036362289762,1.024420147848442,1.165429880773054,1.3057363594819122,1.4453430925670978,1.5842535681630772,1.7224712591394846,1.859999621835656,1.9968420931023585,2.1330020922851243,2.2684830266423757,2.4032882800362994,2.537421221675609,2.670885206598897,2.8036835710353833
260,260,12608720.0,0.009364152342140277,106.79023188247697,15.693339289283873,31.1546183922335,46.53878787786406,61.84623249582237,77.07733452908018,92.23247506478965,120.46711477236687,168.2442988309782,215.78320468394014,263.0850232190061,310.15093365502423,357.31197381794294,404.5668390360237,451.5860321859941,498.370729822762,544.9220950868512,591.2412986553082,637.3294968385178,683.1878358246307,730.956173679184,0.17309177061184014,0.31774330513781474,0.46167342262374883,0.6048857235507721,0.7473837836089938,0.8891711682337682,1.0302514201390116,1.1706280659604966,1.3103046165873633,1.4492845609567835,1.5875713761481178,1.7251685162676815,1.862079422641773,1.9983075159322299,2.1338562031517347,2.268728871388097,2.402928894931238,2.5364596255638774,2.6693244014321964,2.801526545855691
261,261,12609861.0,0.009391346436629854,106.48100426788818,15.677956489943682,31.116062324064412,46.47717392336789,61.76167564891892,76.96994934492862,92.10237530451916,130.163474434274,177.86905053305657,225.33670662652835,272.56762693841017,319.5629976222736,366.8513639073375,414.03540502536833,460.9841255633671,507.6986994471398,554.1802955612644,600.4300731234425,646.4491937959627,692.8815384494396,740.5782804653267,0.17327515086610434,0.3181438157687282,0.4622899809687148,0.6057172485620425,0.7484292057749798,0.890429420470713,1.031721441368616,1.1723087999026078,1.31219501214717,1.4513835726278723,1.5898779627619353,1.7276816430318171,1.8647980582258752,2.001230637839101,2.136982791461252,2.272057910783421,2.4064593733720305,2.5401905414563535,2.6732547538402933,2.805655339951605
262,262,12610763.0,0.009331436730412148,107.16463379544689,16.49718808840225,31.98167533030451,47.388937302654014,62.71935913356494,77.9733238457341,93.15121299573298,111.54464435559684,159.3935446126146,207.0038083002125,254.3766283777377,301.5131907351781,348.5467067046595,395.8725045822253,442.9622784983326,489.8171989822275,536.4384406825739,582.8271728537944,628.9845506574344,674.9117275255352,722.108068403137,0.1655492658225622,0.3099839961354916,0.4536983924262279,0.5966960455130819,0.738980530526698,0.8805554039986977,1.0214242041080046,1.1615904541971063,1.3010576566037901,1.4398292978101626,1.57790884880882,1.7152997571989321,1.8520054607210032,1.9880293760872956,2.123374902634798,2.258045426100374,2.3920443089180523,2.525374902448524,2.6580405424157862,2.7900445407630414
263,263,12611274.0,0.009308138438480136,107.43286712045114,15.707662055758881,31.21539228643632,46.645781330311394,61.99921484159889,77.27607656906399,92.47674836995172,107.60161037308124,148.93492209067676,196.6166531933743,244.0605841538597,291.267893928006,338.2397725527905,385.5705381995947,432.7309937259251,479.65624627307005,526.3474731233725,572.8058336389544,619.0324986937601,665.028612297798,711.6521012521034,0.17287884723710187,0.31709709978168066,0.4605960968937829,0.603379424338306,0.7454506533988986,0.8868133331605477,1.0274710003878724,1.167427168550531,1.306685337796727,1.4452489887972069,1.583121584676217,1.720306573012344,1.856807381234095,1.9926274236297183,2.1277700950926524,2.262238773159949,2.396036818420835,2.5291675766598125,2.661634375915055,2.79344052691536
264,264,12611841.0,0.009284898316626607,107.70177183408514,16.407772423648215,31.931017539672123,47.376843807220396,62.74563760653908,78.03778310821437,93.25366246304588,108.39365612680474,143.18090468735204,190.91034183496714,238.40173384576775,285.6562749961889,332.6751475587768,379.92109088291676,427.1287310303536,474.1009280848997,520.8388656447136,567.343709137524,613.6166145958637,659.6587489516572,705.8998566007624,0.16634959400810817,0.31042370723684887,0.4537792835316349,0.5964199068235542,0.7383491415139728,0.8795705375312604,1.0200876242016135,1.1599039137228222,1.2990228998416764,1.437448063086239,1.5751828629335576,1.7122307413885023,1.8485951250118229,1.9842794219826987,2.1192870241459185,2.253621307435893,2.38728562891484,2.52028332887149,2.6526177347160145,2.7842921528905666
265,265,12612431.0,0.009351052355979545,106.93983542510576,16.282190613308746,31.751201828384648,47.14306499541237,62.45816483044851,77.69688391840803,92.85960350458119,117.81547874594857,165.6165582209235,213.17923741730397,260.50471260166677,307.5941636273918,354.71271469078147,401.9912105165472,449.033919004696,495.8420131949052,542.4166614483449,588.7590269441964,634.8702713221182,680.7515499041333,728.329316224518,0.16757109502083506,0.31215032628726214,0.456008500260013,0.5991492157842737,0.7415760499774804,0.8832925615969462,1.0243022945215583,1.1646087732304162,1.304215506315602,1.4431259819115814,1.5813436728879886,1.7188720355841602,1.8557145068508625,1.9918745060336285,2.12735544039088,2.262160693784803,2.3962936354241133,2.529757620347401,2.6625559847838876,2.7946920465570764
266,266,12612997.0,0.009307207717708366,107.44361040716316,15.843963436922632,31.35169366760007,46.78208271147514,62.13551622276265,77.41237795022774,92.61304975111547,107.73791175424499,149.0712234718405,196.75295457453805,244.19688553502345,291.4041953091698,338.3760739339542,385.70683958075847,432.86729510708886,479.7925476542338,526.4837745045363,572.9421350201181,619.1688000749239,665.1649136789616,711.7884026332671,0.17161016280147598,0.31582841534605477,0.459327412458157,0.6021107399026802,0.7441819689632727,0.8855446487249218,1.0262023159522466,1.1661584841149053,1.305416653361101,1.4439803043615809,1.581852900240591,1.7190378885767181,1.8555386967984693,1.9913587391940923,2.1265014106570264,2.2609700887243234,2.394768133985209,2.5278988922241865,2.660365691479429,2.792171842479734
267,267,12613508.0,0.00938571360042483,106.54490884472935,16.647893628207246,32.085999462327976,47.44711106163145,62.731612787182485,77.93988648319218,93.07231244278272,131.13341157253757,178.83898767132013,226.30664376479191,273.53756407667373,320.53293476053716,367.82130104560105,415.0053421636319,461.9540627016307,508.66863658540336,555.1502326995279,601.4000102617061,647.4191309342262,693.8514755877032,741.5482176035902,0.1641681040262356,0.30903676892885945,0.45318293412884614,0.5966102017221737,0.7393221589351111,0.8813223736308443,1.0226143945287474,1.1632017530627392,1.3030879653073013,1.4422765257880037,1.5807709159220666,1.7185745961919483,1.8556910113860066,1.9921235909992323,2.127875744621383,2.262950863943552,2.397352326532162,2.531083494616485,2.6641477070004247,2.796548293111736
268,268,12614587.0,0.009350117344245118,106.9505294086483,16.32942954354676,31.798440758622657,47.190303925650376,62.50540376068653,77.74412284864604,92.90684243481921,117.86271767618658,165.6637971511615,213.226476347542,260.5519515319048,307.6414025576299,354.75995362101946,402.0384494467852,449.081157934934,495.8892521251432,542.4639003785829,588.8062658744344,634.9175102523562,680.7987888343713,728.376555154756,0.16712935561405756,0.31170858688048464,0.45556676085323544,0.5987074763774962,0.7411343105707029,0.8828508221901687,1.0238605551147808,1.1641670338236387,1.3037737669088245,1.4426842425048039,1.580901933481211,1.7184302961773827,1.855272767444085,1.991432766626851,2.126913700984102,2.2617189543780256,2.395851896017336,2.5293158809406235,2.66211424537711,2.794250307150299
269,269,12615107.0,0.009164065373920421,109.1218754119599,16.663331129402664,32.287800776876416,47.83434708686291,63.303358301938815,78.69522146896654,94.01032130400269,109.24904039196221,124.41175997813536,149.36763521950274,197.16871469447767,244.73139389085813,292.05686907522096,339.146320100946,386.26487116433566,433.5433669901014,480.58607547825017,527.3941696684593,573.9688179218991,620.3111834177506,666.4224277956723,0.16391022362017288,0.3070509391444337,0.44947777333764033,0.5911942849571062,0.7322040178817182,0.8725104965905762,1.012117229675762,1.1510277052717413,1.2892453962481487,1.4267737589443201,1.5636162302110226,1.6997762293937884,1.8352571637510395,1.9700624171449632,2.104195358784273,2.237659343707561,2.3704577081440474,2.5025937699172363,2.634070834070792,2.7648921864836953
