,index,blocknum,p0vs1,p1vs0,LINK-slippagemap_01,LINK-slippagemap_2,LINK-slippagemap_3,LINK-slippagemap_4,LINK-slippagemap_5,LINK-slippagemap_6,LINK-slippagemap_7,LINK-slippagemap_8,LINK-slippagemap_9,LINK-slippagemap_10,LINK-slippagemap_11,LINK-slippagemap_12,LINK-slippagemap_13,LINK-slippagemap_14,LINK-slippagemap_15,LINK-slippagemap_16,LINK-slippagemap_17,LINK-slippagemap_18,LINK-slippagemap_19,LINK-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
10,10,12434554.0,0.011387076125047576,87.81885613290584,59.31939207829644,115.89950391110665,172.19743324580577,228.2145876931302,283.95237369079786,339.4121772701924,394.59539157120446,449.50338868362377,516.2898935240545,565.1101942623505,601.9609511098744,638.6279213706385,675.1120274853047,711.4141735942798,747.5352734405764,783.4840503081405,819.2717481460455,854.8809615819644,890.3125834876714,925.5649433220337,0.7490429501002891,1.3930028856042829,2.033751308221203,2.6713040747765326,3.3056772534086027,3.936886595617372,4.564947937951064,5.18987696257191,5.811689308763279,6.430400447902539,7.046025976755735,7.65858119254276,8.235172343686267,8.513445240086444,8.790330312232166,9.06583448429833,9.339964642704018,9.612727639143731,9.884130290853463,10.154179386694304
11,11,12435169.0,0.011490017203240131,87.0320716071691,59.32044807772464,115.64653301678467,171.6917041402566,227.45736471127404,282.9449024267163,338.15571210841085,393.09116750075304,458.6924925557494,510.48120778839245,547.3503950828947,584.0357041008054,620.5380528992182,656.8583553737759,692.9975208970845,728.9616624015813,764.7672588657063,800.3942815041089,835.8436219901162,871.1161684462392,906.1873106955854,0.7493487009997222,1.396212902299912,2.0398510159448415,2.6802790849038045,3.3175131951401973,3.9515692384694567,4.582463080121185,5.210210494922364,5.834827161016001,6.456328713167431,7.074730617665711,7.690048405433527,8.302297427233157,8.845691271175104,9.123825073092126,9.40057174492807,9.675938206920211,9.94993133842489,10.222557995206593,10.4938249869396
12,12,12436241.0,0.011547608267436262,86.59801898718328,59.21090677455813,115.39635965739164,171.30160110240587,226.9280266272202,282.2770298832572,337.34999282277624,397.0165215721543,463.66959139460033,500.631059425786,537.4081934962754,574.0019091419193,610.4131209767895,646.6427420992935,682.6916727140258,718.5790566059691,754.2952534849666,789.833322175771,825.1941552052024,860.3658730463656,895.3494534148008,0.7507789426960911,1.3992622432485151,2.0445113587535535,2.686542452720822,3.3253715616908175,3.9610146463551907,4.59348764428294,5.222806288359918,5.848986334729116,6.472043499818076,7.0919932757403545,7.7088512215547995,8.322632719128379,8.93335308631028,9.311009145171706,9.588448515616491,9.864504221048273,10.139183158762242,10.412492200890725,10.68443817478491
13,13,12436762.0,0.011653165783181334,85.81359079635425,45.53933499013863,89.2708614140798,132.78428575465637,176.0806988893397,219.16117903423995,265.6788913979496,320.4648712180455,348.5477497138393,373.56125253630313,398.45000683677443,423.2146351614907,447.8557534113378,472.37398193522074,496.78556402015084,521.0857959293171,545.2648356027559,569.3232874078475,593.251542208356,617.0451828322117,640.7201581269901,0.596020435028871,1.1053254954568177,1.612090523334411,2.1163281609068654,2.6180510450019745,3.117271712794018,3.6140025961077544,4.108256153325605,4.600044774632411,5.089380684416381,5.5762761203806095,6.060743330782487,6.542794336255616,7.022441204834641,7.499695955016404,7.711757886151394,7.857223112735194,8.001962863607586,8.145980759227465,8.28928039779815
14,14,12437302.0,0.011639191069470665,85.91662376116304,46.36924997143613,90.12264636390279,133.6578310861846,176.9758962807469,220.07792141530425,265.40032007883985,320.21369530053977,351.25461893472516,376.28062995566785,401.1818329456928,425.9588454657037,450.61228625176204,475.14277652919543,499.56395624549214,523.8763403238526,548.0674721991278,572.1379571392098,596.0807343137003,619.88627316307,643.5730888302867,0.586326646960668,1.0953771535720824,1.6018888541166003,2.105874479915224,2.6073465773567204,3.10631768193209,3.602800314785699,4.09680679546326,4.588349602970956,5.077440912738768,5.564093005469797,6.048317985550572,6.530128056079138,7.009535186974934,7.486551391441134,7.665598217403038,7.810990732544575,7.955658136166432,8.099604043597385,8.242832053710579
15,15,12438130.0,0.01141329522961438,87.61711494199093,45.042511939110504,89.23561700089164,133.20831865535482,176.96171504782149,220.49689977010328,263.8149649646656,306.91699009922297,352.23938876275855,407.05276398445847,438.09368761864386,463.11969863958655,488.0209016296115,512.7979141496223,537.4513549356807,561.9818452131141,586.4030249294109,610.7154090077712,634.9065408830465,658.9770258231285,682.919802997619,0.60095093651741,1.104936562316034,1.6064086597575302,2.1053797643329,2.6018623971865087,3.0958688778640693,3.5874116853717655,4.076502995139578,4.563155087870607,5.047380067951382,5.529190138479948,6.008597269375744,6.485613473841943,6.664660299803848,6.810052814945384,6.954720218567242,7.098666125998194,7.241894136111388,7.384407828487895,7.526210766571819
16,16,12438800.0,0.011500362356094546,86.9537818927989,46.74001024978424,90.75670238712135,134.55386990031124,178.13261241658302,221.4940136084168,264.6391627060986,307.5691324818346,362.4373472862756,399.39879754214104,424.4498476180851,449.37596004329777,474.1777618905771,498.8558677922549,523.4108989084897,547.8512901715449,572.1879979278408,596.4033309382711,620.4978963824182,644.4697408226377,668.2990956570783,0.5817645012508014,1.087770016763526,1.591251877727609,2.0922228084369574,2.5906952065945386,3.0866816351188557,3.5801944093638225,4.071245911178575,4.559848401705133,5.046014108560558,5.52975512808414,6.011083654650655,6.490011648433886,6.933642010274247,7.079617231253098,7.224864433244674,7.369387248503402,7.513189289477927,7.656274150401218,7.798645407430148
17,17,12439359.0,0.011153798070136016,89.6555589147227,45.67983774051985,90.38406887047447,134.8653501322974,179.12479073917916,223.16349641384775,266.9825688429603,310.5831051716884,353.9661903746844,397.1329149972615,440.0843531052838,493.7614277213635,533.6853621947884,558.7489412413609,583.6875203066892,608.5017234836331,633.1921720361088,657.7594841532837,682.2094857187809,706.5583650776629,730.785808879857,0.5927818743439996,1.0910051301751398,1.586743605583691,2.0800097048434045,2.570815761546492,3.059174033692532,3.545096745366149,4.0285959889283225,4.509683907274015,4.988372502439272,5.398872017736428,5.5447742731186365,5.689948873660107,5.8343994495496885,5.978129609531082,6.121142949972272,6.2634430430634405,6.405033447451044,6.545917702415006,6.686099328016663
18,18,12440170.0,0.011159376084662434,89.61074458046187,47.70130621966015,92.3831911269209,136.8422381892632,181.07955549510444,225.09624763244156,268.8934151456314,312.4721576619032,355.833558853737,398.9787079514188,441.9086777271548,496.7768925315958,533.7383427874612,558.7893928634053,583.715505288618,608.5173071358973,633.1954130375751,657.7504441538099,682.1908354168651,706.527543173161,730.7428761835913,0.5702582531081632,1.0687306512657442,1.5647170797900614,2.0582298540350283,2.54928135584978,3.0378838463763387,3.5240495532317637,4.007790572755346,4.489119099321861,4.968047093105092,5.411677454945453,5.557652675924304,5.70289987791588,5.847422693174607,5.9912247341491325,6.134309595072424,6.276680852101354,6.418342066508008,6.559296775773276,6.699548507422045
19,19,12440734.0,0.011381384294648005,87.86277434373612,48.772123142595845,93.00944044843708,137.02613258577418,180.82330009896407,224.40204261523587,267.7634438070696,310.9085929047514,353.8385626804874,408.7067774849284,445.6682277407939,470.71927781673793,495.6453902419506,520.4471920892299,545.1252979909077,569.6803291071425,594.1207203701978,618.4574281264937,642.6727611369239,666.767326581071,690.7391710212905,0.5583964114092119,1.0618782723732951,1.5628492030826435,2.0613216012402242,2.5573080297645414,3.0508208040095086,3.5418723058242603,4.030474796350819,4.5166405032062436,5.000381522729826,5.48171004929634,5.960638043079572,6.404268404919933,6.550243625898784,6.69549082789036,6.840013643149088,6.983815684123613,7.1269005450469045,7.269271802075834,7.410933016482488
20,20,12441434.0,0.011243381832878908,88.94121136006518,45.57962256872223,90.10540437551425,134.40912228476435,178.49188809673237,222.35479826258504,265.9989524395059,309.4254416848066,352.63535182730453,395.6297630602844,446.9227700113641,492.77611760889437,517.86477158197,542.8283001333991,567.667329053598,592.382479399813,616.9743692481542,641.4436116308594,665.8168501559463,690.0685325380106,714.1992634461096,0.5942341974502868,1.0944542662259338,1.5921795708701194,2.087422577707722,2.5801956864179556,3.0705111789330752,3.5583813528716552,4.0438184253415255,4.526834433859456,5.007441512020519,5.485651699070747,5.82993919584289,5.975695628565841,6.12072513412961,6.265031338549021,6.408617849100304,6.551488254438855,6.693646124732233,6.835095016369715,6.975838464601606
21,21,12442225.0,0.01133255184876016,88.24137875966613,45.86545110943502,90.21349403351626,134.34036188018706,178.24715348393318,221.93497457369176,265.40491124624833,308.6580483533232,351.6954723065791,400.6020285164862,452.39072096519857,477.5044740396114,502.4929790632768,527.3568576269582,552.0967344835908,576.7132256768365,601.2069497492473,625.5993490766684,649.8752941048737,674.0301678133483,698.0645761833565,0.5913143996165134,1.0935392167245708,1.5932592927967608,2.0904871538175445,2.5852352172404665,3.0775158321886367,3.5673412745992135,4.054723835371673,4.539675724060582,5.022209016704036,5.502335743902452,5.98006798161216,6.25820962244412,6.403820379542633,6.548704934879094,6.6928669131981975,6.836309915781084,6.97903752797996,7.121053320935822,7.262360841183814
22,22,12442792.0,0.011144879045709126,89.7273084704323,49.08564437005879,93.78987550001341,138.27115676183635,182.5305973687181,226.5693030433867,270.38837547249926,313.9889118012273,357.3719970042233,400.53872162680045,443.4901597348227,497.1672343509024,537.0911688243273,562.1547478708998,587.0933269362281,611.907530113172,636.5979786656477,661.1652907828226,685.6152923483198,709.9641717072019,734.1916155093959,0.5548072912449546,1.0530305470760948,1.548769022484646,2.0420351217443593,2.532841178447447,3.021199450593487,3.507122162267104,3.9906214058292777,4.47170932417497,4.950397919340228,5.3608974346373826,5.506799690019592,5.6519742905610615,5.796424866450644,5.940155026432037,6.0831683668732275,6.225468459964395,6.367058864351999,6.507943119315962,6.6481247449176175
23,23,12443316.0,0.011190664556722062,89.36019795172174,48.54731525303623,93.16223228367791,137.5546444591759,181.7256565992394,225.67637743805338,269.40790386199455,312.9213282025711,356.21774133725444,399.2982214821547,445.8159338458644,500.60191366596024,528.6847921617541,553.6982949842179,578.5870492846892,603.3516776094054,627.9927958592525,652.5110243831355,676.9226064680656,701.2228383772318,725.4018780506706,0.5608449233230592,1.0600655911151031,1.5567964744288396,2.0510500316466898,2.542838652953496,3.0321745627374654,3.5190699987016942,4.003537209103572,4.485588214576701,4.965235083155727,5.442489833337489,5.654551764472479,5.800016991056278,5.944756741928671,6.088774637548551,6.232074276119234,6.3746592396552835,6.516533094181777,6.657699383856867,6.798161640238056
24,24,12443917.0,0.011477385764442929,87.12785476793952,46.80327712933346,90.8640048478502,134.7049939848288,178.32733176174509,221.73211539523555,264.92042937463117,307.8933490791865,360.37868720936575,403.2665864689397,428.3426974843519,453.29374989049774,478.1203627108967,502.8231581310611,527.402755249925,551.8623769141296,576.2234313606043,600.4629910225627,624.5816613736989,648.5800455650958,672.4357979901283,0.5809935968858136,1.0864933775855823,1.5894720762811423,2.08994223500494,2.5879164746458416,3.0834071732046,3.5764266866214474,4.0669874375950785,4.555101588737857,5.0407814066519805,5.524038979748061,6.004886399421831,6.483335757069096,6.8607209708384715,7.00655029675944,7.151652331782346,7.29603070401618,7.439689021477461,7.582630875181653,7.724859840827776
