,index,blocknum,p0vs1,p1vs0,TUSD-slippagemap_01,TUSD-slippagemap_2,TUSD-slippagemap_3,TUSD-slippagemap_4,TUSD-slippagemap_5,TUSD-slippagemap_6,TUSD-slippagemap_7,TUSD-slippagemap_8,TUSD-slippagemap_9,TUSD-slippagemap_10,TUSD-slippagemap_11,TUSD-slippagemap_12,TUSD-slippagemap_13,TUSD-slippagemap_14,TUSD-slippagemap_15,TUSD-slippagemap_16,TUSD-slippagemap_17,TUSD-slippagemap_18,TUSD-slippagemap_19,TUSD-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
196,196,15499220.0,0.0006085510314710386,1643.2475639433549,96.44950301677399,266.4344953738273,435.4026806901163,519.5073713579708,686.9617411996559,853.4144429116151,936.2670426209085,1101.2284649052579,1265.2031324101233,1346.8222772243091,1509.3278662889204,1670.8613893493423,1751.265445028963,1911.351761638505,2070.4804820127756,2149.6875367200696,2307.3905955325613,2464.1503180026966,2542.178189804093,2697.533473779521,0.20031384031425636,0.30291364749642985,0.35398317353310527,0.4556637710771678,0.5567361406206259,0.6070453787763844,0.70721222522381,0.8067798987398882,0.856340165975567,0.9550157961525646,1.0531011731144884,1.1019236209554972,1.1991302355312188,1.295755384108887,1.343850997024664,1.4396104642863272,1.5347971240948954,1.5821767218719052,1.6765105863573706,1.7702801718438173
197,197,15500837.0,0.0005934079073115532,1685.1814539016184,114.13880563490716,286.1758022326795,457.18371628498164,542.30369466744,711.7795191863949,880.2415846261785,964.0943559404013,1131.0471394100043,1297.0012558891162,1379.605682295091,1544.072987228868,1707.5564904925168,1788.931159167882,1950.949985881342,2111.9996582971708,2192.1628755355027,2351.7696748438666,2510.4217499882775,2589.3915503259595,2746.6222334190757,0.18811211503060962,0.2894881427196575,0.3399485262853944,0.44041630899264383,0.5402831186761019,0.5899922844046567,0.6889643688352978,0.7873444306832652,0.8363135587792568,0.9338122148611911,1.0307276602732323,1.0789677697736555,1.175014931864106,1.2704875662529165,1.3180095097596638,1.412626786230148,1.506678089001987,1.5534925575085856,1.64670123669097,1.7393523680176306
198,198,15502058.0,0.0005934079073115532,1685.1814539016184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,199,15725282.0,0.0007774105032754479,1286.3216997798722,69.69895115275408,176.10531102569146,281.87517694267285,334.5226145352094,439.3448689863026,543.5401047595939,595.4037629744198,698.6654960385328,801.3095426821769,852.4010902980101,954.1255324521971,1055.241484412099,1105.57241640513,1205.78245268602,1305.3930595292065,1354.9746982819813,1453.6928762375944,1551.8205480703568,1600.6640489355095,1697.9125776460166,0.15310820905842054,0.23524441814316152,0.2761280949546489,0.35752843166358556,0.4384418522115388,0.47871688096791065,0.5589053848018504,0.6386142217732849,0.6782896627224569,0.7572843737411795,0.8358065602414836,0.8748913396833753,0.9527100315361202,1.0300632326329178,1.06856614471919,1.1452263249413512,1.2214279443620266,1.2593576508928859,1.3348765657861388,1.4099437467954656
200,200,15730838.0,0.0007733013319855468,1293.1569604728033,63.84293395003293,170.5689766536338,276.65661243908653,329.46222157342146,434.59939943793205,539.1076741703657,591.1271493903425,694.6991160253453,797.6515432630691,848.8965873129255,950.9266457802521,1052.346386482149,1102.8285290428475,1203.3396331860533,1303.2495052594147,1352.9801041599553,1451.9948665746597,1550.4173493878934,1599.4075927011054,1696.9482907066053,0.15733866496443188,0.2392288472650137,0.27999006257200854,0.36114657671191835,0.44181763327827545,0.4819720235723134,0.5619203339077053,0.6413904150328217,0.6809470132253986,0.7597051080138661,0.83799209199374,0.8769597994194638,0.954545396867804,1.0316668970295548,1.0700544797347786,1.1464850351944549,1.2224584032032506,1.2602744976128628,1.33556720703598,1.4104095350820012
201,201,15738381.0,0.0007864805159943709,1271.4873155321209,73.4713189552141,179.24118487219548,284.3783627367061,336.7108769158252,440.9061126891166,544.4780793241193,596.0315039680554,698.6755506116995,800.7056090790261,851.4915403817198,952.6074923416217,1053.1185964848275,1103.1484606155425,1202.7590674587293,1301.7738298734337,1351.0588841671172,1449.1865559998794,1546.7272540053793,1595.2785855755392,1691.9453987331763,0.15073397942335556,0.23336446324828214,0.27449416684392874,0.3563843491445105,0.43778468585344715,0.4783020785914152,0.5589731351577722,0.639161638991712,0.6790758357872021,0.7585459169123185,0.8375406279310411,0.8768606098933629,0.9551475938732369,1.0329662857259818,1.071700898747301,1.1488223989090518,1.2254825791312127,1.2636405370739516,1.3396139050827476,1.4151328199760003
202,202,15739530.0,0.0008111608779073496,1232.8010721865946,63.82800555884595,168.0232413321373,271.59520796714014,323.14863261107615,425.79267925472027,527.8227377220469,578.6086690247406,679.7246209846425,780.2357251278482,830.2655892585633,929.87619610175,1028.8909585164545,1078.176012810138,1176.3036846429002,1273.8443826484001,1322.39571421856,1419.0625273761968,1515.1511057795155,1562.9796380395012,1658.207341606701,0.15994415068395618,0.24382337039451218,0.28557463862280236,0.36870237035984377,0.4513328541847703,0.4924625577804169,0.5743527400809987,0.6557530767899353,0.6962704695279034,0.7769415260942605,0.8571300299282002,0.8970442267236903,0.9765143078488068,1.0555090188675293,1.0948290008298511,1.173115984809725,1.25093467666247,1.2896692896837891,1.36679078984554,1.443450970067701
203,203,15741129.0,0.0007781104526614892,1285.1645888826558,61.50131905991922,167.9076789328566,273.677544849838,326.32498244237456,431.1472368934677,535.342472666759,587.206130881585,690.4678639456979,793.111910589342,844.2034582051753,945.9279003593623,1047.0438523192643,1097.3747843122953,1197.584820593185,1297.1954274363718,1346.7770661891464,1445.4952441447597,1543.6229159775219,1592.4664168426748,1689.7149455531817,0.15948456181706203,0.241620770901803,0.2825044477132904,0.36390478442222707,0.4448182049701803,0.48509323372655216,0.5652817375604918,0.6449905745319264,0.6846660154810984,0.763660726499821,0.8421829130001252,0.8812676924420167,0.9590863842947618,1.0364395853915591,1.0749424974778317,1.1516026776999928,1.2278042971206682,1.2657340036515274,1.3412529185447801,1.416320099554107
204,204,15743209.0,0.0007523263222526282,1329.210437574194,96.82335573052822,204.8377621457874,312.20605420821704,365.6491160416868,472.0554759146242,577.8253418316056,630.4727794241421,735.2950338752353,839.4902696485266,891.3539278633525,994.6156609274655,1097.2597075711096,1148.3512551869428,1250.0756973411299,1351.1916493010317,1401.5225812940628,1501.7326175749527,1601.3432244181392,1650.924863170914,1749.6430411265271,0.13118657845770135,0.21209999900565463,0.25237502776202647,0.33256353159596613,0.4122723685674007,0.45194780951657276,0.5309425205352953,0.6094647070355994,0.6485494864774911,0.726368178330236,0.8037213794270335,0.8422242915133059,0.9188844717354671,0.9950860911561424,1.0330157976870018,1.1085347125802545,1.1836018935895813,1.2209669295657524,1.2953615700553807,1.3693112020350096
205,205,15747162.0,0.0007607993136045307,1314.4070743993962,103.36638247793516,210.7346745403648,317.46071724396563,370.58409624677194,476.35396216375335,581.4911400282639,633.823654207383,738.0188899806744,841.5908566156772,893.1442812596132,995.7883279032574,1097.818386370584,1148.6043176732776,1249.7202696331794,1350.2313737763852,1400.2612379071004,1499.871844750287,1598.8866071649916,1648.171661458675,1746.2993332914373,0.12655524175289667,0.20795557846183332,0.24847297119980136,0.3291440277661584,0.40933253160009814,0.4492467283955883,0.5287168095207048,0.6077115205394272,0.6470315025017491,0.725318486481623,0.803137178334368,0.841871791355687,0.9189932915174379,0.995653471739599,1.033811429682338,1.1097847976911337,1.1853037125843864,1.2228936015238632,1.2977359295698843,1.3721305700595126
206,206,15748087.0,0.0007527025606539103,1328.5460316904596,91.90172411061795,199.91613052587712,307.28442258830677,360.7274844217765,467.1338442947139,572.9037102116953,625.5511478042318,730.373402255325,834.5686380286164,886.4322962434422,989.6940293075552,1092.3380759511992,1143.4296235670326,1245.1540657212197,1346.2700176811215,1396.6009496741526,1496.8109859550423,1596.421592798229,1646.0032315510036,1744.721409506617,0.13489027087291586,0.21580369142086914,0.256078720177241,0.33626722401118064,0.4159760609826152,0.4556515019317873,0.5346462129505098,0.6131683994508139,0.6522531788927056,0.7300718707454505,0.807425071842248,0.8459279839285204,0.9225881641506816,0.998789783571357,1.0367194901022163,1.112238404995469,1.1873055860047959,1.2246706219809669,1.2990652624705952,1.373014894450224
207,207,15749253.0,0.0007718335276993798,1295.6161712496744,81.3059434945351,188.03198619813597,294.1196219835887,346.9252311179236,452.06240898243425,556.5706837148679,608.5901589348447,712.1621255698475,815.1145528075713,866.3595968574276,968.3896553247542,1069.8093960266513,1120.2915385873498,1220.8026427305556,1320.712514803917,1370.4431137044573,1469.457876119162,1567.8803589323954,1616.8706022456076,1714.4113002511074,0.1438468992545475,0.2257370815551293,0.2664982968621242,0.347654811002034,0.428325867568391,0.468480257862429,0.5484285681978209,0.6278986493229374,0.6674552475155142,0.7462133423039817,0.8245003262838556,0.8634680337095794,0.9410536311579196,1.0181751313196705,1.056562714024894,1.1329932694845706,1.2089666374933663,1.2467827319029783,1.3220754413260958,1.3969177693721169
208,208,15752054.0,0.0007687525137723777,1300.8087545533454,63.21263522327249,170.2593217080867,276.6656815810241,329.62993836367053,435.082985090542,539.9052395416352,592.0810000949497,695.9641335297524,799.2258665938654,850.6248691876531,952.9614608533427,1054.6859030075298,1105.319712406733,1206.1327869604627,1306.3428232413526,1356.2228311839988,1455.535068837314,1554.2532467929273,1603.3906753124775,1701.2244194908421,0.15749937572939504,0.2391442678478773,0.2797833892498191,0.36069680979777236,0.44112622884818214,0.48116034238808386,0.5608691793595184,0.6401012185012674,0.6795393313274131,0.7580615178277171,0.8361140046953326,0.8749649891223538,0.9523181902191512,1.0292086850106472,1.0674812825275848,1.1436829019482602,1.2194287028887314,1.2571315233723723,1.332198704381699,1.4068168531816019
209,209,15754082.0,0.0007757021654443195,1289.1545809043907,89.89451600126156,196.30087587419897,302.07074179118035,354.7181793837169,459.5404338348101,563.7356696081014,615.5993278229273,718.8610608870403,821.5051075306843,872.5966551465176,974.3210973007047,1075.4370492606065,1125.7679812536376,1225.9780175345275,1325.588624377714,1375.1702631304888,1473.888441086102,1572.0161129188643,1620.859613784017,1718.1081424945241,0.1374244683393565,0.21956067742409752,0.2604443542355849,0.3418446909445215,0.42275811149247483,0.4630331402488467,0.5432216440827864,0.6229304810542209,0.662605922003393,0.7416006330221155,0.8201228195224196,0.8592075989643112,0.9370262908170562,1.0143794919138536,1.0528824040001261,1.1295425842222873,1.2057442036429626,1.243673910173822,1.3191928250670748,1.3942600060764014
210,210,15759319.0,0.0007770219146081819,1286.9649892747957,74.48464076907291,180.8910006420103,286.66086655899164,339.30830415152826,444.1305586026214,548.3257943759128,600.1894525907386,703.4511856548515,806.0952322984957,857.1867799143289,958.911222068516,1060.027174028418,1110.358106021449,1210.5681423023386,1310.1787491455254,1359.7603878983,1458.4785658539133,1556.6062376866757,1605.4497385518284,1702.6982672623355,0.14938846834000047,0.23152467742474145,0.27240835423622883,0.3538086909451655,0.43472211149311873,0.4749971402494906,0.5551856440834303,0.6348944810548648,0.6745699220040369,0.7535646330227594,0.8320868195230635,0.8711715989649552,0.9489902908177001,1.0263434919144976,1.0648464040007701,1.141506584222931,1.2177082036436064,1.255637910174466,1.3311568250677186,1.4062240060770455
211,211,15766673.0,0.0007768665335328099,1287.2223951423007,76.45169529861704,182.85805517155444,288.6279210885358,341.27535868107236,446.0976131321655,550.2928489054569,602.1565071202828,705.4182401843957,808.0622868280399,859.153834443873,960.8782765980602,1061.994228557962,1112.3251605509931,1212.5351968318828,1312.1458036750696,1361.7274424278442,1460.4456203834575,1558.5732922162197,1607.4167930813726,1704.6653217918795,0.14786012703386503,0.229996336118606,0.2708800129300934,0.35228034963903004,0.43319377018698335,0.4734687989433552,0.5536573027772949,0.6333661397487295,0.6730415806979014,0.752036291716624,0.8305584782169281,0.8696432576588198,0.9474619495115647,1.0248151506083623,1.0633180626946346,1.1399782429167957,1.216179862337471,1.2541095688683304,1.3296284837615833,1.4046956647709101
212,212,15767231.0,0.0007673700729384682,1303.1522016107936,79.34497655744998,186.39166304226418,292.79802291520156,345.762279697848,451.21532642471954,556.0375808758126,608.2133414291272,712.0964748639299,815.3582079280428,866.7572105218305,969.0938021875202,1070.8182443417072,1121.4520537409105,1222.2651282946401,1322.47516457553,1372.3551725181762,1471.6674101714914,1570.3855881271047,1619.523016646655,1717.3567608250196,0.14510813987465107,0.22675303199313335,0.2673921533950751,0.3483055739430284,0.42873499299343815,0.4687691065333399,0.5484779435047745,0.6277099826465234,0.6671480954726691,0.7456702819729731,0.8237227688405886,0.8625737532676098,0.9399269543644072,1.0168174491559034,1.0550900466728408,1.1312916660935162,1.2070374670339876,1.2447402875176283,1.3198074685269552,1.3944256173268579
213,213,15768221.0,0.000771987902123255,1295.3570868787276,79.50972440736727,186.2357671109681,292.3234028964209,345.1290120307558,450.2661898952664,554.7744646277,606.7939398476768,710.3659064826796,813.3183337204034,864.5633777702598,966.5934362375864,1068.0131769394834,1118.495319500182,1219.0064236433877,1318.9162957167491,1368.6468946172895,1467.661657031994,1566.0841398452278,1615.0743831584398,1712.6150811639395,0.14523342897924382,0.2271236112798256,0.26788482658682045,0.3490413407267303,0.42971239729308736,0.4698667875871253,0.5498150979225173,0.6292851790476336,0.6688417772402105,0.7475998720286781,0.8258868560085519,0.8648545634342757,0.942440160882616,1.0195616610443667,1.0579492437495905,1.1343797992092668,1.2103531672180625,1.2481692616276747,1.323461971050792,1.398304299096813
214,214,15771438.0,0.0007489486281955801,1335.2050626079263,83.03500043864382,191.37392013765452,299.0647837663981,352.6684084177425,459.39445112134337,565.4820869067961,618.2876960411311,723.4248739056417,827.9331486380753,879.9526238580521,983.5245904930549,1086.4770177307787,1137.7220617806352,1239.7521202479618,1341.1718609498587,1391.6540035105572,1492.165107653763,1592.0749797271244,1641.8055786276648,1740.8203410423694,0.14133064767386236,0.22200170424021945,0.26215609453425737,0.3421044048696493,0.4215744859947657,0.46113108418734267,0.5398891789758101,0.618176162955684,0.6571438703814078,0.734729467829748,0.8118509679914989,0.8502385506967226,0.9266691061563989,1.0026424741651947,1.0404585685748067,1.1157512779979242,1.1905936060439453,1.227846718867677,1.3020185220769975,1.375746647794949
215,215,15773209.0,0.0007483497388246808,1336.2736005902107,90.21644582579194,198.55536552480265,306.2462291535462,359.84985380489064,466.5758965084915,572.6635322939442,625.4691414282792,730.6063192927897,835.1145940252234,887.1340692452003,990.7060358802031,1093.6584631179269,1144.9035071677831,1246.9335656351097,1348.3533063370069,1398.8354488977054,1499.3465530409112,1599.2564251142724,1648.987024014813,1748.0017864295173,0.13595396058532694,0.21662501715168403,0.256779407445722,0.3367277177811139,0.41619779890623027,0.4557543970988072,0.5345124918872747,0.6127994758671487,0.6517671832928723,0.7293527807412126,0.8064742809029635,0.8448618636081872,0.9212924190678634,0.9972657870766592,1.0350818814862712,1.1103745909093887,1.1852169189554098,1.2224700317791417,1.296641834988462,1.3703699607064135
216,216,15774689.0,0.000744319742513921,1343.508633295854,85.3935077338453,194.0579150152207,302.07232143047986,355.8369888415651,462.88367532637926,569.2900351993167,622.2542919819631,727.7073387088346,832.5295931599278,884.7053537132423,988.5884871480449,1091.8502202121579,1143.2492228059457,1245.5858144716353,1347.3102566258224,1397.9440660250257,1498.7571405787553,1598.9671768596452,1648.8471848022914,1748.1594224556063,0.13933729791833468,0.21976671696874447,0.2598008305086462,0.33950966748008077,0.41874170662182975,0.45817981944797537,0.5367020059482794,0.6147544928158949,0.6536054772429161,0.7309586783397135,0.8078491731312096,0.8461217706481471,0.9223233900688225,0.9980691910092938,1.0357720114929345,1.1108391925022614,1.185457341302164,1.2225988689680607,1.2965485009476896,1.3700557852306885
217,217,15775461.0,0.0007530789872120207,1327.8819579100293,87.52727407761837,195.54168049287753,302.9099725553072,356.35303438877696,462.7593942617143,568.5292601786957,621.1766977712323,725.9989522223254,830.1941879956167,882.0578462104426,985.3195792745556,1087.9636259181998,1139.055173534033,1240.77961568822,1341.8955676481219,1392.226499641153,1492.4365359220428,1592.0471427652294,1641.6287815180042,1740.3469594736173,0.13818387737467439,0.21909729792262764,0.2593723266789995,0.33956083051293917,0.4192696674843737,0.45894510843354575,0.5379398194522683,0.6164620059525724,0.6555467853944641,0.733365477247209,0.8107186783440065,0.8492215904302789,0.92588177065244,1.0020833900731154,1.0400130966039747,1.1155320114972276,1.1905991925065544,1.2279642284827252,1.3023588689723535,1.3763085009519824
218,218,15777196.0,0.0007623223586181154,1311.7810184824305,85.10823322015307,192.4765252825827,299.20256798618357,352.32594698898987,458.09581290597123,563.2329907704818,615.565504949601,719.7607407228924,823.3327073578952,874.8861320018311,977.5301786454753,1079.5602371128018,1130.3461684154956,1231.4621203753975,1331.9732245186033,1382.0030886493182,1481.613695492505,1580.6284579072094,1629.913512200893,1728.041184033655,0.14046029941218582,0.22186063612112247,0.2623780288590905,0.3430490854254476,0.42323758925938726,0.46315178605487745,0.5426218671799938,0.6216165781987164,0.6609365601610383,0.7392235441409122,0.8170422359936572,0.8557768490149762,0.9328983491767271,1.0095585293988882,1.047716487341627,1.1236898553504229,1.1992087702436756,1.2367986591831523,1.3116409872291734,1.3860356277188017
219,219,15781829.0,0.0007712163386446958,1296.6530270317655,88.45638252689969,195.18242523050054,301.2700610159533,354.0756701502882,459.21284801479885,563.7211227472325,615.7405979672093,719.3125646022121,822.2649918399359,873.5100358897922,975.5400943571188,1076.9598350590159,1127.4419776197144,1227.9530817629202,1327.8629538362816,1377.593552736822,1476.6083151515265,1575.03079796476,1624.0210412779722,1721.561739283472,0.13833011711589702,0.2202202994164788,0.26098151472347364,0.34213802886338346,0.42280908542974055,0.4629634757237785,0.5429117860591705,0.6223818671842868,0.6619384653768637,0.7406965601653313,0.8189835441452051,0.8579512515709289,0.9355368490192691,1.01265834918102,1.0510459318862437,1.12747648734592,1.2034498553547157,1.241265949764328,1.3165586591874452,1.3914009872334663
220,220,15785533.0,0.0007755470482791932,1289.4124247121174,90.98074591873011,197.3871057916675,303.1569717086489,355.80440930118544,460.6266637522786,564.82189952557,616.6855577403958,719.9472908045088,822.5913374481529,873.6828850639862,975.4073272181732,1076.523279178075,1126.854211171106,1227.064247451996,1326.6748542951827,1376.2564930479573,1474.9746710035706,1573.1023428363328,1621.9458437014855,1719.1943724119926,0.13658191352237006,0.21871812260711104,0.25960179941859846,0.3410021361275351,0.42191555667548836,0.4621905854318602,0.5423790892657999,0.6220879262372344,0.6617633671864065,0.7407580782051291,0.8192802647054331,0.8583650441473248,0.9361837360000698,1.0135369370968672,1.0520398491831398,1.1287000294053007,1.204901648825976,1.2428313553568355,1.3183502702500882,1.393417451259415
221,221,15786316.0,0.0007754695013290603,1289.5413659545886,92.47624591864961,198.882605791587,304.6524717085684,357.29990930110495,462.1221637521981,566.3173995254895,618.1810577403153,721.4427908044283,824.0868374480724,875.1783850639057,976.9028272180927,1078.0187791779945,1128.3497111710255,1228.5597474519154,1328.1703542951022,1377.7519930478768,1476.4701710034901,1574.5978428362523,1623.441343701405,1720.6898724119121,0.13542206809838483,0.21755827718312581,0.2584419539946132,0.3398422907035499,0.42075571125150313,0.461030740007875,0.5412192438418146,0.6209280808132492,0.6606035217624212,0.7395982327811438,0.8181204192814479,0.8572051987233396,0.9350238905760846,1.012377091672882,1.0508800037591544,1.1275401839813155,1.2037418034019909,1.2416715099328501,1.317190424826103,1.39225760583543
222,222,15789022.0,0.0007838111561887798,1275.8175130632503,102.97712518455252,208.7469911015339,313.8841689660445,366.21668314516364,470.411918918455,573.9838855534578,625.5373101973938,728.1813568410379,830.2114153083645,880.9973466110582,982.1132985709601,1082.6244027141659,1132.654266844881,1232.2648736880676,1331.2796361027722,1380.5646903964555,1478.692362229218,1576.2330602347176,1624.7843918048777,1721.4512049625146,0.1275665842774829,0.21019706810240948,0.25132677169805606,0.3332169539986379,0.4146172907075745,0.45513468344554253,0.5358057400118996,0.6159942438458393,0.6559084406413295,0.7353785217664459,0.8143732327851685,0.8536932147474903,0.9319801987273643,1.0097988905801092,1.0485335036014283,1.1256550037631792,1.20231518398534,1.240473141928079,1.316446509936875,1.3919654248301276
223,223,15792011.0,0.0007615604553691381,1313.0933899598124,94.2403347045308,201.60862676696044,308.33466947056127,361.45804847336757,467.22791439034893,572.3650922548595,624.6976064339786,728.8928422072701,832.4648088422729,884.0182334862088,986.662280129853,1088.6923385971795,1139.4782698998733,1240.5942218597752,1341.105326002981,1391.135190133696,1490.7457969768827,1589.760559391587,1639.0456136852706,1737.173285518033,0.13350194778602356,0.2149022844949602,0.25541967723292824,0.33609073379928533,0.416279237633225,0.4561934344287152,0.5356635155538316,0.6146582265725542,0.653978208534876,0.7322651925147499,0.8100838843674949,0.8488184973888139,0.9259399975505648,1.0026001777727258,1.0407581357154647,1.1167315037242607,1.1922504186175134,1.2298403075569901,1.3046826356030112,1.3790772760926393
224,224,15792619.0,0.0007591274783979685,1317.301808268565,68.8072246038432,176.49808823258675,283.54477471740097,336.82775558753207,442.9153913729848,548.3684380998563,600.8581783718304,705.366453104264,809.2495865390666,860.9578949592436,963.9103221969674,1066.246913862657,1117.1854247141503,1218.6051654160474,1319.418239969777,1369.5984121199517,1469.5082841933129,1568.820521846628,1618.2536455085578,1716.6761283217916,0.15259759853225738,0.23375411267216722,0.2741501404821524,0.3545795595325622,0.43452786986795416,0.4743225100438985,0.5535545491856475,0.6323126439741149,0.6715148485120972,0.7495673353797127,0.8271529328280528,0.8657715209035313,0.9426620156950274,1.0190925711547036,1.0571362326326401,1.1328820335731116,1.208174742996229,1.2456520350660791,1.3202701838659818,1.3944419870753024
225,225,15793464.0,0.0007823234031913225,1278.2437492227791,66.85173032201949,172.9393661074722,278.39241283434376,330.8821531063178,435.3904278387514,539.273561273554,590.981869693731,693.9342969314548,796.2708885971444,847.2093994486378,948.6291401505348,1049.4422147042644,1099.6223868544391,1199.5322589278005,1298.8444965811157,1348.2776202430455,1446.700103056279,1544.5338472346439,1593.231044374991,1690.1882794405058,0.15563216795030863,0.238015143966186,0.2790216494552804,0.36066654157376266,0.4418230557136725,0.4822190835236577,0.5626485025740675,0.6425968129094595,0.6823914530854038,0.7616234922271528,0.8403815870156202,0.8795837915536024,0.9576362784212179,1.0352218758695582,1.0738404639450365,1.1507309587365326,1.227161514196209,1.2652051756741456,1.3409509766146168,1.4162436860377343
226,226,15796812.0,0.0007958154873622667,1256.5726803263199,74.12970741310993,179.26688527762056,283.77516001005415,335.794635230031,439.36660186503383,542.3190291027576,593.564073152614,695.5941316199406,797.0138723218375,847.4960148825361,948.0071190257419,1047.9169910991031,1097.6475899996437,1196.662352414348,1295.0848352275818,1344.0750785407938,1441.6157765462938,1538.5730116118086,1586.8339212740907,1682.9224996774094,0.1507672248150109,0.2338949565520523,0.2752721679567481,0.35765514397262543,0.43954532627320725,0.4803065415802021,0.5614630557201119,0.642134112286469,0.6822885025805069,0.7622368129158988,0.8417068940410153,0.8812634922335922,0.9600215870220596,1.0383085710019335,1.0772762784276573,1.1548618758759976,1.2319833760377485,1.2703709587429721,1.3468015142026484,1.4227748822114443
227,227,15798249.0,0.0007803701349477098,1281.4431962686617,89.13078065830166,195.2184164437544,300.67146317062594,353.16120344259997,457.6694781750336,561.5526116098363,613.2609200300133,716.2133472677369,818.5499389334266,869.48844978492,970.908190486817,1071.7212650405465,1121.9014371907213,1221.8113092640826,1321.1235469173978,1370.5566705793276,1468.9791533925613,1566.812897570926,1615.5100947112733,1712.4673297767881,0.1382232262649526,0.22060620228082994,0.26161270776992435,0.3432575998884066,0.4244141140283164,0.46481014183830166,0.5452395608887114,0.6251878712241034,0.6649825114000477,0.7442145505417967,0.8229726453302642,0.8621748498682464,0.9402273367358618,1.0178129341842022,1.0564315222596805,1.1333220170511766,1.2097525725108529,1.2477962339887894,1.3235420349292608,1.3988347443523783
228,228,15800354.0,0.0007830277759563448,1277.093904847319,59.48098799507472,165.56862378052745,271.021670507399,323.511410779373,428.01968551180664,531.9028189466093,583.6111273667863,686.56355460451,788.9001462701997,839.838657121693,941.25839782359,1042.0714723773197,1092.2516445274944,1192.1615166008557,1291.473754254171,1340.9068779161007,1439.3293607293342,1537.163104907699,1585.8603020480462,1682.817537113561,0.1614012929526874,0.24378426896856475,0.28479077445765916,0.3664356665761414,0.4475921807160512,0.48798820852603647,0.5684176275764462,0.6483659379118382,0.6881605780877825,0.7673926172295316,0.846150712017999,0.8853529165559813,0.9634054034235967,1.040991000871937,1.0796095889474153,1.1565000837389114,1.2329306391985877,1.2709743006765242,1.3467201016169956,1.4220128110401131
229,229,15801949.0,0.0007653010715985416,1306.6752904333784,104.0799811398785,211.1266676246927,317.5330274976301,370.4972842802765,475.95033100714807,580.7725854582412,632.9483460115557,736.8314794463583,840.0932125104714,891.4922151042591,993.8288067699488,1095.553248924136,1146.1870583233392,1247.0001328770688,1347.2101691579585,1397.0901771006047,1496.4024147539199,1595.1205927095332,1644.2580212290834,1742.091765407448,0.12615234279640528,0.20779723491488752,0.2484363563168293,0.32934977686478256,0.40977919591519235,0.4498133094550941,0.5295221464265286,0.6087541855682777,0.6481922983944233,0.7267144848947273,0.8047669717623428,0.843617956189364,0.9209711572861614,0.9978616520776575,1.0361342495945949,1.1123358690152703,1.1880816699557417,1.2257844904393824,1.3008516714487093,1.375469820248612
230,230,15804181.0,0.0007621699170130136,1312.043387803937,86.62218661557792,193.99047867800755,300.7165213816084,353.8399003844147,459.60976630139606,564.7469441659067,617.0794583450258,721.2746941183171,824.84666075332,876.400085397256,979.0441320409001,1081.0741905082268,1131.8601218109204,1232.9760737708223,1333.487177914028,1383.5170420447432,1483.1276488879298,1582.1424113026344,1631.4274655963177,1729.55513742908,0.1393062310119331,0.22070656772086972,0.2612239604588378,0.3418950170251948,0.42208352085913453,0.4619977176546247,0.5414677987797412,0.6204625097984636,0.6597824917607855,0.7380694757406594,0.8158881675934044,0.8546227806147234,0.9317442807764743,1.0084044609986353,1.0465624189413743,1.12253578695017,1.1980547018434229,1.2356445907828995,1.3104869188289208,1.3848815593185488
231,231,15804955.0,0.0007709079292154502,1297.1717660469467,91.63187416956282,198.35791687316367,304.4455526586164,357.25116179295134,462.3883396574619,566.8966143898956,618.9160896098724,722.4880562448752,825.440483482599,876.6855275324554,978.715585999782,1080.135326701679,1130.6174692623774,1231.1285734055834,1331.0384454789446,1380.7690443794852,1479.7838067941896,1578.2062896074233,1627.1965329206353,1724.7372309261352,0.13588153898190453,0.2177717212824863,0.2585329365894812,0.339689450729391,0.4203605072957481,0.460514897589786,0.540463207925178,0.6199332890502943,0.6594898872428713,0.7382479820313387,0.8165349660112127,0.8555026734369364,0.9330882708852767,1.0102097710470275,1.0485973537522513,1.1250279092119275,1.2010012772207233,1.2388173716303355,1.3141100810534527,1.3889524090994738
