,index,blocknum,p0vs1,p1vs0,TUSD-slippagemap_01,TUSD-slippagemap_2,TUSD-slippagemap_3,TUSD-slippagemap_4,TUSD-slippagemap_5,TUSD-slippagemap_6,TUSD-slippagemap_7,TUSD-slippagemap_8,TUSD-slippagemap_9,TUSD-slippagemap_10,TUSD-slippagemap_11,TUSD-slippagemap_12,TUSD-slippagemap_13,TUSD-slippagemap_14,TUSD-slippagemap_15,TUSD-slippagemap_16,TUSD-slippagemap_17,TUSD-slippagemap_18,TUSD-slippagemap_19,TUSD-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
10,10,14303940.0,0.0003348593661992768,2986.328294621731,243.59795831124944,529.225758385049,813.1450075402,954.467123966271,1235.8426924282446,1515.535141419728,1654.7533466332477,1931.9399870441382,2207.4685662679294,2344.614189433556,2617.674260892232,2889.100961751488,3024.2048535241615,3293.1997904054833,3560.5856709615923,3693.6782242956883,3958.668554038118,4222.07377291976,4353.184937707567,4614.230264616206,0.15849249211483477,0.2536796640537308,0.3010595160503436,0.39539388808691556,0.4891639765436038,0.5358384686230987,0.6287684558135272,0.7211425577457391,0.7671221942356337,0.8586686997207938,0.9496675998358027,0.994962723326346,1.085146348229694,1.1747905163749175,1.2194113154202812,1.3082523475169303,1.3965619560523563,1.4405184717796602,1.5280368990392024,1.6150318142208222
11,11,14305720.0,0.0003227933955069484,3097.9568167108737,263.303967980118,554.1193595508925,843.1951671741327,987.0839785448711,1273.5699098217992,1558.342149144672,1700.0888483597837,1982.3097662200953,2262.84251236435,2402.478982239312,2680.4983908117506,2956.854758003917,3094.4124070875127,3368.2928491834764,3640.5350107705985,3776.0448025710716,4045.8478944134026,4314.0371004842955,4447.529511781176,4713.315962171739,0.15073041515208174,0.2442196277194818,0.2907543143507439,0.38340594259200383,0.47550335333201676,0.5213452638653796,0.6126175547030747,0.7033438824227292,0.7485033293548862,0.8384168222033084,0.9277924745166645,0.9722796196576409,1.0608545394991056,1.1488996308760433,1.192724479158458,1.2799807583597949,1.3667150914090094,1.4098875065746825,1.495844772465743,1.5812878656228164
12,12,14307970.0,0.00034022591279079834,2939.2235053386144,147.62377789029387,431.54302704544494,713.7639449057566,854.2407119334895,1133.933160924973,1411.9525694974116,1550.338006549383,1825.8665857731742,2099.7470278691376,2236.072280397477,2507.498981256733,2777.3020730990643,2911.5978099107283,3178.9836904668373,3444.7701408574003,3577.066573543363,3840.4717924250044,4102.301392642483,4232.6282841214515,4492.112108642027,0.19154254851485092,0.28730252973588194,0.33496750156663035,0.42986955367139074,0.5242039257079627,0.5711592936767458,0.6646485062441458,0.7575784934345744,0.8038348211166678,0.8959322318566808,0.987478737341841,1.0330464332277387,1.1237727609473933,1.213956385850741,1.2588457007279723,1.3482213530413285,1.4370623851379776,1.4812834180237697,1.5693285094007074,1.6568469366602494
13,13,14313166.0,0.000348594247569212,2868.6646637835124,279.3959359668542,559.0883849583377,837.1077935307763,975.4932305827477,1251.0218098065388,1524.9022519025023,1661.2275044308415,1932.6542052900975,2202.4572971324287,2336.753033944093,2604.1389145002017,2869.9253648907647,3002.2217975767276,3265.6270164583693,3527.4566166758477,3657.783508154816,3917.2673326753916,4175.198991802732,4303.585666416999,4559.206470480901,0.14759873289897046,0.2448058682119529,0.2931911688188154,0.3895274080147567,0.48528738923578774,0.5329523610665361,0.6278544131712965,0.7221887852078686,0.7691441531766515,0.8626333657440516,0.9555633529344801,1.0018196806165736,1.0939170913565865,1.1854635968417468,1.2310312927276443,1.321757620447299,1.4119412453506468,1.4568305602278782,1.5462062125412344,1.6350472446378832
14,14,14317459.0,0.00036771418367519007,2719.5034741529626,148.93753961419714,421.9976110728729,693.4243119321292,828.528203704803,1097.5231405861246,1364.9090211422335,1498.0015744763298,1762.9919042187594,2026.397123100401,2157.5082878882085,2418.5536147968473,2678.0374393174234,2807.196711891196,3064.3557730590305,3319.976577122932,3447.2130100354466,3700.5436628341618,3952.358960941298,4077.7011834228365,4327.260424684913,0.19660000678551914,0.2961682151694859,0.3457287474098345,0.4444049069020026,0.5424908127826312,0.591313522257334,0.6885206575703166,0.7851463251869821,0.8332421973731203,0.9290021785941514,1.0241893505330475,1.0715692025296601,1.165903574566232,1.2596736630229204,1.3063481551024152,1.3992781422928438,1.4916522442250557,1.5376318807149503,1.6291783862001104,1.7201772863151195
15,15,14319834.0,0.00036635622286912113,2729.58377004898,234.29691069612326,507.356982154799,778.7836830140552,913.887574786729,1182.8825116680507,1450.2683922241595,1583.3609455582557,1848.3512753006855,2111.756494182327,2242.8676589701345,2503.9129858787737,2763.3968103993493,2892.5560829731226,3149.715144140957,3405.335948204858,3532.5723811173725,3785.9030339160877,4037.7183320232243,4163.060554504763,4412.61979576684,0.1652678865173042,0.26483609490127097,0.3143966271416196,0.41307278663378766,0.5111586925144163,0.5599814019891192,0.6571885373021016,0.7538142049187672,0.8019100771049054,0.8976700583259364,0.9928572302648325,1.0402370822614453,1.1345714542980172,1.2283415427547053,1.2750160348342003,1.367946022024629,1.4603201239568406,1.5062997604467352,1.5978462659318955,1.6888451660469044
16,16,14323526.0,0.00038081138944310016,2625.9718793138077,169.53049797943484,437.7197040503274,704.3046686813043,836.9985657377708,1101.1951489850487,1363.811382093183,1494.5298175228538,1754.793226138049,2013.499806096171,2142.272192649738,2398.6609727325754,2653.516104240421,2780.3714214876613,3032.9432579838076,3284.004277627811,3408.971057250466,3657.78277590198,3905.106172173192,4028.2125297724924,4273.320108415213,0.1913118777416126,0.2926884499313863,0.34314910362928086,0.443617425346182,0.5434847726921246,0.5931942052089425,0.6921668218798442,0.7905474103876745,0.8395168028220878,0.937015981375132,1.0339319482166356,1.0821723152264386,1.178219993438997,1.2736931404643563,1.321215340572504,1.4158331241394806,1.5098849325744719,1.556699653062377,1.649908831773134,1.7425604600143938
17,17,14332052.0,0.00037739963345319414,2649.7111055727137,238.55809727807275,507.5530341593943,774.9389147155032,908.0314680495995,1173.021797792029,1436.4270166736706,1567.5381814614782,1828.5835083701172,2088.0673328906933,2217.226605464466,2474.3856666323004,2730.0064706962016,2857.242903608716,3110.5735564074316,3362.388854514568,3487.7310769961064,3737.2903182581836,3985.3567569534075,4108.8329715414875,4354.676941355091,0.1648403519953663,0.2659132640350863,0.3162227735115242,0.4163901572307812,0.515958365614748,0.5655188978550966,0.6641950573472647,0.7622809632278933,0.8111036727025961,0.9083108080155786,1.004936475632244,1.0530323478183825,1.1487923290394133,1.2439795009783094,1.2913593529749223,1.3856937250114942,1.4794638134681823,1.5261383055476774,1.619068292738106,1.7114423946703177
18,18,14336922.0,0.00039813931704886973,2511.6836172129533,241.5927836021033,503.4223838195817,763.6857924347768,893.2330998191258,1151.1647589464658,1407.5535390293032,1535.1722376246346,1789.2639877843892,2041.8358242805355,2167.5546214430005,2417.8636235471936,2666.675342198708,2790.5225238818402,3037.1050960692205,3282.2126747119414,3404.2161048946937,3647.127720623486,3888.58630396751,4008.773427003153,4248.068743538511,0.16561206706970164,0.26945098302711223,0.32113728333243674,0.4240458875030887,0.5263389215433353,0.5772557504517302,0.6786323226415039,0.7794024858158364,0.8295612980562995,0.9294286454022421,1.0286986101594087,1.0781106945899617,1.176491283097792,1.2742833850069082,1.3229598540852496,1.4198758209267532,1.5162120601226945,1.5641638661491146,1.659637013174474,1.7545390652792343
19,19,14338482.0,0.00039060739153585794,2560.115404032746,136.37508147961853,401.3654112220481,664.7706301036897,795.8817948914973,1056.9271218001363,1316.4109463207121,1445.5702188944852,1702.7292800623195,1958.350084126221,2085.586517038735,2338.9171698374503,2590.732467944587,2716.0746904261255,2965.633931688202,3213.7003703834266,3337.1765849715066,3583.0205547851106,3827.39395139628,3949.0319339649086,4191.21594526727,0.20577435296151528,0.308374712267684,0.359444513002537,0.4611256557588801,0.5621985677986001,0.612508077275038,0.712675460994295,0.8122436693782618,0.8618042016186104,0.9604803611107785,1.058566266991407,1.10738897646611,1.2045961117790924,1.301221779395758,1.349317651581896,1.4450776328029271,1.5402648047418233,1.587644656738436,1.681979028775008,1.7757491172316962
20,20,14340944.0,0.00038421556672275676,2602.705581477865,238.48140588540736,505.06637051638427,770.0567002588139,901.9568508201286,1164.573083928263,1425.618410836902,1555.554927973129,1814.261507931251,2071.4205690990852,2199.422674567655,2454.277806075501,2707.608458874216,2833.7049598188873,3084.765979462891,3334.325220724968,3458.5444777370603,3705.8678740082723,3951.7118438218763,4074.0818102502935,4317.723223001674,0.16553876700262665,0.2675253966458745,0.31828971049382276,0.41936262253354273,0.5198309442504438,0.5698395157292376,0.6694077241132044,0.7683803407841061,0.8176444158457211,0.9157303217263497,1.0132295002793938,1.061760166514035,1.1583858341307005,1.2544335123432588,1.3022416875378697,1.3974288594767659,1.4920466430437425,1.5391430835099507,1.6329131719666388,1.726122350677396
21,21,14341680.0,0.0004036310838198117,2477.5098848591606,204.15522115145777,464.4186297666529,723.1252097247749,851.8975962783418,1108.2863763611792,1363.141507869025,1489.9968251162654,1742.5686616124115,1993.6296812564149,2118.5964608790696,2367.408179530584,2614.731575801796,2737.8379334010965,2982.9455120438174,3226.5869247951982,3347.860557955362,3589.319141299386,3829.3333875501094,3948.801580870387,4186.665493116679,0.18112492140178965,0.28558871316669593,0.3375860464774605,0.44111392942943106,0.544022533600083,0.5952457669054766,0.6972323965487244,0.7986089687384982,0.8490696224363927,0.9495379441532937,1.0494052914992364,1.0991147240160544,1.198087340686956,1.2964679291947863,1.3454373216291997,1.4429365001822438,1.5398524670237475,1.5880928340335505,1.6841405122461088,1.7796136592714682
22,22,14344838.0,0.0004033486550439448,2479.2446621423596,219.11022115065285,479.37362976584797,738.08020972397,866.8525962775368,1123.2413763603743,1378.09650786822,1504.9518251154605,1757.5236616116067,2008.5846812556101,2133.5514608782646,2382.3631795297792,2629.6865758009912,2752.7929334002915,2997.9005120430124,3241.5419247943937,3362.815557954557,3604.274141298581,3844.2883875493044,3963.756580869582,4201.620493115874,0.17509045895538464,0.2795542507202909,0.33155158403105545,0.435079466983026,0.537988071153678,0.5892113044590715,0.6911979341023193,0.7925745062920931,0.8430351599899877,0.9435034817068887,1.0433708290528314,1.0930802615696493,1.192052878240551,1.2904334667483812,1.3394028591827947,1.4369020377358388,1.5338180045773424,1.5820583715871455,1.6781060497997038,1.7735791968250632
23,23,14346700.0,0.0003869143755629873,2584.5511646987284,215.4446734006574,481.2311237912203,745.427707038498,876.9327753588249,1138.7623755763032,1399.0257841914984,1528.5730915758472,1786.5047507031873,2042.8935307860247,2170.512229381356,2424.6039795411107,2677.175816037257,2802.8946131997222,3053.2036153039153,3302.0153339554295,3425.8625156385615,3672.4450878259418,3917.5526664686627,4039.556096651415,4282.467712380208,0.17466886265095158,0.2769618966911982,0.32787872559959297,0.4292552977893667,0.5300254609636992,0.5801842732041623,0.680051620550105,0.7793215853072716,0.8287336697378246,0.9271142582456549,1.0249063601547712,1.0735828292331124,1.170498796074616,1.2668350352705573,1.3147868412969774,1.4102599883223368,1.5051620404270971,1.5523999719974608,1.646451780432452,1.7399409929998522
