,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WBTC-slippagemap_12,WBTC-slippagemap_13,WBTC-slippagemap_14,WBTC-slippagemap_15,WBTC-slippagemap_16,WBTC-slippagemap_17,WBTC-slippagemap_18,WBTC-slippagemap_19,WBTC-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
0,0,15531569.0,20498.439570767117,4.878420118505522e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,16006906.0,20498.439570767117,4.878420118505522e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,16009274.0,16624.19624237319,6.015328412997878e-05,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,0.0019269996391914688,451.12911066312927,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955,610.1332592941955
3,3,16010583.0,16607.58118578262,6.021346449030626e-05,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,0.004582359639048548,451.20085869145765,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926,566.0084721402926
4,4,16012174.0,16496.68784392027,6.061822891123823e-05,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,0.02263924970939744,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233,267.11072715972233
5,5,16013881.0,16480.200225626573,6.067887442562793e-05,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,0.025347309709251684,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387,222.45727849304387
6,6,16015336.0,16399.648784219295,6.09769156131111e-05,0.02696456599065055,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,0.03846491013803691,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186,6.79598700117186
7,7,16019067.0,16399.648784219295,6.09769156131111e-05,0.026999455990648673,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,0.038499800138035035,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471,6.223776067507471
8,8,16022783.0,16399.648784219295,6.09769156131111e-05,0.027065711023245023,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,0.03856605517063139,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629,7.394565213044629
9,9,16030319.0,16434.12250774995,6.084900483907329e-05,0.026848000916623756,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,0.03272881008337994,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038,103.12674424739038
