,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WBTC-slippagemap_12,WBTC-slippagemap_13,WBTC-slippagemap_14,WBTC-slippagemap_15,WBTC-slippagemap_16,WBTC-slippagemap_17,WBTC-slippagemap_18,WBTC-slippagemap_19,WBTC-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
10,10,16031442.0,16439.053237542386,6.0830753787953455e-05,0.027050170315645092,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,0.03212867019984837,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133,112.99147424792133
11,11,16032406.0,16475.257154206123,6.069707990838253e-05,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,0.026116010381729164,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474,211.9455892532474
12,12,16033920.0,16467.021996341075,6.0727434518651715e-05,0.02699516730243005,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,0.027529520381653086,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797,188.6626485474797
13,13,16034663.0,16552.86922780113,6.041248717898796e-05,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,0.013487951042506467,420.1889028330048,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783,420.49666155995783
14,14,16035418.0,16458.790954819975,6.0757804309261786e-05,0.027009816194859607,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,0.028880281811606505,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708,166.42473272216708
15,15,16035998.0,16523.1023497371,6.0521322136330596e-05,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,0.018301697443093495,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557,340.882284731557
16,16,16036670.0,16579.3736912813,6.031590931121097e-05,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,0.009217504017849706,449.5711490170076,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501,491.2452947396501
17,17,16037252.0,16615.88663729971,6.0183366787973735e-05,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,0.0033205133544058543,450.06829061192155,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184,589.1267047449184
18,18,16038463.0,16617.54822596344,6.017734905306843e-05,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,0.003022926019044243,450.59376948532827,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845,594.0719417451845
19,19,16040987.0,16514.843276449392,6.055158885013621e-05,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,0.019791073097358402,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663,316.278504030663
20,20,16042027.0,16499.98734645593,6.060610708376041e-05,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,0.021971773097241028,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445,280.27901348553445
21,21,16043305.0,16498.337512704664,6.061216769446878e-05,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,0.02222100853973067,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821,276.1664415016821
22,22,16044108.0,16411.131982868537,6.093424884059752e-05,0.02702419641773092,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,0.03665070648660826,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295,38.817828524890295
23,23,16044905.0,16401.288749097715,6.097081853125798e-05,0.0271647528317843,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,0.03839736648651425,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948,10.161198644009948
24,24,16051041.0,16483.4964304737,6.0666740470866357e-05,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,0.024749637013955862,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594,234.4637632544594
25,25,16054153.0,16478.552370389534,6.06849423130705e-05,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,0.025488197013916112,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022,222.2906869228022
26,26,16055932.0,16476.904679921543,6.06910108073018e-05,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,0.025790017013899866,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471,217.3170002985471
27,27,16057770.0,16401.288749097715,6.097081853125798e-05,0.027017672831792218,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,0.038250286486522164,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712,12.573570167739712
28,28,16058778.0,16437.409496592725,6.083683686333226e-05,0.026872277084391435,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,0.03221819905536061,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212,111.51971424784212
29,29,16059450.0,16468.66869854071,6.072136238241346e-05,0.027018277530522515,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,0.027285447684742347,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056,192.68207025221056
30,30,16060750.0,16452.209083988022,6.07821110766968e-05,0.02701337591347619,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,0.02995297214743262,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436,148.77273403698436
31,31,16062337.0,16455.499690326913,6.076995647770168e-05,0.026886335418081123,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,0.029291339227795556,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035,159.65961303757035
32,32,16063615.0,16465.375458795195,6.0733507262103574e-05,0.026881550750837667,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,0.027683099523578624,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614,186.13367401214614
33,33,16064210.0,16480.200225626573,6.067887442562793e-05,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,0.025256185551310078,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804,226.11438001429804
34,34,16064979.0,16402.928877972623,6.0964722059052084e-05,0.02701235064006488,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,0.03797724648653686,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493,17.052249618778493
35,35,16065989.0,16399.648784219295,6.09769156131111e-05,0.02713518233911506,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,0.038635526486501426,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666,6.255227655995666
