,index,blocknum,p0vs1,p1vs0,YFI-slippagemap_01,YFI-slippagemap_2,YFI-slippagemap_3,YFI-slippagemap_4,YFI-slippagemap_5,YFI-slippagemap_6,YFI-slippagemap_7,YFI-slippagemap_8,YFI-slippagemap_9,YFI-slippagemap_10,YFI-slippagemap_11,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10
135,135,15482165.0,9519.947321991678,0.00010504259804987964,0.35163217546145903,1.0034252524086575,1.648733203335799,2.287620540433877,2.920151188666622,3.546388333688404,4.166394630702542,4.780232076111043,5.387962033757979,5.989645282186023,6.585341977313944,9289.581873311545,9460.831834868028,9630.377916550813,9798.23706981794,9964.42608037688,10128.961564438889,10291.859974250305,10453.137599297574,10612.810563892468,10770.894836459078
136,136,15483789.0,9523.755872155396,0.000105000591512819,0.340881175458479,0.9926742524056775,1.6379822033328189,2.2768695404308974,2.9094001886636423,3.5356373336854237,4.155643630699561,4.769481076108063,5.377211033754999,5.9788942821830435,6.574590977310964,9391.957035489746,9563.206997046227,9732.753078729012,9900.61223199614,10066.801242555079,10231.33672661709,10394.235136428504,10555.512761475773,10715.18572607067,10873.269998637277
137,137,15484382.0,9482.893681648853,0.00010545304350877457,0.4810354754509318,1.1328285523981303,1.7781365033252718,2.41702384042335,3.049554488656095,3.6757916336778766,4.295797930692014,4.909635376100516,5.517365333747452,6.119048582175496,6.714745277303417,8059.970911090404,8231.220872646885,8400.76695432967,8568.6261075968,8734.815118155737,8899.350602217748,9062.249012029162,9223.526637076431,9383.199601671327,9541.283874237937
138,138,15485319.0,9249.696639786067,0.00010811165370534018,0.018276503816549782,0.6766198785255759,1.3284129554727746,1.973720906399916,2.612608243497994,3.2451388917307393,3.8713760367525207,4.4913823337666585,5.10521977917516,5.712949736822096,6.314632985250141,348.2082972591904,517.7543789419758,685.6135322091033,851.8025427680418,1016.3380268300526,1179.236436641467,1340.5140616887363,1500.187026283632,1658.271298850241,1814.7826833028287
139,139,15487170.0,8576.230960855937,0.00011660133741316554,0.014758459687909781,0.034035822246742564,0.05312138127909306,0.07201704539622122,0.09072470381265035,0.7490680785216766,1.400861155468875,2.0461691063960163,2.6850564434940947,3.3175870917268395,3.9438242367486214,371.04470176190176,533.9431115733163,695.2207366205854,854.8937012154811,1012.9779737820901,1169.4893582346779,1324.4435064397815,1477.8559125747113,1629.741915111096,1780.1167015050553
140,140,15491586.0,8872.821453042838,0.0001127037217295814,0.0010558221721675067,0.020141381204518007,0.03903704532164617,0.0577447037380753,0.7160880784471014,1.3678811553943,2.0131891063214415,2.65207644341952,3.2846070916522647,3.910844236674046,4.530850533688184,494.22003571537573,658.7555197773866,821.653929588801,982.9315546360701,1142.6045192309657,1300.6887917975748,1457.2001762501627,1612.1543244552663,1765.5667305901961,1917.4527331265806
141,141,15492429.0,9476.258310485568,0.00010552688278806105,0.5053080754295465,1.157101152376745,1.8024091033038865,2.4412964404019646,3.0738270886347094,3.7000642336564913,4.3200705306706295,4.93390797607913,5.541637933726067,6.143321182154111,6.7390178772820315,7829.865679467021,8001.115641023503,8170.661722706288,8338.520875973416,8504.709886532355,8669.245370594364,8832.14378040578,8993.42140545305,9153.094370047944,9311.178642614554
142,142,15493267.0,9436.543470831572,0.00010597100549486236,0.6429774754221343,1.294770552369333,1.9400785032964742,2.578965840394553,3.2114964886272976,3.837733633649079,4.457739930663217,5.071577376071718,5.679307333718654,6.280990582146699,6.87668727727462,6527.94913875536,6699.199100311842,6868.745181994627,7036.604335261754,7202.7933458206935,7367.328829882704,7530.227239694119,7691.504864741388,7851.177829336283,8009.262101902892
143,143,15495258.0,9279.34159344049,0.00010776626659664022,0.015304303796627958,0.6736476785056541,1.3254407554528527,1.970748706379994,2.6096360434780723,3.242166691710817,3.868403836732599,4.488410133746737,5.102247579155238,5.709977536802175,6.3116607852302185,375.7453990709907,545.2914807537761,713.1506340209036,879.3396445798421,1043.8751286418528,1206.7735384532673,1368.0511635005366,1527.7241280954322,1685.8084006620413,1842.319785114629
144,144,15500840.0,9495.228842804854,0.0001053160504665208,0.4394856312588471,1.0912787082060456,1.736586659133187,2.3754739962312654,3.0080046444640103,3.6342417894857917,4.25424808649993,4.868085531908431,5.475815489555367,6.077498737983412,6.673195433111332,8454.258259500624,8625.508221057105,8795.05430273989,8962.913456007018,9129.102466565957,9293.637950627968,9456.536360439382,9617.813985486651,9777.486950081548,9935.571222648156
145,145,15501368.0,9606.969843544231,0.00010409109389179441,0.05488563120584647,0.706678708153045,1.3519866590801863,1.9908739961782647,2.6234046444110097,3.249641789432791,3.8696480864469294,4.483485531855431,5.091215489502367,5.692898737930411,6.288595433058331,12127.64285069838,12298.89281225486,12468.438893937646,12636.298047204775,12802.487057763712,12967.022541825723,13129.920951637137,13291.198576684406,13450.871541279303,13608.955813845912
146,146,15502311.0,9654.157150945497,0.00010358232048274284,0.5444068007458552,1.1897147516729967,1.828602088771075,2.46113273700382,3.0873698820256013,3.7073761790397395,4.321213624448241,4.928943582095177,5.530626830523221,6.1263235256511415,6.716093242403103,13517.52018039865,13690.491147326442,13861.741108882925,14031.28719056571,14199.146343832837,14365.335354391776,14529.870838453786,14692.769248265202,14854.04687331247,15013.719837907365
147,147,15502831.0,10586.546593658684,9.445950963829863e-05,0.14055361662846946,0.7605599136426076,1.3743973590511087,1.9821273166980449,2.5838105651260888,3.17950726025401,3.769276977005971,4.35317867180473,4.931270742932652,5.503610990337339,6.070256646585146,18094.315687605133,24493.430323944656,30828.8758649188,37101.285782485014,43311.28729600225,43484.258262930045,43655.508224486526,43825.05430616931,43992.91345943644,44159.10246999538
148,148,15503361.0,10649.188699013877,9.390386707041831e-05,0.5789219697151518,1.1927594151236527,1.8004893727705888,2.402172621198633,2.997869316326554,3.587639033078515,4.171540727877274,4.749632799005196,5.321973046409883,5.88861870265769,6.449626394720058,13559.600308413043,20023.023763771278,26422.1384001108,32757.583941084944,39029.99385865116,45239.9953721684,45412.96633909619,45584.21630065267,45753.76238233546,45921.621535602586
149,149,15504003.0,10448.77410177073,9.570500713863957e-05,0.5530256869130534,1.1730319839271914,1.7868694293356926,2.3945993869826285,2.996282635410673,3.5919793305385936,4.1817490472905545,4.765650742089314,5.3437428132172355,5.916083060621923,6.48272871686973,13755.903902257318,20155.018538596843,26490.464079570986,32762.873997137205,38972.87551065444,39145.84647758223,39317.09643913872,39486.6425208215,39654.50167408863,39820.69068464757
150,150,15504741.0,10497.996460910492,9.52562713965013e-05,0.40463568685354756,1.0246419838676857,1.6384794292761866,2.2462093869231228,2.847892635351167,3.443589330479088,4.033359047231049,4.617260742029808,5.19535281315773,5.767693060562417,6.334338716810224,15310.109157340934,21709.22379368046,28044.6693346546,34317.07925222082,40527.08076573805,40700.051732665845,40871.301694222326,41040.84777590512,41208.706929172244,41374.89593973118
151,151,15505492.0,10459.227579074919,9.56093547482066e-05,0.5214358868472587,1.1414421838613968,1.755279629269898,2.363009586916834,2.964692835344878,3.5603895304727993,4.15015924722476,4.734060942023519,5.312153013151441,5.884493260556129,6.451138916803935,14086.153721823628,20485.268358163154,26820.713899137296,33093.12381670351,39303.12533022075,39476.09629714854,39647.34625870502,39816.89234038781,39984.751493654934,40150.940504213875
152,152,15506896.0,10318.983794217116,9.69087673691679e-05,0.3216610418025235,0.947898186824305,1.567904483838443,2.181741929246944,2.7894718868938804,3.3911551353219247,3.9868518304498455,4.576621547201806,5.160523242000566,5.738615313128488,6.310955560533174,16054.724272325651,22390.169813299795,28662.57973086601,34872.58124438325,35045.55221131104,35216.80217286752,35386.34825455031,35554.207407817434,35720.396418376375,35884.93190243838
153,153,15507635.0,10310.732320777972,9.698632152294565e-05,0.34644274172021194,0.9726798867419936,1.5926861837561317,2.2065236291646326,2.814253586811569,3.415936835239613,4.011633530367534,4.601403247119495,5.185304941918254,5.763397013046176,6.335737260450863,15799.10132189613,22134.546862870273,28406.956780436492,34616.95829395373,34789.92926088152,34961.179222438004,35130.72530412079,35298.584457387915,35464.773467946856,35629.30895200886
154,154,15509570.0,10331.373387570166,9.67925524019019e-05,0.280759379625421,0.9069965246472026,1.5270028216613407,2.1408402670698417,2.748570224716778,3.350253473144822,3.945950168272743,4.535719885024704,5.119621579823463,5.6977136509513855,6.270053898356072,16477.062779420237,22812.50832039438,29084.918237960595,35294.919751477835,35467.89071840562,35639.1406799621,35808.686761644894,35976.54591491202,36142.734925470955,36307.27040953297
155,155,15510760.0,10318.983794217116,9.69087673691679e-05,0.3195559795712166,0.9457931245929982,1.5657994216071363,2.1796368670156374,2.7873668246625734,3.3890500730906177,3.9847467682185385,4.574516484970499,5.158418179769259,5.73651025089718,6.308850498301868,16076.447193844975,22411.892734819117,28684.302652385337,34894.30416590257,35067.275132830364,35238.525094386845,35408.07117606963,35575.930329336756,35742.1193398957,35906.65482395771
156,156,15511712.0,10445.640096362175,9.573372151202707e-05,0.5605067633067037,1.1805130603208418,1.794350505729343,2.402080463376279,3.0037637118043232,3.599460406932244,4.189230123684205,4.773131818482964,5.351223889610886,5.923564137015573,6.49020979326338,13677.742949720772,20076.857586060298,26412.30312703444,32684.713044600656,38894.71455811789,39067.68552504569,39238.93548660217,39408.48156828495,39576.34072155208,39742.52973211102
157,157,15513306.0,10463.41189770204,9.557112056533095e-05,0.5094738633091324,1.1294801603232705,1.7433176057317714,2.3510475633787076,2.952730811806752,3.5484275069346727,4.138197223686634,4.722098918485393,5.300190989613315,5.872531237018002,6.439176893265809,14211.295214176247,20610.40985051577,26945.855391489913,33218.26530905613,39428.266822573365,39601.23778950116,39772.48775105764,39942.033832740424,40109.89298600755,40276.08199656649
158,158,15513847.0,10264.4405744259,9.742372151206409e-05,0.48946609980591543,1.1157032448276971,1.7357095418418351,2.3495469872503363,2.957276944897272,3.5589601933253165,4.154656888453237,4.744426605205199,5.328328300003958,5.90642037113188,6.478760618536566,14327.719914160867,20663.16545513501,26935.575372701227,33145.57688621846,33318.54785314626,33489.79781470274,33659.34389638552,33827.20304965265,33993.39206021159,34157.9275442736
159,159,15517172.0,10224.489209517978,9.780439682689478e-05,0.6111667997993672,1.2374039448211487,1.857410241835287,2.471247687243788,3.078977644890724,3.6806608933187683,4.27635758844669,4.86612730519865,5.450028999997409,6.028121071125331,6.6004613185300185,13080.914900613312,19416.360441587454,25688.770359153674,31898.771872670906,32071.7428395987,32242.992801155182,32412.53888283797,32580.398036105096,32746.587046664034,32911.12253072605
160,160,15517776.0,10059.189155390717,9.94115911881526e-05,0.5002578361518648,1.1327884843846097,1.7590256294063913,2.3790319264205295,2.9928693718290305,3.6005993294759664,4.202282577904011,4.797979273031932,5.387748989783892,5.971650684582652,6.549742755710573,14126.081578515246,20398.491496081464,26608.493009598697,26781.46397652649,26952.713938082972,27122.26001976576,27290.119173032886,27456.308183591824,27620.843667653837,27783.74207746525
161,161,15521578.0,10148.096191923833,9.854065049125479e-05,0.21907500618011186,0.8516056544128568,1.4778427994346384,2.0978490964487766,2.7116865418572775,3.3194164995042135,3.921099747932258,4.516796443060179,5.1065661598121395,5.690467854610899,6.2685599257388205,16967.084845211804,23239.49476277802,29449.496276295256,29622.467243223047,29793.717204779532,29963.263286462316,30131.122439729443,30297.311450288384,30461.846934350393,30624.74534416181
162,162,15522495.0,9886.670398568052,0.00010114628683735995,0.41838507592793134,1.0572724130260096,1.6898030612587545,2.3160402062805363,2.936046503294674,3.5498839487031755,4.157613906350112,4.759297154778156,5.3549938499060765,5.944763566658038,6.528665261456797,14843.5403958088,21053.541909326035,21226.51287625383,21397.76283781031,21567.308919493094,21735.16807276022,21901.357083319162,22065.892567381172,22228.790977192588,22390.068602239855
163,163,15523723.0,9848.18939476141,0.0001015415077752195,0.5446991759211274,1.1835865130192056,1.8161171612519507,2.442354306273732,3.0623606032878703,3.6761980486963712,4.283928006343308,4.8856112547713515,5.481307949899272,6.071077666651234,6.654979361449993,13597.137723588998,19807.139237106232,19980.110204034027,20151.360165590508,20320.90624727329,20488.76540054042,20654.95441109936,20819.48989516137,20982.388304972785,21143.66593002005
164,164,15524648.0,9664.782035191223,0.00010346844826492918,0.5089901976710622,1.1542981485982036,1.7931854856962819,2.425716133929027,3.0519532789508084,3.6719595759649466,4.2857970213734475,4.8935269790203835,5.495210227448428,6.090906922576349,6.6806766393283095,13859.650727231387,14032.62169415918,14203.87165571566,14373.417737398446,14541.276890665573,14707.465901224512,14872.001385286523,15034.899795097937,15196.177420145206,15355.850384740103
165,165,15525269.0,9775.585389498827,0.00010229566416290777,0.13746607056312737,0.7827740214902688,1.421661358588347,2.054192006821092,2.6804291518428736,3.300435448857012,3.9142728942655127,4.522002851912449,5.123686100340493,5.719382795468414,6.309152512220375,17471.109577425766,17644.080544353557,17815.33050591004,17984.876587592826,18152.735740859953,18318.92475141889,18483.460235480903,18646.358645292315,18807.636270339586,18967.30923493448
166,166,15526603.0,9937.218678785537,0.00010063177960799526,0.2522140213837921,0.8911013584818704,1.5236320067146154,2.149869151736397,2.769875448750535,3.383712894159036,3.991442851805972,4.5931261002340165,5.188822795361937,5.778592512113899,6.3624942069126575,16490.67059519,22700.672108707236,22873.64307563503,23044.893037191512,23214.439118874296,23382.298272141426,23548.487282700364,23713.022766762373,23875.92117657379,24037.198801621056
167,167,15527175.0,9491.431700600744,0.00010535818320609173,0.4529431387384832,1.1047362156856817,1.7500441666128232,2.3889315037109013,3.021462151943646,3.647699296965428,4.267705593979566,4.881543039388067,5.489272997035004,6.0909562454630475,6.686652940590968,8326.498821331641,8497.748782888122,8667.294864570908,8835.154017838035,9001.343028396974,9165.878512458985,9328.7769222704,9490.054547317668,9649.727511912564,9807.811784479172
168,168,15529573.0,9207.247864676761,0.00010861008791090115,0.003925733201556641,0.022633391617985773,0.680976766327012,1.3327698432742106,1.9780777942013519,2.61696513129943,3.2494957795321753,3.8757329245539567,4.495739221568095,5.109576666976595,5.717306624623532,477.5453174092999,645.4044706764273,811.5934812353659,976.1289652973767,1139.0273751087911,1300.3050001560603,1459.9779647509558,1618.062237317565,1774.5736217701528,1929.5277699752564
169,169,15531357.0,9207.247864676761,0.00010861008791090115,0.011112786597179337,0.06406957327648505,0.7563213086129733,1.441685369269664,2.120230283697011,2.792023886824144,3.4571333961074426,4.115625251615369,4.767565335644139,5.413018837756714,6.0520502823778495,1351.813516198078,1826.9815556107258,2297.4218311764625,2763.1813793086963,3224.3067722763863,3680.8441216152414,4132.839071292019,4580.336823993722,5023.3821167204505,5462.019256062527
170,170,15536344.0,9058.393624703836,0.00011039484939943698,0.0011046019480062527,0.05459358659483891,0.10755037327414461,0.799802108610633,1.4851661692673235,2.1637110836946705,2.8355046868218032,3.5006141961051025,4.159106051613028,4.811046135641799,5.456499637754374,1429.8690771667289,1900.3093527324659,2366.0689008646996,2827.1942938323896,3283.7316431712447,3735.726592848022,4183.2243455497255,4626.269638276453,5064.90677761853,5499.179623786801
171,171,15537099.0,8938.720562896931,0.00011187283380921711,0.037115652348617446,0.0906046369954501,0.1435614236747558,0.8358131590112441,1.5211772196679347,2.199722134095282,2.8715157372224143,3.5366252465057135,4.195117102013639,4.84705718604241,5.492510688154985,1105.808039831919,1576.2483153976557,2042.0078635298894,2503.133256497579,2959.670605836435,3411.665555513212,3859.163308214915,4302.208600941643,4740.84574028372,5175.118586451991
172,172,15537619.0,9159.496823593116,0.00010917630294102956,0.024960582403411397,0.07791736908271711,0.7701691044192054,1.455533165075896,2.1340780795032432,2.8058716826303756,3.470981191913675,4.129473047421601,4.781413131450372,5.4268666335629465,6.065898078184081,1224.6400004512413,1699.808039863889,2170.248315429626,2636.0078635618597,3097.1332565295497,3553.670605868405,4005.665555545182,4453.163308246885,4896.208600973614,5334.845740315691
173,173,15539765.0,8734.612842901457,0.0001144870434426514,0.04597676723294648,0.10000329774966112,0.15349228239649376,0.2064490690757995,0.8987008044122877,1.5840648650689784,2.2626097794963256,2.9344033826234583,3.599512891906757,4.258004747414683,4.909944831443454,1020.5474396967563,1486.30698782899,1947.43238079668,2403.9697301355354,2855.9646798123126,3303.4624325140157,3746.5077252407445,4185.144864582821,4619.417710751092,5049.369683191858
174,174,15542164.0,8570.229999807783,0.00011668298283971707,0.04376838803377841,0.09833786723012793,0.15236439774684257,0.2058533823936752,0.25881016907298093,0.9510619044094692,1.63642596506616,2.314970879493507,2.9867644826206394,3.6518739919039387,4.310365847411864,1033.2685224849797,1494.39391545267,1950.931264791525,2402.9262144683025,2850.4239671700057,3293.469259896734,3732.106399238811,4166.379245407082,4596.331217847848,5022.005308519591
175,175,15545931.0,8695.397346889375,0.0001150033701861517,0.003788387956570599,0.058357867152920115,0.11238439766963475,0.1658733823164674,0.21883016899577312,0.9110819043322614,1.596445964988952,2.274990879416299,2.946784482543432,3.6118939918267308,4.270385847334657,1378.4029465035578,1839.528339471248,2296.0656888101034,2748.0606384868806,3195.5583911885838,3638.603683915312,4077.240823257389,4511.51366942566,4941.465641866426,5367.1397325381695
176,176,15550889.0,8800.365415597493,0.00011363164513914744,0.025502412991487297,0.07952894350820193,0.13301792815503458,0.1859747148343403,0.8782264501708286,1.5635905108275192,2.242135425254866,2.913929028381999,3.5790385376652982,4.237530393173224,4.8894704772019955,1200.0606333867897,1665.8201815190234,2126.9455744867137,2583.482923825569,3035.477873502346,3482.975626204049,3926.020918930778,4364.658058272855,4798.930904441126,5228.882876881891
177,177,15552687.0,8924.43075936573,0.00011205196465338156,0.04131894350437525,0.0948079281512079,0.1477647148305136,0.8400164501670019,1.5253805108236926,2.2039254252510396,2.8757190283781724,3.540828537661471,4.199320393169398,4.851260477198168,5.4967139793107425,1068.2636928392803,1538.7039684050173,2004.4635165372508,2465.588909504941,2922.126258843796,3374.1212085205734,3821.6189612222765,4264.664253949005,4703.301393291082,5137.574239459353
178,178,15554774.0,9154.918448785322,0.00010923090201122222,0.02619860785025914,0.07915539452956485,0.7714071298660532,1.4567711905227438,2.135316104950091,2.8071097080772236,3.4722192173605224,4.130711072868449,4.78265115689722,5.428104659009794,6.067136103630929,1213.302457460017,1688.4704968726646,2158.9107724384016,2624.6703205706353,3085.7957135383253,3542.3330628771805,3994.3280125539577,4441.825765255661,4884.871057982389,5323.508197324466
179,179,15555749.0,9322.12274696776,0.00010727170486199333,0.030927767442503244,0.7231795027789916,1.4085435634356822,2.087088477863029,2.758882080990162,3.4239915902734612,4.082483445781387,4.734423529810158,5.3798770319227325,6.018908476543867,6.65158177265063,1178.931685008894,1658.8750044840006,2134.043043896648,2604.4833194623848,3070.2428675946185,3531.368260562309,3987.905609901164,4439.900559577941,4887.398312279644,5330.443605006373
180,180,15557166.0,9248.771762609806,0.00010812246487071073,0.051977361954710484,0.7442290972911988,1.4295931579478895,2.1081380723752363,2.779931675502369,3.4450411847856683,4.103533040293594,4.755473124322365,5.40092662643494,6.039958071056074,6.672631367162837,983.4623389180399,1463.4056583931465,1938.5736978057942,2409.013973371531,2874.7735215037646,3335.8989144714546,3792.43626381031,4244.431213487087,4691.928966188791,5134.9742589155185
181,181,15558568.0,9276.558347630173,0.00010779859970971498,0.043939334426363795,0.7361910697628521,1.4215551304195428,2.1001000448468896,2.7718936479740224,3.4370031572573216,4.095495012765247,4.747435096794018,5.392888598906593,6.031920043527728,6.66459333963449,1057.9217523988339,1537.8650718739405,2013.033111286588,2483.473386852325,2949.2329349845586,3410.3583279522486,3866.8956772911038,4318.890626967881,4766.3883796695845,5209.433672396313
182,182,15559642.0,8976.34025436178,0.00011140397663892926,0.025851063095469487,0.07934004774230213,0.13229683442160786,0.8245485697580961,1.5099126304147867,2.1884575448421337,2.8602511479692665,3.5253606572525658,4.183852512760492,4.835792596789263,5.481246098901837,1206.7129386618476,1677.1532142275844,2142.9127623598183,2604.0381553275083,3060.5755046663635,3512.5704543431407,3960.068207044844,4403.113499771573,4841.750639113649,5276.02348528192
183,183,15561463.0,8618.355507230577,0.00011603141680115492,0.02804374147592857,0.0826132206722781,0.13663975118899271,0.19012873583582537,0.24308552251513108,0.9353372578516194,1.6207013185083101,2.299246232935657,2.97103983606279,3.6361493453460887,4.294641200854015,1168.4170360003254,1629.5424289680157,2086.079778306871,2538.0747279836482,2985.5724806853514,3428.6177734120797,3867.2549127541565,4301.527758922428,4731.479731363193,5157.153822034938
184,184,15562995.0,8640.791263625391,0.00011573014200790136,0.0210919922961039,0.07566147149245342,0.12968800200916805,0.18317698665600068,0.2361337733353064,0.9283855086717947,1.6137495693284853,2.2922944837558323,2.964088086882965,3.6291975961662644,4.28768945167419,1228.4112757139524,1689.5366686816424,2146.0740180204975,2598.0689676972747,3045.566720398978,3488.6120131257067,3927.2491524677835,4361.521998636054,4791.473971076821,5217.148061748564
185,185,15563583.0,8355.298094184012,0.00011968453892699338,0.0033850749798895884,0.05905687512999945,0.11417475894290649,0.16874423813925601,0.22277076865597065,0.2762597533028033,0.329216539982109,1.0214682753185973,1.706832335975288,2.385377250402635,3.0571708535297675,1355.119312303679,1807.114261980456,2254.612014682159,2697.657307408888,3136.294446750964,3570.5672929192356,4000.5192653600016,4426.193356031746,4847.6321289939,5264.877727380994
186,186,15565614.0,8271.33849102859,0.00012089941683376134,0.031781061828361344,0.0874528619784712,0.14257074579137824,0.19714022498772776,0.2511667555044424,0.30465574015127506,0.35761252683058076,1.049864262167069,1.7352283228237597,2.4137732372511067,3.0855668403782395,1119.0383142370579,1571.033263913835,2018.5310166155382,2461.576309342267,2900.2134486843433,3334.4862948526143,3764.4382672933807,4190.112357965125,4611.551130927279,5028.796729314373
187,187,15566647.0,8186.585171015637,0.00012215105310825697,0.00461034576115039,0.060841628529497926,0.11651342867960779,0.17163131249251481,0.22620079168886434,0.280227322205579,0.3337163068524116,0.38667309353171736,1.0789248288682056,1.7642888895248963,2.4428338039522433,1331.881305900964,1779.379058602667,2222.424351329396,2661.0614906714723,3095.3343368397436,3525.2863092805096,3950.9603999522533,4372.399172914408,4789.644771301501,5202.738909885284
188,188,15567971.0,8331.104037730553,0.00012003211044672137,0.011691628472400213,0.06736342862251007,0.12248131243541711,0.17705079163176662,0.23107732214848126,0.2845663067953139,0.3375230934746196,1.029774828811108,1.7151388894677986,2.393683803895146,3.065477407022278,1285.8121392460368,1737.807088922814,2185.304841624517,2628.3501343512457,3066.9872736933225,3501.2601198615935,3931.2120923023595,4356.886182974104,4778.3249559362575,5195.570554323352
189,189,15569347.0,8337.771254136467,0.00011993612795552386,0.00947892839223267,0.06515072854234252,0.12026861235524956,0.17483809155159907,0.2288646220683137,0.28235360671514637,0.33531039339445207,1.0275621287309404,1.712926189387631,2.391471103814978,3.063264706942111,1304.254114110459,1756.2490637872363,2203.7468164889397,2646.792109215668,3085.429248557745,3519.7020947260157,3949.654067166782,4375.328157838526,4796.76693080068,5214.012529187774
190,190,15570669.0,8477.32638240362,0.00011796171987381531,0.018710728444218918,0.07382861225712595,0.12839809145347547,0.1824246219701901,0.23591360661702276,0.28887039329632846,0.9811221286328168,1.6664861892895073,2.3450311037168543,3.016824706843987,3.6819342161272863,1238.163630792617,1694.7009801314723,2146.6959298082493,2594.1936825099524,3037.238975236681,3475.876114578758,3910.148960747029,4340.100933187795,4765.775023859539,5187.213796821693
191,191,15570669.0,8477.32638240362,0.00011796171987381531,0.018710728444218918,0.07382861225712595,0.12839809145347547,0.1824246219701901,0.23591360661702276,0.28887039329632846,0.9811221286328168,1.6664861892895073,2.3450311037168543,3.016824706843987,3.6819342161272863,1238.163630792617,1694.7009801314723,2146.6959298082493,2594.1936825099524,3037.238975236681,3475.876114578758,3910.148960747029,4340.100933187795,4765.775023859539,5187.213796821693
192,192,15573366.0,8482.414050001578,0.00011789096760724784,0.016959646583679475,0.07207753039658651,0.12664700959293604,0.18067354010965067,0.2341625247564833,0.287119311435789,0.9793710467722773,1.664735107428968,2.343280021856315,3.0150736249834478,3.6801831342667466,1253.0136307934172,1709.5509801322723,2161.5459298090495,2609.0436825107527,3052.0889752374815,3490.726114579558,3924.998960747829,4354.950933188595,4780.625023860339,5202.063796822494
193,193,15580318.0,8413.987419428393,0.0001188497141903185,0.03973157784740743,0.09484946166031447,0.149418940856664,0.20344547137337862,0.25693445602021125,0.309891242699517,1.0021429780360054,1.687507038692696,2.366051953120043,3.037845556247176,3.7029550655304746,1060.6244973547746,1517.1618466936297,1969.156796370407,2416.65454907211,2859.699841798839,3298.336981140915,3732.6098273091866,4162.561799749952,4588.235890421696,5009.674663383851
194,194,15580865.0,8359.476578844471,0.0001196247146060226,0.0019889876417427837,0.057660787791852644,0.11277867160475968,0.1673481508011092,0.22137468131782384,0.2748636659646565,0.3278204526439622,1.0200721879804504,1.705436248637141,2.383981163064488,3.055774766191621,1366.7880016855333,1818.7829513623105,2266.2807040640137,2709.3259967907425,3147.963136132819,3582.23598230109,4012.187954741856,4437.8620454136,4859.300818375755,5276.546416762848
195,195,15583257.0,8359.476578844471,0.0001196247146060226,0.0007026351810496736,0.020369406636481523,0.03984050010090491,0.05911786265973769,0.07820342169208819,0.09709908580921635,0.11580674422564546,0.7741501189346717,1.4259431958818702,2.071251146809012,2.7101384839070897,482.8352448582129,642.5082094531085,800.5924820197175,957.1038664723053,1112.058014677409,1265.4704208123387,1417.3564233487232,1567.7312097426825,1716.609816289555,1864.0071305876033
196,196,15584077.0,8394.658451629388,0.00011912336943332123,0.016218106634222292,0.035689200098645686,0.054966562657478464,0.07405212168982896,0.09294778580695712,0.11165544422338625,0.7699988189324124,1.421791895879611,2.0670998468067525,2.705987183904831,3.3385178321375757,356.336424903318,517.6140499505872,677.2870145454827,835.3712871120919,991.8826715646795,1146.8368197697832,1300.249225904713,1452.1352284410975,1602.5100148350568,1751.3886213819292
197,197,15587713.0,8224.328318364895,0.000121590476606704,0.016895173108820247,0.036561944564252095,0.056033038028675486,0.07531040058750826,0.09439595961985876,0.11329162373698691,0.13199928215341605,0.7903426568624422,1.4421357338096408,2.0874436847367823,2.7263310218348606,348.5616167067334,508.234581301629,666.3188538682381,822.8302383208259,977.7843865259294,1131.1967926608593,1283.0827951972437,1433.457581591203,1582.3361881380756,1729.733502436124
198,198,15591332.0,8346.112778388375,0.00011981625776606135,0.00235295285875396,0.022019724314185807,0.0414908177786092,0.060768180337441975,0.07985373936979247,0.09874940348692063,0.11745706190334976,0.775800436612376,1.4275935135595745,2.072901464486716,2.711788801584794,469.04972871321803,628.7226933081137,786.8069658747227,943.3183503273104,1098.2724985324141,1251.6849046673437,1403.5709072037284,1553.9456935976878,1702.82430014456,1850.2216144426084
199,199,15591848.0,8524.07778849569,0.0001173147435784344,0.001193269575975132,0.020664363040398523,0.0399417255992313,0.05902728463158179,0.07792294874870995,0.09663060716513908,0.7549739818741652,1.4067670588213639,2.052075009748505,2.6909623468465833,3.3234929950793286,483.4443572704287,644.7219823176978,804.3949469125935,962.4792194792025,1118.9906039317902,1273.9447521368938,1427.3571582718237,1579.2431608082081,1729.6179472021674,1878.49655374904
200,200,15595461.0,8428.302646787824,0.00011864785140114988,0.01232728350198582,0.03179837696640921,0.051075739525241984,0.07016129855759248,0.08905696267472064,0.10776462109114977,0.766107995800176,1.4179010727473744,2.0632090236745158,2.702096360772594,3.334627009005339,389.06612126534895,550.343746312618,710.0167109075137,868.1009834741227,1024.6123679267105,1179.566516131814,1332.978922266744,1484.8649248031284,1635.2397111970877,1784.1183177439602
