,index,blocknum,p0vs1,p1vs0,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
577,577,14420855.0,0.9999026535686368,1.0000973559086135,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,81864.4395586655,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984,82962.2853676984
578,578,14421567.0,0.9995027924774801,1.0004974548608188,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,107541.66674064775,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711,57291.76562504711
579,579,14423134.0,0.999203001599911,1.000797634113201,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,132152.38517384793,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165,32695.727557735165
580,580,14424045.0,0.999602742756728,1.0003974151193067,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,104549.52570650194,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803,60282.6724129803
581,581,14424565.0,0.999602742756728,1.0003974151193067,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,102415.54913438778,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607,62415.84166471607
582,582,14425129.0,0.9999026535686368,1.0000973559086135,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,80155.21841193408,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821,84671.37222764821
583,583,14426217.0,1.000302674628223,0.9996974169559872,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,47649.833657296826,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038,117181.62372497038
584,584,14426983.0,1.0000026438339937,0.9999973561729961,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,71331.51450119293,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815,93495.00290839815
585,585,14427950.0,1.000302674628223,0.9996974169559872,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,51337.19324704521,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958,113493.00290951958
586,586,14428643.0,0.9998026733013067,1.0001973656442043,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,85018.07797515646,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825,79808.99701774825
587,587,14429771.0,0.9993029219000711,1.0006975643567653,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,121757.23358235475,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609,43083.69343556609
588,588,14430536.0,0.9998026733013067,1.0001973656442043,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,86341.56195541292,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473,78485.69947358473
589,589,14431794.0,0.9995027924774801,1.0004974548608188,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,110189.65461688135,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465,54644.969607868465
590,590,14433421.0,1.0000026438339937,0.9999973561729961,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,68230.95052010936,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898,96595.78782544898
591,591,14434162.0,1.000102644098377,0.9998973664363527,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,66002.49426175606,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315,98824.48211422315
592,592,14436190.0,0.9997027030310036,1.0002973853807686,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,93775.54819201703,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238,71053.19466512238
593,593,14438064.0,0.999602742756728,1.0003974151193067,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,97912.68546476134,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551,66917.2010939551
594,594,14439017.0,0.9995027924774801,1.0004974548608188,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,105911.8854672232,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846,58920.859816274846
595,595,14439784.0,0.999602742756728,1.0003974151193067,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,100735.4322894993,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446,64095.36562065446
596,596,14440297.0,0.999402852192261,1.0005975046063047,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,112448.76842707123,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194,52386.946531295194
597,597,14441985.0,0.9997027030310036,1.0002973853807686,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,90421.09174574546,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147,74406.89137327147
598,598,14442553.0,0.9997027030310036,1.0002973853807686,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,94398.78269251117,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911,70430.1178516911
599,599,14443205.0,1.000302674628223,0.9996974169559872,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,46241.70674015468,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061,118590.28017265061
600,600,14443712.0,1.0000026438339937,0.9999973561729961,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,70200.53051781793,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172,94626.05261919172
601,601,14444415.0,0.999602742756728,1.0003974151193067,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,100465.84087937581,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868,64364.86540074868
602,602,14446299.0,0.9997027030310036,1.0002973853807686,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,95505.3472089204,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192,69323.84607682192
603,603,14447714.0,1.000102644098377,0.9998973664363527,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,62442.286653024574,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418,102385.20752167418
604,604,14449012.0,1.0000026438339937,0.9999973561729961,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,71856.99449174723,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137,92969.49818705137
605,605,14449833.0,1.0002026543627869,0.9997973866976828,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,57883.98628374382,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985,106944.41780728985
606,606,14450375.0,0.9997027030310036,1.0002973853807686,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,96653.84807903525,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923,68175.66631430923
607,607,14451018.0,0.9998026733013067,1.0001973656442043,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,86353.84807895194,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874,78473.41519022874
608,608,14452511.0,1.0005027451661754,0.9994975074595204,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,33743.996564039226,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308,131093.85035832308
609,609,14454240.0,1.0002026543627869,0.9997973866976828,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,53758.379846408985,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632,111071.08688575632
610,610,14455244.0,1.0006027954406922,0.9993975677027499,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,27695.234382715407,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424,137146.19774344424
611,611,14455927.0,1.0000026438339937,0.9999973561729961,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,71537.61600454427,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208,93288.89126606208
612,612,14456629.0,0.9995027924774801,1.0004974548608188,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,110876.55553915615,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206,53958.393131798206
613,613,14457624.0,0.9999026535686368,1.0000973559086135,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,78246.17345701387,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089,86580.31327488089
614,614,14458729.0,1.0000026438339937,0.9999973561729961,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,73775.09442107202,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366,91051.33925707366
