block,reserve USDT,reserve USDC,price,volume for slippage 5%
16836752,32296930.032738,181928310.03832,1.0037131611375256,190341120
16836774,33175011.299842,181832544.333357,1.003517290329668,190275584
16836802,33310873.108789,181354564.974674,1.003490156241991,189784064
16836844,33479319.553951,181255242.86336,1.0034569630932106,189685760
16836980,33235184.237583,181513418.910244,1.0035087909663025,189947904
16837077,33753786.256372,181041828.381161,1.0033977475151257,189472768
16837155,32913594.081238,181712531.47496,1.0035796157008097,190144512
16837260,32821514.228716,181755416.254813,1.0035995153036925,190193664
16837425,33499886.059651,181129510.225925,1.0034497049963502,189554688
16837475,32399790.303768,181901148.124606,1.0036959105396688,190324736
16837548,32371032.087436,181853192.240036,1.0037024302048054,190275584
16837658,32937014.117704,181410136.70945,1.0035720516744644,189833216
16837726,32462144.754454,181826077.983405,1.0036816027145363,190242816
16837823,33427481.961996,181042897.612937,1.0034689064248237,189456384
16837913,34202756.833886,181324540.838093,1.0033282282019498,189784064
16838043,34177919.351717,181542288.557324,1.0033379729452945,190013440
16838109,34139569.995176,181702482.382226,1.0033455906437028,190177280
16838186,33332064.913108,182513298.521518,1.0035166679125953,190996480
16838240,33011032.691083,182043938.961878,1.003582017482655,190488576
16838306,33529982.382257,181556430.329047,1.003468263563316,189997056
16838409,34042379.226084,181117347.661706,1.0033623855380416,189554688
16838500,33890904.656326,181019468.621459,1.0033962888555936,189456384
16838579,33758073.489127,181364774.778991,1.0034283059686275,189800448
16838633,34168909.796943,180961044.502476,1.0033437138994374,189390848
16838769,34863349.57964,180188965.989035,1.0032046953786284,188604416
16838852,34758971.659773,180181092.729474,1.0032282435271334,188604416
16838915,34989498.646361,179893302.061099,1.0031839864687875,188309504
16838971,34920696.567048,179755891.169774,1.0031967191567828,188162048
16839012,35109652.899986,179520989.358445,1.0031599947883316,187916288
16839042,34986473.83858,179050121.577962,1.00318149818639,187424768
16839098,34164973.039698,179323972.929108,1.0033502670847227,187670528
16839124,34096908.12793,179229492.612084,1.0033610344369694,187572224
16839172,34963967.153273,177842309.355364,1.0031864586931907,186146816
16839265,35043317.075763,177924212.509696,1.0031722577435318,186228736
16839361,34833569.610162,177808431.005142,1.0032053776292138,186114048
16839441,35037555.039618,177584133.184698,1.003166232944117,185884672
16839622,35720401.12671,176629923.017026,1.0030375693179083,184901632
16839734,35726180.03947,176573625.987364,1.003036860383606,184836096
16839944,35610126.988798,176652569.170584,1.003057697750397,184918016
16840125,36327173.666737,176754613.626697,1.0029347784089226,185049088
16840207,36259449.135815,176799867.195859,1.0029463059139203,185098240
16840335,34707024.518368,178039396.355291,1.0032283407468021,186343424
16840492,35071715.470576,177485662.939204,1.0031550697495246,185786368
16840581,35414743.615666,177223531.930969,1.003092159902059,185507840
16840683,35909170.983269,177373460.583915,1.0030015244692443,185688064
16840725,33760299.928999,180368170.65521,1.003414281443422,188768256
16840780,34901470.943528,179202281.975928,1.0031862970351415,187572224
16840958,35831299.414641,178001870.823938,1.0030143233219135,186343424
