block,reserve COMP,reserve USDC,price,volume for slippage 5%
10375484,0.4609131638912403,95.92937,208.12894383427948,0.024258587573223134
10376707,0.4624048117774906,95.620842,206.79032649429433,0.02433709535670997
10377083,0.4666779357527718,94.747895,203.026300883858,0.02456199661856695
10377764,0.4786541055658102,92.384189,193.00824525634013,0.02519232134556898
10379101,0.4910400615015871,90.060713,183.40807616510313,0.02584421376324142
10381159,0.49734311658002955,88.922714,178.79550562894153,0.026175953504212146
10381977,0.495502097998144,89.254097,180.1285955409503,0.02607905778937597
10383224,0.49935583696433605,88.567337,177.36317560322314,0.026281886156017675
10384333,0.4992406170064809,88.587839,177.44517569741325,0.0262758219477095
10385295,0.4979700632436479,88.814548,178.35318738135595,0.026208950697034106
10385309,0.4966537232125824,89.050652,179.3012874724463,0.026139669642767482
10386526,0.5023738530898147,88.039711,175.24739884155593,0.02644072910999018
10389718,0.5056973423237111,87.462831,172.95489550746456,0.026615649595984836
10390339,0.5156973423237111,85.77181,166.32199346522853,0.027141965385458433
10391766,0.5097210407192116,86.780481,170.250929562479,0.026827423195747935
10391891,0.5127129148595241,86.275595,168.27271656232466,0.02698489025576445
10392011,0.5136063523438683,86.125965,167.68866780358115,0.027031913281256204
10392074,0.5161058846666883,85.710097,166.07076095509615,0.027163467614036207
10392231,0.521370943318523,84.847126,162.73850142078987,0.02744057596413274
10392688,0.5152457633837818,85.858814,166.6366229508381,0.027118198072830557
10393271,0.5117384149359325,86.449044,168.93209787821587,0.02693360078610174
10393505,0.5001189392609956,88.463595,176.88511283079757,0.02632204943478922
10393696,0.48673711931190544,90.903035,186.76002177213968,0.025617743121679193
10394021,0.4868599452862824,90.880171,186.66594341943826,0.025624207646646524
10396100,0.4956646559899643,89.270584,180.10278304331518,0.02608761347315608
10397063,0.4956397852125278,89.275077,180.1208854969528,0.02608630448486987
10397697,0.4690182658740791,94.357586,201.18104744631182,0.024685171888109425
10399207,0.47710229067793336,92.763506,194.43106397202308,0.025110646877785914
10399618,0.45999120127460635,96.224574,209.18785779677486,0.024210063224979317
10400644,0.4599912066400752,96.224573,209.18785318279333,0.024210063507372426
10401138,0.46470587883204006,95.251226,204.97099421121573,0.024458204149054752
10402761,0.4716594714587086,93.851105,198.98064319528075,0.024824182708353126
10404989,0.48369766919378077,91.522186,189.21361798692902,0.02545777206283062
10405267,0.4835743913463464,91.545588,189.3102480987937,0.025451283755070886
10407043,0.481506021011052,91.940017,190.94261128229942,0.025342422158476374
10407106,0.4784210792409825,92.534646,193.41674105749414,0.025180056802157014
10407524,0.4782676738390292,92.564416,193.54102537809078,0.025171982833633144
10410322,0.4826898259639858,91.71891,190.0162486682354,0.025404727682315054
10411091,0.48267450544472507,91.72183,190.02832957893568,0.025403921339196056
10413071,0.4821461341515876,91.822648,190.4456792162743,0.025376112323767797
10414959,0.483422118680397,91.581009,189.44315011896796,0.02544326940423136
10415000,0.4893178938290168,90.480824,184.91215044675408,0.025753573359421966
10419672,0.49492854743288783,89.45815,180.74962631273658,0.026048870917520395
10419706,0.4963079513498121,89.210261,179.74779722423196,0.026121471123674356
10420013,0.49575744093013074,89.309622,180.1478195313397,0.026092496891059636
10420843,0.4942129060937748,89.589577,181.2772914169926,0.026011205583882924
10420908,0.49329103167002725,89.757508,181.95649674823338,0.025962685877369884
10421520,0.4878163693432398,90.76787,186.06975022630587,0.025674545754907352
10422814,0.48954783100229227,90.447797,184.7578342137042,0.02576567531591012
10426496,0.49730109364400193,89.041819,179.0501169976141,0.026173741770737002
10428390,0.4990176600306097,88.736441,177.8222457989902,0.026264087370032108
10431199,0.5008428678457106,88.414028,176.53047228225037,0.02636015093924793
10433512,0.5009792280016898,88.390036,176.4345327301711,0.026367327789562633
10433532,0.5038378380952497,87.890036,174.44111846038948,0.026517780952381553
10436696,0.5012993557025806,88.336434,176.2149362354452,0.026384176615925292
10437295,0.4954227957477844,89.387408,180.42651401431752,0.026074883986725472
10437299,0.48987777583042985,90.402246,184.5404108131914,0.02578304083318056
10438058,0.490267792492654,90.330545,184.247357022445,0.025803568025929147
10438481,0.5134027697285347,86.271729,168.03907981567136,0.02702119840676498
10439115,0.4861013947200202,91.13167,187.47461124337877,0.025584283932632623
10439929,0.5042689824557149,87.857913,174.22827113447477,0.02654047276082705
10440232,0.49098942711835375,90.241314,183.7948212645467,0.02584154879570283
10440272,0.49894573059977704,88.806554,177.9884034547137,0.02626030161051457
10443682,0.496324310974998,89.277012,179.87636314775898,0.02612233215657883
10445993,0.49910088017122495,88.781833,177.8835432418831,0.02626846737743288
10446650,0.5019996465258943,88.270697,175.8381656458931,0.026421034027678703
10447068,0.50202011958847,88.267108,175.82384561072328,0.02642211155728791
10448855,0.5053665775209074,87.684359,173.50644640992792,0.026598240922153016
10453541,0.5155508066534741,85.95733,166.7291155220245,0.027134252981761753
10453832,0.5155509269695038,85.95731,166.72903781838144,0.02713425931418445
10456003,0.530236636115758,83.583537,157.63440567270152,0.027907191374513585
10456628,0.5287396480608633,83.820894,158.52961718950073,0.027828402529519236
10456960,0.5283843691145117,83.877424,158.7431970036609,0.02780970363760582
10457806,0.524138223310007,84.558976,161.32953530081838,0.02758622227947405
10458693,0.5226640078206066,84.798199,162.2422775074751,0.027508631990558197
10459764,0.5153525086669383,86.004883,166.8855425240264,0.02712381624562832
10459883,0.5169478315075173,85.740263,165.85863751466997,0.02720778060565876
10460264,0.5193142915617944,85.350721,164.35272894823444,0.027332331134831356
10464124,0.5203142915617944,85.187176,163.72253728472276,0.02738496271377866
10466383,0.520461615706456,85.163135,163.63000157927613,0.027392716616129298
10466841,0.5215692938182515,84.982812,162.9367622044359,0.027451015464118544
10466905,0.5215869677683459,84.979941,162.9257367445239,0.027451945672018252
10467604,0.5279128488648613,83.964661,159.05023183380376,0.02778488678236113
10470513,0.5294060476003393,83.728546,158.1556281412346,0.027863476189491476
10471068,0.5297099101685379,83.68066,157.97450339068664,0.02787946895623894
10472715,0.5455854580185043,81.252798,148.927719399083,0.028715024106237164
10472995,0.5453273590445787,81.29137,149.06893749549562,0.028701439949714636
10473683,0.5453258073910568,81.291602,149.06978708547575,0.028701358283739764
10474001,0.545324155424828,81.291849,149.07069160849952,0.028701271338148926
10474018,0.5445227674419761,81.411849,149.51045919062545,0.02865909302326186
10474216,0.5412121446813871,81.911348,151.34794886803846,0.028484849720072924
10474864,0.534703891637347,82.911348,155.06030402380742,0.02814231008617618
10475415,0.5412513706280202,81.911348,151.33698027398495,0.028486914243579964
10475815,0.5346182736870785,82.930694,155.1213231602719,0.028137803878267365
10478691,0.509897111745567,86.963492,170.55105823661506,0.02683669009187195
10479425,0.5108760604965965,86.797351,169.89903757797683,0.02688821371034711
10479443,0.5249939723850695,84.470049,160.89717871664135,0.027631261704477272
10479892,0.5248358728371089,84.495571,160.9942753021849,0.027622940675637198
10480000,0.5241847752088066,84.60084,161.39507288493766,0.027588672379410872
10485005,0.52285468928003,84.816703,162.21849921015811,0.027518667856843648
10485776,0.5227340983355283,84.836329,162.2934667360191,0.02751232096502787
10487942,0.5227341852313763,84.836315,162.29341297518002,0.027512325538493476
10489934,0.7445546481820543,120.836315,162.29341297518002,0.039187086746423794
10492294,0.7474007653668668,120.377544,161.0615744297664,0.03933688238772992
10492976,0.7463477540271536,120.547894,161.517058702925,0.03928146073827132
10494022,0.7443157658835982,120.877981,162.40147870104883,0.039174513993873505
10494067,0.7463331653905387,120.552216,161.52600686975748,0.03928069291529146
10494318,0.7469546391391801,120.452216,161.2577386744848,0.039313402059956704
10494928,0.7469502062061408,120.452933,161.25965559578117,0.03931316874769164
10495894,0.737503229394312,122.000506,165.42369055142328,0.038815959441805825
10495910,0.737782944927108,121.954391,165.29846866011374,0.03883068131195311
10496525,0.738089689980014,121.90386,165.16130987184079,0.0388468257884218
10498812,0.7506091417590215,119.876617,159.70577805523936,0.03950574430310638
10499752,0.750653500850846,119.869555,159.6869326048983,0.03950807899214981
10499808,0.7512917800587681,119.768022,159.41612191022696,0.03954167263467201
10505214,0.7547990800587681,119.213162,157.94025873841574,0.03972626737151408
10505227,0.7556954964009936,119.072174,157.56634063201682,0.039773447178999555
10505452,0.7559114964009936,119.038252,157.4764407827619,0.039784815600052315
10509990,0.7728301214275779,116.439941,150.6669289557597,0.04067526954881984
10511440,0.7704629283957773,116.798771,151.59557545902055,0.040550680441882925
10511564,0.7687567706307875,117.058771,152.27023093916927,0.04046088266477843
10511621,0.7588040557579343,118.598771,156.29696507293596,0.03993705556620697
10512315,0.7554611003647327,119.125156,157.68536055991103,0.039761110545512235
10519430,0.7571813923793268,118.855318,156.9707327678977,0.03985165223049092
10520643,0.7580772931963493,118.715275,156.60048924490292,0.03989880490507092
10524216,0.7636166810475087,117.856662,154.34008308766568,0.04019035163407947
10533130,0.7635582569825109,117.865707,154.36373835546078,0.04018727668329003
10533278,0.7491216778485523,120.143972,160.37978282119496,0.03942745672887127
10535293,0.7491221466050143,120.143898,160.3795836826963,0.039427481400263975
10535370,0.7525598460505923,119.596719,158.91987810356795,0.03960841295003115
10535837,0.755468834138054,119.13758,157.70019174375216,0.03976151758621327
10535868,0.7635092503342864,117.886683,154.40111949971242,0.040184697386015156
10536129,0.7634963619665455,117.888679,154.40634019047963,0.04018401905087077
10537486,0.7556613619665454,119.114675,157.62970160339287,0.039771650629818245
10538705,0.7631525641269382,117.948904,154.55481583153153,0.04016592442773359
10539356,0.7634903437340126,117.896879,154.4182974514126,0.040183702301790136
10539360,0.7700413116760615,116.896879,151.80598394852848,0.04052849008821369
10539371,0.7707025950882976,116.796879,151.54597862307554,0.040563294478331624
10539415,0.7746942082885205,116.196879,149.99063857300018,0.040773379383606256
10540311,0.7976463031614022,112.863083,141.49514960788628,0.04198138437691579
10543579,0.811230850927668,110.978699,136.80285811750426,0.04269636057514037
10545669,0.8213116223738589,109.620584,133.47014825281627,0.04322692749336099
10547322,0.5766234389792666,76.962016,133.47014844945852,0.03034860205154033
10549272,0.5722251679693889,77.555346,135.53291665799085,0.03011711410365192
10549777,0.5722244470679333,77.555444,135.5332586669314,0.03011707616147008
10550093,0.572464983248418,77.522955,135.41955799654446,0.030129735960443105
10550941,0.5692018764862614,77.968714,136.97901785093975,0.029957993499276858
10551920,0.5692087998210166,77.967769,136.97569156435455,0.029958357885316755
10553829,0.5712911670259568,77.684425,135.98044129478092,0.030067956159260834
10554366,0.5739560902703053,77.324808,134.72251503348244,0.030208215277384487
10555948,0.5746658377875514,77.229594,134.39043861965405,0.030245570409871192
10556011,0.5763681125251252,77.002183,133.59896449275428,0.030335163817111876
10557218,0.5841766335837161,75.975964,130.0564925610161,0.030746138609669238
10558547,0.5839345068887389,76.007562,130.1645323291063,0.030733395099407312
10561303,0.5801296926808918,76.507562,131.88010020042884,0.030533141720046952
10570412,0.572434449125926,77.539149,135.45507108874693,0.030128128901364515
10574342,0.5724344344051782,77.539151,135.45507806596513,0.030128128126588383
10578950,0.5849756585909035,75.881679,129.7176692493235,0.03078819255741594
10584325,0.5909415876388145,75.117881,127.11557719290573,0.031102188823095456
10585405,0.5906408029284915,75.15625,127.24527263840103,0.031086358048868057
10587591,0.5868131869182438,75.647948,128.9131697896548,0.030884904574644323
10589583,0.5951085381829166,74.596594,125.34956098558189,0.031321502009627133
10591380,0.5950833759349249,74.599758,125.36017811419727,0.031320177680785544
10593642,0.5950127132241853,74.608644,125.38999981314586,0.03131645859074661
10595557,0.5826360135888913,76.198294,130.78198433124257,0.03066505334678371
10595892,0.5826872951692071,76.191608,130.7589999501785,0.030667752377326662
10599540,0.564025645129455,78.72011,139.56831693695807,0.029685560269971267
10600363,0.5643635696868211,78.673116,139.40147845414188,0.029703345772990608
10601259,0.5741513206835954,77.335904,134.69603084413777,0.03021849056229453
10601679,0.5710424515575354,77.758203,136.16886588363468,0.030054865871449232
10609954,0.5677820945816583,78.206055,137.73955844384668,0.029883268135876717
10612867,0.5649600377262537,78.597881,139.12113379970407,0.029734738827697504
10613106,0.5621512206321948,78.991781,140.51696074085885,0.029586906349062914
10614191,0.5621563287179879,78.991066,140.51441203222095,0.029587175195683657
10614665,0.5551494102142722,79.991066,144.08925692477217,0.029218390011277462
10615103,0.5418488625963223,81.960483,151.26078258663912,0.028518361189280195
10615157,0.5444328440428271,81.572645,149.830499560352,0.02865436021278034
10616048,0.5378590051276821,82.572645,153.52098637894537,0.028308368690930563
10616167,0.5378472443413416,82.574456,153.52771045824045,0.028307749702175977
10617518,0.5354481759937024,82.945543,154.90862929183933,0.02818148294703704
10619844,0.5354506479713201,82.945162,154.9072025858165,0.0281816130511221
10621510,0.5428665505170026,81.815432,150.71002610509439,0.028571923711421143
10624674,0.5397041804677747,82.296268,152.4840291744115,0.028405483182514457
10625395,0.5332986322579184,83.287718,156.17463267694953,0.028068349066206255
10625837,0.5332836752482888,83.290061,156.18340644164928,0.028067561855173118
10627844,0.533283483742738,83.290091,156.18351878337953,0.028067551775933564
10628012,0.5271007407382098,84.27,159.87456189490274,0.027742144249379375
10628294,0.5037573138024165,88.186707,175.05791892996427,0.02651354283170604
10628541,1.503757308490093,263.244625,175.05791892996427,0.0791451214994785
10628702,1.5265732584845908,259.321836,169.87185813632382,0.08034596097287316
10629228,1.4977810872009631,264.321836,176.475613331426,0.07883058353689298
10630493,1.4963949768208853,264.567414,176.80319574587025,0.07875763035899408
10630907,1.5002455305512532,263.890404,175.898143754533,0.07896029108164515
10633957,1.495673969407468,264.699418,176.97668302996829,0.07871968260039308
10634251,1.489010720342078,265.887499,178.56654446310253,0.07836898528116198
10634510,1.4968934735552064,264.491494,176.6935982236717,0.07878386702922135
10635824,1.5083378620828913,262.490662,174.02643572012562,0.07938620326752055
10638097,1.5318249867793121,258.477842,168.73849443039444,0.0806223677252269
10639506,1.5568781714576785,254.330711,163.35941736653325,0.08194095639250953
10640557,1.526321489864587,259.437687,169.97578080553458,0.08033270999287301
10641075,1.4234115028346062,278.250986,195.4817601557148,0.07491639488603186
10641207,1.438400935328594,275.359969,191.43478166405367,0.07570531238571543
10641873,1.38814032872114,285.359969,205.5699723549529,0.07306001730111267
10641981,1.377485076887678,287.573967,208.76739198492902,0.07249921457303565
10644105,1.3603147579277193,291.214738,214.07893746858386,0.07159551357514315
10644379,1.3585492221393882,291.594332,214.63656027185314,0.07150259063891529
10644534,1.341053487182689,295.409995,220.28203783325824,0.07058176248329939
10644925,1.2601740168893936,314.426811,249.5106285210747,0.06632494825733648
10645385,1.2849191177959671,308.389365,240.00683056921352,0.06762732198926136
10645516,1.280806829919223,309.382491,241.5528116909807,0.06741088578522225
10645761,1.279379544468208,309.728679,242.09288036471077,0.06733576549832665
10646000,1.2394813062326095,319.728679,257.95361123421213,0.065235858222769
10646095,1.2473069198534044,317.728679,254.73175362271104,0.06564773262386336
10646812,1.2556643682425908,315.620244,251.35717153600322,0.06608759832855737
10646922,1.2593866357830776,314.690182,249.87575146398777,0.0662835071464778
10646967,1.3161948676330422,301.146846,228.8011094751969,0.06927341408594967
10647304,1.3843348292802786,286.366032,206.86182702553464,0.07285972785685679
10647609,1.3663232790987514,290.15241,212.3599988659998,0.07191175153151308
10648730,1.3418730897081133,295.455168,220.181155927546,0.07062489945832184
10650361,1.3405160366253435,295.755168,220.62784772388343,0.0705534756118602
10651075,1.3881588072851276,285.634013,205.76465135039177,0.07306098985711218
10652264,1.3930504778204031,284.634013,204.32426357251927,0.07331844620107386
10653748,1.414873286970052,280.256826,198.07909908326093,0.07446701510368703
10655102,1.3986224950122321,283.522968,202.7158643673326,0.07361171026380187
10655348,1.3988320535826062,283.480621,202.65522245788273,0.07362273966224242
10655360,1.4002643081543187,283.191533,202.2414849474192,0.07369812148180621
10657521,1.3746145844687223,288.491667,209.8709487441527,0.07234813602466961
10657572,1.351265356151445,293.491667,217.1976552672801,0.07111922927112846
10657946,1.3516849903269272,293.400825,217.06301919431405,0.07114131528036438
10658352,1.3555543209918781,292.56584,215.82745557988812,0.0713449642627304
10658907,1.3778845873071055,287.838456,208.898813914845,0.07252024143721592
10659837,1.4002042081540274,283.263782,202.30176452150755,0.07369495832389639
10659974,1.406461762635593,282.007264,200.50830494783003,0.07402430329661014
10660315,1.4086992741175883,281.560679,199.87280761280303,0.07414206705882043
10660695,1.4500135341175882,273.561744,188.66151078133015,0.07631650179566263
10660962,1.3990258220145217,283.561744,202.6851395721105,0.07363293800076431
10661104,1.4254739777302945,278.316049,195.24456661295753,0.07502494619633127
10661642,1.4744477836178602,269.098592,182.50805148196662,0.07760251492725567
10662068,1.4579482770786183,272.153127,186.668574790136,0.07673411984624323
10662466,1.4810468669699108,267.921129,180.89983171710335,0.07794983510367937
10662647,1.434575084262664,276.626311,192.82804646100422,0.07550395180329805
10665115,1.367599229611516,290.21438,212.2071830081676,0.07197890682165875
10665122,1.3748642853736965,288.685407,209.97374800635944,0.07236127817756288
10665332,1.3964516762934045,284.235875,203.541504389501,0.07349745664702145
10665548,1.3852283207082356,286.545732,206.85812419247657,0.07290675372148625
10666855,1.4072044965138901,282.083991,200.45699946156736,0.07406339455336242
10667945,1.4022483782027726,283.083991,201.87863676677725,0.07380254622119864
10668825,1.4374267354685408,276.176312,192.13244416939142,0.07565403870887044
10669152,1.4372065425776677,276.218752,192.19141008403315,0.07564244960935107
10669260,1.4327995794575807,277.070894,193.37728595990487,0.07541050418197792
10669444,1.4276623406337443,278.070894,194.77357221355533,0.07514012319124963
10670497,1.427640560624098,278.075149,194.7795241110539,0.07513897687495263
10671662,1.417395999327472,280.09105,197.60959543620694,0.07459978943828793
10671956,1.4173660914109167,280.096978,197.6179476123755,0.07459821533741673
10672315,1.4158126121515338,280.405235,198.05250539044383,0.07451645327113332
10675153,1.4403047906816455,275.651046,191.3838291612875,0.07580551529903401
10677211,1.4398024648858205,275.747506,191.51759545144782,0.07577907709925369
10680907,1.440026472176478,275.70474,191.45810533836624,0.07579086695665671
10680926,1.4423619319270444,275.259659,190.83952016970093,0.07591378589089715
10680935,1.4540328578806794,273.056838,187.79275620909496,0.0765280451516146
10681564,1.4676471537205078,270.531417,184.33001168857155,0.0772445870379217
10684462,1.502159883617044,264.334068,175.96932981828218,0.0790610465061603
10684928,1.5016846993758655,264.417964,176.08088043375426,0.07903603680925597
10685070,1.5016845804702903,264.417985,176.08090836039005,0.079036030551068
10685462,0.5030629518243512,88.579782,176.0809093151594,0.026476997464439544
10687285,0.498352109388403,89.419632,179.4306280949412,0.026229058388863247
10687376,0.4874815851090431,91.419632,187.53453421127824,0.02565692553205484
10687935,0.4846046591667425,91.963991,189.7711655478679,0.02550550837719695
10688234,0.479407308751349,92.963991,193.9144216264275,0.02523196361849206
10688954,0.47942669580554387,92.960243,193.89876244543714,0.02523298398976548
10690530,0.4847275914748741,91.946663,189.68728955625392,0.02551197849867759
10690925,0.4848826497668631,91.917348,189.56617244233192,0.02552013946141385
10693349,0.49095945231060006,90.783021,184.9094066174881,0.025839971174242138
10695039,0.5021564595055857,88.764693,176.76700422692187,0.026429287342399244
10697113,0.48578744826198683,91.764693,188.89885551450269,0.025567760434841436
10697568,0.48845701661097185,91.264667,186.84278021680484,0.025708264032156425
10698161,0.4938596138088309,90.269236,182.78319076105402,0.025992611253096376
10699896,0.494584801920042,90.137275,182.24837206900713,0.026030779048423158
10700050,0.5041603269074426,88.430335,175.40121719302732,0.02653475404776018
10702678,0.5041375524703107,88.434342,175.4170891786682,0.026533555393174257
10702796,0.49978283432575166,89.207209,178.4919426461453,0.026304359701355362
10704181,0.5054658924350834,88.207209,174.506747774932,0.026603468022899035
10705099,0.5078336516935892,87.797174,172.88569535949944,0.026728086931241513
10705358,0.5125950373148721,86.984069,169.69354493880564,0.02697868617446697
10705474,0.5155729844800594,86.483148,167.74181464766968,0.02713542023579263
10705971,0.5257377521735265,84.815978,161.32753953725089,0.027670408009133007
10706360,0.5238797448016217,85.117694,162.4756346176958,0.02757261814745371
10708729,0.5178144836794348,86.117694,166.30993669407127,0.027253393877864962
10711472,0.5148343190220707,86.617694,168.2438229147788,0.027096543106424842
10712922,0.5096678315888863,87.498377,171.67726031918545,0.026824622715204582
10714502,0.5156422137836633,86.487602,167.7279316706326,0.027139063883350745
10716856,0.5156776714928539,86.481673,167.70490129937386,0.027140930078571213
10717006,0.5157112438872863,86.47606,167.68309984511447,0.02714269704669925
10721536,0.5019296781511072,88.857592,177.03195461028147,0.026417351481637152
10726643,0.504329402647552,88.436048,175.3537420894793,0.026543652770923853
10726710,0.5033482492261672,88.608951,176.03905672906345,0.026492013117166757
10727413,0.4977477483790919,89.608951,180.02884250468276,0.026197249914689136
10728489,0.49831028144598793,89.508097,179.62321937301192,0.026226856918209862
10729092,0.4983125162359492,89.507697,179.62161110482407,0.026226974538734127
10729493,0.5034528894117899,88.596516,175.9777684531951,0.026497520495357363
10729537,0.5089519863495054,87.642094,172.20110413286565,0.02678694664997394
10730602,0.5143528719551065,86.724554,168.60905951657531,0.02707120378711092
10732833,0.5235713378955101,85.202105,162.7325616074956,0.027556386205026873
10733902,0.5216159695729568,85.522461,163.9567536055628,0.027453472082787145
10734280,0.519645335149311,85.847761,165.20452545837472,0.027349754481542643
10735993,0.5173564558247065,86.22871,166.67175799042602,0.02722928714866879
10737322,0.5150343278898952,86.618658,168.1803586857563,0.027107069888941848
10738224,0.5131332212288848,86.940537,169.43073144200088,0.02700701164362551
