block,reserve FEI,reserve DAI,price,volume for slippage 5%
12174502,5497823.318524834,4859304.578703211,0.8838597199604171,289359.12202762347
12174505,5476826.24798094,4878124.832740491,0.8906846067170447,288254.01305162814
12174510,5473826.24798094,4880806.395702563,0.8916626459422023,288096.1183147868
12174535,5473322.938113801,4881256.5701022865,0.8918268893127744,288069.62832177896
12174539,5469168.33069766,4884975.732815352,0.8931843815076382,287850.9647735618
12174547,5468904.904850454,4885211.740022715,0.8932705587347016,287837.10025528725
12174586,5506234.588671087,4852190.986101344,0.88121762848328,289801.8204563726
12174640,5505612.078423651,4852741.265970447,0.8814172151699922,289769.0567591395
12174662,5503731.333013021,4854404.543665478,0.8820206238170298,289670.0701585803
12174688,5503730.158068668,4854405.583109182,0.8820210009737574,289670.008319404
12174693,5503495.355223649,4854613.316184627,0.8820963774552594,289657.65027492866
12174731,5502845.355223649,4855188.472023492,0.882305091022527,289623.43974861316
12174734,5499450.644300158,4858194.509731413,0.8833963288254314,289444.7707526395
12174740,5524840.990664017,4835934.523723626,0.875307458059966,290781.104771791
12174745,5519146.003080034,4840939.547585374,0.8771175005850221,290481.3685831595
12174757,5546017.252441338,4817554.52610133,0.8686511972137589,291895.6448653331
12174776,5545147.252441338,4818312.645570228,0.8689242009666903,291849.8553916486
12174814,5544657.252441338,4818739.737330962,0.8690780183408539,291824.06591796596
12174832,5531611.716948868,4830138.259152319,0.8731882327085192,291137.4587867828
12174835,5522493.614362154,4838137.221558816,0.8760783731784575,290657.55865063984
12174838,5521409.149115821,4839090.344080599,0.8764230676249584,290600.48153241165
12174845,5521097.565409843,4839364.260388187,0.8765221413052408,290584.08238999173
12174851,5542715.196210685,4820546.252330692,0.8697084518479843,291721.8524321411
12174855,5540347.262490983,4822612.74396373,0.8704531531107393,291597.22434163094
12174898,5540228.836262766,4822716.1408416275,0.8704904225751898,291590.99138225056
12174932,5537553.785831994,4825263.718409547,0.8713709888931708,291450.1992543163
12174956,5537080.749306801,4825677.1843257295,0.8715201028863209,291425.3025950948
12174965,5825496.466623929,4587453.341956268,0.7874785210563953,306605.0771907326
12174966,5786959.649630092,4618094.268116522,0.7980173610527446,304576.8236647425
12174989,5755113.727660194,4643725.386230182,0.8068868150965525,302900.7225084314
12174994,5739929.213437693,4656046.947386989,0.8111680082198162,302101.5375493523
12174995,5727664.557114484,4666046.947386989,0.8146508757380299,301456.0293218149
12175007,5700167.484221842,4688623.248782762,0.8225413133492917,300008.81495904457
12175017,5676028.201466159,4708623.248782762,0.829563046844357,298738.32639295515
12175088,5658028.201466159,4723647.961668382,0.8348576206184954,297790.9579719035
12175092,5654028.201466159,4726999.810210686,0.8360410740407904,297580.4316561138
12175103,5651568.044277449,4729063.689639868,0.836770194146088,297450.94969881326
12175104,5634022.169359361,4743835.593828987,0.8419980346595626,296527.48259786144
12175129,5608177.826655028,4765762.541813043,0.8497880575687022,295167.2540344754
12175180,5606208.831622769,4767441.394500971,0.8503859805595202,295063.62271698844
12175185,5603894.143595346,4769416.511137246,0.8510896867293936,294941.79703133367
12175213,5621440.0185134355,4754574.528344222,0.845792984126076,295865.2641322864
12175246,5609741.008389314,4764519.9409803655,0.8493297522746722,295249.52675733157
12175291,5684766.382996895,4701826.376908905,0.8270922778765442,299198.23068404663
12175308,5684741.580204266,4701846.952924711,0.8270995060352,299196.92527390923
12175331,5682241.580204266,4703921.836080931,0.8278285549260005,299065.3463265402
12175361,5669917.15671032,4714177.288830173,0.8314367138946583,298416.69245843776
12175388,5653697.559154377,4727860.913302089,0.8362422757557684,297563.0294291768
12175400,5651252.322928799,4729912.763526098,0.8369671876683766,297434.3327857265
12175407,5651097.964461006,4730042.348783428,0.8370129802261485,297426.2086558426
12175408,5645112.760670297,4735072.4438340105,0.8387914723020999,297111.19793001655
12175410,5635112.760670297,4743500.527896847,0.8417756182278431,296584.88214054145
12175414,5634602.353604077,4743931.507980239,0.8419283580758568,296558.0186107401
12175432,5594524.729256789,4778017.977685507,0.8540525261598493,294448.66996088345
12175433,5615014.235184566,4760634.834131172,0.8478402074745033,295527.0650097141
12175458,5613972.632436417,4761520.7684748685,0.8481553224830041,295472.24381244276
12175523,5589934.599652074,4782058.038864054,0.855476563028429,294207.08419221453
12175540,5565830.635540023,4802830.034601635,0.8629134354059701,292938.4545021057
12175549,5547559.587471318,4818845.963044725,0.8686424881181395,291976.82039322704
12175555,5519550.00715705,4843373.323577279,0.8774942372651773,290502.6319556339
12175557,5526117.489825314,4837634.492078515,0.875412891779005,290848.28893817496
12175563,5505150.315990187,4856114.774669774,0.8821039383002435,289744.7534731673
12175564,5528455.507947784,4835704.9882962415,0.8746936610676102,290971.3425235674
12175590,5659007.017754613,4724473.7734072795,0.8348591472999907,297842.474618664
12175606,5618749.045769197,4758426.360640024,0.8468835895461502,295723.6339878533
12175616,5594812.552441537,4778845.770239221,0.854156546880872,294463.8185495548
12175621,5569890.366952324,4800292.808834457,0.8618289575888065,293152.1245764382
12175636,5691138.003691404,4699076.706302092,0.8256831416237249,299533.5791416522
12175654,5687986.340860258,4701688.257721556,0.8265997799513821,299367.7021505404
12175656,5664759.317491974,4721024.441551433,0.8334024760722982,298145.227236419
12175668,5664636.527075798,4721127.085538529,0.8334386615932923,298138.7645829376
12175679,5662174.683187208,4723185.950103384,0.8341646477506286,298009.193851958
12175680,5661474.683187208,4723771.69478772,0.8343712476213716,297972.3517466942
12175689,5621199.171903484,4757719.041028839,0.8463886255462021,295852.5879949201
12175726,5621149.171903484,4757761.488177993,0.8464037054841008,295849.9564159727
12175784,5684122.774240935,4705207.298151208,0.8277807297678483,299164.35653899703
12175795,5680892.455970947,4707890.864575714,0.8287238142710215,298994.3397879442
12175806,5678912.33408782,4709537.350367298,0.8293027032831933,298890.12284672726
12175809,5674460.956978848,4713242.901949734,0.8306062792013855,298655.8398409914
12175817,5671548.956978848,4715670.151052449,0.8314607150220947,298502.5766830975
12175818,5576482.144388153,4796303.904898108,0.8600949094268738,293499.0602309555
12175854,5576462.144388153,4796321.158619154,0.8601010881865144,293498.0075993771
12175893,5575272.262106223,4797347.876237011,0.8604688077465604,293435.38221611734
12175905,5572556.146064533,4799693.184434269,0.8613090758760541,293292.42874023877
12175913,5571486.009421726,4800617.853883475,0.8616404754073392,293236.1057590386
12175985,5571176.794548449,4800885.102467314,0.8617362685680903,293219.83129202295
12176046,5568200.658112126,4803458.83915659,0.8626590767986406,293063.19253221713
12176048,5567810.550557642,4803796.405256591,0.8627801469961057,293042.6605556654
12176051,5567097.101600436,4804413.886181033,0.8630016323587844,293005.11061054934
12176082,5565133.437529508,4806114.230470161,0.8636116787531526,292901.7598699741
12176087,5560970.5085763,4809722.901869727,0.8649071046954888,292682.6583461212
12176089,5558594.731117221,4811784.792590995,0.8656477087013458,292557.61742722243
12176095,5556934.121230276,4813227.052090325,0.8661659373828786,292470.21690685675
12176148,5555161.608321724,4814767.453472106,0.8667196011470673,292376.9267537752
12176157,5546984.580026038,4821886.44866746,0.8692806657567499,291946.55684347637
12176163,5544126.118780009,4824380.015588299,0.870178620079788,291796.11151473783
12176170,5542352.920671353,4825928.152744008,0.8707363500337031,291702.78529849276
12176192,5538852.920671353,4828986.831769613,0.8718387906180944,291518.57477217633
12176329,5458805.133509387,4900169.395923787,0.8976633669964947,287305.53334259987
12176363,5499080.644793111,4864387.21823612,0.884581902402548,289425.2970943749
12176367,5496828.786434226,4866385.983717092,0.8853079062107555,289306.77823338006
12176420,5538334.521453756,4830024.60012799,0.8721077756170205,291491.2906028293
12176433,5537642.521453756,4830629.990294163,0.8723260794786757,291454.8695501974
12176441,5536822.896003499,4831347.228504278,0.8725847510837964,291411.73136860505
12176448,5533406.7394698635,4834338.930015527,0.8736641200676832,291231.9336563088
12176497,5531099.890088166,4836361.249098765,0.8743941250754871,291110.52053095587
12176502,5573773.640088166,4799443.488639488,0.8610761395332822,293356.50737306196
12176523,5569673.640088166,4802987.130577255,0.8623462416195046,293140.71789937746
12176525,5557822.59026134,4813259.447481892,0.866033301587549,292516.9784348076
12176584,5575947.683285732,4797660.323161215,0.8604206129018239,293470.9306992488
12176619,5577196.144431927,4796734.786847924,0.8600620567445547,293536.63918062765
12176654,5554864.912636648,4816277.604637929,0.8670377552623248,292361.3111914024
12176660,5597797.222636648,4779449.127900699,0.8538089069345576,294620.90645456035
12176668,5591056.5454591075,4785228.655327918,0.8558719834830396,294266.1339715328
12176706,5477553.567790042,4884685.541553684,0.8917640842943769,288292.2930415813
12176724,5457298.039032842,4902870.292793006,0.8984061815436245,287226.2125806762
12176736,5487918.821192755,4875595.501669524,0.8884234006598976,288837.8326943554
12176743,5507726.617312024,4858113.49452168,0.8820542180237371,289880.3482795805
12176749,5522467.44297397,4845184.792137646,0.8773586883345043,290656.1812091563
12176764,5565270.99297397,4808030.499480758,0.8639346593455716,292908.99963020906
12176768,5601733.230250227,4776827.830551379,0.8527410417825271,294828.064750012
12176776,5601582.741866775,4776956.5477714855,0.8527869296775797,294820.1443087775
12176802,5581582.741866775,4794124.9057838125,0.8589185411198267,293767.5127298301
12176813,5580055.582185814,4795440.918577422,0.8593894537335337,293687.135904517
12176870,5568545.6877825735,4805382.670876762,0.8629511079382546,293081.3519885568
12176882,5568515.6877825735,4805408.63744919,0.8629604201335637,293079.7730411878
12176900,5565152.695397786,4808321.258374671,0.864005270214959,292902.773441989
12176938,5619719.507586631,4761771.736003636,0.847332634587053,295774.7109256126
12176949,5565317.763265512,4808458.768814534,0.8640043521958964,292911.461224501
12176952,5567754.763265512,4806360.423033281,0.8632493037847684,293039.7243823949
12176973,5592134.763265512,4785468.748766647,0.8557498971952859,294322.882277132
12176990,5645859.070223072,4740066.974055844,0.8395652309239382,297150.4773801621
12177013,5622208.174231984,4760066.974055844,0.8466543440836017,295905.6933806306
12177020,5619807.411476729,4762106.577408539,0.847378963144431,295779.33744614385
12177042,5651054.346096092,4735853.549023036,0.8380477799323762,297423.9129524259
12177046,5650248.451385266,4736531.05614685,0.8382872181462391,297381.49744132906
12177053,5666368.243154216,4723096.791895873,0.8335315654082401,298229.9075344326
12177059,5664001.628473589,4725076.202407063,0.8342293156579547,298105.3488670308
12177061,5663904.081600959,4725157.825137563,0.8342580942511212,298100.214821103
12177080,5656452.157380556,4731401.57465954,0.8364609905673812,297708.0082831867
12177091,5631206.386555641,4752677.175927815,0.8439891649637826,296379.2835029289
12177100,5605445.497395126,4774584.729000275,0.851776140044363,295023.4472313225
12177119,5605290.217205768,4774717.39462149,0.8518234042485817,295015.274589777
12177120,5665942.0792882,4723757.469016694,0.8337108644799508,298207.4778572731
12177123,5649390.586400714,4737788.133386834,0.8386370283534119,297336.3466526689
12177124,5646965.341150762,4739829.030061042,0.8393586189596022,297208.70216582995
12177132,5581077.0479417555,4796092.630848101,0.8593489374272035,293740.8972600922
12177168,5587988.285255568,4790178.585492087,0.8572277429663593,294104.6465923982
12177174,5587640.106063118,4790477.97111054,0.8573347388484127,294086.3213717425
12177176,5586929.68254111,4791088.952267022,0.8575531149495129,294048.9306600578
12177197,5655220.216443693,4733405.352580194,0.8369975299665368,297643.16928651
12177255,5642741.915975517,4743904.252380194,0.8407090600669566,296986.41663029045
12177259,5629204.865509064,4755346.676976238,0.8447634773630147,296273.94028995093
12177261,5629086.846782618,4755446.676976238,0.8447989534384746,296267.7287780326
12177264,5673972.364365965,4717939.376919572,0.8315055262781097,298630.1244403133
12177271,5673372.912747142,4718439.376919572,0.8316815145921415,298598.5743551133
12177276,5673072.912747142,4718689.645373455,0.8317696102179067,298582.7848814288
12177286,5667318.697650807,4723495.102560063,0.8334620575543116,298279.9314553058
12177288,5664998.242287756,4725435.728133855,0.8341460184152737,298157.8022256708
12177366,5685130.763568013,4708751.760400358,0.8282574238354237,299217.40860884264
12177392,5682675.767412581,4710792.128740626,0.828974293369817,299088.1982848728
12177427,5682432.224904135,4710994.635392219,0.8290454595737295,299075.3802581122
12177431,5796362.515495495,4618670.979799437,0.7968223118295795,305071.71134186815
12177432,5774959.51404847,4635840.082724859,0.802748499179513,303945.2375814989
12177435,5827803.196735719,4593929.507913833,0.7882780788628885,306726.48403872177
12177454,5827135.639552193,4594457.3724855995,0.7884589713855841,306691.3494501151
12177457,5788169.421406064,4625480.536660091,0.7991266668100513,304640.49586347677
12177462,5788024.145726424,4625596.9825813705,0.7991668427984481,304632.849775075
12177465,5767846.979961938,4641827.002938041,0.8047763782680436,303570.893682207
12177487,5766612.949767684,4642823.322770971,0.8051213707620196,303505.94472461473
12177505,5761600.36636118,4646874.726090069,0.8065249983703517,303242.1245453255
12177529,5741600.36636118,4663110.120407274,0.8121620842382984,302189.4929663781
12177540,5733326.917016427,4669859.446620698,0.8145112801366038,301754.048264022
12177571,5715503.767592018,4684465.691712868,0.819606789216844,300815.9877680009
12177576,5714385.38037692,4685385.267594141,0.8199281209985689,300757.12528299633
12177611,5736382.748766089,4667471.865720055,0.8136611642108506,301914.88151400443
12177624,5788581.237898914,4625508.103638471,0.7990745769195415,304662.1704157321
12177643,5772334.110206229,4638566.487200967,0.8035859322486869,303807.0584319066
12177649,5759986.692917524,4648539.888021064,0.8070400394738595,303157.1943640802
12177667,5757676.692917524,4650410.510327792,0.8076887186194786,303035.6154167121
12177731,5742176.692917524,4663001.251008465,0.812061610148617,302219.8259430276
12177772,5870761.445342289,4561287.368095324,0.7769498744858953,308987.44449169934
12177781,5843075.262763139,4582965.101661849,0.7843412750248582,307530.276987534
12177784,5828014.354490139,4594844.158015578,0.7884064586209407,306737.59760474414
12177790,5853953.677977671,4574544.857110613,0.7814453459582128,308102.8251567194
12177825,5828201.832972858,4594818.252892271,0.7883766527949048,306747.46489330847
12177835,5827846.832972858,4595098.985851239,0.788472847270631,306728.78068278264
12177843,5844810.921024162,4581801.979913165,0.7839093585443675,307621.6274223244
12177848,5906523.074173631,4534073.1818776885,0.7676382746565399,310869.63548282254
12177862,5876523.074173631,4557289.5443770895,0.7755078108015333,309290.6881144019
12177868,5861003.353291087,4569393.390678613,0.779626476090104,308473.8606995316
12177875,5840377.352812679,4585579.315023825,0.7851512047959447,307388.28172698244
12177879,5839111.421081391,4586576.4698021645,0.7854921989059664,307321.65374112595
12177880,5889595.569114319,4547378.63700957,0.7721037180984921,309978.7141639115
12177885,5859595.569114319,4570730.394491869,0.7800419569200298,308399.76679549087
12177890,5846896.609889434,4580687.501195177,0.7834391142554853,307731.400520497
12177896,5894393.345617508,4543886.38670122,0.7708827898429289,310231.2287167106
12177900,5883016.61775376,4552699.910877981,0.7738716727637398,309632.45356598776
12177902,5904418.377367512,4536247.05610546,0.7682800855531426,310758.86196671147
12177906,5946090.543749473,4504550.246650084,0.7575650275600435,312952.1338815512
