block,reserve BAT,reserve WBTC,price,volume for slippage 5%
11881882,2028.2984894718993,0.02268642,0.000011184951385487044,106.75255207746841
11897526,2114.2984894718993,0.0217663,0.000010294809417111534,111.27886786694171
11937241,2049.8813592962288,0.02245236,0.00001095300462057395,107.88849259453809
11950436,1991.7713126432548,0.02310938,0.000011602426369587496,104.8300690864869
11966450,1702.7821587596502,0.02704321,0.00001588177904077816,89.62011361892905
11968049,1732.7821587596502,0.02657639,0.000015337409763627617,91.19906098734987
11972521,164.55971063250524,0.00252392,0.000015337411510381288,8.661037401710786
11984961,164.59400538850525,0.0025234,0.000015331056523254318,8.662842388868683
12000541,230.9866899667718,0.00354127,0.00001533105652325432,12.15719420877744
12000786,66.39268886863206,0.00101788,0.0000153312061515392,3.494352045717463
12022332,66.48876775265222,0.00101642,0.000015287093359606675,3.4994088290869456
12060495,59.24912164734275,0.00114099,0.000019257500673027646,3.1183748235443574
12073209,57.68553470043842,0.00117201,0.000020317225212286932,3.0360807737072832
12201124,0.000003728069687955,1e-8,0.0026823532919218076,1.9621419410289412e-7
