block,reserve MKR,reserve DAI,price,volume for slippage 5%
10288292,1.5184696391822046,796.4895547931371,524.5343958421843,0.07991945469380024
10289518,1.4998907049382522,806.3852454450711,537.6293371177792,0.07894161604938166
10297155,1.5355900592673228,787.6933608522531,512.9581010885717,0.0808205294351223
10303877,1.540490059267323,785.1953537581301,509.70491437742817,0.0810784241719642
10305482,1.5134798166697756,799.2504691005042,528.0879601415205,0.07965683245630384
10306638,1.5263975944550996,792.5065986177104,519.200633895537,0.08033671549763666
10316919,1.544976528699052,783.004651154341,506.8068262588237,0.08131455414205524
10328498,1.372893574663858,695.7918353665212,506.80682625882366,0.07225755656125576
10330044,1.403234574663858,680.7914549765985,485.1586949670769,0.07385445129809787
10333913,1.4187635225276083,673.3620243267802,474.61188114503204,0.07467176434355838
10343049,1.4373832437738878,664.6651888771354,462.4133415748185,0.07565174967230992
10343476,1.447358667729411,660.0978601790764,456.0706857925033,0.07617677198575867
10344167,1.4489977112098544,659.3534235529551,455.0410386793652,0.07626303743209761
10345077,1.451703927492727,658.1279602697823,453.3486117974834,0.07640546986803831
10346212,1.4574488240377772,655.5415373861496,449.78700217412086,0.07670783284409355
10347267,1.4519595947430812,658.0273128585665,453.1994659086928,0.07641892603910949
10347909,1.4410427257205625,663.0273128585665,460.1024667932964,0.07584435398529288
10348717,1.4202042015508975,672.7851243928759,473.7242177274072,0.07474758955531025
10349165,1.444549862858202,661.4798128210792,457.9141432420118,0.07602894015043171
10349842,1.4840232365286494,643.936566772128,433.9127251662118,0.07810648613308668
10349987,1.4726230054176788,648.936566772128,440.66713910127373,0.07750647396935162
10351220,1.4731247091540296,648.7162205189343,440.36748313825524,0.07753287942915943
10351316,1.480651155885038,645.4285084146571,435.90855675174987,0.0779290082044759
10354013,1.4690617980080474,650.5355841058195,442.82383830816616,0.0773190420004235
10355284,1.4468870481216123,660.5355841058195,456.5218722244729,0.0761519499011376
10355704,1.4698031204465851,650.2674221439831,442.41804436121066,0.07735805897087267
10356013,1.457454882013691,655.7933692789908,449.9579214232104,0.07670815168493128
10356557,1.4579554737310634,655.5688766810914,449.6494498583148,0.07673449861742432
10356561,1.4670335002115433,651.5243184168089,444.11004815013456,0.07721228948481795
10357955,1.465021029286046,652.421997753211,445.3328550998058,0.07710636996242348
10362943,1.4517104239022764,658.421997753211,453.54912860881507,0.07640581178433048
10366926,1.4680104239022764,651.1329226967728,443.5478877363325,0.07726370652117232
10368342,1.4461561777309855,661.002422212606,457.0754060946009,0.07611348303847287
10368575,1.4511157985244147,658.7500038250546,453.9610170979551,0.0763745157118112
10368698,1.8696539391220732,848.7500038250546,453.9610170979551,0.09840283890116175
10369038,1.8918297144722402,838.830567569745,443.3964437458642,0.09956998497222314
10369450,1.8831061484029348,842.728177229996,447.5202727922242,0.09911084991594388
10372449,1.8809467174495724,843.6985870570178,448.5499664769941,0.09899719565524068
10373752,1.8966392413403597,836.7387138668407,441.16914573354256,0.0998231179652822
10377172,1.8887624258235385,840.2387138668407,444.86204425656115,0.09940854872755445
10377431,1.8908077367071972,839.3325406662879,443.9015794001183,0.09951619666879985
10378423,1.8959826441297323,837.0485148803141,441.48532554976236,0.09978856021735427
10378768,1.9011161732718667,834.7950194490144,439.1078415856681,0.10005874596167708
10379711,1.9137576961891052,829.2971292748724,433.3344450691247,0.10072408927311094
10380348,0.7983342366272772,345.9457234085645,433.33444506912474,0.04201759140143568
10381950,0.8035112293202947,343.72345188862477,427.7767868650534,0.04229006470106822
10386548,0.800299752179266,345.1069104617664,431.2220633856487,0.042121039588382425
10388276,0.7997855043837403,345.3294757375736,431.77761267836524,0.04209397391493375
10388675,0.875039077084497,377.8222837038241,431.7776126783652,0.04605468826760517
10389654,0.8730999295216748,378.66394879733554,433.7005833968919,0.04595262786956178
10389899,0.8727555873354834,378.81379867605904,434.043395623023,0.04593450459660442
10390227,0.8656778245267632,381.920291420994,441.18063394979174,0.04556199076456646
10390399,0.8608303922585852,384.07739864161465,446.1708161045521,0.045306862750451815
10392127,0.8525672036816605,387.81112628275184,454.8745537103212,0.04487195808850841
10393531,0.8417198309584016,392.8239462827519,466.6920415020678,0.04430104373465271
10394177,0.8395889268523945,393.8239462827519,469.06758020164887,0.0441888908869682
10395528,0.8301298150429532,398.3249700690863,479.8345546093605,0.043691042896997545
10395540,0.8499497474527108,407.83525850930994,479.8345546093605,0.044734197234353235
10395842,0.8406637817345877,412.35375916467035,490.50972353517864,0.04424546219655723
10396474,0.8457307876487646,409.89060160609966,484.6584842271686,0.044512146718356016
10396504,0.846642353705604,409.45060160609967,483.61696035404645,0.04456012387924224
10396757,0.8489976197211502,408.3181131616713,480.9414109968668,0.04468408524848155
10396952,0.8510882517088634,407.3181131616713,478.58504960423886,0.04479411851099291
10397333,0.8558346136969598,405.0659123156448,473.2992868398678,0.04504392703668203
10398913,0.8773831057599177,395.1466249511631,450.36953909537533,0.04617805819789045
10398983,0.8679893080197606,399.43595977174886,460.18534569628054,0.045683647790513704
10399104,0.8916298227840574,410.3149782309948,460.18534569628054,0.04692788540968729
10399510,0.8999597348107872,406.528443676631,451.718480229676,0.04736630183214674
10401785,0.892600960321694,409.89002733181036,459.2085887786696,0.04697899791166815
10404210,0.8950769507717099,408.75956861762586,456.6753375396439,0.04710931319851097
10405129,0.8928366000115403,409.7883351034323,458.9734953720934,0.04699140000060742
10406120,0.8806241995238328,415.48833510343235,471.811171357877,0.04634864208020173
10407031,0.8697331036893794,420.70687798163067,483.7195183177527,0.045775426509967354
10407502,0.8741874238717441,418.56961341203976,478.809923343681,0.046009864414302326
10408229,0.8939570423719564,409.34021682797663,457.8969653193458,0.04705037065115558
10408404,0.8917202221863326,410.3701088991651,460.2005188275462,0.04693264327296487
10414111,0.8923382035839963,410.08676250149944,459.5642782685116,0.04696516860968403
10414393,0.9027022490848796,405.3924645174993,449.0876863644337,0.04751064468867783
10414641,0.8992013007184815,406.9755679574993,452.5967296002763,0.047326384248341125
10421404,0.8980968864394322,407.4775428574993,453.7122319541408,0.04726825718102279
10421653,0.8941054376303565,409.3020700817426,457.7783031568558,0.047058180927913584
10422349,0.9004455483608208,406.42872583359906,451.3640237030052,0.047391870966358995
10423244,0.9047844110849823,404.4855298573602,447.0518334553497,0.04762023216236744
10424165,0.9043761111095314,404.66869300708,447.45619442624735,0.047598742689975326
10424903,0.48262744017501774,215.9546377063948,447.45619442624735,0.025401444219737834
10426567,0.48280823710759035,215.87401180774015,447.12164212648713,0.025410959847767867
10426788,0.48502380834626163,214.89085195958646,443.05217241248187,0.02552756886032953
10431567,0.4871434208666467,213.95863201635893,439.2107598122097,0.025639127414034013
10432449,0.487470153207145,213.8156537792649,438.62306722275633,0.0256563238530077
10436389,0.48272720711007866,215.9227809692649,447.29772382609247,0.025406695111056754
10441543,0.4784324125399839,217.8669101002738,455.37656812092774,0.025180653291578148
10443258,0.13761535043861556,62.666806003495566,455.3765681209278,0.007242913180979749
10448242,0.13814051492780688,62.42927956703279,451.9259219473645,0.007270553417252995
10449274,0.13814051492780707,62.42927956703271,451.92592194736324,0.007270553417253023
10454378,0.1392052072341768,61.95321914072682,445.04958091478966,0.007326589854430354
10457771,0.13925084395523415,61.9329760854849,444.758353532097,0.0073289917871176
10463292,0.13704469197394664,62.9329760854849,459.2149843895377,0.007212878524944566
10465648,0.13716498391076903,62.877950099719996,458.41109229907,0.007219209679514171
10465878,0.13777073128536552,62.602315432806556,454.3948837952956,0.0072510911202823825
10470173,0.13829064562530044,62.367660631416456,450.9897278258582,0.007278455032910552
10470289,0.13882194297264425,62.12968136141499,447.5494293698082,0.00730641805119181
10473295,0.13882331160368191,62.129070674967814,447.5406180507799,0.007306490084404316
10473481,0.13935060681372335,61.894680227643356,444.1651288277556,0.007334242463880175
10473619,0.1413911477955303,61.00406444551694,431.45603806637615,0.007441639357659485
10478452,0.14130027492160316,61.04341536360339,432.0120070358799,0.007436856574821238
10479673,0.1398179953023016,61.69251405309869,441.2344342351127,0.007358841858015858
10485857,0.1394112823786562,61.87303489944793,443.8165537520417,0.007337435914666124
10489503,0.13937501919231388,61.889181729787616,444.04787951556114,0.0073355273259112785
10492018,0.13841471404931663,62.31985367041888,450.2400925974861,0.0072849849499640185
10492727,0.13819841349326897,62.41768677718465,451.652701354815,0.007273600710172051
10492984,0.1378070165662846,62.59549776395014,454.22576675435073,0.0072530008719097205
10494443,0.13781129982467458,62.59355809442984,454.19757432128006,0.007253226306561805
10498880,0.13843283190664313,62.31336650492921,450.1343044614759,0.007285938521402274
10498952,0.13868342190631122,62.201108346379115,448.5114910735301,0.007299127468753219
10509037,0.13355235426647788,64.5980593496372,483.6909068689592,0.007029071277183052
10510587,0.13491376839922475,63.948136570840596,473.99266457083155,0.00710072465259079
10510654,2.9376667666883796,1392.4324983638044,473.99266457083155,0.15461404035201998
10510943,2.9381753770399666,1392.1921855022913,473.8288246445113,0.1546408093178928
10511281,2.968917438843833,1377.819341505614,464.0813932643979,0.15625881257072827
10511419,2.939425193526776,1391.6850652822939,473.4548333963637,0.15470658913298863
10511472,2.9496321254807665,1386.8836640638788,470.1886896617075,0.15524379607793515
10511603,2.954735531344281,1384.4954187464132,468.56830469579313,0.15551239638654124
10511991,2.9501917280417285,1386.6341964430967,470.01494284695644,0.15527324884430183
10512072,2.9476618443204052,1387.8278812020337,470.8233014842321,0.15514009706949494
10512098,2.895186685898766,1413.05790355542,488.07142918894635,0.1523782466262511
10513333,2.89543170511344,1412.9386854969084,487.9889527359966,0.15239114237439155
10513366,2.922066633554487,1400.0978947266974,479.14646389277493,0.1537929807133942
10513599,2.913352544277599,1404.2983097931233,482.0214129427772,0.15333434443566318
10513973,2.9352911606233154,1393.833717416046,474.8536486309121,0.15448900845385882
10515000,2.917069745079794,1402.566469021686,480.8134846235293,0.15352998658314698
10515498,2.9154228341185635,1403.361157401883,481.3576751127317,0.15344330705887144
10515507,2.9124155938388974,1404.8145705196737,482.3537456300895,0.15328503125467874
10515527,2.8771545736441477,1422.0831066418382,494.267190115078,0.15142918808653416
10515554,2.82728651168305,1447.24147596048,511.8835568946121,0.14880455324647635
10515729,2.8166533619942564,1452.721397834822,515.7615123808708,0.14824491378917104
10516078,2.8185994163490746,1451.721397834822,515.0506274194981,0.14834733770258257
10516126,2.799449338181876,1461.6820106446455,522.1319745668076,0.14733943885167777
10516192,2.6959012485581133,1517.9933497000618,563.0745378792905,0.14188953939779525
10516448,2.721838810586732,1504.2003998541134,552.6412489980848,0.14325467424140692
10516623,2.764056745199395,1481.2932642430826,535.9127546190172,0.14547667079996796
10517023,2.769110182176795,1478.5981002163883,533.9614543810112,0.1457426411671996
10517228,2.7964970031468757,1464.1608219782972,523.5696016590358,0.14718405279720415
10517320,2.8221269430200913,1450.9031638697547,514.116903018216,0.1485329970010576
10518425,2.812463904910377,1455.9031638697547,517.6611018288426,0.14802441604791428
10518639,2.82609248084779,1448.9031638697547,512.6878096484313,0.1487417095183048
10519113,2.819193106690244,1452.4597151525938,515.2040531405079,0.1483785845626442
10519212,2.818201567280574,1452.9722776956673,515.5671952513014,0.14832639827792482
10519289,2.7995606159646824,1462.676044847549,522.4662886406319,0.14734529557708864
10519684,2.8091576397884896,1457.6939932607165,518.9078649820702,0.14785040209413092
10520649,2.827082951887401,1448.4789377048005,512.3581311039264,0.14879383957302128
10520836,2.8797373166055014,1422.0723266263958,493.82015450724083,0.15156512192660543
10520930,2.8705802522490167,1426.6223444767684,496.9804775041739,0.15108317117100079
10521108,2.8838128371054097,1420.0957327711546,492.4368580717456,0.15177962300554793
10521325,2.883813162140246,1420.0955731922165,492.4367472330561,0.15177964011264455
10522272,2.876648125643984,1423.6433319465236,494.8965844155229,0.1514025329286306
10522957,0.13211145776983393,65.38150921244642,494.89658441552297,0.006953234619464926
10525145,0.1319549252084719,65.45930191687184,496.07319934026344,0.00694499606360377
10527948,0.13188740364092416,65.49291554635109,496.58203693706565,0.006941442296890754
10528482,0.13132696842289818,65.77324624909652,500.8357920613379,0.006911945706468331
10530883,0.12954220780744805,66.68216025968385,514.7523837080223,0.006818010937234109
10531318,0.12895738978539537,66.98547185702631,519.4388004324551,0.0067872310413366055
10531352,0.18671202801231201,96.98547185702631,519.4388004324551,0.009826948842753286
10531800,0.18482744965777523,97.97735212918798,530.1017371099473,0.009727760508303956
10535333,0.18482759779777086,97.97727383556932,530.100888627959,0.009727768305145823
10535922,0.18522559753709994,97.76737738609613,527.82865157994,0.00974871565984739
10537509,0.18583989795381883,97.44517015555424,524.3501058086533,0.009781047260727288
10537874,0.1864373428582615,97.13383754839926,520.9999030196702,0.0098124917293822
10538378,0.1869784939427428,96.85355480996554,517.9930203075888,0.009840973365407513
10542653,0.18867794650971786,95.98377291032938,508.717498180879,0.009930418237353578
10543427,0.18863490626729035,96.00573912922326,508.95001900224037,0.009928152961436343
10544019,0.19006456207084696,95.28573912922326,501.3335368310548,0.010003398003728792
10551412,0.788809722070847,395.45676785249907,501.3335368310548,0.041516301161623526
10553633,0.788817934869831,395.4526628956029,501.3231132490156,0.0415167334142017
10554738,0.7777970190417393,401.07284978056873,515.6523359715342,0.0409366852127232
10554742,0.7682483349268567,406.07284978056873,528.569775317808,0.0404341228908871
10554972,0.7778545699960387,401.07284978056873,515.6141845160223,0.040939714210317835
10556370,0.7778497309628413,401.0753523780391,515.6206094994444,0.04093945952436018
10557334,0.7776078540496858,401.20048328560216,515.9419123613523,0.04092672916050977
10557645,0.7771863318911889,401.4187369501858,516.5025689185525,0.04090454378374686
10558298,0.775275384499984,402.41115628709144,519.0557630649239,0.04080396760526228
10559360,0.7752752540453381,402.4112242040896,519.0559380095428,0.04080396073922832
10559579,0.7678914606803388,406.29232233608315,529.1012377922722,0.04041534003580727
10560344,0.7717015853071465,404.29232233608315,523.8972292316465,0.040615872910902406
10560735,0.7680424471357966,406.22426361524083,528.9086106245073,0.04042328669135775
10561082,0.7597235116081781,410.6857841198111,540.5726923607695,0.039985447979377864
10561201,0.7597808840789708,410.65486549867467,540.491178580365,0.039988467583103704
10562503,0.7583314714946666,411.44211929241,542.5623685134155,0.03991218271024555
10562560,0.7569064184084149,412.21908606269335,544.6103719525686,0.03983717991623248
10562585,0.755155063505912,413.1779808580213,547.1432303450172,0.039745003342416485
10563023,0.7464298243461708,418.02227345459374,560.0288999984118,0.03928578022874585
10563114,0.74465379497946,419.02227345459374,562.7074974702193,0.0391923049989189
10563152,0.7437689522248558,419.52227345459374,564.0491878555372,0.039145734327623916
10563180,0.742050841622295,420.49653894837195,566.6680978746269,0.03905530745380503
10563504,0.753135466665729,414.32597770451906,550.1347314565032,0.03963870877188047
10563591,0.7531343267945461,414.32660667510703,550.1363992244835,0.03963864877866041
10563595,0.7531337632500086,414.32691763458007,550.1372237603973,0.03963861911842159
10563613,0.7531278095822619,414.3302028503651,550.1459348316748,0.039638305767487614
10563679,0.7415292853062577,420.8303900297716,567.5168848604073,0.039027857121381904
10563742,0.7444196060806906,419.2013357572595,563.1250605613693,0.039179979267404685
10563925,0.7502668188935652,415.9440104689366,554.3947832883484,0.03948772731018757
10564798,0.7561187312467966,412.7344324811753,545.85928826363,0.039795722697199776
10566017,0.754296654614784,413.7344324811753,548.5036025944828,0.039699823927093814
10567973,0.754126446685542,413.8280942001844,548.75159997239,0.03969086561502866
10574033,0.7529188952469452,414.4937998701844,550.5158689558948,0.03962731027615496
10574166,0.7529188948243218,414.4938001035454,550.5158695748485,0.03962731025391175
10574856,0.748896346832237,416.7268704410707,556.4546712022127,0.03941559720169674
10575078,0.7471533620977697,417.70195027488694,559.0578473770262,0.03932386116304054
10575355,0.7453849761522343,418.6959076589173,561.7176640992622,0.03923078821853865
10575778,0.7232958169467497,431.52118572016775,596.6040112629838,0.03806820089193419
10576132,0.7365498373022767,423.7789529940633,575.3567939763814,0.0387657809106462
10576152,0.4793742556526864,275.81123484714385,575.3567939763814,0.025230223981720423
10577581,0.45753998738964163,289.0128290900105,631.6668205087107,0.024081051967875855
10577940,0.4581719361063237,288.61539288382534,629.9281342645331,0.024114312426648576
10577981,0.4581782530541302,288.611425652882,629.9107906781967,0.024114644897585746
10578485,0.4597760926489321,287.611425652882,625.5467177422194,0.02419874171836489
10578559,0.472714062577274,279.76260204158706,591.8220425182604,0.02487968750406705
10579061,0.47284467887922854,279.68555356530504,591.4956137990946,0.02488656204627515
10579206,0.4783400060400412,276.4819629746735,578.0030093312529,0.025175789791581138
10580447,0.4855168049685049,272.40714949478024,561.0663662042575,0.02555351605097389
10580644,0.48746608126961544,271.3211043693672,556.5948376607165,0.02565610954050601
10580805,0.4892747927316745,270.3211043693672,552.4934216621605,0.0257513048806145
10582073,0.4825854671785612,274.07941686597763,567.9396407612201,0.025399235114661134
10582570,0.4891747411233568,270.39844354350305,552.7645252544137,0.025746039006492416
10583982,0.4874210514724889,271.37423606635105,556.7552637427848,0.025653739551183607
10584396,0.48150353505532445,274.71936950896753,570.5448652155844,0.025342291318701304
10585396,0.48220775421869816,274.31936950896755,568.8821200178255,0.0253793554851946
10585617,0.4811100949914873,274.94711612244913,571.4848201788699,0.025321583946920467
10587520,0.4727142692373438,279.8451153826086,591.9963360405817,0.024879698380912807
10594051,0.4760070643705364,277.9150446949505,583.846470981393,0.025053003387923045
10595070,0.4760667506207266,277.88030597403093,583.7003017154897,0.025056144769511957
10595356,0.47945877502432005,275.9202438300172,575.4827280322932,0.02523467236970106
10596041,0.4741180769332096,279.0376968737999,588.5405143771997,0.024953582996484758
10596226,0.4767771132922645,277.4861168505797,582.0038527740334,0.02509353227854011
10597328,0.47873810356245194,276.3528838881945,577.2527438943325,0.0251967422927607
10597744,0.4804542092084465,275.368746274902,573.1425409480229,0.025287063642549734
10598369,0.47912030687929646,276.1376977627849,576.3431309379912,0.02521685825680514
10599885,0.4773966578746253,277.1376977627849,580.5187220970602,0.02512613988813822
10599899,0.4756653434728227,278.14945164141324,584.7587078988138,0.025035018077516902
10603480,0.4766461477293419,277.57881152195665,582.3582396381322,0.025086639354175877
10603775,0.4769814197487316,277.3842852631367,581.5410701097321,0.02510428524993319
10604159,0.4769815566706733,277.38420587630407,581.5407367371669,0.025104292456351263
10604714,0.4773734862721995,277.1571526232045,580.5876543071537,0.025124920330115763
10604978,0.47805111892994495,276.7654620809515,578.9453284838133,0.025160585206839226
10604979,0.4787283734359325,276.37509640006107,577.3108755105945,0.025196230180838664
10614214,0.480478867800128,275.37120845881753,573.1182512138449,0.025288361463164655
10614427,0.4837397440479729,273.5204701334964,565.4289801467526,0.025459986528840683
10616211,0.4779900960113563,276.8204936757193,579.1343711630848,0.025157373474281874
10616254,0.48454305929307057,273.08785136043406,563.5987269301899,0.025502266278582708
10616585,0.48382205898053193,273.49603633090874,565.2822794132123,0.0254643188937122
10619039,0.48027114747090666,275.5242291044821,573.6847415369097,0.025277428814258263
10620756,0.4795056324067669,275.9654180946308,575.5207018309392,0.02523713854772458
10629337,0.4729306743360568,279.81359482357595,591.6587990753693,0.024891088122950378
10631154,0.4728975205058837,279.83327098261657,591.7418866634446,0.024889343184520185
10632482,0.47289752050581374,279.8332709826581,591.74188666362,0.024889343184516466
10632745,0.45662859343864787,289.8332709826581,634.7243145683557,0.02403308386519193
10632752,0.45978055023313835,287.85228232750495,626.0645044283524,0.02419897632805995
10634107,0.45984397768110463,287.8126972271923,625.89206599719,0.024202314614794995
10634325,0.4605100979804548,287.397628031772,624.0853985442245,0.02423737357791872
10634564,0.4613620457512643,286.8685108670189,621.7861081309651,0.024282212934277125
10635651,0.46183417665602255,286.5761254350358,620.5173629851993,0.02430706192926435
10635772,0.46203542045863605,286.45167885193973,619.9777466575952,0.02431765370834932
10636081,0.4665822270156355,283.66852308908295,607.971128483591,0.024556959316612392
10639404,0.46998333493488403,281.62182545077036,599.2166200739626,0.024735964996572823
10639604,0.47644237571963727,277.8152295449611,583.1035266863869,0.025075914511559827
10640307,0.4747664689710974,278.79885713611833,587.2336724628523,0.024987708893215665
10641003,0.4772315497897121,277.3630540165485,581.1917802558655,0.025117449988932228
10641377,0.47895200792792847,276.36970798582234,577.0300644139063,0.025208000417259457
10642357,0.47547695998254397,278.3956481060048,585.508177128552,0.02502510315697598
10642575,0.44369728282279963,298.3956481060048,672.5207921211808,0.023352488569621077
10644414,0.4300188197566022,307.9158720824431,716.052084084898,0.022632569460873775
10644936,0.4299664693698879,307.9534750589259,716.226722307507,0.022629814177362484
10645102,0.42996646936893534,307.9534750596102,716.2267223106852,0.022629814177312357
10645236,0.4176738762422488,317.0441503438016,759.0710560981257,0.02198283559169728
10645391,0.41216068086674285,321.2977969981197,779.5449976510487,0.02169266741403908
10645568,0.4170997821715446,317.50441738833126,761.2193315837029,0.021952620114291832
10645730,0.4164058175528189,318.03514924205456,763.7625024336108,0.02191609566067465
10646247,0.41738518111911976,317.29113670428194,760.1878338218446,0.021967641111532654
10646488,0.4174341171543533,317.25405206231693,760.0098770676353,0.021970216692334343
10646610,0.4224546572804308,313.4949150051888,742.0794388285956,0.02223445564633847
10646970,0.43323017660217134,305.7203235522986,705.6764280597123,0.02280158824221956
10647187,0.4318857228562431,306.67489001111795,710.0834173978873,0.022730827518749608
10649024,0.42467537470075983,311.8974353217509,734.4372994114011,0.022351335510566284
10649222,0.4170252025004968,317.63629431921294,761.6716985320198,0.02194869486844725
10651310,0.41915241921518903,316.02908792719074,753.971761677807,0.022060653642904715
