block,reserve AAVE,reserve WBTC,price,volume for slippage 5%
11481417,6.091,0.0237,0.003890986701691019,0.3205789473684213
11487515,1.603135115e-9,1e-8,6.237777406553783,8.437553236842118e-11
14393361,7.7859781e-11,2.1e-7,2697.1563148886844,4.0978832105263226e-12
15448512,4.6446149292e-7,1e-8,0.021530310160120046,2.444534173263159e-8
