block,reserve TUSD,reserve WBTC,price,volume for slippage 5%
11295944,19035.851465070326,1.0175658,0.000053455229038069234,1001.8869192142265
11298596,19065.788401662332,1.01597282,0.000053287742347513837,1003.4625474559107
11299583,18957.620029278514,1.0217872,0.00005389849561400281,997.7694752251882
11307619,18710.674643761235,1.03531343,0.000055332768577920204,984.7723496716462
11307809,17808.311761709672,1.08793153,0.00006109122215274797,937.2795664057703
11307810,18540.261994379875,1.04510613,0.00005636954484876233,975.8032628620967
11308743,18689.837556104656,1.036767,0.00005547223173490671,983.6756608476135
11309295,18949.16645406131,1.02262031,0.00005396650625657601,997.3245502137543
11310228,19230.724891847414,1.00769232,0.0000524001214549742,1012.1434153603914
11311119,19036.113551814145,1.01802523,0.00005347862772666545,1001.9007132533734
11311677,18815.7021898507,1.02998649,0.00005474079466221466,990.3001152553006
11312344,19050.342572005953,1.01733789,0.000053402603452126635,1002.6496090529436
11318898,18849.981717843235,1.02818395,0.00005454562054172868,992.1043009391178
11320133,19164.981717843235,1.01133436,0.00005276990997901209,1008.6832483075377
11331533,18763.450324304988,1.03304169,0.00005505606229904651,987.5500170686828
11332811,18568.111807490048,1.0439421,0.00005622230794511331,977.2690424994762
11332967,17149.86653937115,1.13053292,0.00006592079987355134,902.6245547037433
11332988,17900.601958570143,1.08325567,0.00006051504147777429,942.1369451879036
11333594,18168.080068919975,1.06735467,0.000058748897294101936,956.2147404694733
11335897,17914.34648700778,1.08251786,0.00006042742674342525,942.8603414214631
11336425,18187.393061866755,1.0663141,0.000058629298678089575,957.2312137824629
11337768,18288.15227638591,1.06045674,0.000057985996834097154,962.5343303361005
11339947,18089.26415501713,1.07215135,0.00005927003668099095,952.0665344745867
11344597,18202.81389259386,1.06548318,0.00005853398195943271,958.0428364523068
11347000,18301.789640354968,1.05973826,0.000057903531885390316,963.2520863344726
11348271,18490.2957909235,1.04896645,0.00005673064735475544,973.1734626801845
11351119,18513.545048721076,1.04765311,0.00005658846575536716,974.3971078274262
11352547,18701.001683490304,1.03718275,0.00005546134734139134,984.2632464994895
11357143,18950.716937226087,1.02355617,0.00005401147478433199,997.406154590848
11360709,19368.155561189324,1.0015604,0.00005171170774810206,1019.3766084836498
11363495,19519.86224785123,0.99379954,0.00005091222096659,1027.361170939541
11366855,18956.61275400532,1.02341672,0.00005398732005979093,997.7164607371233
11367389,19357.54090022834,1.00228227,0.000051777355148875195,1018.817942117279
11367493,19523.517750112977,0.99378684,0.00005090203787656296,1027.5535657954206
11368032,19253.134619717126,1.00778517,0.00005234395281108811,1013.3228747219546
11370944,19024.144785536955,1.01995218,0.00005361356273820074,1001.2707781861536
11371845,19172.787130626697,1.01206826,0.00005278670508907479,1009.0940595066677
11372566,19280.134310500194,1.00645012,0.00005220140605824904,1014.7439110789601
11374176,19188.8200089668,1.01125395,0.00005270016340386997,1009.9378952087791
11376597,19261.33676386795,1.00745808,0.00005230468125607332,1013.7545665193684
11381509,19394.33676386795,1.00056985,0.000051590825826232036,1020.7545665193647
11385873,19228.365515164536,1.00923234,0.00005248664215396074,1012.019237640241
11388114,6163.431686090396,0.32349784,0.00005248664323319562,324.3911413731794
11397539,6200.507035182534,0.32156929,0.00005186177326714918,326.34247553592286
11404716,6204.844577985743,0.32134517,0.000051789398744991156,326.57076726240757
11407023,1.3923241435e-8,1e-8,0.7182235578320273,7.328021807894736e-10
11556891,7.690483267711194,0.00022465,0.000029211428226260128,0.40476227724795777
11689741,7.850190380967196,0.0002201,0.000028037536584288828,0.4131679147877465
11820538,8.150190380967196,0.00021203,0.00002601534321150889,0.4289573884719573
12696807,7.661502506482139,0.00022561,0.000029447226547158208,0.4032369740253765
13125860,7.975336837597235,0.00021676,0.000027178789361993175,0.41975457039985464
13422560,8.028796338373883,0.00021533,0.000026819711314736373,0.42256822833546615
15394889,5.959157211163727,0.00029034,0.00004872165470917343,0.31363985321914356
