block,reserve SUSHI,reserve USDC,price,volume for slippage 5%
11431304,12839.64467718519,24660.482119,1.920651446283346,675.7707724834308
11431596,12714.085214019711,24904.752459,1.958831645357996,669.1623796852473
11432045,12639.085214019711,25052.981294,1.9821831145034425,665.2150112641957
11432407,12732.851883422982,24869.036725,1.9531395599894814,670.1500991275243
11432428,12665.44951592793,25001.781779,1.9740145620222982,666.6026061014691
11433007,12882.73205634016,24581.340886,1.9080844636446848,678.0385292810606
11433685,12875.56405608615,24595.066828,1.910212765892315,677.6612661097988
11433948,12819.232056086152,24703.471004,1.927063251208687,674.6964240045345
11434212,12751.241185569648,24835.588691,1.947699704645693,671.1179571352441
11434570,12701.241185569648,24933.651232,1.9630877697471052,668.4863781878776
11434644,12740.575056675434,24856.904001,1.951003301689762,670.5565819302847
11434907,12346.21629600994,25653.264094,2.0778239647632484,649.8008576847333
11434919,12469.382729767276,25400.626445,2.037039602959887,656.2833015666965
11435206,12388.93000167315,25566.072435,2.0636223169835692,652.0489474564802
11435366,12405.820191592567,25531.369198,2.0580154156435886,652.9379048206611
11435476,12457.698221883185,25425.36566,2.040936070785357,655.6683274675379
11435650,12503.131791101434,25333.251765,2.0261525022898543,658.0595679527087
11435712,12482.966240177135,25374.299394,2.032713932393038,656.9982231672184
11436000,12299.002816089065,25754.979766,2.094070564184957,647.315937688898
11436104,12326.439000486804,25697.825935,2.0847728962099374,648.7599473940427
11436263,6775.234827845694,14124.825935,2.084772896276311,356.59130672872107
11436705,6785.971562861493,14102.544636,2.078190942205079,357.15639804534294
11436794,6805.074469559491,14063.075023,2.0665571090966086,358.1618141873414
11437297,6794.348825987832,14085.341969,2.0730966763326473,357.5973066309389
11437683,6794.204763249332,14085.64153,2.073184724456779,357.5897243815434
11437984,6662.837187506883,14364.196209,2.1558678089768586,350.6756414477313
11438449,6669.822548108867,14349.197551,2.151361216509202,351.0432920057292
11438479,6733.2076605584925,14214.518424,2.1111064949422578,354.3793505557114
11438911,6754.065591457878,14170.752381,2.098107012600275,355.47713639252015
11439677,6721.511432363329,14239.591815,2.118510391344118,353.76375959806956
11440021,6711.99028612102,14259.851855,2.12453404238179,353.2626466379488
11440580,6596.685865796812,14509.851855,2.1995668961943755,347.1939929366745
11440668,6623.868380703525,14450.485358,2.1815779733934275,348.62465161597447
11441065,6670.564603325509,14349.628399,2.151186481553032,351.0823475434481
11441407,6661.014114141835,14370.264648,2.157368893347763,350.5796902179909
11441678,6614.18420526292,14472.3155,2.1880726406870177,348.1149581717327
11441925,6588.610134023524,14528.659662,2.205117523493177,346.76895442229124
11442681,6532.281501450523,14654.318983,2.243369178095883,343.80428955002753
11442818,6482.281501450523,14767.692756,2.2781628278092323,341.1727106026592
11442824,2542.2646198483617,5791.692756,2.2781628280479542,133.8034010446504
11443252,2541.707231346365,5792.966678,2.2791636292947137,133.77406480770378
11443822,2544.707231346365,5786.157713,2.273800947207052,133.9319595445454
11444007,2519.4312058450205,5844.381626,2.319722647096366,132.60164241289567
11444656,2509.2151434757925,5868.248143,2.3386787530985638,132.06395491977855
11444883,2491.2151434757925,5910.776107,2.3726477909704613,131.1165864987256
11444976,7752.005173712268,18392.777951,2.3726477909704613,408.00027230064643
11445366,7721.72696698165,18465.116181,2.391319488497512,406.4066824727179
11445547,7841.142014942522,18184.736342,2.319143857788335,412.6916849969757
11445571,7871.142014942522,18115.634339,2.301525535253894,414.2706323653956
11445641,7791.142014942522,18302.206678,2.349104488520226,410.0601060496074
11445787,7744.748322724575,18412.173057,2.37737525995198,407.6183327749777
11446543,7739.748322724575,18424.103404,2.380452520646599,407.35517488024107
11446565,7772.150125265108,18347.523478,2.3606753835540673,409.0605329086893
11446578,7659.150125265108,18619.029931,2.4309524720741176,403.11316448763773
11446825,7664.40914274858,18606.292583,2.427622565087579,403.3899548815043
11446843,7714.40914274858,18486.057618,2.396302461527672,406.02153382887263
11447093,7743.64524721325,18416.472169,2.3782690943425697,407.5602761691189
11447180,7694.5458160298485,18534.342568,2.408763689389942,404.97609558051863
11447386,7714.5458160298485,18486.435968,2.3963090516083954,406.02872715946614
11447472,7812.18332928975,18256.074989,2.3368723210262607,411.16754364682856
11447583,7713.559999968164,18490.194199,2.397102531007254,405.97684210358875
11447794,7763.559999968164,18371.465937,2.3663713473039865,408.60842105095526
11448113,7775.790670926054,18342.655706,2.3589441231467063,409.2521405750558
11448124,7852.117365906908,18164.885199,2.3133741324181014,413.26933504773297
11448280,7837.798489533666,18198.170489,2.321847201519818,412.51570997545696
11448381,7888.815486547063,18080.833644,2.291957984672549,415.20081508142266
11448519,7763.211380794583,18374.250944,2.3668363571106767,408.59007267339985
11448587,7826.905408836139,18225.169348,2.3285281213983757,411.9423899387439
11448620,7803.370487533224,18280.301753,2.3426161531359906,410.7037098701694
11449010,7813.282987533224,18257.179518,2.3366847901363523,411.2254203964849
11449018,11577.530493713439,27053.039412,2.3366847901363514,609.3437101954441
11449037,11607.530493713439,26983.329263,2.3246399634800867,610.922657563864
11449123,11656.817256617645,26869.580546,2.305052910625838,613.5166977167173
11449462,11588.011928753685,27029.60224,2.3325487069037814,609.8953646712453
11449624,11603.543245169576,26993.531571,2.326318004824699,610.7128023773457
11450804,11852.051294086821,26429.20679,2.229926797835068,623.792173372989
11450915,11817.56536960584,26506.564362,2.2429801344846796,621.9771247160988
11451319,11919.212623671538,26281.188297,2.2049433235888083,627.3269801932383
11451330,11898.358817781464,26327.388949,2.2126907880484423,626.2294114621818
11451365,11729.225083742285,26708.168439,2.277061634363196,617.3276359864358
11451504,11682.346108759239,26815.665598,2.2954007138937644,614.8603215136445
11451523,11703.199914649313,26768.026146,2.287239929354151,615.957890244701
11451594,11667.220737889596,26850.821315,2.3013896726751106,614.0642493626092
11451910,11551.231688137477,27121.248976,2.347909704196491,607.9595625335514
11452371,11436.059397690196,27395.208327,2.3955111961497124,601.8978630363235
11452455,11512.98897942389,27212.699551,2.36365201075366,605.946788390731
11453620,11383.054031018628,27524.260953,2.418003189477697,599.1081068957174
11453642,11359.091823927261,27582.498586,2.4282309724707996,597.8469381014347
11453679,11356.701039558144,27588.322657,2.429254988830223,597.7211073451672
11453692,11255.758155403266,27836.482265,2.4730881634692237,592.4083239685933
11453716,11185.6458314744,28011.488085,2.5042352052825327,588.7182016565475
11453721,11056.70739474228,28339.128605,2.5630712284631785,581.9319681443285
11453770,11111.00020405738,28201.065647,2.5381212428294146,584.7894844240727
11454111,10997.219207820386,28493.721498,2.5909933192690593,578.8010109379175
11454199,11066.175889721915,28316.69787,2.5588512375173877,582.4303099853623
11454217,11166.175889721915,28063.858344,2.5132918038512924,587.6934678801008
11454309,10791.08152711378,29042.283893,2.691322813197923,567.9516593217777
11454312,10978.271475716403,28548.545727,2.600459078658102,577.8037618798098
11454425,10872.892214841444,28826.068673,2.6511868326674444,572.2574849916546
11454487,10839.918117540316,28914.018942,2.667365069410771,570.5220061863329
11454509,10883.104329707123,28799.625505,2.64626935775916,572.7949647214282
11454940,10833.104329707123,28932.949636,2.6707902698452286,570.1633857740599
11455146,10800.811420547783,29019.715389,2.6868088201032783,568.4637589761987
11455149,10817.41455965318,28975.307816,2.678579771184159,569.3376084027987
11455185,10754.736584532204,29144.682337,2.709939207522459,566.0387676069586
11455205,10801.810847249873,29018.049272,2.6864059815848336,568.5163603815727
11455405,10773.67859181784,29094.049272,2.7004749607154346,567.0357153588357
11455516,14699.045222260735,39694.403569,2.7004749607059813,773.6339590663556
11455666,14887.950877257392,39192.233293,2.6324800246936237,783.576361960917
11455699,14967.950877257392,38983.385558,2.604457074831275,787.7868882767052
11456320,14958.552850429616,39007.951391,2.6077356400074274,787.292255285769
11456656,15063.654151703939,38736.598066,2.5715273117590978,792.8239027212585
11456671,14951.559544491969,39027.887374,2.6102887299390485,786.924186552209
11456755,15069.041422648077,38724.522277,2.569806611507406,793.1074432972691
11457014,14876.76706476058,39226.522277,2.6367638954244317,782.9877402505572
11457030,14998.473482046746,38909.162447,2.594208170156415,789.3933411603557
11457168,14935.898145745796,39072.666519,2.616023900118059,786.0999024076718
11457353,14939.321889777144,39063.738833,2.614826772005696,786.2800994619538
11457474,14937.421889777144,39068.722588,2.6154930132044942,786.1800994619553
11457817,14907.538844480167,39147.273812,2.6260051521848027,784.6073076042194
11457939,14903.671456142349,39157.462796,2.627370236336079,784.4037608495964
11457947,14900.070347868548,39166.955004,2.628642287558248,784.2142288351861
11457960,14897.146446842866,39174.665534,2.629675802260925,784.0603393075198
11457990,14879.486154180597,39221.301406,2.6359311739391105,783.13085022003
11458148,14909.369199477575,39142.924999,2.6253910863225234,784.7036420777677
11458170,14942.409396598414,39056.632447,2.6138108928999837,786.4425998209681
11458189,14990.09372701702,38932.762647,2.5972327695877255,788.9523014219467
11458241,14987.529373793941,38939.444053,2.598122951544406,788.8173354628398
11458381,15128.41033531935,38577.904307,2.5500302709885245,796.2321229115441
11458591,15242.295317857166,38290.522275,2.5121231072160506,802.2260693609023
11458617,15196.081432991477,38407.320703,2.527448992186612,799.7937596311294
11458822,14983.650558416217,38953.479401,2.599732238090676,788.6131872850638
11458845,14970.198128928701,38988.588871,2.604413684790029,787.9051646804583
11458848,14910.266410524284,39145.774807,2.6254242365092346,784.7508637118026
11459045,14910.239561239096,39145.84551,2.6254337060931054,784.7494505915311
11459078,14814.373898009717,39399.925699,2.6595741386204184,779.7038893689314
11459094,14809.981143865081,39411.647184,2.661154447203734,779.4726917823718
11459144,14839.981143865081,39332.21248,2.6504219984309163,781.0516391507936
11459388,14928.995301644884,39098.393475,2.61895678074814,785.7365948234165
11459553,14880.40281685896,39226.454854,2.6361151197841126,783.1790956241548
11459875,14835.984651081804,39344.250204,2.651947351612494,780.8412974253588
11459896,14735.984651081804,39612.047973,2.688116804606741,775.5781395306203
11459908,14720.259426787341,39654.491701,2.693871796093372,774.7504961467021
11459928,14152.32333330703,41250.62426,2.914759879949747,744.8591228056321
11459929,14458.458407542466,40379.772226,2.7928131124225044,760.9714951338137
11459940,14507.578690931938,40243.46171,2.7739612906704036,763.556773206943
11460050,14569.542012241023,40072.820148,2.750451600629015,766.8180006442617
11460266,14619.542012241023,39936.177661,2.731698272597132,769.4495795916318
11460432,14439.903873727028,40434.494521,2.800191391479368,759.9949407224758
11460622,14444.933864114942,40420.456716,2.798244498468433,760.2596770586788
11460672,14544.933864114942,40143.384116,2.7599564557004412,765.5228349534191
11460901,14744.795408803908,39600.862198,2.685751894146655,776.0418636212598
11461120,14736.154171796448,39624.153901,2.688907393276106,775.5870616734956
11461204,14657.22776739701,39838.164521,2.7179876817916773,771.4330403893164
11461352,14637.02804242524,39893.308324,2.725506039092755,770.3698969697489
11461469,14527.99818110626,40193.600888,2.7666303634503473,764.6314832161188
11461734,14581.24170716755,40047.272317,2.746492591046919,767.4337740614483
11461744,14607.173407167551,39976.390439,2.736764281814037,768.7986003772385
11462030,19686.080251784824,53876.161282,2.73676428181356,1036.1094869360422
11462191,19664.85939027404,53934.475392,2.74268299211309,1034.9925994881087
11462480,19310.098088759663,54928.330468,2.844539174038353,1016.3209520399832
11462500,19383.325836313878,54721.438392,2.823119151692822,1020.1750440165233
11462587,19410.418603293332,54645.28786,2.8152555066859004,1021.6009791207034
11462661,19445.19113629333,54547.861985,2.805210892640163,1023.4311124364904
11462812,19410.084697829803,54646.817936,2.8153827655430033,1021.5834051489364
11463020,19411.57167384928,54642.644408,2.8149520979598486,1021.6616670446965
11463084,19561.57167384928,54224.886797,2.7720107413194244,1029.5564038868033
11463140,19553.695575031237,54246.793943,2.774247647195118,1029.1418723700626
11463769,19636.24904110486,54019.414346,2.7510047480514395,1033.4867916370968
11463862,19944.594766218353,53186.734817,2.666724264916444,1049.715514011492
11463909,19875.527870800102,53372.113347,2.6853180299885775,1046.0804142526395
11464389,19964.06091569174,53136.135166,2.6615895127947153,1050.740048194304
11464510,20294.333040237245,52273.944212,2.5757902025337467,1068.122791591435
11464540,20164.502670790807,52611.525907,2.609115968092294,1061.2896142521495
11464744,20072.810965408597,52852.576162,2.6330430876413202,1056.4637350215053
11464784,19708.62151059921,53832.161147,2.7314016415632776,1037.2958689789011
11464858,19525.13369863966,54339.572129,2.7830576203832043,1027.638615717875
11464865,14661.841379418189,40804.74938,2.7830576203941457,771.6758620746405
11464880,14497.771168057136,41267.923253,2.846501215574805,763.0405877924823
11464948,14454.533982444145,41391.737545,2.863581599743902,760.7649464444294
11465055,14400.400941757116,41547.80284,2.8851837534275204,757.9158390398497
11465069,14306.055117808935,41822.627495,2.923421386999759,752.9502693583636
11465079,14312.980585632553,41802.45191,2.9205972620378966,753.3147676648714
11465374,14412.980585632553,41513.282631,2.8802704884222305,758.5779255596099
11465423,14497.840038297012,41271.019803,2.846701280603169,763.0442125419486
11465767,14332.179332073069,41749.492672,2.912989832507292,754.325228003845
11465779,14412.124508420997,41518.595908,2.880810243052002,758.5328688642621
11465814,14521.114508420997,41207.900885,2.837791883061246,764.2691846537364
11466256,14488.502739674206,41300.933704,2.8506005379634356,762.5527757723285
11466312,14366.238493479397,41653.484025,2.899400844828369,756.117815446285
11466590,14368.252593479396,41647.662675,2.8985892615710664,756.2238207094397
11466658,14590.689828451448,41014.61369,2.811012650685139,767.9310436027081
11466722,14522.13137086392,41208.824833,2.837656799860535,764.322703729682
11467143,14572.13137086392,41067.85156,2.818246042038342,766.9542826770485
11467365,14336.612171691691,41744.536645,2.911743454107417,754.5585353521928
11467753,14394.14716190955,41578.177716,2.88854749422224,757.5866927320822
11467926,14488.15615425357,41309.194401,2.851238898945195,762.5345344343987
11468326,14553.888931595713,41123.178233,2.8255800512345384,765.9941542945107
11468583,14622.67391113167,40930.312632,2.7990990485564584,769.6144163753488
11468719,14640.960629162724,40879.343406,2.7921216675205125,770.5768752190925
11468793,22091.33789405289,61681.703198,2.792121667497787,1162.7019944238345
11468952,22126.33789405289,61584.42577,2.7833085648824265,1164.5440996869947
11469366,22103.289857503383,61648.835689,2.7891248807956126,1163.3310451317557
11469586,21922.554441629516,62158.614554,2.8353727992557656,1153.8186548226076
11469657,22024.917077364848,61870.589865,2.809117947989226,1159.2061619665728
11469662,22092.176543846963,61682.788695,2.792064809575301,1162.7461338866851
11469846,22205.29325951927,61369.506243,2.763733202068443,1168.6996452378553
11469881,22967.213342550353,63475.250073,2.7637332020337957,1208.8007022394922
11470025,22786.11568737221,63981.251558,2.8079051487243016,1199.2692467037996
11470090,22686.11568737221,64264.128424,2.832751507997087,1194.006088809063
11470135,22198.2494269256,65680.755444,2.9588259047279575,1168.3289172066106
11470257,22550.5656543119,64657.630059,2.867228744953313,1186.871876542733
11470970,22642.32545773284,64396.382846,2.8440710723909874,1191.701339880674
11471113,22867.32545773284,63764.645434,2.7884610096559093,1203.5434451438377
11471234,22704.581553411084,64223.078589,2.8286396046506863,1194.97797649532
11471308,22246.586740287214,65549.230068,2.9464848173447815,1170.8729863309054
11471321,22491.74692351553,64836.863214,2.8826957476660864,1183.7761538692394
11471401,22466.121002061613,64911.041746,2.8892856822075967,1182.4274211611373
11471762,22747.834858762402,64109.551918,2.818270499853975,1197.2544662506552
11472138,23087.927321232648,63167.989421,2.7359748903448775,1215.154069538563
11472250,23216.820373560422,62818.345315,2.705725603430961,1221.9379143979168
11472445,23316.92887519438,62549.447758,2.6825765988651695,1227.2067829049702
11472450,23271.525850839465,62671.849682,2.693070066986573,1224.8171500441822
11472575,22883.321606489422,63738.245834,2.7853581280754556,1204.3853477099692
11472680,23083.321606489422,63187.643248,2.737372217273793,1214.9116634994425
11472777,23102.221606489424,63136.104195,2.7329018511910146,1215.9064003415479
11473097,23395.382119840175,62347.308385,2.664940801805802,1231.3359010442218
11473286,23146.139964114365,63020.696543,2.722730297177279,1218.2178928481226
11473305,23116.280006620305,63102.347124,2.7297794933236674,1216.6463161379106
11473346,23616.280006620305,61770.27797,2.6155803518879375,1242.9621056115975
11473353,23315.083896751185,62570.658975,2.683698641278269,1227.1096787763781
11473605,23267.490095292196,62699.032784,2.694705467896004,1224.6047418574854
11473707,23292.792095292196,62631.12951,2.6888631149830524,1225.9364260680122
11473750,23357.17943630005,62458.994549,2.6740812057097405,1229.3252334894787
11473933,23391.00584556056,62368.941374,2.66636423357729,1231.1055708189815
11474224,23279.726686841524,62667.967525,2.6919546078873005,1225.2487729916575
11474394,23410.15632200559,62319.854725,2.662086227353348,1232.1134906318766
11474558,23160.15632200559,62994.584377,2.719955059938252,1218.9555958950295
11474763,23212.15632200559,62853.885981,2.7078003917030857,1221.692438000293
11474960,23508.484591952452,62063.949509,2.640065941564181,1237.2886627343432
11474975,23663.484591952452,61658.633129,2.6056446965536533,1245.4465574711867
11475002,23639.03095791347,61722.60845,2.6110464747852773,1244.159524100709
11475297,32101.06768151992,83817.379606,2.6110464747642133,1689.5298779747318
11475452,31810.03222085635,84586.546742,2.659115405942298,1674.2122221503341
11475506,31740.03222085635,84773.656663,2.670874940300007,1670.528011624021
11475953,31716.056035682086,84837.935301,2.674920715411565,1669.266107141164
11476002,31631.512849214345,85065.368354,2.689260193134039,1664.8164657481211
11476037,31569.852673324232,85232.012412,2.69979126269471,1661.5711933328566
11476056,31303.119165375912,85960.45872,2.7460668780598727,1647.5325876513634
11476074,31219.750623529097,86190.696369,2.7607746585919704,1643.1447696594296
